D = 4;
n = [ 3 3 3 3 ];
N = 41;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.53 0.61 0.64 0.39 0.57 0.42 0.54 0.59 0.19 0.39 0.45 0.47 0.95 0.11 0.78 0.10 0.86 0.76 0.49 0.02 0.58 0.69 0.04 0.05 0.41 0.06 0.46 0.58 0.12 0.09 0.82 0.08 0.87 0.60 0.30 0.96 0.60 0.37 0.90 0.47 ]
[0.53 1.00 0.09 0.82 0.08 0.20 0.73 0.84 0.17 0.57 0.35 0.28 0.68 0.76 0.34 0.48 0.81 0.21 0.21 0.93 0.83 0.75 0.16 0.73 0.57 0.07 0.63 0.49 0.66 0.07 0.53 0.57 0.83 0.42 0.17 0.54 0.55 0.16 0.54 0.58 0.09 ]
[0.61 0.09 1.00 0.20 0.18 0.19 0.20 0.45 1.00 0.69 0.21 0.30 0.11 0.19 0.92 0.27 0.09 0.81 0.14 0.66 0.42 0.52 0.65 0.30 0.02 0.33 0.32 0.03 0.78 0.62 0.55 0.77 0.03 0.81 0.64 0.33 0.78 0.37 0.17 0.79 0.41 ]
[0.64 0.82 0.20 1.00 0.07 0.69 0.21 0.44 0.57 0.54 0.28 0.16 0.29 0.74 0.11 0.79 0.46 0.02 0.41 0.08 0.69 0.03 0.22 0.67 0.87 0.30 0.75 0.59 0.94 0.58 0.26 0.86 0.09 0.11 0.98 0.06 0.84 0.97 0.45 0.17 0.87 ]
[0.39 0.08 0.18 0.07 1.00 0.07 0.67 0.75 0.65 0.52 0.90 0.56 0.67 0.73 0.75 0.01 0.62 0.94 0.94 0.61 0.57 0.20 0.46 0.45 0.81 0.88 0.47 0.56 0.19 0.27 0.73 0.76 0.88 0.60 0.15 0.08 0.03 0.66 0.33 0.80 0.72 ]
[0.57 0.20 0.19 0.69 0.07 1.00 0.33 0.88 0.19 0.64 0.23 1.00 0.30 0.29 0.48 0.62 0.60 0.34 0.90 0.80 0.76 0.49 0.18 0.31 0.25 0.46 0.04 0.10 0.06 0.54 0.09 0.30 0.70 0.63 0.01 0.44 0.90 0.38 0.89 0.52 0.39 ]
[0.42 0.73 0.20 0.21 0.67 0.33 1.00 0.54 0.09 0.78 0.23 0.07 0.12 0.62 0.45 0.72 0.04 0.05 0.54 0.74 0.99 0.84 0.78 0.74 0.98 0.86 0.94 0.65 0.62 0.32 0.36 0.94 0.43 0.03 0.16 0.96 0.83 0.82 0.88 0.09 0.14 ]
[0.54 0.84 0.45 0.44 0.75 0.88 0.54 1.00 0.11 0.42 0.16 0.01 0.80 0.82 0.77 0.17 0.92 0.05 0.84 0.09 0.23 0.64 0.63 0.34 0.43 0.83 0.87 0.23 0.70 0.79 0.45 0.75 0.74 0.51 0.86 0.75 0.57 0.86 0.92 0.41 0.50 ]
[0.59 0.17 1.00 0.57 0.65 0.19 0.09 0.11 1.00 0.94 0.88 0.15 0.73 0.85 0.16 0.93 0.15 0.61 0.70 0.62 0.53 0.19 0.78 0.80 0.17 0.79 0.24 0.83 0.34 0.22 0.32 0.38 0.93 0.51 0.46 0.27 0.96 0.53 0.13 0.74 0.07 ]
[0.19 0.57 0.69 0.54 0.52 0.64 0.78 0.42 0.94 1.00 0.03 0.26 0.12 0.43 0.70 0.64 0.78 0.70 0.79 0.92 0.60 0.99 0.62 0.47 0.97 0.71 0.07 0.20 0.18 1.00 0.46 0.71 1.00 0.88 0.91 0.54 0.75 0.59 0.09 0.68 0.79 ]
