D = 6;
n = [ 2 2 2 2 2 2 ];
N = 44;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.24 0.94 0.25 0.69 0.32 0.77 0.18 0.37 0.15 0.74 0.79 0.49 0.24 0.80 0.89 0.88 0.65 0.46 0.05 0.01 0.69 0.13 0.66 0.31 0.07 0.82 0.79 0.93 0.80 0.31 0.36 0.14 0.15 0.30 0.45 0.16 0.21 0.89 0.22 0.60 0.19 0.21 0.19 ]
[0.24 1.00 0.82 0.36 0.39 0.24 0.98 0.22 0.12 0.94 0.61 0.14 0.38 0.40 0.08 0.74 0.17 0.84 0.64 0.16 0.51 0.42 0.01 0.52 0.64 0.06 0.14 0.05 0.62 0.49 0.69 0.88 0.74 0.72 0.36 0.06 0.48 0.17 0.32 0.98 0.76 0.69 0.79 0.77 ]
[0.94 0.82 1.00 0.09 0.65 0.57 0.89 0.06 0.60 0.85 0.72 0.55 0.31 0.94 0.63 0.30 0.90 0.64 0.94 0.06 0.56 0.14 0.62 0.65 0.28 0.63 0.69 0.39 0.72 0.93 0.04 0.62 0.83 0.38 0.21 0.22 0.21 0.60 0.87 0.81 0.94 0.78 0.96 0.52 ]
[0.25 0.36 0.09 1.00 0.13 0.42 0.75 0.22 0.20 0.29 0.66 0.26 0.74 0.90 0.20 0.85 0.90 0.72 0.80 0.51 0.61 0.29 0.90 0.87 0.22 0.35 0.78 0.72 1.00 0.22 0.31 0.90 0.86 0.41 0.85 0.87 0.30 0.39 0.42 0.06 0.88 0.65 0.53 0.06 ]
[0.69 0.39 0.65 0.13 1.00 0.11 0.19 0.42 0.71 0.85 0.24 0.99 0.83 0.21 0.99 0.38 0.43 0.16 0.87 0.63 0.95 0.72 0.96 0.43 0.60 0.25 0.78 0.21 0.31 0.87 0.21 0.96 0.19 0.07 0.70 0.99 0.51 0.90 0.64 0.43 0.21 0.24 0.90 0.28 ]
[0.32 0.24 0.57 0.42 0.11 1.00 0.73 0.32 0.04 0.50 0.72 0.54 0.90 0.29 0.92 0.85 0.58 0.25 0.04 0.49 0.96 0.19 0.75 0.23 0.91 0.95 0.88 0.69 0.63 0.24 0.25 0.48 0.91 0.59 1.00 0.86 0.07 0.86 0.95 0.27 0.27 0.82 0.74 0.96 ]
[0.77 0.98 0.89 0.75 0.19 0.73 1.00 0.16 0.89 0.82 0.97 0.44 0.99 0.81 0.85 0.74 0.23 0.73 0.60 0.67 0.53 0.94 0.66 0.03 0.55 0.20 0.78 0.84 0.28 0.83 0.77 0.63 0.87 0.75 0.33 0.40 0.13 0.69 0.90 0.31 0.17 0.63 0.36 0.35 ]
[0.18 0.22 0.06 0.22 0.42 0.32 0.16 1.00 0.13 0.56 0.61 0.89 0.28 0.23 0.93 0.32 0.45 0.55 0.85 0.65 0.16 0.02 0.89 0.58 0.73 0.23 0.35 0.78 0.23 0.67 0.97 0.73 0.69 0.20 0.91 0.16 0.63 0.38 0.14 0.00 0.28 0.96 0.26 0.30 ]
[0.37 0.12 0.60 0.20 0.71 0.04 0.89 0.13 1.00 0.91 0.88 0.14 0.46 0.15 0.77 0.08 0.10 0.76 0.84 0.89 0.74 0.01 0.72 0.72 0.65 0.51 0.58 0.63 0.88 0.86 0.51 0.72 0.85 0.82 0.20 0.55 0.28 0.37 0.49 0.04 0.87 0.83 0.77 0.32 ]
[0.15 0.94 0.85 0.29 0.85 0.50 0.82 0.56 0.91 1.00 0.96 0.27 0.85 0.30 0.47 0.25 0.01 0.28 0.83 0.05 0.53 0.41 0.18 0.61 0.52 0.59 0.30 0.86 0.61 0.16 1.00 0.91 0.65 0.42 0.41 0.91 0.07 0.44 0.76 0.61 0.96 0.51 0.57 0.74 ]
[0.74 0.61 0.72 0.66 0.24 0.72 0.97 0.61 0.88 0.96 1.00 0.62 0.67 0.13 0.37 0.37 0.44 0.31 0.82 0.23 0.65 0.33 0.40 0.12 0.49 0.00 0.42 0.65 0.35 0.66 0.34 0.64 0.91 0.93 0.98 0.19 0.23 0.19 0.55 0.10 0.06 0.92 0.97 0.07 ]
[0.79 0.14 0.55 0.26 0.99 0.54 0.44 0.89 0.14 0.27 0.62 1.00 0.06 0.05 0.41 0.78 0.35 0.90 0.13 0.21 0.33 0.85 0.33 0.34 0.52 0.57 0.25 0.65 0.60 0.08 0.42 0.89 0.37 0.20 0.90 0.64 0.93 0.29 0.33 0.34 0.36 0.00 0.11 0.21 ]
