D = 2;
n = [ 5 5 ];
N = 84;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.69 0.43 0.58 0.65 0.76 0.70 0.23 0.15 0.32 0.67 0.37 0.68 0.49 0.12 0.19 0.19 0.45 0.05 0.74 0.29 0.45 0.80 0.96 0.96 0.97 0.85 0.27 0.19 0.66 0.75 0.75 0.68 0.92 0.64 0.60 0.32 0.07 0.23 0.13 0.24 0.49 0.72 0.27 0.04 0.86 0.90 0.78 0.28 0.03 0.84 0.65 0.68 0.82 0.95 0.43 0.95 0.26 0.95 0.77 0.62 0.20 0.93 0.54 0.39 0.68 0.50 0.06 0.94 0.70 0.23 0.20 0.77 0.68 0.25 0.58 0.02 0.87 0.91 0.32 0.34 0.73 0.65 0.35 ]
[0.69 1.00 0.16 0.36 0.36 0.42 0.98 0.31 0.25 0.34 0.10 0.41 0.42 0.86 0.55 0.91 0.55 0.86 0.00 0.52 0.12 0.59 0.31 0.24 0.16 0.80 0.39 0.17 0.99 0.14 0.85 0.49 0.90 0.91 0.96 0.30 0.45 0.47 0.50 0.96 0.10 0.26 0.84 0.47 0.95 0.32 0.59 0.47 0.14 0.15 0.84 0.85 0.21 0.29 0.74 0.25 0.93 0.35 0.36 0.47 0.63 0.69 1.00 0.31 0.64 0.75 0.18 0.93 0.92 0.53 0.56 0.07 0.29 0.24 0.33 0.36 0.24 0.96 0.09 0.87 0.54 0.73 0.48 0.90 ]
[0.43 0.16 1.00 0.39 0.67 0.32 0.75 0.06 0.89 0.70 0.93 0.49 0.39 0.35 0.28 0.44 0.04 0.27 0.09 0.43 0.66 0.93 0.49 0.27 0.76 0.94 0.43 0.83 0.53 0.90 0.70 0.79 0.25 0.67 0.33 0.40 0.69 0.90 0.52 0.54 0.55 0.21 0.95 0.51 0.11 1.00 0.40 0.50 0.98 0.99 0.27 0.74 0.09 0.37 0.69 0.90 0.78 0.23 0.71 0.44 0.22 0.99 0.22 0.07 0.54 0.37 0.78 0.01 0.63 0.50 0.69 0.07 0.95 0.24 0.02 0.11 0.45 0.55 0.18 0.48 0.07 0.19 0.04 0.10 ]
[0.58 0.36 0.39 1.00 0.69 0.11 0.81 0.62 0.22 0.18 0.54 0.99 0.11 0.92 0.88 0.26 0.42 0.20 0.05 0.74 0.21 0.75 0.91 0.09 0.35 0.48 0.14 0.65 0.22 0.85 0.11 0.02 0.20 0.93 0.53 0.67 0.40 0.79 0.30 0.61 0.97 0.73 0.88 0.27 0.50 0.32 0.20 0.08 0.35 0.18 0.04 0.51 0.26 0.70 0.90 0.80 0.32 0.96 0.01 0.30 0.37 0.68 0.37 0.53 0.98 0.98 0.60 0.59 0.52 0.83 0.04 0.73 0.73 0.78 0.73 0.68 0.39 0.78 0.24 0.40 0.84 0.28 0.10 0.44 ]
[0.65 0.36 0.67 0.69 1.00 0.94 0.75 0.21 0.19 0.89 0.30 0.64 0.32 0.97 0.97 0.70 0.14 0.98 0.96 0.22 0.84 0.45 0.59 0.69 0.44 0.13 0.08 0.31 0.09 0.09 0.65 0.23 0.29 0.59 0.75 0.58 0.38 0.13 0.29 0.97 0.77 0.78 0.83 0.89 0.71 0.22 0.44 0.77 0.51 0.28 0.29 0.06 0.18 0.72 0.73 0.01 0.69 0.54 0.43 0.25 0.25 0.18 0.58 0.73 0.21 0.33 0.59 0.15 0.90 0.61 0.12 0.08 0.21 0.38 0.93 0.16 0.43 0.47 0.99 0.03 0.72 0.74 0.78 0.25 ]
[0.76 0.42 0.32 0.11 0.94 1.00 0.11 0.33 0.68 0.93 0.58 0.37 0.03 0.06 0.63 0.41 0.80 0.81 0.54 0.74 0.40 0.01 0.95 0.66 0.16 0.30 0.32 0.26 0.50 0.39 0.50 0.72 0.29 0.19 0.57 0.71 0.86 0.40 0.80 0.95 0.14 0.04 0.82 0.78 0.72 0.54 0.08 0.38 0.35 0.82 1.00 0.52 0.56 0.52 0.83 0.45 0.11 0.74 0.16 0.48 0.34 0.32 0.29 0.21 0.71 0.89 0.60 0.97 0.07 0.62 0.81 0.55 0.28 0.73 0.14 0.33 0.55 0.11 0.29 0.06 0.93 0.52 0.12 0.26 ]
[0.70 0.98 0.75 0.81 0.75 0.11 1.00 0.89 0.81 0.31 0.99 0.56 0.42 0.53 0.88 0.36 0.19 0.44 0.54 0.02 0.01 0.59 0.05 0.58 0.32 0.62 0.60 0.95 0.64 0.87 0.62 0.66 0.91 0.75 0.44 0.91 0.49 0.57 0.59 0.29 0.01 0.42 0.61 0.26 0.14 0.57 0.53 0.21 0.46 0.71 0.91 0.56 0.39 0.60 0.66 0.15 0.39 0.65 0.87 0.71 0.73 0.99 0.30 0.67 0.49 0.03 0.07 0.82 0.36 0.33 0.22 0.75 0.49 0.31 0.90 0.12 0.76 0.36 0.62 0.48 0.92 0.79 0.91 0.16 ]
[0.23 0.31 0.06 0.62 0.21 0.33 0.89 1.00 0.67 0.75 0.15 0.48 0.98 0.30 0.16 0.06 0.51 0.13 0.91 0.64 0.86 0.89 0.02 0.74 0.10 0.71 0.19 0.81 0.41 0.03 0.73 0.13 0.07 0.34 0.61 0.30 0.64 0.71 0.02 0.35 0.70 0.99 0.16 0.81 0.48 0.33 0.31 0.72 0.75 0.12 0.06 0.44 0.96 0.17 0.73 0.56 0.48 0.16 0.68 0.33 0.27 0.90 0.14 0.54 0.44 0.11 0.85 0.98 0.59 0.42 0.26 0.63 0.56 0.24 0.33 0.46 0.57 0.62 0.00 0.09 0.13 0.16 0.03 0.68 ]
[0.15 0.25 0.89 0.22 0.19 0.68 0.81 0.67 1.00 0.66 0.82 0.72 0.09 0.40 0.72 0.76 0.88 0.97 0.95 0.83 0.81 0.94 0.40 0.01 0.46 0.11 0.10 0.79 0.08 0.23 0.54 0.90 0.54 0.85 0.61 0.63 0.37 0.11 0.06 0.03 0.01 0.24 0.31 0.83 0.86 0.91 0.45 0.85 0.11 0.25 0.34 0.13 0.35 0.79 0.12 0.92 0.77 0.25 0.89 0.94 0.74 0.46 0.54 0.45 0.77 0.92 0.34 0.83 0.90 0.86 0.83 0.89 0.20 0.68 0.61 0.42 0.35 0.31 0.05 0.46 0.39 0.29 0.27 0.78 ]
[0.32 0.34 0.70 0.18 0.89 0.93 0.31 0.75 0.66 1.00 0.36 0.42 0.24 0.41 0.25 0.00 0.98 0.81 0.66 0.26 0.79 0.66 0.53 0.47 0.45 0.35 0.81 0.27 0.77 0.73 0.68 0.13 0.36 0.33 0.30 0.99 0.51 0.61 0.58 0.46 0.37 0.78 1.00 0.88 0.76 0.46 0.89 0.75 0.74 0.55 0.02 0.70 0.73 0.87 0.21 0.19 0.75 0.64 0.89 0.37 0.84 0.09 0.37 0.25 0.39 0.97 0.68 0.49 0.69 0.10 0.16 0.05 0.65 0.80 0.68 0.50 0.46 0.24 0.13 0.01 0.88 0.32 0.86 0.20 ]
