D = 4;
n = [ 2 2 2 2 ];
N = 26;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.38 0.90 0.68 0.28 0.84 0.72 0.70 0.71 0.27 0.02 0.04 0.19 0.36 0.70 0.78 0.40 0.21 0.57 0.91 0.93 0.36 0.44 0.23 0.56 0.73 ]
[0.38 1.00 0.18 0.37 0.42 0.55 0.22 0.24 0.33 0.89 0.16 0.04 0.51 0.63 0.89 0.97 0.65 0.97 0.55 0.89 0.52 0.16 0.05 0.46 0.85 0.30 ]
[0.90 0.18 1.00 0.22 0.20 0.59 0.86 0.35 0.56 0.57 0.12 0.72 0.42 0.34 0.77 0.75 0.47 0.87 0.26 0.32 0.52 0.03 0.02 0.69 0.17 0.82 ]
[0.68 0.37 0.22 1.00 0.90 0.07 0.82 0.11 0.30 0.65 0.44 0.53 0.14 0.65 0.49 0.76 0.23 0.08 0.37 0.41 0.13 0.49 0.78 0.46 0.88 0.33 ]
[0.28 0.42 0.20 0.90 1.00 0.24 0.41 0.24 0.81 0.25 0.90 0.18 0.83 0.55 0.43 0.08 0.47 0.37 0.58 0.53 0.77 0.77 0.25 0.59 0.48 0.14 ]
[0.84 0.55 0.59 0.07 0.24 1.00 0.22 0.32 0.05 0.63 0.49 0.23 0.18 0.41 0.66 0.42 0.60 0.32 0.96 0.86 0.92 0.23 0.83 0.48 0.17 0.09 ]
[0.72 0.22 0.86 0.82 0.41 0.22 1.00 0.08 0.03 0.92 0.52 0.48 0.50 0.76 0.08 0.96 0.34 0.91 0.70 0.58 0.74 0.27 0.49 0.16 0.86 0.85 ]
[0.70 0.24 0.35 0.11 0.24 0.32 0.08 1.00 0.13 0.85 0.97 0.95 0.60 0.12 0.58 0.77 0.58 0.08 0.64 0.37 0.73 0.30 0.44 0.40 0.80 0.36 ]
[0.71 0.33 0.56 0.30 0.81 0.05 0.03 0.13 1.00 0.95 0.44 0.60 0.63 0.96 0.60 0.69 0.65 0.87 0.80 0.72 0.86 0.71 0.11 0.73 0.44 0.64 ]
[0.27 0.89 0.57 0.65 0.25 0.63 0.92 0.85 0.95 1.00 0.10 0.97 0.74 0.88 0.15 0.09 0.08 0.58 0.21 0.20 0.00 0.63 0.93 0.56 0.14 0.74 ]
[0.02 0.16 0.12 0.44 0.90 0.49 0.52 0.97 0.44 0.10 1.00 0.62 0.59 0.93 0.46 0.21 0.55 0.30 0.53 0.60 0.48 0.13 0.36 0.08 0.99 0.73 ]
[0.04 0.04 0.72 0.53 0.18 0.23 0.48 0.95 0.60 0.97 0.62 1.00 0.85 0.95 0.42 0.41 0.05 0.71 0.00 0.17 0.11 0.15 0.51 0.29 0.56 0.08 ]
[0.19 0.51 0.42 0.14 0.83 0.18 0.50 0.60 0.63 0.74 0.59 0.85 1.00 0.63 0.76 0.05 0.48 0.10 0.18 0.90 0.36 0.13 0.08 0.59 0.94 0.28 ]
[0.36 0.63 0.34 0.65 0.55 0.41 0.76 0.12 0.96 0.88 0.93 0.95 0.63 1.00 0.17 0.85 0.13 0.03 0.91 0.39 0.73 0.35 0.45 0.56 0.46 0.06 ]
[0.70 0.89 0.77 0.49 0.43 0.66 0.08 0.58 0.60 0.15 0.46 0.42 0.76 0.17 1.00 0.58 0.18 0.43 0.34 0.52 0.65 0.60 0.46 0.19 0.46 0.21 ]
[0.78 0.97 0.75 0.76 0.08 0.42 0.96 0.77 0.69 0.09 0.21 0.41 0.05 0.85 0.58 1.00 0.26 0.59 0.44 0.44 0.97 0.36 0.42 0.61 0.22 0.61 ]
[0.40 0.65 0.47 0.23 0.47 0.60 0.34 0.58 0.65 0.08 0.55 0.05 0.48 0.13 0.18 0.26 1.00 0.55 0.18 0.24 0.13 0.66 0.58 0.63 0.20 0.18 ]
[0.21 0.97 0.87 0.08 0.37 0.32 0.91 0.08 0.87 0.58 0.30 0.71 0.10 0.03 0.43 0.59 0.55 1.00 0.60 0.26 0.87 0.45 0.91 0.62 0.29 0.11 ]
[0.57 0.55 0.26 0.37 0.58 0.96 0.70 0.64 0.80 0.21 0.53 0.00 0.18 0.91 0.34 0.44 0.18 0.60 1.00 0.22 0.55 0.90 0.98 0.35 0.43 0.38 ]
[0.91 0.89 0.32 0.41 0.53 0.86 0.58 0.37 0.72 0.20 0.60 0.17 0.90 0.39 0.52 0.44 0.24 0.26 0.22 1.00 0.47 0.89 0.93 0.58 0.13 0.84 ]
[0.93 0.52 0.52 0.13 0.77 0.92 0.74 0.73 0.86 0.00 0.48 0.11 0.36 0.73 0.65 0.97 0.13 0.87 0.55 0.47 1.00 0.05 0.36 0.77 0.64 0.84 ]
[0.36 0.16 0.03 0.49 0.77 0.23 0.27 0.30 0.71 0.63 0.13 0.15 0.13 0.35 0.60 0.36 0.66 0.45 0.90 0.89 0.05 1.00 0.98 0.01 0.46 0.91 ]
[0.44 0.05 0.02 0.78 0.25 0.83 0.49 0.44 0.11 0.93 0.36 0.51 0.08 0.45 0.46 0.42 0.58 0.91 0.98 0.93 0.36 0.98 1.00 0.15 0.61 0.56 ]
[0.23 0.46 0.69 0.46 0.59 0.48 0.16 0.40 0.73 0.56 0.08 0.29 0.59 0.56 0.19 0.61 0.63 0.62 0.35 0.58 0.77 0.01 0.15 1.00 0.47 0.09 ]
[0.56 0.85 0.17 0.88 0.48 0.17 0.86 0.80 0.44 0.14 0.99 0.56 0.94 0.46 0.46 0.22 0.20 0.29 0.43 0.13 0.64 0.46 0.61 0.47 1.00 0.05 ]
[0.73 0.30 0.82 0.33 0.14 0.09 0.85 0.36 0.64 0.74 0.73 0.08 0.28 0.06 0.21 0.61 0.18 0.11 0.38 0.84 0.84 0.91 0.56 0.09 0.05 1.00 ]
];
