D = 4;
n = [ 2 2 2 2 ];
N = 14;
d = [1 1 1 2 2 2 3 3 3 4 4 4 4 4 ];
m = [
[1.00 0.82 0.89 0.85 0.48 0.85 0.08 0.72 0.17 0.47 0.26 0.06 0.96 0.58 ]
[0.82 1.00 0.41 0.12 0.86 0.30 0.89 0.73 0.92 0.25 0.92 0.96 0.78 0.66 ]
[0.89 0.41 1.00 0.39 0.97 0.87 0.42 0.76 0.45 0.87 0.48 0.31 0.50 0.51 ]
[0.85 0.12 0.39 1.00 0.11 0.84 1.00 0.33 0.51 0.37 0.25 0.70 0.22 0.66 ]
[0.48 0.86 0.97 0.11 1.00 0.44 0.62 0.70 0.14 0.22 0.01 0.05 0.51 0.47 ]
[0.85 0.30 0.87 0.84 0.44 1.00 0.17 0.87 0.80 0.66 0.15 0.71 0.62 0.43 ]
[0.08 0.89 0.42 1.00 0.62 0.17 1.00 0.36 0.71 0.46 0.61 0.88 0.06 0.71 ]
[0.72 0.73 0.76 0.33 0.70 0.87 0.36 1.00 0.69 0.57 0.02 0.97 0.87 0.75 ]
[0.17 0.92 0.45 0.51 0.14 0.80 0.71 0.69 1.00 0.50 0.10 0.82 0.10 0.45 ]
[0.47 0.25 0.87 0.37 0.22 0.66 0.46 0.57 0.50 1.00 0.61 0.99 0.20 0.72 ]
[0.26 0.92 0.48 0.25 0.01 0.15 0.61 0.02 0.10 0.61 1.00 0.44 0.56 0.34 ]
[0.06 0.96 0.31 0.70 0.05 0.71 0.88 0.97 0.82 0.99 0.44 1.00 0.99 0.17 ]
[0.96 0.78 0.50 0.22 0.51 0.62 0.06 0.87 0.10 0.20 0.56 0.99 1.00 0.54 ]
[0.58 0.66 0.51 0.66 0.47 0.43 0.71 0.75 0.45 0.72 0.34 0.17 0.54 1.00 ]
];
