D = 4;
n = [ 2 2 2 2 ];
N = 50;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.98 0.03 1.00 0.31 0.09 0.07 0.73 0.80 0.33 0.61 0.24 0.47 0.40 0.63 0.86 0.54 0.05 0.55 0.17 0.13 0.34 0.45 0.44 0.52 0.59 0.37 0.79 0.66 0.49 0.18 0.88 0.52 0.57 0.47 0.18 0.23 0.19 0.53 0.31 0.97 0.20 0.23 0.92 0.65 0.82 0.10 0.09 0.74 0.45 ]
[0.98 1.00 0.95 0.45 0.01 0.11 0.23 0.53 0.56 0.27 0.22 0.23 0.58 0.64 0.04 0.59 0.24 0.88 0.15 0.79 0.28 0.45 0.32 0.59 0.28 1.00 0.44 0.37 0.48 0.81 0.60 0.85 0.93 0.80 0.78 0.49 0.39 0.92 0.77 0.44 0.90 0.83 0.46 0.04 0.98 0.56 0.76 0.40 0.77 0.93 ]
[0.03 0.95 1.00 0.64 0.69 0.30 0.84 0.50 0.49 0.55 0.63 0.56 0.86 0.66 0.64 0.78 0.71 0.67 0.53 0.91 0.65 0.38 0.10 0.04 0.17 0.48 0.85 0.35 0.69 0.50 0.96 0.49 0.65 0.77 0.95 0.66 0.48 0.30 0.82 0.43 0.45 0.11 0.26 0.52 0.24 0.53 0.56 0.78 0.76 0.30 ]
[1.00 0.45 0.64 1.00 0.56 0.52 0.76 0.88 0.43 0.56 0.67 0.99 0.91 0.49 0.24 0.09 0.57 0.79 0.20 0.25 0.02 0.99 0.65 0.51 0.14 0.24 0.71 0.75 0.32 0.38 0.35 0.93 0.27 0.49 0.84 0.87 0.07 0.40 0.76 0.35 0.96 0.22 0.89 0.14 0.06 0.66 0.86 0.29 0.64 0.88 ]
[0.31 0.01 0.69 0.56 1.00 0.85 0.11 0.14 0.15 0.81 0.40 0.61 0.49 0.95 0.80 0.10 0.37 0.50 0.78 0.83 0.13 0.32 0.24 0.57 0.69 0.71 0.77 0.66 0.50 0.10 0.36 0.91 0.31 0.66 0.22 0.87 0.49 0.63 0.82 0.88 0.04 0.78 0.29 0.56 0.23 0.67 0.47 0.88 0.28 0.97 ]
[0.09 0.11 0.30 0.52 0.85 1.00 0.39 0.18 0.43 0.33 0.99 0.63 0.98 0.26 0.71 0.88 0.17 0.64 0.96 0.13 0.81 0.13 0.40 0.18 0.48 0.56 0.85 0.21 0.33 0.95 0.68 0.24 0.23 0.04 0.31 0.11 0.36 0.63 0.27 0.42 0.68 0.58 0.34 0.58 0.48 0.47 0.25 0.17 0.38 0.33 ]
[0.07 0.23 0.84 0.76 0.11 0.39 1.00 0.50 0.40 0.18 0.84 0.15 0.77 0.37 0.93 0.68 0.32 0.03 0.41 0.40 0.83 0.66 0.84 0.60 0.09 0.95 0.63 0.24 0.93 0.20 0.72 0.41 0.20 0.39 0.53 0.13 0.76 0.75 0.73 0.16 0.96 0.91 0.13 0.56 0.40 0.26 0.95 0.57 0.52 0.15 ]
[0.73 0.53 0.50 0.88 0.14 0.18 0.50 1.00 0.41 0.41 0.71 0.29 0.90 0.91 0.37 0.05 0.01 0.01 0.21 0.59 0.45 0.19 0.85 0.98 0.06 0.04 0.24 0.66 0.93 0.72 0.90 0.46 0.35 0.56 0.49 0.15 0.52 0.76 0.15 0.40 0.23 0.38 0.15 0.08 0.30 0.88 0.33 0.47 0.21 0.42 ]
[0.80 0.56 0.49 0.43 0.15 0.43 0.40 0.41 1.00 0.50 0.80 0.52 0.21 0.07 0.67 0.54 0.05 0.42 0.07 0.60 0.57 0.54 0.70 0.80 0.25 0.70 0.53 0.23 0.86 0.33 0.94 0.28 0.01 0.59 0.00 0.47 0.20 0.32 0.22 0.84 0.68 0.43 0.89 0.72 0.42 0.54 0.14 0.03 0.69 0.21 ]
[0.33 0.27 0.55 0.56 0.81 0.33 0.18 0.41 0.50 1.00 0.63 0.30 0.88 0.00 0.06 0.23 0.94 0.85 0.96 0.31 0.13 0.60 0.67 0.50 0.65 0.04 0.68 0.80 0.25 0.90 0.24 0.95 0.50 0.37 0.69 0.80 0.71 0.75 0.03 0.98 0.53 0.43 0.99 0.52 0.29 0.14 0.38 0.05 0.67 0.37 ]
[0.61 0.22 0.63 0.67 0.40 0.99 0.84 0.71 0.80 0.63 1.00 0.27 0.37 0.89 0.01 0.64 0.91 0.64 0.49 0.69 0.77 0.88 0.82 0.25 0.88 0.50 0.55 0.91 0.67 0.17 0.32 0.51 0.69 0.06 0.10 0.82 0.55 0.35 0.89 0.22 0.25 0.26 0.23 0.18 0.53 0.77 0.05 0.92 0.57 0.91 ]
[0.24 0.23 0.56 0.99 0.61 0.63 0.15 0.29 0.52 0.30 0.27 1.00 0.55 0.99 0.06 0.98 0.31 0.00 0.42 0.07 0.69 0.91 0.36 0.52 0.43 0.40 0.44 0.75 0.13 0.65 0.48 0.13 0.49 0.60 0.09 0.71 0.99 0.59 0.88 0.13 0.43 0.97 0.21 0.88 0.51 0.24 0.40 0.59 0.40 0.76 ]
[0.47 0.58 0.86 0.91 0.49 0.98 0.77 0.90 0.21 0.88 0.37 0.55 1.00 0.23 0.70 0.40 0.55 0.71 0.61 0.76 0.55 0.52 0.31 0.18 0.44 0.21 0.43 0.92 0.08 0.72 0.21 0.07 0.28 0.73 0.35 0.46 0.89 0.90 0.75 0.90 0.28 0.93 0.69 0.99 0.56 0.88 0.33 0.42 0.45 0.21 ]
[0.40 0.64 0.66 0.49 0.95 0.26 0.37 0.91 0.07 0.00 0.89 0.99 0.23 1.00 0.52 0.04 0.16 0.18 0.41 0.85 0.75 0.71 0.99 0.61 0.79 0.39 0.24 0.13 0.61 0.34 0.93 0.04 0.60 0.46 0.60 0.91 0.63 0.76 0.79 0.22 0.76 0.34 0.09 0.90 0.01 0.73 0.15 0.98 0.35 0.59 ]
[0.63 0.04 0.64 0.24 0.80 0.71 0.93 0.37 0.67 0.06 0.01 0.06 0.70 0.52 1.00 0.71 0.06 0.40 0.92 0.71 0.65 0.42 0.08 0.54 0.12 0.41 0.76 0.89 0.82 0.42 0.04 0.13 0.88 0.45 0.56 0.93 0.29 0.85 0.31 0.00 0.42 0.65 0.66 0.50 0.99 0.53 0.59 0.26 0.31 0.82 ]
[0.86 0.59 0.78 0.09 0.10 0.88 0.68 0.05 0.54 0.23 0.64 0.98 0.40 0.04 0.71 1.00 0.31 0.42 0.83 0.63 0.42 0.98 0.90 0.77 0.50 0.38 0.80 0.38 0.45 0.76 0.30 0.31 0.77 0.39 0.92 0.63 0.34 0.91 0.46 0.01 0.02 0.93 0.30 0.43 0.28 0.56 0.70 0.32 0.16 0.86 ]
[0.54 0.24 0.71 0.57 0.37 0.17 0.32 0.01 0.05 0.94 0.91 0.31 0.55 0.16 0.06 0.31 1.00 0.36 0.14 0.07 0.54 0.48 0.07 0.46 0.24 0.35 0.60 0.13 0.82 0.11 0.90 0.10 0.32 0.72 0.15 0.60 0.71 0.70 0.14 0.07 0.37 0.41 0.88 0.44 0.93 0.42 0.05 0.15 0.69 0.75 ]
[0.05 0.88 0.67 0.79 0.50 0.64 0.03 0.01 0.42 0.85 0.64 0.00 0.71 0.18 0.40 0.42 0.36 1.00 0.21 0.08 0.61 0.05 0.34 0.41 0.18 0.29 0.56 0.24 0.27 0.04 0.77 0.39 0.29 0.51 0.75 0.04 0.71 0.82 0.71 0.97 0.75 0.03 0.80 0.10 0.18 0.45 0.98 0.74 0.70 0.19 ]
[0.55 0.15 0.53 0.20 0.78 0.96 0.41 0.21 0.07 0.96 0.49 0.42 0.61 0.41 0.92 0.83 0.14 0.21 1.00 0.55 0.72 0.34 0.55 0.01 0.48 0.18 0.81 0.67 0.05 0.86 0.65 0.87 0.43 0.70 0.58 0.73 0.43 0.07 0.69 0.66 0.55 0.65 0.74 0.56 0.42 0.86 0.74 0.93 0.82 0.36 ]
[0.17 0.79 0.91 0.25 0.83 0.13 0.40 0.59 0.60 0.31 0.69 0.07 0.76 0.85 0.71 0.63 0.07 0.08 0.55 1.00 0.33 0.26 0.97 0.05 0.91 0.11 0.57 0.11 0.85 0.28 0.17 0.96 0.74 0.42 0.66 0.18 0.73 0.73 0.42 0.29 0.37 0.61 0.90 0.80 0.54 0.59 0.76 0.56 0.34 0.19 ]
[0.13 0.28 0.65 0.02 0.13 0.81 0.83 0.45 0.57 0.13 0.77 0.69 0.55 0.75 0.65 0.42 0.54 0.61 0.72 0.33 1.00 0.48 0.85 0.87 0.64 0.55 0.95 0.02 0.20 0.92 0.14 0.54 0.50 0.63 0.20 0.55 0.86 0.05 0.46 0.20 0.41 0.40 0.88 0.07 0.69 0.12 0.17 0.63 0.23 0.87 ]
