D = 4;
n = [ 2 2 2 2 ];
N = 76;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.27 0.68 0.35 0.43 0.66 0.53 0.36 0.63 0.38 0.24 0.92 0.55 0.99 0.46 0.07 0.84 0.41 0.12 0.41 0.97 0.89 0.15 0.32 0.50 0.11 0.52 0.94 0.46 0.08 0.29 0.02 0.52 0.88 0.02 0.98 0.97 0.61 0.75 0.55 0.10 0.36 0.25 0.17 0.24 0.38 0.37 0.04 0.09 0.02 0.15 0.44 0.17 0.02 0.06 0.91 0.95 0.47 0.31 0.40 0.20 0.08 0.49 0.80 0.26 0.50 0.60 0.89 0.81 0.21 0.12 0.46 0.95 0.25 0.24 0.45 ]
[0.27 1.00 0.66 0.27 0.70 0.57 0.70 0.91 0.79 0.12 0.29 0.07 0.93 0.38 0.12 0.88 0.28 0.99 0.40 0.50 0.84 0.23 0.53 0.64 0.46 0.54 0.84 0.53 0.20 0.25 0.49 0.51 0.83 0.59 0.54 0.12 0.22 0.13 0.58 0.91 0.46 0.25 0.58 0.99 0.40 0.59 0.71 0.48 0.41 0.31 0.22 0.12 0.94 0.04 0.06 0.98 0.59 0.81 0.30 0.77 0.46 0.35 0.17 0.23 0.49 0.31 0.11 0.48 0.19 0.71 0.38 0.62 0.98 0.50 0.76 0.33 ]
[0.68 0.66 1.00 0.67 0.86 0.88 0.45 0.20 0.37 0.08 0.73 0.14 0.78 0.53 0.70 0.21 0.24 0.96 0.97 0.36 0.69 0.21 0.37 0.21 0.96 0.37 0.27 0.06 0.20 0.37 0.82 0.34 0.95 0.42 0.41 0.97 0.96 0.43 0.12 0.36 0.34 0.56 0.96 0.55 0.87 0.08 0.74 0.14 0.10 0.19 0.97 0.40 0.87 0.80 0.20 0.84 0.70 0.20 0.06 0.45 0.23 0.08 0.59 0.61 0.45 0.54 0.78 0.09 0.24 0.77 0.06 0.03 0.78 0.63 0.66 0.91 ]
[0.35 0.27 0.67 1.00 0.46 0.53 0.62 0.71 0.78 0.02 0.15 0.59 0.22 0.18 0.43 0.29 0.89 0.08 0.52 0.31 0.77 0.69 0.88 0.64 0.61 0.81 0.60 0.43 0.73 0.40 0.84 0.91 0.25 0.17 0.53 0.50 0.01 0.91 0.34 0.81 0.71 0.18 0.67 0.90 0.56 0.34 0.78 0.56 0.92 0.71 0.67 0.90 0.09 0.04 0.32 0.32 0.49 0.22 0.45 0.94 0.97 0.36 0.35 0.37 0.54 0.02 0.83 0.65 0.05 0.63 0.88 0.03 0.83 0.98 0.84 0.71 ]
[0.43 0.70 0.86 0.46 1.00 0.50 0.98 0.13 0.55 0.97 0.42 0.40 0.08 0.69 0.19 0.14 0.72 0.39 0.07 0.99 0.33 0.27 0.22 0.57 0.79 0.06 0.76 0.99 0.66 0.85 0.97 0.17 0.02 0.23 0.20 0.36 0.02 0.19 0.19 0.79 0.81 0.35 0.46 0.73 0.31 0.19 0.44 0.06 0.98 0.38 0.46 0.66 0.69 0.85 0.82 0.55 0.69 0.13 0.77 0.05 0.76 0.76 0.40 0.37 0.50 0.85 0.04 0.96 0.88 0.25 0.40 0.94 0.06 0.55 0.67 0.12 ]
[0.66 0.57 0.88 0.53 0.50 1.00 0.38 0.50 0.52 0.29 0.66 0.27 0.22 0.33 0.04 0.42 0.88 0.37 0.12 0.34 0.28 0.73 0.91 0.12 0.10 0.81 0.07 0.22 0.78 0.81 0.92 0.81 0.13 0.21 0.74 0.58 0.83 0.61 0.28 0.47 0.23 0.26 0.42 0.42 0.29 0.02 0.17 0.52 0.71 0.76 0.60 0.69 0.82 0.19 0.55 0.01 0.51 0.82 0.76 0.92 0.71 0.40 0.59 0.12 0.60 0.88 0.87 0.87 0.09 0.73 0.89 0.08 0.34 0.98 0.10 0.12 ]
[0.53 0.70 0.45 0.62 0.98 0.38 1.00 0.69 0.30 0.27 0.12 0.64 0.61 0.13 0.50 0.54 0.90 0.59 0.70 0.03 0.49 0.58 0.74 0.45 0.39 0.95 0.09 0.79 0.37 0.87 0.87 0.65 0.47 0.67 0.20 0.37 0.71 0.10 0.34 0.30 0.44 0.23 0.57 0.47 0.53 0.45 0.93 0.50 0.74 0.51 0.26 0.32 0.92 0.20 0.56 0.89 0.67 0.74 0.88 0.72 0.32 0.23 0.09 0.21 0.39 0.98 0.51 0.62 0.85 0.17 0.67 0.09 0.18 0.45 0.31 0.70 ]
[0.36 0.91 0.20 0.71 0.13 0.50 0.69 1.00 0.08 0.56 0.64 0.70 0.73 0.61 0.53 0.93 0.82 0.65 0.33 0.53 0.11 0.00 0.02 0.62 0.91 0.62 0.68 0.22 0.51 0.24 0.81 0.07 0.79 0.38 0.66 0.76 0.42 0.61 0.68 0.06 0.89 0.03 0.64 0.76 0.27 0.35 0.88 0.54 0.88 0.49 0.25 0.47 0.21 0.68 0.26 0.72 0.66 0.36 0.80 0.91 0.52 0.05 0.55 0.87 0.95 0.04 0.51 0.27 0.01 0.16 0.18 0.12 0.10 0.93 0.33 1.00 ]
[0.63 0.79 0.37 0.78 0.55 0.52 0.30 0.08 1.00 0.62 0.05 0.46 0.46 0.86 0.21 0.23 0.80 0.32 0.95 0.81 0.55 0.04 0.94 0.59 0.45 0.28 0.09 0.81 0.98 0.90 0.24 0.63 0.12 0.67 0.11 0.04 0.92 0.78 0.67 0.73 0.32 0.93 0.86 0.04 0.36 0.60 0.57 0.10 0.45 0.45 0.70 0.38 0.59 0.11 0.19 0.15 0.68 0.30 0.78 0.57 0.35 0.06 0.80 0.84 0.31 0.63 0.51 0.94 0.32 0.25 0.24 0.09 0.88 0.60 0.44 0.58 ]
[0.38 0.12 0.08 0.02 0.97 0.29 0.27 0.56 0.62 1.00 0.94 0.98 0.39 0.64 0.64 0.62 0.12 0.34 0.83 0.06 0.47 0.56 0.37 0.24 0.27 0.77 0.22 0.87 0.94 0.60 0.00 0.13 0.33 0.78 0.11 0.03 0.31 0.89 0.08 0.42 0.60 0.44 0.86 0.53 0.91 0.80 0.80 0.84 0.24 0.76 0.37 0.76 0.58 0.10 0.55 0.92 0.43 0.65 0.55 0.74 0.22 0.24 0.22 0.62 0.85 0.77 0.14 0.99 0.52 0.75 0.48 0.76 0.20 0.98 0.28 0.01 ]
