D = 4;
n = [ 3 3 3 3 ];
N = 33;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.11 0.37 0.20 0.90 0.22 0.89 0.75 0.72 0.16 0.57 0.53 0.02 0.84 0.58 0.94 0.84 0.68 0.69 0.70 0.15 0.71 0.04 0.79 0.37 0.75 0.44 0.17 0.66 0.01 0.91 0.48 0.50 ]
[0.11 1.00 0.77 0.66 0.19 0.26 0.29 0.47 0.82 0.64 0.07 0.60 0.76 0.04 0.25 0.13 0.03 0.74 0.09 0.71 0.43 0.94 0.39 0.13 0.92 0.15 0.82 0.81 0.71 0.45 0.43 0.13 0.50 ]
[0.37 0.77 1.00 0.50 0.88 0.30 0.59 0.38 0.64 0.99 0.75 0.41 0.07 0.60 0.02 0.82 1.00 0.75 0.08 0.42 0.29 0.30 0.20 0.16 0.39 0.52 0.11 0.26 0.70 0.10 0.63 0.53 0.86 ]
[0.20 0.66 0.50 1.00 0.20 0.65 0.92 0.63 0.01 0.79 0.04 0.22 0.75 0.86 0.86 0.85 0.43 0.74 0.76 0.30 0.44 0.22 0.47 0.75 0.88 0.43 0.29 0.64 0.25 0.30 0.73 0.51 0.69 ]
[0.90 0.19 0.88 0.20 1.00 0.74 0.59 0.50 0.40 0.45 0.36 0.46 0.74 0.56 0.20 0.08 0.98 0.91 0.71 0.06 0.42 0.43 0.79 0.80 0.81 0.13 0.83 0.81 0.21 0.61 0.10 0.79 0.80 ]
[0.22 0.26 0.30 0.65 0.74 1.00 0.94 0.34 0.28 0.95 0.39 0.89 0.55 0.26 0.55 0.77 0.47 0.80 0.37 0.43 0.40 0.96 0.25 0.51 0.62 0.84 0.02 0.71 0.99 0.41 0.19 0.92 0.49 ]
[0.89 0.29 0.59 0.92 0.59 0.94 1.00 0.01 0.82 0.22 0.64 0.91 0.60 0.88 0.72 0.65 0.14 0.41 0.03 0.68 0.86 0.55 0.35 0.79 0.78 0.98 0.08 0.49 0.66 0.76 0.14 0.75 0.46 ]
[0.75 0.47 0.38 0.63 0.50 0.34 0.01 1.00 0.78 0.36 0.50 0.85 0.77 0.35 0.44 0.81 0.19 0.60 0.83 0.21 0.83 0.12 0.34 0.11 0.92 0.36 0.08 0.31 0.41 0.55 0.05 0.47 0.71 ]
[0.72 0.82 0.64 0.01 0.40 0.28 0.82 0.78 1.00 0.14 0.52 0.15 0.39 0.63 0.16 0.54 0.33 0.93 0.12 0.38 0.90 0.98 0.02 0.54 0.22 0.07 0.03 0.25 0.10 0.37 0.48 0.27 0.67 ]
[0.16 0.64 0.99 0.79 0.45 0.95 0.22 0.36 0.14 1.00 0.46 0.18 0.88 0.92 0.70 0.19 0.57 0.53 0.63 0.01 0.53 0.97 0.06 0.29 0.61 0.97 0.29 0.20 0.89 0.26 0.25 0.40 0.60 ]
[0.57 0.07 0.75 0.04 0.36 0.39 0.64 0.50 0.52 0.46 1.00 0.08 0.43 0.02 1.00 0.95 0.80 0.65 0.75 0.47 0.98 0.56 0.40 0.10 0.61 0.55 0.15 0.38 0.72 0.96 0.68 0.82 0.37 ]
[0.53 0.60 0.41 0.22 0.46 0.89 0.91 0.85 0.15 0.18 0.08 1.00 0.57 0.92 0.86 0.73 0.02 0.04 0.50 0.46 0.16 0.16 0.83 0.47 0.47 0.07 0.89 0.84 0.50 0.43 0.14 0.41 0.37 ]
[0.02 0.76 0.07 0.75 0.74 0.55 0.60 0.77 0.39 0.88 0.43 0.57 1.00 0.64 0.92 0.97 0.91 0.29 0.19 0.93 0.31 0.50 0.12 0.72 0.83 0.39 0.26 0.08 0.66 0.80 0.78 0.06 0.10 ]
[0.84 0.04 0.60 0.86 0.56 0.26 0.88 0.35 0.63 0.92 0.02 0.92 0.64 1.00 0.60 0.86 0.46 0.66 0.56 0.11 0.04 0.41 0.15 0.08 0.26 0.23 0.59 0.82 0.64 0.73 0.44 0.33 0.86 ]
[0.58 0.25 0.02 0.86 0.20 0.55 0.72 0.44 0.16 0.70 1.00 0.86 0.92 0.60 1.00 0.93 0.93 0.15 0.03 0.08 0.61 0.90 0.66 0.81 0.35 0.56 0.83 0.89 0.53 0.72 0.77 0.17 0.36 ]
[0.94 0.13 0.82 0.85 0.08 0.77 0.65 0.81 0.54 0.19 0.95 0.73 0.97 0.86 0.93 1.00 0.61 0.03 0.42 0.57 0.83 0.43 0.13 0.11 0.48 0.55 0.11 0.95 0.91 0.82 0.19 0.72 0.90 ]
[0.84 0.03 1.00 0.43 0.98 0.47 0.14 0.19 0.33 0.57 0.80 0.02 0.91 0.46 0.93 0.61 1.00 0.13 0.78 0.58 0.73 0.76 0.71 0.38 0.42 0.91 0.71 0.53 0.58 0.85 0.83 0.99 0.59 ]
[0.68 0.74 0.75 0.74 0.91 0.80 0.41 0.60 0.93 0.53 0.65 0.04 0.29 0.66 0.15 0.03 0.13 1.00 0.87 0.62 0.10 0.94 0.17 0.98 0.70 0.57 0.93 0.51 0.66 0.27 0.13 0.59 0.39 ]
[0.69 0.09 0.08 0.76 0.71 0.37 0.03 0.83 0.12 0.63 0.75 0.50 0.19 0.56 0.03 0.42 0.78 0.87 1.00 0.15 0.89 0.70 0.78 0.32 0.04 0.57 0.21 0.63 0.96 0.35 0.52 0.46 0.94 ]
[0.70 0.71 0.42 0.30 0.06 0.43 0.68 0.21 0.38 0.01 0.47 0.46 0.93 0.11 0.08 0.57 0.58 0.62 0.15 1.00 0.74 0.26 0.85 0.17 0.30 0.62 0.47 0.94 0.38 0.96 0.44 0.81 0.31 ]
