D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 67;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.16 0.48 0.20 0.34 0.07 0.45 0.70 0.08 0.10 0.35 0.21 0.96 0.51 0.45 0.25 0.31 0.41 0.12 0.45 0.64 0.54 0.24 0.54 0.08 0.67 0.98 0.63 0.78 0.57 0.61 0.76 0.68 0.22 0.46 0.99 0.16 0.86 0.86 0.67 0.24 0.59 0.11 0.65 0.92 0.15 0.82 0.85 0.88 0.88 0.53 0.75 0.23 0.18 0.47 0.60 0.58 0.45 0.06 0.89 0.76 0.11 0.10 0.19 0.71 0.62 0.40 ]
[0.16 1.00 0.35 0.12 0.81 0.76 0.60 0.02 0.11 0.25 0.23 0.23 0.41 0.99 0.58 0.20 0.17 0.91 0.62 0.95 0.24 0.01 0.71 0.73 0.64 0.26 0.29 0.74 0.31 0.21 0.89 0.66 0.04 0.12 0.56 0.39 0.68 0.49 0.30 0.43 0.35 0.59 0.12 0.11 0.06 0.76 0.69 0.24 0.93 0.95 0.96 0.96 0.74 0.77 0.48 0.33 0.81 0.90 0.36 0.77 0.91 0.53 0.25 0.05 0.93 0.07 0.73 ]
[0.48 0.35 1.00 0.82 0.59 0.52 0.76 0.61 0.82 0.44 0.98 0.87 0.06 0.77 0.68 0.75 0.23 0.76 0.91 0.18 0.33 0.38 0.01 0.01 0.20 0.99 0.97 0.33 0.11 0.56 0.12 0.47 0.71 0.88 0.95 0.50 0.74 0.33 0.68 0.81 0.78 0.77 0.36 0.02 0.03 0.16 0.68 0.09 0.67 0.64 0.66 0.53 0.17 0.93 0.29 0.39 0.86 0.05 0.70 0.24 0.08 0.18 0.35 0.33 0.58 0.19 0.95 ]
[0.20 0.12 0.82 1.00 0.61 0.09 0.25 0.58 0.27 0.72 0.91 0.67 0.57 0.70 0.20 0.15 0.94 0.52 0.90 0.08 0.43 0.41 0.60 0.33 0.52 0.54 0.41 0.30 0.39 0.63 0.03 0.33 0.30 0.81 0.47 0.25 0.60 0.29 0.29 0.56 0.48 0.07 0.37 0.96 0.98 0.66 0.64 0.42 0.20 0.70 0.63 0.26 0.34 0.52 0.66 0.73 0.51 0.01 0.95 0.20 0.27 0.16 0.08 0.39 0.28 0.82 0.39 ]
[0.34 0.81 0.59 0.61 1.00 0.11 0.42 0.38 0.38 0.35 0.16 0.10 0.13 0.94 0.74 0.27 0.01 0.50 0.14 0.97 0.28 0.92 0.67 0.37 0.90 0.94 0.97 0.19 0.34 0.04 0.24 0.07 0.41 0.41 0.07 0.84 0.20 0.93 0.80 0.51 0.51 0.80 0.10 0.54 0.29 0.97 0.82 0.64 0.73 0.34 0.47 0.83 0.05 0.93 0.45 0.54 0.41 0.23 0.62 0.84 0.98 0.01 0.33 0.15 0.62 0.01 0.21 ]
[0.07 0.76 0.52 0.09 0.11 1.00 0.39 0.52 0.68 0.66 0.68 0.47 0.90 0.49 0.53 0.69 0.32 0.15 0.95 0.56 0.38 0.50 0.99 0.60 0.07 0.03 0.84 0.83 0.24 0.36 0.56 0.98 0.64 0.32 0.97 0.16 0.64 0.99 0.59 0.82 0.93 0.82 0.29 0.55 0.13 0.13 0.16 0.16 0.50 0.51 0.70 0.65 0.64 0.94 0.90 0.50 0.52 0.31 0.21 0.78 0.93 0.61 0.16 0.75 0.91 0.56 0.97 ]
[0.45 0.60 0.76 0.25 0.42 0.39 1.00 0.30 0.23 0.88 0.08 0.10 0.80 0.53 0.79 0.05 0.44 0.43 0.61 0.79 0.68 0.90 0.69 0.78 0.17 0.73 0.42 0.35 0.18 0.80 0.22 0.06 0.49 0.33 0.87 0.59 0.42 0.57 0.29 0.22 0.84 0.97 0.42 0.24 0.13 0.13 0.49 0.07 0.92 0.21 0.87 0.35 0.95 0.64 0.21 0.97 0.54 0.13 0.30 0.86 0.95 0.89 0.83 0.09 0.42 0.57 0.29 ]
[0.70 0.02 0.61 0.58 0.38 0.52 0.30 1.00 0.35 0.21 0.29 0.31 0.87 0.50 0.80 0.08 0.40 0.60 0.64 0.77 0.03 0.02 0.87 0.28 0.25 0.12 0.40 0.55 0.49 0.39 0.46 0.42 0.35 0.35 0.08 0.31 0.93 0.67 0.92 0.88 0.91 0.35 0.53 0.19 0.83 0.10 0.32 0.53 0.42 0.42 0.25 0.60 0.08 0.98 0.67 0.40 0.73 0.02 0.49 0.05 0.01 0.69 0.97 0.28 0.62 0.72 0.80 ]
[0.08 0.11 0.82 0.27 0.38 0.68 0.23 0.35 1.00 0.73 0.59 0.72 0.27 0.08 0.70 0.50 0.89 0.73 0.04 0.13 0.61 0.09 0.77 0.97 0.70 0.03 0.92 0.79 0.28 0.04 0.84 0.25 0.62 0.11 0.07 0.02 0.25 0.29 0.98 0.66 0.74 0.67 0.47 0.80 0.33 0.76 0.55 0.45 0.49 0.88 0.09 0.65 0.92 0.23 0.07 0.26 0.43 0.51 0.76 0.32 0.48 0.43 0.15 0.58 0.00 0.28 0.06 ]
[0.10 0.25 0.44 0.72 0.35 0.66 0.88 0.21 0.73 1.00 0.07 0.08 0.36 0.40 0.36 0.32 0.62 0.74 0.50 0.60 0.43 0.71 0.04 0.55 0.74 0.40 0.04 0.52 0.01 0.54 0.27 0.22 0.32 0.59 0.85 0.85 0.73 0.81 0.16 0.32 0.34 0.80 0.75 0.38 0.48 0.94 0.99 0.95 0.00 0.97 0.17 0.27 0.40 0.40 0.97 0.93 0.21 0.67 0.40 0.84 0.57 0.03 0.08 0.66 0.97 0.60 0.15 ]
