D = 2;
n = [ 1 1 ];
N = 44;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.76 0.86 0.01 0.42 0.70 0.14 0.06 0.47 0.77 0.27 0.30 0.76 0.16 0.44 0.72 0.32 0.03 0.06 0.80 0.48 0.60 0.84 0.41 0.01 0.63 0.85 0.50 0.26 0.38 0.80 0.91 0.38 0.79 0.79 0.16 0.46 0.82 0.44 0.55 0.27 0.47 0.66 0.46 ]
[0.76 1.00 0.31 0.38 0.45 0.18 0.54 0.41 0.33 0.01 0.54 0.02 0.17 0.92 0.32 0.45 0.89 0.75 0.65 0.83 0.29 0.97 0.10 0.75 0.27 0.26 0.80 0.99 0.58 0.78 0.65 0.81 0.26 0.39 0.09 0.95 0.78 0.70 0.47 0.60 0.57 0.69 0.60 0.81 ]
[0.86 0.31 1.00 0.06 0.21 0.26 0.51 0.30 0.13 0.19 0.75 0.69 0.02 0.70 0.26 0.96 0.89 0.13 0.05 0.93 0.90 0.40 0.17 0.32 0.24 0.73 0.64 0.15 0.03 0.80 0.95 0.94 0.10 0.07 0.83 0.20 0.09 0.58 0.28 0.32 0.81 0.54 0.37 0.46 ]
[0.01 0.38 0.06 1.00 0.89 0.86 0.40 0.31 0.13 0.90 0.85 0.38 0.35 0.68 0.90 0.86 0.92 0.46 0.88 0.25 0.67 0.37 0.89 0.72 0.51 0.47 0.23 0.81 0.03 0.49 0.31 0.61 0.02 0.01 0.92 0.54 0.11 0.55 0.42 0.85 0.24 0.30 0.99 0.01 ]
[0.42 0.45 0.21 0.89 1.00 0.51 0.74 0.38 0.88 0.31 0.25 0.47 0.26 0.03 0.08 0.55 0.69 0.77 0.65 0.91 0.89 0.77 0.89 0.31 0.79 0.24 0.13 0.63 0.38 0.03 0.05 0.41 0.01 0.54 0.23 0.55 0.65 0.16 0.80 0.38 0.73 0.78 0.62 0.65 ]
[0.70 0.18 0.26 0.86 0.51 1.00 0.76 0.36 0.15 0.31 0.10 0.48 0.93 0.29 0.39 0.89 0.49 0.37 0.66 0.81 0.58 0.41 0.23 0.73 0.31 0.32 0.04 0.52 0.54 0.01 0.44 0.05 0.17 0.94 0.89 0.87 0.81 0.31 0.02 0.17 0.42 0.44 0.77 0.26 ]
[0.14 0.54 0.51 0.40 0.74 0.76 1.00 0.34 0.58 0.21 0.96 0.94 0.52 0.07 0.30 0.96 0.24 0.13 0.43 0.25 0.36 0.68 0.45 0.98 0.01 0.31 0.12 0.52 0.88 0.29 0.73 0.26 0.02 0.34 0.47 0.30 0.13 0.46 0.08 0.97 0.56 0.86 0.94 0.94 ]
[0.06 0.41 0.30 0.31 0.38 0.36 0.34 1.00 0.60 0.17 0.66 0.20 0.79 0.67 0.24 0.03 0.76 0.59 0.81 0.71 0.72 0.66 0.79 0.41 0.82 0.82 0.15 0.29 0.29 0.22 0.02 0.16 0.10 0.51 0.37 0.45 0.68 0.56 0.83 0.96 0.84 0.33 0.25 0.21 ]
[0.47 0.33 0.13 0.13 0.88 0.15 0.58 0.60 1.00 0.47 0.48 0.29 0.29 0.29 0.43 0.74 0.89 0.46 0.29 0.53 0.17 0.79 0.77 0.06 0.64 0.07 0.47 0.94 0.47 0.49 0.23 0.94 0.85 0.23 0.18 0.94 0.55 0.59 0.71 0.03 0.63 0.48 0.40 0.51 ]
[0.77 0.01 0.19 0.90 0.31 0.31 0.21 0.17 0.47 1.00 0.82 0.89 0.34 0.36 0.20 0.39 0.77 0.94 0.31 0.62 0.87 0.53 0.29 0.25 0.20 0.14 0.26 0.16 0.66 0.44 0.19 0.39 0.91 0.12 0.53 0.72 0.13 0.74 0.65 0.67 0.09 0.72 0.69 1.00 ]
[0.27 0.54 0.75 0.85 0.25 0.10 0.96 0.66 0.48 0.82 1.00 0.52 0.48 0.11 0.46 0.16 0.49 0.21 0.33 0.75 0.87 0.98 0.24 0.15 0.36 0.74 0.36 0.81 0.04 0.31 0.53 0.60 0.86 0.93 0.91 0.76 0.00 0.15 0.96 0.53 0.40 0.30 0.48 0.92 ]
[0.30 0.02 0.69 0.38 0.47 0.48 0.94 0.20 0.29 0.89 0.52 1.00 0.02 0.98 0.37 0.96 0.65 0.66 0.01 0.67 0.01 0.98 0.03 0.02 0.19 0.26 0.47 0.29 0.20 0.14 0.96 0.99 0.01 0.80 0.41 0.58 0.44 0.13 0.90 0.79 0.01 0.10 0.01 0.68 ]
[0.76 0.17 0.02 0.35 0.26 0.93 0.52 0.79 0.29 0.34 0.48 0.02 1.00 0.43 0.15 0.16 0.04 0.89 0.78 0.30 0.75 0.43 0.64 0.60 0.62 0.73 0.17 0.77 0.56 0.62 0.39 0.87 0.55 0.45 0.86 0.39 0.30 0.29 0.60 0.91 0.86 0.25 0.67 0.74 ]
[0.16 0.92 0.70 0.68 0.03 0.29 0.07 0.67 0.29 0.36 0.11 0.98 0.43 1.00 0.46 0.05 0.37 0.26 0.61 0.50 0.74 0.39 0.44 0.16 0.89 0.42 0.43 0.82 0.21 0.59 0.96 0.54 0.57 0.04 0.47 0.82 0.09 0.75 0.21 0.29 0.97 0.36 0.97 0.86 ]
[0.44 0.32 0.26 0.90 0.08 0.39 0.30 0.24 0.43 0.20 0.46 0.37 0.15 0.46 1.00 0.44 0.25 0.68 0.35 0.49 0.71 0.98 1.00 0.72 0.14 0.23 0.85 0.82 0.57 0.02 0.58 0.92 0.15 0.62 0.30 0.81 0.75 0.24 0.78 0.16 0.46 0.92 0.89 0.49 ]
[0.72 0.45 0.96 0.86 0.55 0.89 0.96 0.03 0.74 0.39 0.16 0.96 0.16 0.05 0.44 1.00 0.85 0.69 0.71 0.61 0.22 0.26 0.75 0.41 0.34 0.08 0.26 0.22 0.60 0.82 0.52 0.84 0.25 0.29 0.41 0.06 0.86 0.22 0.29 0.38 0.82 0.42 0.49 0.04 ]
[0.32 0.89 0.89 0.92 0.69 0.49 0.24 0.76 0.89 0.77 0.49 0.65 0.04 0.37 0.25 0.85 1.00 0.06 0.74 0.19 0.34 0.07 0.39 0.11 0.79 0.47 0.64 0.78 0.69 0.76 0.13 0.35 0.63 0.12 0.52 0.09 0.90 0.81 0.78 0.72 0.30 0.15 0.95 0.86 ]
[0.03 0.75 0.13 0.46 0.77 0.37 0.13 0.59 0.46 0.94 0.21 0.66 0.89 0.26 0.68 0.69 0.06 1.00 0.36 0.12 0.32 0.58 0.57 0.42 0.16 0.57 0.95 0.21 0.91 0.47 0.93 0.61 0.30 0.39 0.31 0.81 0.87 0.67 0.47 0.76 0.39 0.67 0.86 0.54 ]
[0.06 0.65 0.05 0.88 0.65 0.66 0.43 0.81 0.29 0.31 0.33 0.01 0.78 0.61 0.35 0.71 0.74 0.36 1.00 0.60 0.87 0.56 0.26 0.62 0.61 0.03 0.81 0.39 0.57 0.45 0.65 0.81 0.71 0.72 0.76 0.90 0.48 0.66 0.25 0.30 0.91 0.93 0.77 0.50 ]
[0.80 0.83 0.93 0.25 0.91 0.81 0.25 0.71 0.53 0.62 0.75 0.67 0.30 0.50 0.49 0.61 0.19 0.12 0.60 1.00 0.19 0.65 0.09 0.49 0.10 0.98 0.14 0.79 0.63 0.43 0.49 0.97 0.49 0.48 0.53 0.82 0.65 0.95 0.73 0.60 0.65 0.68 0.68 0.66 ]
[0.48 0.29 0.90 0.67 0.89 0.58 0.36 0.72 0.17 0.87 0.87 0.01 0.75 0.74 0.71 0.22 0.34 0.32 0.87 0.19 1.00 0.22 0.19 0.10 0.26 0.11 0.83 0.22 0.22 0.71 0.76 0.04 0.82 0.81 0.31 0.52 0.59 0.91 0.08 0.38 0.06 0.41 0.12 0.01 ]
[0.60 0.97 0.40 0.37 0.77 0.41 0.68 0.66 0.79 0.53 0.98 0.98 0.43 0.39 0.98 0.26 0.07 0.58 0.56 0.65 0.22 1.00 0.40 0.70 0.44 0.63 0.16 0.91 0.46 0.41 0.75 0.27 0.13 0.16 0.20 0.72 0.46 0.32 0.05 0.76 0.78 0.31 0.18 0.63 ]
[0.84 0.10 0.17 0.89 0.89 0.23 0.45 0.79 0.77 0.29 0.24 0.03 0.64 0.44 1.00 0.75 0.39 0.57 0.26 0.09 0.19 0.40 1.00 0.89 0.28 0.86 0.12 0.53 0.92 0.37 0.98 0.20 0.73 0.23 0.73 0.40 0.79 0.58 0.79 0.43 0.92 0.32 0.95 0.99 ]
[0.41 0.75 0.32 0.72 0.31 0.73 0.98 0.41 0.06 0.25 0.15 0.02 0.60 0.16 0.72 0.41 0.11 0.42 0.62 0.49 0.10 0.70 0.89 1.00 0.02 0.99 0.81 0.13 0.98 0.92 0.02 0.46 0.89 0.52 0.64 0.32 0.59 0.39 0.66 0.78 0.77 0.05 0.58 0.64 ]
[0.01 0.27 0.24 0.51 0.79 0.31 0.01 0.82 0.64 0.20 0.36 0.19 0.62 0.89 0.14 0.34 0.79 0.16 0.61 0.10 0.26 0.44 0.28 0.02 1.00 0.40 0.82 0.68 0.48 0.51 0.83 0.58 0.44 0.20 0.53 0.69 0.80 0.09 0.45 0.17 0.03 0.27 0.24 0.73 ]
[0.63 0.26 0.73 0.47 0.24 0.32 0.31 0.82 0.07 0.14 0.74 0.26 0.73 0.42 0.23 0.08 0.47 0.57 0.03 0.98 0.11 0.63 0.86 0.99 0.40 1.00 0.46 0.15 0.57 0.27 0.14 0.99 0.25 0.92 0.66 0.72 0.37 0.90 0.76 0.86 0.23 0.67 0.13 0.99 ]
[0.85 0.80 0.64 0.23 0.13 0.04 0.12 0.15 0.47 0.26 0.36 0.47 0.17 0.43 0.85 0.26 0.64 0.95 0.81 0.14 0.83 0.16 0.12 0.81 0.82 0.46 1.00 0.20 0.77 0.62 0.56 0.01 0.80 0.66 0.19 0.14 0.61 0.17 0.64 0.76 0.42 0.46 0.11 0.82 ]
[0.50 0.99 0.15 0.81 0.63 0.52 0.52 0.29 0.94 0.16 0.81 0.29 0.77 0.82 0.82 0.22 0.78 0.21 0.39 0.79 0.22 0.91 0.53 0.13 0.68 0.15 0.20 1.00 0.22 0.10 0.75 0.50 0.08 0.77 0.57 0.95 0.36 0.39 0.23 0.18 0.54 0.94 0.53 0.36 ]
[0.26 0.58 0.03 0.03 0.38 0.54 0.88 0.29 0.47 0.66 0.04 0.20 0.56 0.21 0.57 0.60 0.69 0.91 0.57 0.63 0.22 0.46 0.92 0.98 0.48 0.57 0.77 0.22 1.00 0.63 0.23 0.21 0.84 0.08 0.57 0.56 0.32 0.41 0.64 0.51 0.32 0.54 0.94 0.64 ]
[0.38 0.78 0.80 0.49 0.03 0.01 0.29 0.22 0.49 0.44 0.31 0.14 0.62 0.59 0.02 0.82 0.76 0.47 0.45 0.43 0.71 0.41 0.37 0.92 0.51 0.27 0.62 0.10 0.63 1.00 0.20 0.89 0.65 0.35 0.45 0.16 0.28 0.50 0.26 0.44 0.50 0.33 0.97 0.30 ]
