D = 4;
n = [ 3 3 3 3 ];
N = 81;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.83 0.86 0.04 0.93 0.15 0.31 0.68 0.14 0.17 0.15 0.25 0.21 0.96 0.03 0.63 0.62 0.79 0.45 0.95 0.80 0.48 0.33 0.53 0.03 0.29 0.06 0.81 0.31 0.34 0.28 0.32 0.64 0.52 0.52 0.29 0.72 0.79 0.40 0.12 0.96 0.66 0.75 0.54 0.49 0.30 0.74 0.49 0.75 0.23 0.71 0.30 0.24 0.48 0.26 0.32 0.98 0.76 0.07 0.57 0.82 0.30 0.17 0.82 0.52 0.19 0.27 0.73 0.31 0.66 0.71 0.64 0.15 0.66 0.17 0.88 0.78 0.29 0.22 0.27 0.29 ]
[0.83 1.00 0.72 0.11 0.61 0.19 0.32 0.93 0.94 0.54 0.72 0.49 0.07 0.43 0.71 0.77 0.45 0.24 0.50 0.06 0.37 0.07 0.97 0.29 0.25 0.12 0.35 0.02 0.25 0.12 0.81 0.73 0.64 0.75 0.32 0.90 0.24 0.35 0.17 0.94 0.87 0.78 0.94 0.67 0.62 0.14 0.92 0.63 0.81 0.51 0.44 0.34 0.24 0.59 0.51 0.68 0.03 0.45 0.25 0.12 0.96 0.49 0.48 0.73 0.12 0.15 0.22 0.63 0.30 0.55 0.40 0.95 0.69 0.02 0.83 0.55 0.47 0.07 0.34 0.91 0.72 ]
[0.86 0.72 1.00 0.61 0.92 0.96 0.05 0.25 0.74 0.36 0.62 0.61 0.91 0.07 0.64 0.89 0.51 0.86 0.90 0.23 0.16 0.29 0.27 0.98 0.01 0.32 0.20 0.80 0.74 0.40 0.37 0.75 0.54 0.51 0.48 0.20 0.57 0.54 0.59 0.07 0.13 0.50 0.44 0.84 0.85 0.38 0.28 0.99 0.97 0.85 0.80 0.52 0.75 0.18 0.57 0.00 0.85 0.78 0.16 0.60 0.66 0.44 0.54 0.97 0.61 0.42 0.44 0.48 0.33 0.12 0.10 0.22 0.71 0.53 0.23 0.82 0.33 0.26 0.64 0.81 0.31 ]
[0.04 0.11 0.61 1.00 0.95 0.78 0.74 0.65 0.11 0.80 0.60 0.99 0.00 0.15 0.33 0.50 0.40 0.75 0.72 0.88 0.80 1.00 0.11 0.54 0.25 0.27 0.64 0.94 0.36 0.19 0.49 0.86 0.48 0.43 0.67 0.26 0.54 0.57 0.03 0.97 0.14 0.91 0.29 0.44 0.29 0.19 0.95 0.10 0.26 0.83 0.59 0.17 0.06 0.35 0.52 0.51 0.70 0.81 0.74 0.20 0.60 0.09 0.12 0.50 0.21 0.48 0.91 0.77 0.14 0.97 0.88 0.92 0.12 0.27 0.91 0.09 0.30 0.62 0.59 0.20 0.57 ]
[0.93 0.61 0.92 0.95 1.00 0.66 0.85 0.71 0.24 0.66 0.71 0.69 0.93 0.11 0.05 0.57 0.13 0.73 0.87 0.52 0.90 0.33 0.17 0.88 0.01 0.40 0.44 0.70 0.07 0.46 0.38 0.53 0.63 0.83 0.52 0.96 0.53 0.71 0.14 0.69 0.77 0.82 0.36 0.76 0.21 0.44 0.73 0.69 0.73 0.54 0.62 0.76 0.48 0.24 0.38 0.57 0.63 0.81 0.57 0.70 0.18 0.10 0.23 0.47 0.14 0.50 0.91 0.77 0.93 0.80 0.81 0.94 0.63 0.08 0.83 0.65 0.95 0.12 0.30 0.36 0.62 ]
[0.15 0.19 0.96 0.78 0.66 1.00 0.37 0.31 0.83 0.79 0.98 0.17 0.25 0.40 0.09 0.80 0.27 0.75 0.83 0.83 0.97 0.16 0.72 0.04 0.70 0.27 0.72 0.68 0.59 0.43 0.55 0.34 0.90 0.18 0.58 0.56 0.31 0.68 1.00 0.41 0.88 0.39 0.64 0.21 0.76 0.89 0.86 0.05 0.32 0.17 0.17 0.38 0.48 0.62 0.89 0.39 0.16 0.91 0.19 0.58 0.02 0.28 0.43 0.17 0.63 0.17 0.22 0.53 0.54 0.79 0.37 0.18 0.89 0.29 0.44 0.96 0.74 0.71 0.60 0.49 0.62 ]
[0.31 0.32 0.05 0.74 0.85 0.37 1.00 0.94 0.06 0.45 0.60 0.05 0.96 0.45 0.28 0.24 0.54 0.84 0.30 0.94 0.24 0.29 0.26 0.25 0.78 0.76 0.06 0.27 0.61 0.00 0.17 0.76 0.45 0.10 0.05 0.46 0.72 0.47 0.59 0.16 0.47 0.23 0.42 0.64 0.15 0.26 0.88 0.14 0.88 0.74 0.95 0.92 0.53 0.48 0.29 0.86 0.84 0.25 0.41 0.79 0.72 0.69 0.21 0.17 0.74 0.41 0.24 0.17 0.81 0.80 0.64 0.38 0.29 0.95 0.37 0.82 0.28 0.69 0.31 0.13 0.90 ]
[0.68 0.93 0.25 0.65 0.71 0.31 0.94 1.00 0.86 0.32 0.82 0.94 0.50 0.97 0.21 0.93 0.04 0.18 0.45 0.40 0.36 0.82 0.16 0.92 0.36 0.78 0.35 0.94 0.45 0.90 0.63 0.79 0.35 0.61 0.80 0.77 0.33 0.35 0.14 0.60 0.29 0.57 0.43 0.77 0.68 0.51 0.69 0.40 0.56 0.47 0.23 0.55 0.99 0.70 0.75 0.82 0.57 0.47 1.00 0.20 0.92 0.18 0.14 0.15 0.65 0.62 0.68 0.23 0.38 0.88 0.61 0.85 0.10 0.22 0.06 0.26 0.74 0.31 0.19 0.29 0.09 ]
[0.14 0.94 0.74 0.11 0.24 0.83 0.06 0.86 1.00 0.70 0.48 0.91 0.46 0.57 0.70 0.26 0.38 0.14 0.20 0.22 0.70 0.28 0.83 0.52 0.15 0.30 0.70 0.78 0.94 0.97 0.99 0.73 0.37 0.55 0.33 0.17 0.32 0.39 0.18 0.78 0.96 0.39 0.79 0.27 0.67 0.12 0.23 0.79 0.47 0.59 0.95 0.36 0.30 0.14 0.69 0.25 0.49 0.64 0.71 0.81 0.93 0.40 0.36 0.77 0.61 0.10 0.98 0.48 0.09 0.31 0.41 0.12 0.22 0.68 0.70 0.52 0.79 0.75 0.77 0.02 0.65 ]
[0.17 0.54 0.36 0.80 0.66 0.79 0.45 0.32 0.70 1.00 0.87 0.30 0.97 0.04 0.78 0.65 0.13 0.37 0.37 0.66 0.37 0.65 0.16 0.73 0.47 0.85 0.15 0.42 0.85 0.13 0.85 0.67 0.51 0.87 0.86 0.09 0.01 0.50 0.83 0.42 0.68 0.84 0.30 0.12 0.50 0.24 0.71 0.29 0.76 0.61 0.47 0.31 0.05 0.16 0.81 0.42 0.15 0.29 0.37 0.02 0.36 0.34 0.23 0.55 0.27 0.94 0.22 0.77 0.08 0.86 0.18 0.78 0.25 0.46 0.62 0.86 0.57 0.93 0.47 0.77 0.24 ]
