D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 86;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.28 0.88 0.02 0.36 0.43 0.40 0.48 0.24 0.63 0.02 0.72 0.75 0.22 0.99 0.49 0.41 0.03 0.00 0.11 0.49 0.87 0.75 0.53 0.55 0.30 0.91 0.40 0.24 0.07 0.58 0.86 0.04 0.87 0.53 0.08 0.52 0.55 0.06 0.15 0.27 0.08 0.83 0.72 0.20 0.95 0.02 0.89 0.72 0.34 0.13 0.86 0.40 0.70 0.50 0.76 0.99 0.92 0.23 0.28 0.86 0.48 0.29 0.98 0.92 0.26 0.74 0.89 0.77 0.75 0.15 0.32 0.97 0.80 0.09 0.39 0.03 0.44 0.02 0.76 0.48 0.44 0.25 0.73 0.89 0.92 ]
[0.28 1.00 0.65 0.80 0.77 0.19 0.04 0.47 0.31 0.26 0.54 0.74 0.23 0.45 0.58 0.18 0.92 0.70 0.94 0.99 0.27 0.27 0.57 0.19 0.09 0.27 0.72 0.76 0.88 0.89 0.82 0.69 0.03 0.03 0.48 0.96 0.36 0.46 0.10 0.78 0.48 0.97 0.81 0.37 0.66 0.55 0.58 0.41 0.99 0.74 0.49 0.14 0.27 0.28 0.61 0.14 0.65 0.39 0.76 0.28 0.83 0.05 0.96 0.37 0.84 0.19 0.26 0.24 0.46 0.81 0.91 0.08 0.90 0.32 0.29 0.77 0.86 0.40 0.20 0.52 0.64 0.10 0.63 0.60 0.62 0.01 ]
[0.88 0.65 1.00 0.19 0.60 0.08 0.46 0.11 0.75 0.48 0.33 0.39 0.36 0.90 0.48 0.16 0.78 0.16 0.90 0.43 0.77 0.41 0.81 0.64 0.25 0.34 0.84 0.15 0.67 0.12 0.14 0.53 0.03 0.03 0.86 0.26 0.89 0.25 0.59 0.91 0.29 0.09 0.31 0.39 0.20 0.74 0.98 0.72 0.65 0.77 0.51 0.76 0.83 0.50 0.43 0.43 0.28 0.78 0.95 0.64 0.33 0.46 0.23 0.01 0.18 0.10 0.29 0.61 0.06 0.35 0.81 0.00 0.81 0.78 0.44 0.41 0.40 0.70 0.16 0.51 0.33 0.01 0.73 0.53 0.22 0.92 ]
[0.02 0.80 0.19 1.00 0.80 0.31 0.33 0.66 0.08 0.15 0.80 0.41 0.85 0.68 0.79 0.56 0.59 0.83 0.22 0.64 0.79 0.59 0.19 0.74 0.24 0.63 0.06 0.06 0.64 0.72 0.71 0.32 0.93 0.32 0.79 0.66 0.23 0.01 0.24 0.37 0.49 0.77 0.28 0.96 0.81 0.68 0.84 0.29 0.10 0.41 0.97 0.60 0.83 0.81 0.39 0.75 0.78 0.38 0.41 0.48 0.86 0.54 0.20 0.95 0.07 0.83 0.13 0.46 0.33 0.81 0.16 0.12 0.16 0.93 0.84 0.79 0.53 0.16 0.35 0.94 0.21 0.90 0.23 0.79 0.54 0.12 ]
[0.36 0.77 0.60 0.80 1.00 0.46 0.98 0.97 0.85 0.20 0.69 0.78 0.07 0.46 0.74 0.79 0.65 0.77 0.12 0.10 0.46 0.99 0.29 0.90 0.34 0.67 0.08 0.33 0.84 0.26 0.07 0.32 0.22 0.73 0.72 0.71 0.43 0.85 0.94 0.29 0.43 0.54 0.24 0.10 0.31 0.20 0.05 0.74 0.99 0.59 0.43 0.87 0.21 0.31 0.31 0.27 0.40 0.19 0.29 0.10 0.77 0.84 0.75 0.42 0.48 0.67 0.11 0.18 0.49 0.41 0.87 0.66 0.75 0.66 0.16 0.79 0.77 0.14 0.76 0.65 0.58 0.08 0.27 0.41 0.46 0.72 ]
[0.43 0.19 0.08 0.31 0.46 1.00 0.44 0.44 0.75 0.67 0.74 0.93 0.91 0.23 0.32 0.62 0.59 0.58 0.99 0.36 0.55 0.94 0.54 0.58 0.35 0.79 0.42 0.50 0.18 0.45 0.07 0.29 0.88 0.97 0.62 0.31 0.36 0.84 0.02 0.34 0.35 0.83 0.70 0.91 0.28 0.42 0.75 0.09 0.87 0.19 0.07 0.03 0.75 0.37 0.69 0.77 0.54 0.49 0.02 0.14 0.78 0.67 0.90 0.02 0.99 0.08 0.25 0.99 0.38 0.28 0.07 0.90 0.70 0.46 0.81 0.72 0.56 0.28 0.92 0.26 0.44 0.40 0.15 0.42 0.04 0.73 ]
[0.40 0.04 0.46 0.33 0.98 0.44 1.00 0.54 0.51 0.58 0.29 0.28 0.64 0.15 0.72 0.40 0.04 0.53 0.18 0.88 0.17 0.39 0.35 0.95 0.22 0.27 0.05 0.85 0.50 0.37 0.55 0.21 0.56 0.43 0.04 0.97 0.33 0.95 0.54 0.04 0.14 0.26 0.13 0.73 0.84 0.91 0.56 0.68 0.20 0.64 0.94 0.22 0.74 0.45 0.78 0.71 0.38 0.18 0.88 0.85 0.56 0.07 0.29 0.37 0.72 0.76 0.53 0.86 0.01 0.31 0.52 0.69 0.23 0.93 0.60 0.37 0.14 0.41 0.03 0.72 0.91 0.12 0.42 0.38 0.71 0.31 ]
[0.48 0.47 0.11 0.66 0.97 0.44 0.54 1.00 0.27 0.03 1.00 0.71 0.61 0.08 0.49 0.35 0.71 0.82 0.54 0.07 0.49 0.07 0.33 0.39 0.93 0.73 0.22 0.51 0.82 0.42 0.63 0.71 0.26 0.10 0.29 0.54 0.22 0.25 0.35 0.85 0.40 0.52 0.95 0.62 0.08 0.48 0.54 0.20 0.87 0.56 0.34 0.38 0.20 0.04 0.74 0.55 0.43 0.38 0.47 0.70 0.55 0.94 0.95 0.00 0.16 0.08 0.72 0.79 0.76 0.95 0.73 0.04 0.70 0.56 0.71 0.04 0.68 0.75 0.43 0.20 0.63 0.73 0.02 0.55 0.29 0.04 ]
[0.24 0.31 0.75 0.08 0.85 0.75 0.51 0.27 1.00 0.30 0.03 0.82 0.37 0.07 0.28 0.13 0.39 0.88 0.17 0.78 0.55 0.81 0.85 0.38 0.21 0.08 0.70 0.67 0.85 0.07 0.03 0.26 1.00 0.33 0.01 0.36 0.66 0.25 0.03 0.77 0.74 0.42 0.59 0.84 0.99 0.74 0.76 0.79 0.45 0.42 0.99 0.24 0.52 0.70 0.35 0.87 0.80 0.95 0.79 0.61 0.72 0.40 0.96 0.75 0.25 1.00 0.05 0.86 0.93 0.09 0.39 0.88 0.63 0.91 0.00 0.17 0.88 0.91 0.48 0.74 0.20 0.90 0.14 0.55 0.50 0.91 ]
[0.63 0.26 0.48 0.15 0.20 0.67 0.58 0.03 0.30 1.00 0.70 0.87 0.86 0.07 0.42 0.77 0.62 0.15 0.25 0.84 0.40 0.67 0.32 0.01 0.30 0.26 1.00 0.83 0.20 0.55 0.37 0.46 0.60 0.05 0.50 0.80 0.01 0.12 0.20 0.82 0.56 0.55 0.30 0.53 0.28 0.83 0.79 0.44 0.55 0.32 0.28 0.60 0.44 0.63 0.18 0.79 0.84 0.54 0.37 0.67 0.21 0.25 0.82 0.43 0.48 0.73 0.81 0.44 0.42 0.91 0.66 0.05 0.43 0.95 0.15 0.59 0.32 0.20 0.97 0.04 0.75 1.00 0.22 0.65 0.28 0.28 ]
[0.02 0.54 0.33 0.80 0.69 0.74 0.29 1.00 0.03 0.70 1.00 0.28 0.53 0.85 0.54 0.33 0.84 0.32 0.91 0.23 0.92 0.18 0.06 0.39 0.16 0.08 0.78 0.37 0.75 0.17 0.82 0.18 0.31 0.04 0.05 0.84 0.54 0.80 0.30 0.04 0.54 0.43 0.78 0.87 0.05 0.42 0.01 0.39 0.43 0.74 0.97 0.08 0.81 0.92 0.20 0.62 0.36 0.41 0.83 0.42 0.27 0.67 0.93 0.66 0.88 0.54 0.66 0.32 0.32 0.96 0.52 0.52 0.35 0.70 0.69 0.70 0.40 0.83 0.40 0.56 0.85 0.39 0.59 0.44 0.02 0.90 ]
[0.72 0.74 0.39 0.41 0.78 0.93 0.28 0.71 0.82 0.87 0.28 1.00 0.23 0.35 0.50 0.00 0.60 0.64 0.47 0.92 0.61 0.44 0.83 0.96 0.67 0.40 0.60 0.60 0.25 0.47 0.48 0.09 0.15 0.10 0.83 0.46 0.77 0.45 0.55 0.53 0.69 0.21 0.60 0.44 0.27 0.84 0.32 0.76 0.80 0.73 0.90 0.89 0.24 0.51 0.42 0.55 0.03 0.25 0.63 0.82 0.37 0.06 0.21 0.48 0.32 0.62 0.25 0.46 0.94 0.75 0.59 0.10 0.62 0.75 0.29 0.02 0.44 0.05 0.10 0.48 0.71 0.91 0.40 0.71 0.12 0.12 ]
[0.75 0.23 0.36 0.85 0.07 0.91 0.64 0.61 0.37 0.86 0.53 0.23 1.00 0.00 0.74 0.48 0.34 0.37 0.09 0.90 0.29 0.61 0.09 0.26 0.30 0.35 0.34 0.23 0.20 0.54 0.13 0.85 0.26 0.55 0.32 0.21 0.90 0.37 0.92 0.24 0.96 0.04 0.90 0.75 0.25 0.33 0.49 0.93 0.78 0.99 0.04 0.26 0.65 0.58 0.32 0.29 0.37 0.47 0.67 0.12 0.34 0.26 0.44 0.95 0.86 0.45 0.81 0.58 0.49 0.11 0.65 0.65 0.92 0.95 0.41 0.03 0.12 0.33 0.66 0.96 0.74 0.40 0.10 0.18 0.04 0.29 ]
[0.22 0.45 0.90 0.68 0.46 0.23 0.15 0.08 0.07 0.07 0.85 0.35 0.00 1.00 0.83 0.87 0.08 0.19 0.83 0.08 0.35 0.63 0.61 0.92 1.00 0.43 0.33 0.37 0.45 0.29 0.62 0.74 0.73 0.51 0.14 0.59 0.63 0.22 0.58 1.00 0.88 0.08 0.33 0.46 0.30 0.81 0.45 0.66 0.19 0.14 0.87 0.64 0.59 0.50 0.65 0.68 0.10 0.70 0.12 0.41 0.98 0.38 0.37 0.35 0.72 0.76 0.50 0.29 0.35 0.63 0.57 0.00 0.55 0.30 0.89 0.95 0.11 0.01 0.57 0.68 0.59 0.39 0.98 0.71 0.27 0.78 ]
[0.99 0.58 0.48 0.79 0.74 0.32 0.72 0.49 0.28 0.42 0.54 0.50 0.74 0.83 1.00 0.85 0.32 0.90 0.14 0.78 1.00 0.11 0.16 0.17 0.23 0.18 0.69 0.56 0.16 0.14 0.71 0.89 0.19 0.99 0.44 0.63 0.57 0.85 0.99 0.45 0.40 0.73 0.42 0.20 0.54 0.20 0.29 0.31 0.75 0.13 0.86 0.20 0.04 0.03 0.54 0.24 0.66 0.64 0.91 0.53 0.32 1.00 0.95 0.87 0.66 0.59 0.93 0.50 0.21 0.11 0.39 0.38 0.87 0.44 0.51 0.21 0.57 0.54 0.57 0.69 0.35 0.66 0.06 0.74 0.41 0.80 ]
