D = 2;
n = [ 5 5 ];
N = 56;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.86 0.28 0.05 0.28 0.32 0.47 0.88 0.95 0.98 0.27 0.19 0.85 0.74 0.05 0.95 0.10 0.13 0.07 0.41 0.02 0.72 0.66 0.56 0.18 0.06 0.54 0.89 0.53 0.28 0.93 0.66 0.49 0.87 0.51 0.03 0.27 0.89 0.82 0.96 0.88 0.27 0.19 0.48 0.42 0.29 0.37 0.01 0.72 0.56 0.49 0.07 0.07 0.71 0.06 0.08 ]
[0.86 1.00 0.19 0.26 0.21 0.86 0.37 0.11 0.04 0.46 0.25 0.44 0.73 0.79 0.34 0.69 0.76 0.19 0.17 0.57 0.45 0.53 0.70 0.08 0.16 0.82 0.16 0.31 0.70 0.30 0.35 0.06 0.50 0.12 0.19 0.82 0.05 0.88 0.14 0.27 0.89 0.33 0.23 0.05 0.48 0.89 0.42 0.65 0.71 0.38 0.74 0.54 0.67 0.85 0.57 0.17 ]
[0.28 0.19 1.00 0.67 0.68 0.57 0.88 0.26 0.26 0.85 0.55 0.48 0.51 0.41 0.94 0.31 0.93 0.25 0.72 0.36 0.46 0.86 0.96 0.30 0.30 0.07 0.86 0.21 0.56 0.27 0.07 0.00 0.90 0.36 0.66 0.62 0.15 0.02 0.25 0.04 0.98 0.01 0.04 0.79 0.54 0.85 0.65 0.42 0.60 0.17 0.27 0.23 0.61 0.50 0.56 0.54 ]
[0.05 0.26 0.67 1.00 0.14 0.01 0.81 0.74 0.35 0.09 0.14 0.34 0.13 0.40 0.62 0.97 0.88 0.06 0.16 0.31 0.46 0.41 0.75 0.28 0.83 0.06 0.61 0.25 0.47 0.17 0.88 0.50 0.43 0.99 0.98 0.41 0.69 0.92 0.39 0.30 0.12 0.66 0.14 0.53 0.82 0.75 0.23 0.06 0.28 0.49 0.90 0.09 0.47 0.51 0.82 0.78 ]
[0.28 0.21 0.68 0.14 1.00 0.15 0.03 0.99 0.29 0.22 0.07 0.12 0.01 0.76 0.78 0.14 0.42 0.88 0.48 0.85 0.82 0.92 0.87 0.27 0.63 0.10 0.99 0.32 0.58 0.83 0.91 0.35 0.77 0.82 0.49 0.34 0.12 0.99 0.70 0.04 0.44 0.53 0.60 0.20 0.05 0.47 0.86 0.69 0.46 0.55 0.06 0.48 0.86 0.86 0.65 0.85 ]
[0.32 0.86 0.57 0.01 0.15 1.00 0.94 0.91 0.49 0.51 0.44 0.33 0.80 0.88 0.79 0.37 0.24 0.05 0.46 0.96 0.38 0.76 0.38 0.74 0.01 0.38 0.11 0.28 0.71 0.40 0.24 0.89 0.69 0.64 0.17 0.29 0.84 0.10 0.55 0.14 0.02 0.13 0.92 0.93 0.13 0.76 0.42 0.87 0.09 0.23 0.59 0.02 0.03 0.39 0.91 0.52 ]
[0.47 0.37 0.88 0.81 0.03 0.94 1.00 0.24 0.75 0.91 0.83 0.97 0.73 0.95 0.03 0.13 0.91 0.47 0.82 0.96 0.91 0.33 0.41 0.90 0.40 0.04 0.29 0.41 0.44 0.12 0.46 0.49 0.17 0.40 0.42 0.13 0.62 0.60 0.04 0.05 0.76 0.43 0.32 0.01 0.09 0.69 0.87 0.03 0.68 0.51 0.45 0.44 0.49 0.00 0.12 0.20 ]
[0.88 0.11 0.26 0.74 0.99 0.91 0.24 1.00 0.34 0.63 0.89 0.63 0.83 0.16 0.96 0.85 0.81 0.25 0.27 0.74 0.74 0.58 0.81 0.12 0.90 0.49 0.84 0.72 0.18 0.83 0.55 0.40 0.00 0.28 0.32 0.53 0.78 0.53 0.79 0.60 0.51 0.43 0.71 0.09 0.81 0.54 0.55 0.62 0.61 0.44 0.53 0.75 0.17 0.99 0.84 0.50 ]
[0.95 0.04 0.26 0.35 0.29 0.49 0.75 0.34 1.00 0.80 0.82 0.98 0.84 0.33 0.03 0.30 0.77 0.98 0.18 0.07 0.97 0.72 0.07 0.83 0.46 0.53 0.84 0.89 0.31 0.56 0.88 0.05 0.67 0.94 0.98 0.80 0.73 0.92 0.02 0.99 0.66 0.47 0.03 0.82 0.54 0.31 0.84 0.99 0.60 0.17 0.46 0.13 0.37 0.97 0.59 0.94 ]
[0.98 0.46 0.85 0.09 0.22 0.51 0.91 0.63 0.80 1.00 0.00 0.18 0.27 0.50 0.20 0.86 0.51 0.49 0.84 0.06 0.86 0.43 0.83 0.14 0.91 0.46 0.42 0.92 0.43 0.88 0.30 0.65 0.97 0.77 0.19 0.27 0.52 0.54 0.48 0.66 0.45 0.46 0.94 0.80 0.76 0.26 0.84 0.70 0.62 0.54 0.26 0.09 0.87 0.54 0.80 0.25 ]
