D = 2;
n = [ 2 2 ];
N = 36;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.95 0.08 0.91 0.18 0.27 0.13 0.22 0.73 0.84 0.72 0.11 0.89 0.68 0.77 0.43 0.09 0.71 0.98 0.46 0.80 0.87 0.69 0.11 0.62 0.22 0.85 0.54 0.94 0.18 0.91 0.94 0.80 0.15 0.17 0.55 ]
[0.95 1.00 0.59 0.95 0.74 0.63 0.48 0.03 0.72 0.93 0.99 0.97 0.91 0.79 0.63 0.92 0.29 0.44 0.92 0.38 0.89 0.32 0.67 0.00 0.66 0.81 0.80 0.60 0.24 0.36 0.26 0.69 0.58 0.38 0.01 0.72 ]
[0.08 0.59 1.00 0.04 0.17 1.00 0.10 0.14 0.98 0.68 0.59 0.15 0.55 0.14 0.29 0.06 0.37 0.39 0.05 0.25 0.43 0.42 0.61 0.42 0.07 0.67 0.77 0.59 0.85 0.42 0.66 0.88 0.37 0.29 0.83 0.41 ]
[0.91 0.95 0.04 1.00 0.13 0.56 0.06 0.59 0.60 0.63 0.96 0.27 0.65 0.81 0.04 0.21 0.41 0.60 0.06 0.27 0.55 0.07 0.51 0.93 0.82 0.83 0.51 0.11 0.17 0.67 0.30 0.77 0.83 0.30 0.55 0.77 ]
[0.18 0.74 0.17 0.13 1.00 0.66 0.38 0.61 0.76 0.08 0.22 0.15 0.16 0.29 0.16 0.98 0.65 0.74 0.26 0.91 0.11 0.75 0.99 0.67 0.31 0.17 0.11 0.13 0.79 0.64 0.48 0.32 0.06 0.47 0.90 0.78 ]
[0.27 0.63 1.00 0.56 0.66 1.00 0.53 0.36 0.04 0.29 0.81 0.41 0.60 0.78 0.17 0.62 0.45 0.52 0.13 1.00 0.02 0.25 0.51 0.10 0.78 0.08 0.08 0.41 0.30 0.67 0.40 0.79 0.58 0.98 0.67 0.85 ]
[0.13 0.48 0.10 0.06 0.38 0.53 1.00 0.24 0.88 0.32 0.98 0.62 0.13 0.34 0.07 0.86 1.00 0.46 0.29 0.59 0.07 0.32 0.08 0.55 0.24 0.96 0.84 0.75 0.29 0.94 0.30 0.43 0.20 0.74 0.43 0.28 ]
[0.22 0.03 0.14 0.59 0.61 0.36 0.24 1.00 0.26 0.65 0.56 0.06 0.79 0.68 0.02 0.24 0.98 0.75 0.88 0.81 0.39 0.03 0.47 0.13 0.27 0.69 0.34 0.18 0.91 0.16 0.58 0.19 0.72 0.66 0.94 0.39 ]
[0.73 0.72 0.98 0.60 0.76 0.04 0.88 0.26 1.00 0.51 0.37 0.34 0.06 0.67 0.07 0.69 0.54 0.98 0.94 0.69 0.16 0.35 0.54 0.57 0.50 0.47 0.97 0.92 0.46 0.93 0.61 0.79 0.13 0.11 0.72 0.68 ]
[0.84 0.93 0.68 0.63 0.08 0.29 0.32 0.65 0.51 1.00 0.59 0.74 0.78 0.02 0.93 0.42 0.48 0.26 0.94 0.91 0.40 0.04 0.61 0.05 0.61 0.96 0.88 0.77 0.42 0.58 0.81 0.57 0.85 0.04 0.62 0.86 ]
[0.72 0.99 0.59 0.96 0.22 0.81 0.98 0.56 0.37 0.59 1.00 0.80 0.97 0.61 0.45 0.00 0.53 0.37 0.07 0.66 0.98 0.40 0.72 0.61 0.95 0.17 0.02 0.48 0.05 0.50 0.38 0.98 0.01 0.37 0.94 0.69 ]
[0.11 0.97 0.15 0.27 0.15 0.41 0.62 0.06 0.34 0.74 0.80 1.00 0.01 0.76 0.49 0.04 0.60 0.21 0.04 0.42 0.25 0.09 0.75 0.96 0.04 0.05 0.18 0.42 0.08 0.32 0.26 0.52 0.22 0.27 0.12 0.40 ]
[0.89 0.91 0.55 0.65 0.16 0.60 0.13 0.79 0.06 0.78 0.97 0.01 1.00 0.33 0.33 0.45 0.28 0.35 0.28 0.69 0.62 0.73 0.48 0.00 0.50 0.69 0.01 0.43 0.99 0.39 0.99 0.24 0.98 0.72 0.60 0.05 ]
