D = 2;
n = [ 1 1 ];
N = 19;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.17 0.32 0.07 0.77 0.98 0.54 0.08 0.10 0.95 0.05 0.62 0.17 0.73 0.99 0.53 0.15 0.98 0.35 ]
[0.17 1.00 0.43 0.30 0.04 0.81 0.34 0.83 0.86 0.88 0.11 0.72 0.01 0.83 0.62 0.16 0.55 0.73 0.68 ]
[0.32 0.43 1.00 0.20 0.31 0.05 0.02 0.10 0.41 0.52 0.49 0.35 0.51 0.34 0.84 0.84 0.64 0.03 0.26 ]
[0.07 0.30 0.20 1.00 0.02 0.61 0.71 0.76 0.35 0.07 0.88 0.36 0.06 0.24 0.18 0.93 0.08 0.49 0.76 ]
[0.77 0.04 0.31 0.02 1.00 0.65 0.38 0.25 0.52 0.84 0.68 0.59 0.29 0.11 0.81 0.94 0.72 0.91 0.75 ]
[0.98 0.81 0.05 0.61 0.65 1.00 0.86 0.15 0.42 0.81 0.42 0.64 0.51 0.02 0.44 0.38 0.93 0.01 0.19 ]
[0.54 0.34 0.02 0.71 0.38 0.86 1.00 0.23 0.28 0.78 0.21 0.13 0.48 0.36 0.59 0.51 0.21 0.87 0.53 ]
[0.08 0.83 0.10 0.76 0.25 0.15 0.23 1.00 0.31 0.49 0.62 0.03 0.15 0.36 0.58 0.45 0.57 0.44 0.78 ]
[0.10 0.86 0.41 0.35 0.52 0.42 0.28 0.31 1.00 0.11 0.33 0.91 0.09 0.73 0.37 0.58 0.71 0.42 0.59 ]
[0.95 0.88 0.52 0.07 0.84 0.81 0.78 0.49 0.11 1.00 0.40 0.39 0.38 0.86 0.35 0.10 0.63 0.89 0.88 ]
[0.05 0.11 0.49 0.88 0.68 0.42 0.21 0.62 0.33 0.40 1.00 0.54 0.02 0.64 0.16 0.79 0.07 0.36 0.77 ]
[0.62 0.72 0.35 0.36 0.59 0.64 0.13 0.03 0.91 0.39 0.54 1.00 0.30 0.19 0.30 0.06 0.93 0.79 0.80 ]
[0.17 0.01 0.51 0.06 0.29 0.51 0.48 0.15 0.09 0.38 0.02 0.30 1.00 0.68 0.15 0.81 0.16 0.27 0.87 ]
[0.73 0.83 0.34 0.24 0.11 0.02 0.36 0.36 0.73 0.86 0.64 0.19 0.68 1.00 0.26 0.14 0.18 0.42 0.06 ]
[0.99 0.62 0.84 0.18 0.81 0.44 0.59 0.58 0.37 0.35 0.16 0.30 0.15 0.26 1.00 0.01 0.17 0.94 0.34 ]
[0.53 0.16 0.84 0.93 0.94 0.38 0.51 0.45 0.58 0.10 0.79 0.06 0.81 0.14 0.01 1.00 0.16 0.23 0.20 ]
[0.15 0.55 0.64 0.08 0.72 0.93 0.21 0.57 0.71 0.63 0.07 0.93 0.16 0.18 0.17 0.16 1.00 0.53 0.99 ]
[0.98 0.73 0.03 0.49 0.91 0.01 0.87 0.44 0.42 0.89 0.36 0.79 0.27 0.42 0.94 0.23 0.53 1.00 0.87 ]
[0.35 0.68 0.26 0.76 0.75 0.19 0.53 0.78 0.59 0.88 0.77 0.80 0.87 0.06 0.34 0.20 0.99 0.87 1.00 ]
];
