D = 4;
n = [ 2 2 2 2 ];
N = 43;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.75 0.76 0.64 0.82 0.65 0.02 0.61 0.28 0.27 0.62 0.00 0.95 0.11 0.80 0.87 0.58 0.41 0.78 0.45 0.72 0.61 0.48 0.30 0.48 0.35 0.71 0.81 0.81 0.19 0.18 0.70 0.76 0.57 0.57 0.11 0.22 0.61 0.03 0.05 0.94 0.77 0.07 ]
[0.75 1.00 0.79 0.47 0.80 0.06 0.59 0.82 0.42 0.49 0.71 0.56 0.91 0.69 0.85 0.14 0.43 0.91 0.80 0.74 0.66 0.07 0.81 0.96 0.82 0.53 0.23 0.12 0.83 0.47 0.70 0.01 0.47 0.16 0.39 0.56 0.15 0.16 0.62 0.51 0.54 0.81 0.47 ]
[0.76 0.79 1.00 0.90 0.05 0.64 0.29 0.11 0.80 0.72 0.20 0.91 0.12 0.64 0.25 0.12 0.46 0.07 0.51 0.17 0.94 0.84 0.71 0.44 0.83 0.79 0.99 0.41 0.34 0.56 0.74 0.20 0.29 0.35 0.82 0.17 0.43 0.44 0.77 0.62 0.58 0.17 0.85 ]
[0.64 0.47 0.90 1.00 0.37 0.20 0.93 0.68 0.05 0.64 0.91 0.31 0.96 0.02 0.36 0.03 0.34 0.81 0.97 0.35 0.65 0.62 0.21 0.57 0.01 0.56 0.38 0.50 0.11 0.65 0.54 0.82 0.88 0.94 0.72 0.13 0.67 0.84 0.80 0.71 0.12 0.62 0.57 ]
[0.82 0.80 0.05 0.37 1.00 0.79 0.82 0.69 0.88 0.21 0.15 0.27 0.01 0.46 0.12 0.88 0.52 0.15 0.94 0.70 0.56 0.70 0.69 0.75 0.25 0.64 0.51 0.68 0.72 0.98 0.79 0.02 0.90 0.86 0.42 0.38 0.38 0.18 0.23 0.58 0.83 0.75 0.41 ]
[0.65 0.06 0.64 0.20 0.79 1.00 0.49 0.60 0.60 0.08 0.75 0.46 0.01 0.83 0.41 0.97 0.84 0.73 0.45 0.80 0.72 0.65 0.70 0.84 0.60 0.85 0.18 0.78 0.59 0.90 0.87 0.85 0.99 0.25 0.18 0.57 0.76 0.01 0.42 0.45 0.19 0.77 0.85 ]
[0.02 0.59 0.29 0.93 0.82 0.49 1.00 0.74 0.07 0.79 0.22 0.16 0.14 0.79 0.80 0.35 0.03 0.67 0.38 0.24 0.76 0.96 0.58 0.58 0.79 0.93 0.38 0.01 0.49 0.08 1.00 0.30 0.96 0.77 0.97 0.63 0.01 0.78 0.53 0.88 0.86 0.05 0.40 ]
[0.61 0.82 0.11 0.68 0.69 0.60 0.74 1.00 0.83 0.97 0.30 0.76 0.06 0.33 0.47 0.59 0.34 0.91 0.31 0.18 0.92 0.97 0.48 0.68 0.28 0.42 0.46 0.16 0.36 0.78 0.53 0.52 0.53 0.31 0.57 0.87 0.40 0.87 0.55 0.46 0.28 0.01 0.80 ]
[0.28 0.42 0.80 0.05 0.88 0.60 0.07 0.83 1.00 0.32 0.89 0.25 0.35 0.56 0.97 0.32 0.09 0.15 0.20 0.23 0.55 0.67 0.09 0.40 0.57 0.95 0.25 0.38 0.81 0.39 0.14 0.75 0.55 0.84 0.53 0.18 0.55 0.03 0.56 0.63 0.69 0.55 0.78 ]
[0.27 0.49 0.72 0.64 0.21 0.08 0.79 0.97 0.32 1.00 0.15 0.10 0.68 0.98 0.88 0.95 0.04 0.30 0.16 0.43 0.39 0.75 0.65 0.93 0.30 0.14 0.18 0.75 0.47 0.76 0.92 0.42 0.85 0.90 0.16 0.76 0.75 0.54 0.30 0.73 0.38 0.73 0.89 ]
