D = 8;
n = [ 2 2 2 2 2 2 2 2 ];
N = 29;
d = [1 1 1 2 2 2 3 3 3 4 4 4 5 5 5 6 6 6 7 7 7 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.89 0.78 0.71 0.29 0.31 0.18 0.01 0.42 0.29 0.00 0.90 0.64 0.82 0.07 0.05 0.36 0.48 0.81 0.94 0.56 0.91 0.72 0.61 0.12 0.60 0.08 0.90 0.69 ]
[0.89 1.00 0.91 0.43 0.38 0.76 0.87 0.89 0.86 0.14 0.08 0.61 0.11 0.66 0.07 0.22 0.59 0.00 0.48 0.71 0.93 0.36 0.58 0.53 0.85 0.20 0.68 0.42 0.60 ]
[0.78 0.91 1.00 0.83 0.03 0.65 0.72 0.92 0.12 0.11 0.99 0.84 0.54 0.03 0.86 0.65 0.20 0.73 0.99 0.37 0.49 0.50 0.37 0.29 0.11 0.81 0.99 0.34 0.20 ]
[0.71 0.43 0.83 1.00 0.73 0.70 0.37 0.62 0.08 0.08 0.48 0.05 0.93 0.29 0.76 0.84 0.09 0.52 0.81 0.88 1.00 0.21 0.79 0.49 0.59 0.84 0.92 0.08 0.20 ]
[0.29 0.38 0.03 0.73 1.00 0.31 0.03 0.93 0.73 0.31 0.93 0.58 0.02 0.01 0.74 0.63 0.90 0.65 0.20 0.94 0.28 0.54 0.64 0.23 0.32 0.14 0.95 0.86 0.23 ]
[0.31 0.76 0.65 0.70 0.31 1.00 0.03 0.57 0.80 0.39 0.86 0.18 0.89 0.80 0.30 0.73 0.40 0.28 0.02 0.31 0.12 0.83 0.66 0.17 0.37 0.59 0.49 0.87 0.06 ]
[0.18 0.87 0.72 0.37 0.03 0.03 1.00 0.38 0.75 0.59 0.70 0.98 0.66 0.90 0.66 0.20 0.12 0.82 0.16 0.22 0.71 0.67 0.42 0.20 0.49 0.91 0.84 0.39 0.40 ]
[0.01 0.89 0.92 0.62 0.93 0.57 0.38 1.00 0.48 0.65 0.36 0.45 0.86 0.17 0.17 0.04 0.09 0.02 0.53 0.51 0.16 0.27 0.27 0.43 0.92 0.79 0.71 0.12 0.51 ]
[0.42 0.86 0.12 0.08 0.73 0.80 0.75 0.48 1.00 0.94 0.76 0.54 0.57 0.57 0.49 0.71 0.12 0.57 0.81 0.93 0.99 0.22 0.17 0.40 0.45 0.50 0.20 0.66 0.83 ]
[0.29 0.14 0.11 0.08 0.31 0.39 0.59 0.65 0.94 1.00 0.11 0.55 0.34 0.82 0.02 0.27 0.50 0.70 0.32 0.68 0.99 0.61 0.84 0.67 0.27 0.75 0.89 0.44 0.42 ]
[0.00 0.08 0.99 0.48 0.93 0.86 0.70 0.36 0.76 0.11 1.00 0.66 0.97 0.14 0.19 0.84 0.62 0.64 0.65 0.50 0.92 0.78 0.50 0.50 0.39 0.24 0.49 0.90 0.80 ]
[0.90 0.61 0.84 0.05 0.58 0.18 0.98 0.45 0.54 0.55 0.66 1.00 0.96 0.90 0.79 0.08 0.01 0.30 0.89 0.22 0.79 0.04 0.66 0.12 0.43 0.51 0.83 0.02 0.23 ]
[0.64 0.11 0.54 0.93 0.02 0.89 0.66 0.86 0.57 0.34 0.97 0.96 1.00 0.96 0.29 0.43 0.03 0.56 0.46 0.36 0.71 0.75 0.70 0.29 0.52 0.32 0.05 0.74 0.29 ]
[0.82 0.66 0.03 0.29 0.01 0.80 0.90 0.17 0.57 0.82 0.14 0.90 0.96 1.00 0.02 0.22 0.37 0.29 0.47 0.58 0.86 0.62 0.81 0.23 0.76 0.54 0.56 0.58 0.78 ]
