D = 2;
n = [ 4 4 ];
N = 36;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.87 0.49 0.72 0.34 0.96 0.37 0.92 0.03 0.89 0.96 0.78 0.75 0.05 0.94 0.33 0.01 0.85 0.65 0.70 0.15 0.57 0.19 0.42 0.76 0.41 0.66 0.94 0.12 0.94 0.83 0.36 0.14 0.62 0.20 0.01 ]
[0.87 1.00 0.23 0.88 0.55 0.80 0.71 0.76 0.62 0.67 0.07 0.38 0.36 0.26 0.56 0.09 0.88 0.91 0.55 0.80 0.84 0.82 0.55 0.95 0.61 0.05 0.51 0.41 0.89 0.37 0.42 0.06 0.84 0.54 0.24 0.05 ]
[0.49 0.23 1.00 0.96 0.32 0.74 0.62 0.73 0.62 0.53 0.21 0.30 1.00 0.11 0.12 0.70 0.43 0.61 0.63 0.77 0.03 0.91 0.28 0.47 0.86 0.84 0.26 0.29 0.32 0.09 0.50 0.77 0.29 0.03 0.62 0.34 ]
[0.72 0.88 0.96 1.00 0.24 0.24 0.21 0.90 0.82 0.72 0.00 0.82 0.86 0.95 0.15 0.23 0.45 0.24 0.90 0.54 0.74 0.73 0.14 0.32 0.34 0.25 0.19 0.68 0.56 0.31 0.24 0.53 0.33 0.78 0.89 0.39 ]
[0.34 0.55 0.32 0.24 1.00 0.99 0.23 0.58 0.26 0.50 0.51 0.94 0.40 0.14 0.51 0.17 0.64 0.41 0.86 0.93 0.16 0.86 0.27 0.75 0.61 0.81 0.90 0.79 0.48 0.20 0.70 0.29 0.11 0.38 0.66 0.47 ]
[0.96 0.80 0.74 0.24 0.99 1.00 0.10 0.14 0.70 0.75 0.58 0.97 0.19 0.32 0.53 0.27 0.55 0.73 0.26 0.94 0.41 0.60 0.23 0.72 0.07 0.35 0.30 0.58 0.68 0.66 0.06 0.25 0.93 0.07 1.00 0.44 ]
[0.37 0.71 0.62 0.21 0.23 0.10 1.00 0.31 0.17 0.48 0.23 0.96 0.41 0.88 0.98 0.27 0.62 0.01 0.34 0.11 0.19 0.88 0.00 0.36 0.43 0.82 0.33 0.19 0.75 0.02 0.46 0.18 0.94 0.22 0.93 0.58 ]
[0.92 0.76 0.73 0.90 0.58 0.14 0.31 1.00 0.52 0.95 0.08 0.84 0.93 0.22 0.98 0.95 0.44 0.71 0.59 0.22 0.17 0.47 0.83 0.29 0.75 0.98 0.38 0.21 0.66 0.43 0.28 0.67 0.47 0.75 0.95 0.71 ]
[0.03 0.62 0.62 0.82 0.26 0.70 0.17 0.52 1.00 0.06 0.15 0.52 0.25 0.93 0.13 0.08 0.71 0.29 0.69 0.87 0.34 0.84 0.66 0.08 0.10 0.25 0.19 0.12 0.95 0.57 0.24 0.87 0.51 0.32 0.69 0.36 ]
[0.89 0.67 0.53 0.72 0.50 0.75 0.48 0.95 0.06 1.00 0.04 0.46 0.32 0.86 0.08 0.18 0.94 0.80 0.58 0.70 0.72 0.34 0.87 0.85 0.29 0.85 0.56 0.29 0.17 0.57 0.08 0.58 0.64 0.87 0.90 0.57 ]
[0.96 0.07 0.21 0.00 0.51 0.58 0.23 0.08 0.15 0.04 1.00 0.73 0.23 0.86 0.84 0.64 0.58 0.35 0.24 0.95 0.06 0.22 0.87 0.93 0.97 0.90 0.19 0.25 0.60 0.10 0.07 0.46 0.66 0.35 0.62 0.66 ]
[0.78 0.38 0.30 0.82 0.94 0.97 0.96 0.84 0.52 0.46 0.73 1.00 0.45 0.12 0.01 0.55 0.69 0.41 0.43 0.88 0.01 0.73 0.52 0.78 0.64 0.31 0.59 0.51 0.25 0.18 0.04 0.48 0.56 0.61 0.94 0.62 ]
[0.75 0.36 1.00 0.86 0.40 0.19 0.41 0.93 0.25 0.32 0.23 0.45 1.00 0.67 0.23 0.93 0.74 0.19 0.84 0.44 0.21 0.09 0.89 0.45 0.03 0.98 0.40 0.22 0.75 0.96 0.57 0.44 0.54 0.17 0.70 0.28 ]
[0.05 0.26 0.11 0.95 0.14 0.32 0.88 0.22 0.93 0.86 0.86 0.12 0.67 1.00 0.92 0.52 0.05 0.86 0.97 0.48 0.55 0.73 0.80 0.05 0.15 0.86 0.85 0.19 0.90 0.94 0.96 0.25 0.53 0.87 0.80 0.51 ]
[0.94 0.56 0.12 0.15 0.51 0.53 0.98 0.98 0.13 0.08 0.84 0.01 0.23 0.92 1.00 0.64 0.80 0.62 0.05 0.51 0.51 0.14 0.44 0.12 0.23 0.36 0.91 0.19 0.94 0.98 0.09 0.26 0.37 0.26 0.45 0.55 ]
[0.33 0.09 0.70 0.23 0.17 0.27 0.27 0.95 0.08 0.18 0.64 0.55 0.93 0.52 0.64 1.00 0.11 0.33 0.69 0.63 0.38 0.24 0.00 0.22 1.00 0.44 0.48 0.04 0.98 0.10 0.12 0.22 0.46 0.82 0.43 0.04 ]
[0.01 0.88 0.43 0.45 0.64 0.55 0.62 0.44 0.71 0.94 0.58 0.69 0.74 0.05 0.80 0.11 1.00 0.97 0.96 0.84 0.43 0.14 0.42 0.35 0.18 0.61 0.10 0.61 0.40 0.24 0.94 0.44 0.75 0.02 0.97 0.18 ]
[0.85 0.91 0.61 0.24 0.41 0.73 0.01 0.71 0.29 0.80 0.35 0.41 0.19 0.86 0.62 0.33 0.97 1.00 0.15 0.82 0.13 0.01 0.27 0.88 0.97 0.21 0.51 0.87 0.52 0.31 0.24 0.44 0.74 0.96 0.09 1.00 ]
[0.65 0.55 0.63 0.90 0.86 0.26 0.34 0.59 0.69 0.58 0.24 0.43 0.84 0.97 0.05 0.69 0.96 0.15 1.00 0.80 0.77 0.73 0.48 0.54 0.65 0.49 0.92 0.58 0.50 0.54 0.25 0.47 0.10 0.96 0.87 0.52 ]
[0.70 0.80 0.77 0.54 0.93 0.94 0.11 0.22 0.87 0.70 0.95 0.88 0.44 0.48 0.51 0.63 0.84 0.82 0.80 1.00 0.91 0.78 0.32 0.40 0.94 0.32 0.97 0.93 0.34 0.94 0.57 0.92 0.71 0.33 0.33 0.18 ]
[0.15 0.84 0.03 0.74 0.16 0.41 0.19 0.17 0.34 0.72 0.06 0.01 0.21 0.55 0.51 0.38 0.43 0.13 0.77 0.91 1.00 0.69 0.10 0.53 0.53 0.19 0.27 0.24 0.40 0.59 0.17 0.06 0.86 0.62 0.89 0.04 ]
[0.57 0.82 0.91 0.73 0.86 0.60 0.88 0.47 0.84 0.34 0.22 0.73 0.09 0.73 0.14 0.24 0.14 0.01 0.73 0.78 0.69 1.00 0.03 0.57 0.29 0.02 0.37 0.49 0.29 0.08 0.22 0.54 0.72 0.16 0.94 0.22 ]
[0.19 0.55 0.28 0.14 0.27 0.23 0.00 0.83 0.66 0.87 0.87 0.52 0.89 0.80 0.44 0.00 0.42 0.27 0.48 0.32 0.10 0.03 1.00 0.07 0.08 0.00 0.18 0.25 0.45 0.35 0.92 0.97 0.89 0.02 0.30 0.74 ]
[0.42 0.95 0.47 0.32 0.75 0.72 0.36 0.29 0.08 0.85 0.93 0.78 0.45 0.05 0.12 0.22 0.35 0.88 0.54 0.40 0.53 0.57 0.07 1.00 0.38 0.07 0.10 0.84 0.69 0.98 0.33 0.47 0.99 0.16 0.40 0.19 ]
[0.76 0.61 0.86 0.34 0.61 0.07 0.43 0.75 0.10 0.29 0.97 0.64 0.03 0.15 0.23 1.00 0.18 0.97 0.65 0.94 0.53 0.29 0.08 0.38 1.00 0.67 0.92 0.68 0.32 0.12 0.80 0.60 0.60 0.38 0.15 0.28 ]
[0.41 0.05 0.84 0.25 0.81 0.35 0.82 0.98 0.25 0.85 0.90 0.31 0.98 0.86 0.36 0.44 0.61 0.21 0.49 0.32 0.19 0.02 0.00 0.07 0.67 1.00 0.38 0.41 0.85 0.35 0.91 0.40 0.09 0.86 0.25 0.18 ]
[0.66 0.51 0.26 0.19 0.90 0.30 0.33 0.38 0.19 0.56 0.19 0.59 0.40 0.85 0.91 0.48 0.10 0.51 0.92 0.97 0.27 0.37 0.18 0.10 0.92 0.38 1.00 0.30 0.77 0.51 0.04 0.04 0.79 0.78 0.58 0.98 ]
[0.94 0.41 0.29 0.68 0.79 0.58 0.19 0.21 0.12 0.29 0.25 0.51 0.22 0.19 0.19 0.04 0.61 0.87 0.58 0.93 0.24 0.49 0.25 0.84 0.68 0.41 0.30 1.00 0.19 0.12 0.03 0.93 0.98 0.02 0.21 0.19 ]
[0.12 0.89 0.32 0.56 0.48 0.68 0.75 0.66 0.95 0.17 0.60 0.25 0.75 0.90 0.94 0.98 0.40 0.52 0.50 0.34 0.40 0.29 0.45 0.69 0.32 0.85 0.77 0.19 1.00 0.94 0.27 0.93 0.20 0.21 0.13 0.51 ]
[0.94 0.37 0.09 0.31 0.20 0.66 0.02 0.43 0.57 0.57 0.10 0.18 0.96 0.94 0.98 0.10 0.24 0.31 0.54 0.94 0.59 0.08 0.35 0.98 0.12 0.35 0.51 0.12 0.94 1.00 0.95 0.90 0.73 0.02 0.38 0.66 ]
[0.83 0.42 0.50 0.24 0.70 0.06 0.46 0.28 0.24 0.08 0.07 0.04 0.57 0.96 0.09 0.12 0.94 0.24 0.25 0.57 0.17 0.22 0.92 0.33 0.80 0.91 0.04 0.03 0.27 0.95 1.00 0.63 0.78 0.01 0.52 0.05 ]
[0.36 0.06 0.77 0.53 0.29 0.25 0.18 0.67 0.87 0.58 0.46 0.48 0.44 0.25 0.26 0.22 0.44 0.44 0.47 0.92 0.06 0.54 0.97 0.47 0.60 0.40 0.04 0.93 0.93 0.90 0.63 1.00 0.45 0.02 0.04 0.95 ]
[0.14 0.84 0.29 0.33 0.11 0.93 0.94 0.47 0.51 0.64 0.66 0.56 0.54 0.53 0.37 0.46 0.75 0.74 0.10 0.71 0.86 0.72 0.89 0.99 0.60 0.09 0.79 0.98 0.20 0.73 0.78 0.45 1.00 0.74 0.11 0.83 ]
[0.62 0.54 0.03 0.78 0.38 0.07 0.22 0.75 0.32 0.87 0.35 0.61 0.17 0.87 0.26 0.82 0.02 0.96 0.96 0.33 0.62 0.16 0.02 0.16 0.38 0.86 0.78 0.02 0.21 0.02 0.01 0.02 0.74 1.00 0.78 0.53 ]
[0.20 0.24 0.62 0.89 0.66 1.00 0.93 0.95 0.69 0.90 0.62 0.94 0.70 0.80 0.45 0.43 0.97 0.09 0.87 0.33 0.89 0.94 0.30 0.40 0.15 0.25 0.58 0.21 0.13 0.38 0.52 0.04 0.11 0.78 1.00 0.04 ]
[0.01 0.05 0.34 0.39 0.47 0.44 0.58 0.71 0.36 0.57 0.66 0.62 0.28 0.51 0.55 0.04 0.18 1.00 0.52 0.18 0.04 0.22 0.74 0.19 0.28 0.18 0.98 0.19 0.51 0.66 0.05 0.95 0.83 0.53 0.04 1.00 ]
];
