D = 2;
n = [ 4 4 ];
N = 58;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.82 0.62 0.47 0.72 0.65 0.49 0.82 0.35 0.93 0.78 0.82 0.11 0.57 0.97 0.28 0.87 0.51 0.17 0.72 0.85 0.13 0.56 0.65 0.12 0.95 0.58 0.74 0.89 0.65 0.33 0.12 0.92 0.02 0.42 0.86 0.60 0.81 0.37 0.87 0.17 0.49 0.44 0.19 0.48 0.71 0.47 0.15 0.98 0.57 0.22 0.31 0.36 0.91 0.78 0.54 0.27 0.34 ]
[0.82 1.00 0.38 0.74 0.05 0.61 0.06 0.71 0.67 0.25 0.03 0.32 0.44 0.47 0.11 0.37 0.39 0.26 0.70 0.60 0.53 0.17 0.89 0.83 0.43 0.16 0.36 0.18 0.52 0.15 0.55 0.71 0.22 0.04 0.70 0.66 0.93 0.41 0.71 0.48 0.42 0.15 0.82 0.49 0.15 0.59 0.06 0.02 0.55 0.29 0.73 0.77 0.50 0.93 0.97 0.78 0.80 0.63 ]
[0.62 0.38 1.00 0.26 0.48 0.31 0.25 0.21 0.16 0.71 0.13 0.48 0.45 0.31 0.05 0.01 0.02 0.74 0.23 0.29 0.63 0.61 0.81 0.64 0.44 0.26 0.08 0.10 0.24 0.28 0.71 0.33 0.71 0.09 0.02 0.15 0.95 0.74 0.13 0.84 0.70 0.45 0.28 0.23 0.72 0.41 0.30 0.32 0.58 0.00 0.40 0.86 0.42 0.44 0.36 0.79 0.28 0.80 ]
[0.47 0.74 0.26 1.00 0.80 0.91 0.86 0.87 0.39 0.85 0.42 0.79 0.18 0.58 0.72 0.57 0.53 0.98 1.00 0.49 0.98 0.05 0.09 0.96 0.11 0.34 0.10 0.65 0.98 0.20 0.31 0.98 0.03 0.45 0.87 0.38 0.69 0.81 0.68 0.49 0.08 0.13 0.21 0.91 0.39 0.61 0.41 0.09 0.96 0.49 0.49 0.81 0.59 0.71 0.07 0.03 0.69 0.08 ]
[0.72 0.05 0.48 0.80 1.00 0.77 0.69 0.06 0.49 0.65 0.97 0.66 1.00 0.50 0.16 0.07 0.37 0.32 0.35 0.80 0.16 0.25 0.86 0.72 0.33 0.98 0.46 0.99 1.00 0.24 0.72 0.82 0.74 0.30 0.88 0.54 0.66 0.88 0.95 0.98 0.19 0.94 0.25 0.22 0.06 0.46 0.22 0.32 0.09 0.41 0.82 0.92 0.22 0.49 0.87 0.41 0.16 0.33 ]
[0.65 0.61 0.31 0.91 0.77 1.00 0.95 0.98 0.54 0.73 0.95 0.58 0.47 0.83 0.73 0.81 0.72 0.65 0.85 0.51 0.15 0.99 0.44 0.75 0.66 0.13 0.59 0.15 0.04 0.00 0.61 0.17 0.27 0.31 0.34 0.83 0.09 0.26 0.84 0.02 0.11 0.99 0.81 0.59 0.39 0.61 0.18 0.08 0.20 0.52 0.07 0.82 0.47 0.29 0.28 0.30 0.69 0.29 ]
[0.49 0.06 0.25 0.86 0.69 0.95 1.00 0.64 0.50 0.29 0.36 0.84 0.45 0.33 0.47 0.22 0.07 0.86 0.18 0.10 0.55 0.74 0.83 0.55 0.06 0.43 0.86 0.69 0.98 0.75 0.79 0.50 0.14 0.39 0.25 0.48 0.81 0.20 0.78 0.01 0.90 0.92 0.67 0.41 0.07 0.99 0.96 0.79 0.86 0.56 0.15 0.38 0.33 0.30 0.94 0.15 0.75 0.49 ]
[0.82 0.71 0.21 0.87 0.06 0.98 0.64 1.00 0.27 0.37 0.83 0.79 0.16 0.68 0.98 0.55 0.34 0.68 0.05 0.23 0.13 0.71 0.40 0.84 0.02 0.24 0.36 0.17 0.09 0.65 0.21 0.87 0.69 0.15 0.13 0.16 0.57 0.47 0.14 0.31 0.55 0.49 0.26 1.00 0.33 0.04 0.22 0.65 0.06 0.84 0.87 0.73 0.96 0.11 0.46 0.55 0.77 0.34 ]
[0.35 0.67 0.16 0.39 0.49 0.54 0.50 0.27 1.00 0.61 0.74 0.51 0.54 0.55 0.35 0.75 0.59 0.68 0.19 0.64 0.81 0.25 0.39 0.18 0.39 0.53 0.21 0.16 0.31 0.44 0.65 0.80 0.18 0.24 0.91 0.65 0.04 0.83 0.29 0.10 0.83 0.80 0.78 0.48 0.58 0.34 0.17 0.88 0.35 0.48 0.49 0.72 0.22 0.69 0.24 0.75 0.46 0.75 ]
[0.93 0.25 0.71 0.85 0.65 0.73 0.29 0.37 0.61 1.00 0.95 0.02 0.10 0.10 0.12 0.76 0.27 0.31 0.42 0.99 0.81 0.50 0.55 0.88 0.19 0.98 0.89 0.12 0.74 0.23 0.46 0.88 0.27 0.51 0.16 0.79 0.29 0.95 0.56 0.23 0.33 0.49 0.37 0.79 0.86 0.83 0.34 0.26 0.04 0.94 0.79 0.99 0.13 0.28 0.97 0.11 0.77 0.06 ]
[0.78 0.03 0.13 0.42 0.97 0.95 0.36 0.83 0.74 0.95 1.00 0.02 0.08 0.91 0.53 0.26 0.36 0.88 0.35 0.44 0.41 0.24 0.54 0.39 0.84 0.13 0.55 0.38 0.37 0.86 0.26 0.10 0.81 0.84 0.74 1.00 0.05 0.80 0.07 0.20 0.55 0.63 0.95 0.06 0.49 0.43 0.98 0.65 0.27 0.18 0.99 0.12 0.58 0.46 0.08 0.96 0.71 0.42 ]
[0.82 0.32 0.48 0.79 0.66 0.58 0.84 0.79 0.51 0.02 0.02 1.00 0.64 0.75 0.08 0.52 0.83 0.69 0.59 0.23 0.73 0.06 0.54 0.50 0.95 0.65 0.83 0.15 0.55 0.96 0.89 0.10 0.81 0.17 0.39 0.77 0.15 0.84 0.64 0.14 0.61 0.31 0.66 0.83 0.77 0.74 0.86 0.44 0.93 0.92 0.49 0.77 0.25 0.79 0.47 0.87 1.00 0.93 ]
[0.11 0.44 0.45 0.18 1.00 0.47 0.45 0.16 0.54 0.10 0.08 0.64 1.00 0.79 0.92 0.05 0.48 0.01 0.41 0.65 0.86 0.52 0.19 0.48 0.40 0.76 0.90 0.58 0.24 0.20 0.00 0.45 0.89 0.10 0.91 0.56 0.53 0.89 0.97 0.62 0.96 0.87 0.08 0.42 0.40 0.06 0.32 0.73 0.95 0.96 0.75 0.81 0.98 0.34 0.78 0.01 0.93 0.40 ]
[0.57 0.47 0.31 0.58 0.50 0.83 0.33 0.68 0.55 0.10 0.91 0.75 0.79 1.00 0.43 0.57 0.88 0.76 0.15 0.15 0.86 0.10 0.69 0.93 0.04 0.12 0.68 0.28 0.25 0.45 0.96 0.63 0.99 0.89 0.30 0.69 0.12 0.79 0.19 0.47 0.41 0.30 0.09 0.34 0.03 0.21 0.64 0.66 0.45 0.11 0.61 0.33 0.73 0.85 0.89 0.86 0.20 0.99 ]
[0.97 0.11 0.05 0.72 0.16 0.73 0.47 0.98 0.35 0.12 0.53 0.08 0.92 0.43 1.00 0.99 0.67 0.49 0.23 0.61 0.91 0.38 0.20 0.68 0.91 0.39 0.25 0.40 0.28 0.12 0.72 0.24 0.48 0.06 0.01 0.77 0.16 0.26 0.60 0.06 0.11 0.68 0.43 0.34 0.39 0.98 0.26 0.69 0.23 0.95 0.67 0.78 0.49 0.20 0.77 0.14 1.00 0.41 ]
[0.28 0.37 0.01 0.57 0.07 0.81 0.22 0.55 0.75 0.76 0.26 0.52 0.05 0.57 0.99 1.00 0.00 0.70 0.61 0.35 0.81 0.81 0.35 0.20 1.00 0.96 0.45 0.82 0.78 0.15 0.56 0.57 0.12 0.07 0.05 0.99 0.84 0.26 0.47 0.77 0.78 0.01 0.29 0.72 0.87 0.03 0.82 0.98 0.16 0.75 0.03 0.13 0.68 0.78 0.23 0.56 0.86 0.14 ]
[0.87 0.39 0.02 0.53 0.37 0.72 0.07 0.34 0.59 0.27 0.36 0.83 0.48 0.88 0.67 0.00 1.00 0.57 0.62 0.33 0.29 0.91 0.54 0.91 0.08 0.97 0.03 0.65 0.30 0.52 0.72 0.85 0.41 0.18 0.68 0.41 0.47 0.21 0.37 0.39 0.70 0.77 0.57 0.58 0.88 0.79 0.74 0.03 0.76 0.78 0.49 0.45 0.69 0.66 0.46 0.22 0.84 0.93 ]
[0.51 0.26 0.74 0.98 0.32 0.65 0.86 0.68 0.68 0.31 0.88 0.69 0.01 0.76 0.49 0.70 0.57 1.00 0.13 0.74 0.41 0.39 0.86 0.11 0.32 0.04 0.05 0.13 0.72 0.49 0.95 0.71 0.55 0.82 0.78 0.76 0.16 0.69 0.83 0.66 0.63 0.26 0.44 0.32 0.77 0.84 0.58 0.86 0.71 0.50 0.64 0.54 0.05 0.20 0.37 0.00 0.79 0.39 ]
[0.17 0.70 0.23 1.00 0.35 0.85 0.18 0.05 0.19 0.42 0.35 0.59 0.41 0.15 0.23 0.61 0.62 0.13 1.00 0.59 0.74 0.51 0.26 0.54 0.91 0.39 0.90 0.17 0.84 0.35 0.11 0.77 0.35 0.96 0.03 0.74 0.23 0.18 0.06 0.69 0.72 0.40 0.75 0.35 0.00 0.62 0.69 0.43 0.07 0.56 0.87 0.29 0.30 0.63 0.90 0.71 0.54 0.03 ]
[0.72 0.60 0.29 0.49 0.80 0.51 0.10 0.23 0.64 0.99 0.44 0.23 0.65 0.15 0.61 0.35 0.33 0.74 0.59 1.00 0.86 0.09 0.55 0.09 0.61 0.36 0.88 0.20 0.65 0.09 0.26 0.85 0.13 0.16 0.97 0.26 0.15 0.80 0.63 0.91 0.13 0.27 0.24 0.19 0.14 0.09 0.65 1.00 0.84 0.05 0.26 0.62 0.69 0.86 0.51 0.63 0.91 0.45 ]
[0.85 0.53 0.63 0.98 0.16 0.15 0.55 0.13 0.81 0.81 0.41 0.73 0.86 0.86 0.91 0.81 0.29 0.41 0.74 0.86 1.00 0.01 0.34 0.33 0.44 0.25 0.51 0.52 0.88 0.58 0.64 0.27 0.46 0.28 0.29 0.10 0.81 0.34 0.43 0.07 0.33 0.15 0.37 0.06 0.26 0.00 0.12 0.98 0.79 0.63 0.97 0.78 0.99 1.00 0.28 0.98 0.07 0.25 ]
[0.13 0.17 0.61 0.05 0.25 0.99 0.74 0.71 0.25 0.50 0.24 0.06 0.52 0.10 0.38 0.81 0.91 0.39 0.51 0.09 0.01 1.00 0.16 0.70 0.44 0.65 0.74 0.39 0.84 0.38 0.01 0.18 0.64 0.99 0.46 0.62 0.12 0.61 0.30 0.02 0.62 0.77 0.87 0.68 0.17 0.47 0.04 0.57 0.98 0.05 0.16 0.32 0.38 0.68 0.79 0.34 0.48 0.94 ]
[0.56 0.89 0.81 0.09 0.86 0.44 0.83 0.40 0.39 0.55 0.54 0.54 0.19 0.69 0.20 0.35 0.54 0.86 0.26 0.55 0.34 0.16 1.00 0.86 0.53 0.26 0.64 0.78 0.23 0.64 0.69 0.16 0.18 0.55 0.13 0.17 0.18 0.12 0.85 0.88 0.54 0.64 0.16 0.52 0.68 0.57 0.56 0.28 0.80 0.81 0.03 0.07 0.30 0.48 0.11 0.21 0.14 0.88 ]
[0.65 0.83 0.64 0.96 0.72 0.75 0.55 0.84 0.18 0.88 0.39 0.50 0.48 0.93 0.68 0.20 0.91 0.11 0.54 0.09 0.33 0.70 0.86 1.00 0.55 0.88 0.64 0.42 0.91 0.91 0.60 0.14 0.44 0.88 0.83 0.01 0.04 0.47 0.54 0.04 0.48 0.45 0.19 0.77 0.30 0.68 0.43 0.92 0.32 0.27 0.90 0.56 0.80 0.04 0.61 0.44 0.40 0.67 ]
[0.12 0.43 0.44 0.11 0.33 0.66 0.06 0.02 0.39 0.19 0.84 0.95 0.40 0.04 0.91 1.00 0.08 0.32 0.91 0.61 0.44 0.44 0.53 0.55 1.00 0.24 0.28 0.98 0.54 0.27 0.28 0.29 0.73 0.58 0.68 0.75 0.50 0.71 0.30 0.34 0.06 0.44 0.63 0.48 0.79 0.10 0.55 0.22 0.64 0.59 0.41 0.96 0.53 0.25 0.34 0.96 0.66 0.15 ]
[0.95 0.16 0.26 0.34 0.98 0.13 0.43 0.24 0.53 0.98 0.13 0.65 0.76 0.12 0.39 0.96 0.97 0.04 0.39 0.36 0.25 0.65 0.26 0.88 0.24 1.00 0.50 0.74 0.33 0.18 0.99 0.17 0.44 0.56 0.93 0.76 0.15 0.81 0.19 0.20 0.14 0.31 0.03 0.16 0.75 0.67 0.77 0.63 0.97 0.79 0.28 0.23 0.47 0.58 0.39 0.73 0.35 0.15 ]
[0.58 0.36 0.08 0.10 0.46 0.59 0.86 0.36 0.21 0.89 0.55 0.83 0.90 0.68 0.25 0.45 0.03 0.05 0.90 0.88 0.51 0.74 0.64 0.64 0.28 0.50 1.00 0.59 0.60 0.37 0.15 0.35 0.40 0.46 0.68 0.97 0.77 0.31 0.04 0.83 0.63 0.90 0.43 0.97 0.79 0.96 0.06 0.71 0.17 0.17 0.96 0.28 0.48 0.60 0.13 0.52 0.28 0.04 ]
