D = 2;
n = [ 4 4 ];
N = 24;
d = [1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.35 0.94 0.76 0.94 0.18 0.75 0.54 0.28 0.89 0.15 0.28 0.41 0.09 0.59 0.95 0.15 0.43 0.03 0.10 0.63 0.17 0.12 0.90 ]
[0.35 1.00 0.59 0.96 0.22 0.76 0.41 0.35 0.51 0.58 0.19 0.06 0.90 0.04 0.58 0.77 0.72 0.78 0.53 0.15 0.87 0.10 0.58 0.52 ]
[0.94 0.59 1.00 0.90 0.39 0.10 0.99 0.19 0.16 0.10 0.40 0.87 0.89 0.44 0.04 0.82 0.84 0.38 0.53 0.09 0.15 0.07 0.53 0.12 ]
[0.76 0.96 0.90 1.00 0.07 0.82 0.52 0.23 0.91 0.61 0.91 0.56 0.02 0.53 0.37 0.74 0.79 1.00 0.11 0.42 0.70 0.84 0.80 0.17 ]
[0.94 0.22 0.39 0.07 1.00 0.72 0.42 0.46 0.04 0.22 0.90 0.44 0.08 0.24 0.71 0.78 0.70 0.49 0.27 0.60 0.52 0.08 0.49 0.77 ]
[0.18 0.76 0.10 0.82 0.72 1.00 0.34 0.43 0.55 0.93 0.55 0.08 0.00 0.54 0.74 0.24 0.86 0.71 0.34 0.13 0.59 0.97 0.80 0.71 ]
[0.75 0.41 0.99 0.52 0.42 0.34 1.00 0.81 0.16 0.16 0.32 0.83 0.57 0.84 0.84 0.59 0.45 0.86 0.75 0.14 0.53 0.15 0.66 0.09 ]
[0.54 0.35 0.19 0.23 0.46 0.43 0.81 1.00 0.50 0.01 0.77 0.10 0.77 0.35 0.56 0.06 0.79 0.81 0.25 0.90 0.92 0.80 0.44 0.39 ]
[0.28 0.51 0.16 0.91 0.04 0.55 0.16 0.50 1.00 0.72 0.82 0.36 0.80 0.16 0.73 0.74 0.28 0.86 0.10 0.26 0.39 0.86 0.15 0.43 ]
[0.89 0.58 0.10 0.61 0.22 0.93 0.16 0.01 0.72 1.00 0.93 0.35 0.49 0.99 0.45 0.71 0.67 0.55 0.34 0.58 0.46 0.51 0.07 0.36 ]
[0.15 0.19 0.40 0.91 0.90 0.55 0.32 0.77 0.82 0.93 1.00 0.42 0.73 0.32 0.81 0.96 0.61 0.99 0.03 0.67 0.23 0.89 0.46 0.78 ]
[0.28 0.06 0.87 0.56 0.44 0.08 0.83 0.10 0.36 0.35 0.42 1.00 0.94 0.06 0.68 0.08 0.89 0.53 0.30 0.85 0.35 0.36 0.83 0.71 ]
[0.41 0.90 0.89 0.02 0.08 0.00 0.57 0.77 0.80 0.49 0.73 0.94 1.00 0.81 0.02 0.85 0.13 0.21 0.74 0.12 0.04 0.86 0.03 0.89 ]
[0.09 0.04 0.44 0.53 0.24 0.54 0.84 0.35 0.16 0.99 0.32 0.06 0.81 1.00 0.01 0.46 0.47 0.56 0.86 0.81 0.32 0.10 0.47 0.62 ]
[0.59 0.58 0.04 0.37 0.71 0.74 0.84 0.56 0.73 0.45 0.81 0.68 0.02 0.01 1.00 0.98 0.03 0.10 0.03 0.70 0.44 0.62 0.49 0.50 ]
[0.95 0.77 0.82 0.74 0.78 0.24 0.59 0.06 0.74 0.71 0.96 0.08 0.85 0.46 0.98 1.00 0.63 0.86 0.64 0.04 0.67 0.90 0.85 0.36 ]
[0.15 0.72 0.84 0.79 0.70 0.86 0.45 0.79 0.28 0.67 0.61 0.89 0.13 0.47 0.03 0.63 1.00 0.74 0.93 0.59 0.97 0.44 0.89 0.22 ]
[0.43 0.78 0.38 1.00 0.49 0.71 0.86 0.81 0.86 0.55 0.99 0.53 0.21 0.56 0.10 0.86 0.74 1.00 0.27 0.42 0.80 0.29 0.13 0.88 ]
[0.03 0.53 0.53 0.11 0.27 0.34 0.75 0.25 0.10 0.34 0.03 0.30 0.74 0.86 0.03 0.64 0.93 0.27 1.00 0.74 0.46 0.29 0.78 0.14 ]
[0.10 0.15 0.09 0.42 0.60 0.13 0.14 0.90 0.26 0.58 0.67 0.85 0.12 0.81 0.70 0.04 0.59 0.42 0.74 1.00 0.94 0.82 0.69 0.41 ]
[0.63 0.87 0.15 0.70 0.52 0.59 0.53 0.92 0.39 0.46 0.23 0.35 0.04 0.32 0.44 0.67 0.97 0.80 0.46 0.94 1.00 0.39 0.86 0.69 ]
[0.17 0.10 0.07 0.84 0.08 0.97 0.15 0.80 0.86 0.51 0.89 0.36 0.86 0.10 0.62 0.90 0.44 0.29 0.29 0.82 0.39 1.00 0.04 0.48 ]
[0.12 0.58 0.53 0.80 0.49 0.80 0.66 0.44 0.15 0.07 0.46 0.83 0.03 0.47 0.49 0.85 0.89 0.13 0.78 0.69 0.86 0.04 1.00 0.19 ]
[0.90 0.52 0.12 0.17 0.77 0.71 0.09 0.39 0.43 0.36 0.78 0.71 0.89 0.62 0.50 0.36 0.22 0.88 0.14 0.41 0.69 0.48 0.19 1.00 ]
];
