D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 48;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 ];
m = [
[1.00 0.65 0.96 0.11 0.77 0.83 0.05 0.16 0.48 0.64 0.47 0.53 0.11 0.86 0.25 0.06 0.22 0.64 0.69 0.41 0.71 0.63 0.21 0.05 0.07 0.32 0.10 0.36 0.50 0.63 0.23 0.92 0.03 0.83 0.64 0.53 0.75 0.25 0.47 0.80 0.84 0.91 0.29 0.71 0.69 0.61 0.94 0.82 ]
[0.65 1.00 0.81 0.59 0.43 0.57 0.31 0.31 0.46 0.00 0.82 0.52 0.20 0.76 0.89 0.72 0.74 0.75 0.39 0.72 0.02 0.07 0.89 0.26 0.01 0.85 0.55 0.99 0.30 0.68 0.60 0.15 0.45 0.48 0.59 0.17 0.34 0.18 0.10 0.84 0.71 0.59 0.60 0.29 0.27 0.72 0.04 0.09 ]
[0.96 0.81 1.00 0.07 0.15 0.22 0.64 0.06 0.89 0.25 0.56 0.99 0.24 0.39 0.30 0.04 0.05 0.23 0.63 0.04 0.01 0.44 0.29 0.61 0.05 0.31 0.52 0.52 0.29 0.67 0.50 0.78 0.62 0.82 0.55 0.67 0.46 0.54 0.78 0.33 0.44 0.46 0.17 0.89 0.57 0.47 0.26 0.85 ]
[0.11 0.59 0.07 1.00 0.88 0.92 0.76 0.71 0.54 0.33 0.62 0.37 0.84 0.94 0.36 0.03 0.73 0.35 0.52 0.47 0.76 0.86 0.68 0.05 0.59 0.33 0.55 0.00 0.97 0.86 0.79 0.72 0.80 0.80 0.72 0.49 0.46 0.76 0.48 0.54 0.04 0.23 0.57 0.01 0.14 0.18 0.06 0.13 ]
[0.77 0.43 0.15 0.88 1.00 0.71 0.44 0.97 0.95 0.24 0.51 0.77 0.99 0.14 0.89 0.10 0.86 0.98 0.02 0.85 0.42 0.27 0.66 0.42 0.51 0.44 0.62 0.72 0.19 0.20 0.32 0.70 0.48 0.71 0.74 0.68 0.76 0.70 0.06 0.36 0.86 0.28 0.97 0.23 0.99 0.24 0.42 0.67 ]
[0.83 0.57 0.22 0.92 0.71 1.00 0.88 0.66 0.07 0.23 0.43 0.60 0.35 0.17 0.14 0.64 0.06 0.81 0.96 0.27 0.27 0.42 0.36 0.72 0.87 0.49 0.72 0.74 0.50 0.98 0.83 0.13 0.16 0.82 0.34 0.71 0.43 0.45 0.65 0.03 0.77 0.71 0.56 0.76 0.67 0.21 0.34 0.89 ]
[0.05 0.31 0.64 0.76 0.44 0.88 1.00 0.47 0.28 0.91 0.58 0.69 0.80 0.19 0.79 0.33 0.97 0.63 0.34 0.75 0.54 0.84 0.21 0.96 0.72 0.04 0.20 0.08 0.83 0.63 0.09 0.20 0.06 0.71 0.44 0.64 0.18 0.91 0.37 0.70 0.16 0.55 0.68 0.12 0.02 0.33 0.12 0.11 ]
[0.16 0.31 0.06 0.71 0.97 0.66 0.47 1.00 0.89 0.68 0.21 0.95 0.03 0.60 0.10 0.19 0.23 0.52 0.44 0.84 0.97 0.54 0.80 0.49 0.21 0.18 0.11 0.50 0.09 0.92 0.74 0.49 0.34 0.52 0.37 0.22 0.82 0.97 0.60 0.00 0.34 0.02 0.24 0.56 0.04 0.72 0.23 0.07 ]
[0.48 0.46 0.89 0.54 0.95 0.07 0.28 0.89 1.00 0.77 0.12 0.22 0.87 0.72 0.99 0.06 0.34 0.69 0.02 0.85 0.84 0.31 0.33 0.29 0.46 0.52 0.22 0.26 0.60 0.61 0.16 0.74 0.25 0.84 0.48 0.83 0.83 0.63 0.71 0.86 0.80 0.91 0.66 0.32 0.74 0.97 0.89 0.44 ]
[0.64 0.00 0.25 0.33 0.24 0.23 0.91 0.68 0.77 1.00 0.39 0.68 0.96 0.08 0.58 0.94 0.93 0.25 0.47 0.16 0.69 0.48 0.67 0.76 0.88 0.29 0.13 0.04 0.26 0.66 0.36 0.72 0.81 0.04 0.65 0.40 0.57 0.05 0.32 0.82 0.08 0.23 0.96 0.92 0.44 0.53 0.86 0.79 ]
