D = 6;
n = [ 5 5 5 5 5 5 ];
N = 59;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.26 0.58 0.86 0.22 0.23 0.93 0.52 0.04 0.03 0.74 0.26 0.25 0.02 0.26 0.63 0.69 0.85 0.26 0.91 0.80 0.49 0.13 0.32 0.96 0.98 0.93 0.27 0.94 0.94 0.18 0.50 0.17 0.45 1.00 0.93 0.54 0.33 0.70 0.87 0.61 0.06 0.81 0.38 0.13 0.28 0.63 0.46 0.30 0.11 0.50 0.62 1.00 0.85 0.89 0.38 0.42 0.66 0.22 ]
[0.26 1.00 0.81 0.14 0.31 0.67 0.54 0.52 0.93 0.27 0.33 0.96 0.89 0.15 0.99 0.80 0.85 0.56 0.33 0.80 0.32 0.69 0.73 0.61 0.82 0.40 0.68 0.29 0.98 0.97 0.17 0.90 0.40 0.66 0.95 0.93 0.84 0.98 0.63 0.82 1.00 0.22 0.64 0.02 0.61 0.77 0.46 0.46 0.58 0.94 0.74 0.74 0.19 0.93 0.29 0.82 0.50 0.29 0.27 ]
[0.58 0.81 1.00 0.45 0.96 0.58 0.35 0.52 0.69 0.18 0.07 0.50 0.57 0.31 0.83 0.92 0.06 0.46 0.24 0.30 0.06 0.85 0.97 0.33 0.72 0.14 0.35 0.42 0.29 0.39 0.73 0.96 0.52 0.66 0.17 0.09 0.40 0.16 0.95 0.73 0.86 0.19 0.44 0.93 0.99 0.46 0.18 0.17 0.97 0.17 0.22 0.29 0.79 0.24 0.98 0.70 0.77 1.00 0.22 ]
[0.86 0.14 0.45 1.00 0.02 0.32 0.67 0.47 0.86 0.74 0.08 0.83 0.94 0.42 0.55 0.35 1.00 0.51 0.54 0.55 0.64 0.36 0.36 0.18 0.57 0.59 0.33 0.50 0.18 0.31 0.00 0.03 0.46 0.09 0.95 0.27 0.86 0.19 0.19 0.51 0.05 0.68 0.21 0.52 0.55 0.01 0.78 0.61 0.70 0.93 0.76 0.79 0.48 0.48 0.06 0.85 0.82 0.03 0.03 ]
[0.22 0.31 0.96 0.02 1.00 0.27 0.35 0.59 0.70 0.77 0.94 0.68 0.07 0.06 0.99 0.57 0.75 0.65 0.78 0.76 0.08 0.33 0.29 0.51 0.33 0.14 0.84 0.73 0.87 0.55 0.41 0.52 0.52 0.17 0.59 0.08 0.04 0.19 0.07 0.95 0.86 0.74 0.62 0.91 0.23 0.96 0.56 0.31 0.57 0.48 0.35 0.59 0.27 0.36 0.98 0.02 0.38 0.23 0.08 ]
[0.23 0.67 0.58 0.32 0.27 1.00 0.00 0.24 0.17 0.19 0.23 0.51 0.91 0.65 0.88 0.93 0.71 0.23 0.70 0.56 0.36 0.39 0.08 0.78 0.78 0.37 0.67 0.31 0.63 0.32 0.52 0.84 0.69 0.97 0.42 0.15 0.49 0.58 0.07 0.22 0.64 0.47 0.19 0.65 0.84 0.95 0.27 0.70 0.39 0.34 0.57 0.18 0.54 0.54 0.57 0.60 0.36 0.36 0.70 ]
[0.93 0.54 0.35 0.67 0.35 0.00 1.00 0.61 0.16 0.72 0.06 0.44 0.14 0.77 0.36 0.96 0.17 0.34 0.19 0.85 0.80 0.81 0.18 0.43 0.01 0.72 0.92 0.37 0.16 0.03 0.37 0.11 0.02 0.96 0.53 0.31 0.58 0.17 0.77 0.91 0.05 0.79 0.93 0.08 0.47 0.89 0.94 0.11 0.15 0.98 0.65 0.27 0.97 0.15 0.66 0.42 0.31 0.89 0.25 ]
[0.52 0.52 0.52 0.47 0.59 0.24 0.61 1.00 0.43 0.10 0.50 0.96 0.71 0.99 0.37 0.86 0.43 0.88 0.62 0.40 0.80 0.79 0.05 0.42 0.12 0.90 0.44 0.77 0.40 0.09 0.37 0.21 0.09 0.68 0.38 0.30 0.16 0.79 0.78 0.19 0.03 0.68 0.63 0.91 0.42 0.93 0.74 0.04 0.73 0.47 0.64 0.16 0.09 0.47 0.83 0.02 0.40 0.74 0.08 ]
[0.04 0.93 0.69 0.86 0.70 0.17 0.16 0.43 1.00 0.21 0.60 0.90 0.46 0.23 0.82 0.11 0.85 0.24 0.52 0.86 0.12 0.70 0.75 0.81 0.01 0.09 0.88 0.24 0.21 0.43 0.22 0.99 0.27 0.84 0.52 0.68 0.57 0.41 0.43 0.42 0.99 0.36 0.88 0.28 0.76 0.54 0.16 0.78 0.10 0.72 0.03 0.78 0.65 0.73 0.23 0.65 0.52 0.25 0.16 ]
[0.03 0.27 0.18 0.74 0.77 0.19 0.72 0.10 0.21 1.00 0.29 0.37 0.06 0.15 0.02 0.78 0.34 0.99 0.16 0.45 0.11 0.13 0.29 0.33 0.88 0.19 0.00 0.99 0.16 0.18 0.44 0.24 0.45 0.62 0.88 0.82 0.79 0.96 0.21 0.10 0.30 0.74 0.30 0.73 0.56 0.38 0.09 0.59 0.17 0.86 0.28 0.67 0.49 0.19 0.48 0.02 0.08 0.60 0.15 ]
[0.74 0.33 0.07 0.08 0.94 0.23 0.06 0.50 0.60 0.29 1.00 0.88 0.52 0.17 0.36 0.97 0.88 0.40 0.92 0.03 0.34 0.30 0.21 0.08 0.26 0.71 0.30 0.10 0.00 0.46 0.00 0.34 0.24 0.72 0.96 0.81 0.60 0.06 0.32 0.75 0.12 0.66 0.17 0.09 0.17 0.88 0.20 0.44 0.71 0.23 0.35 0.40 0.20 0.33 0.10 0.40 0.94 0.91 0.52 ]
[0.26 0.96 0.50 0.83 0.68 0.51 0.44 0.96 0.90 0.37 0.88 1.00 0.24 0.70 0.38 0.69 0.36 0.33 0.45 0.54 0.25 0.21 0.95 0.62 0.44 0.23 0.52 0.45 0.99 0.94 0.84 0.78 0.09 0.24 0.23 0.95 0.11 0.28 0.05 0.59 0.61 0.12 0.86 0.01 0.15 0.66 0.89 0.22 0.81 0.40 0.49 0.14 0.57 0.21 0.21 0.14 0.77 0.39 0.36 ]
[0.25 0.89 0.57 0.94 0.07 0.91 0.14 0.71 0.46 0.06 0.52 0.24 1.00 0.02 0.24 0.07 0.02 0.18 0.53 0.69 0.34 0.33 0.09 0.67 0.56 0.19 0.54 0.09 0.82 0.46 0.81 0.49 0.62 0.06 0.31 0.19 0.04 0.00 0.75 0.13 0.87 0.06 0.56 0.97 0.44 0.67 0.93 0.39 0.61 0.71 0.52 0.48 0.22 0.81 0.54 0.94 0.63 0.65 0.11 ]
[0.02 0.15 0.31 0.42 0.06 0.65 0.77 0.99 0.23 0.15 0.17 0.70 0.02 1.00 0.64 0.56 0.67 0.15 0.52 0.50 0.81 0.53 0.28 0.88 0.85 0.98 0.88 0.29 0.92 0.54 0.55 0.42 0.39 0.17 0.23 0.74 0.54 0.53 0.42 0.55 0.96 0.16 0.38 0.21 0.46 0.50 0.96 0.48 0.02 0.50 0.57 0.67 0.82 0.26 0.94 0.31 0.95 0.83 0.54 ]
[0.26 0.99 0.83 0.55 0.99 0.88 0.36 0.37 0.82 0.02 0.36 0.38 0.24 0.64 1.00 0.84 0.33 0.89 0.88 0.76 0.22 0.20 0.78 0.31 0.10 0.07 0.25 0.33 0.29 0.19 0.67 0.14 0.88 0.26 0.50 0.43 0.28 0.42 0.67 0.29 0.85 0.22 0.85 0.88 0.82 0.40 0.97 0.23 0.47 0.43 0.94 0.23 0.45 0.90 0.68 0.00 0.85 0.65 0.03 ]
[0.63 0.80 0.92 0.35 0.57 0.93 0.96 0.86 0.11 0.78 0.97 0.69 0.07 0.56 0.84 1.00 0.66 0.52 0.45 0.10 0.93 0.38 0.90 0.63 0.20 0.63 0.64 0.69 0.80 0.36 0.47 0.01 0.53 0.53 0.11 0.81 0.34 0.56 0.57 0.49 0.39 0.74 0.23 0.93 0.63 0.27 0.61 0.31 0.79 0.59 0.06 0.57 0.86 0.07 0.70 0.16 0.96 0.12 0.58 ]
[0.69 0.85 0.06 1.00 0.75 0.71 0.17 0.43 0.85 0.34 0.88 0.36 0.02 0.67 0.33 0.66 1.00 0.62 0.63 0.45 0.78 0.75 0.23 0.28 0.47 0.16 0.17 0.43 0.73 0.36 1.00 0.88 0.27 0.11 0.08 0.00 0.24 0.44 0.13 0.94 0.15 0.33 0.89 0.50 0.99 0.60 0.56 0.86 0.70 0.60 0.66 0.33 0.65 0.32 0.11 0.37 0.74 0.78 0.28 ]
[0.85 0.56 0.46 0.51 0.65 0.23 0.34 0.88 0.24 0.99 0.40 0.33 0.18 0.15 0.89 0.52 0.62 1.00 0.67 0.11 0.89 0.75 0.38 0.65 0.59 0.24 0.20 0.80 0.67 0.74 0.87 0.20 0.04 0.69 0.05 0.27 0.94 0.60 0.46 0.74 0.49 0.75 0.37 0.88 0.14 0.52 0.93 0.53 0.14 0.49 0.85 0.17 0.43 0.86 0.81 0.40 0.79 0.56 0.04 ]
[0.26 0.33 0.24 0.54 0.78 0.70 0.19 0.62 0.52 0.16 0.92 0.45 0.53 0.52 0.88 0.45 0.63 0.67 1.00 0.94 0.49 0.55 0.64 0.62 0.92 0.86 0.46 0.60 0.10 0.76 0.77 0.90 0.57 0.57 0.83 0.12 0.33 0.75 0.15 0.96 0.24 0.09 0.36 0.03 0.51 0.39 0.37 0.26 0.10 0.45 0.95 0.93 0.67 0.21 0.38 0.24 0.20 0.34 0.70 ]
[0.91 0.80 0.30 0.55 0.76 0.56 0.85 0.40 0.86 0.45 0.03 0.54 0.69 0.50 0.76 0.10 0.45 0.11 0.94 1.00 0.11 0.25 0.49 0.70 0.60 0.07 0.99 0.77 0.16 0.56 0.02 0.12 0.58 0.12 0.59 0.10 0.79 0.18 0.99 0.02 0.62 0.81 0.28 0.44 0.87 0.48 0.32 0.73 0.37 0.09 0.61 0.40 0.35 0.93 0.42 0.11 0.73 0.92 0.68 ]
[0.80 0.32 0.06 0.64 0.08 0.36 0.80 0.80 0.12 0.11 0.34 0.25 0.34 0.81 0.22 0.93 0.78 0.89 0.49 0.11 1.00 0.92 0.60 0.79 0.43 0.75 0.10 0.47 0.89 0.05 0.38 0.75 0.25 0.56 0.23 0.05 0.83 0.29 0.45 0.63 0.09 0.24 0.20 0.29 0.08 0.43 0.97 0.49 0.18 0.63 0.75 0.19 0.29 0.74 0.53 0.69 0.78 0.89 0.28 ]
[0.49 0.69 0.85 0.36 0.33 0.39 0.81 0.79 0.70 0.13 0.30 0.21 0.33 0.53 0.20 0.38 0.75 0.75 0.55 0.25 0.92 1.00 0.86 0.65 0.88 0.23 0.64 0.51 0.20 0.99 0.94 0.62 0.24 0.11 0.82 0.69 0.91 0.71 0.47 0.17 0.93 0.23 0.18 0.44 0.45 0.31 0.17 0.51 0.55 0.22 0.73 0.08 0.71 0.94 0.92 0.73 0.63 0.45 0.30 ]
[0.13 0.73 0.97 0.36 0.29 0.08 0.18 0.05 0.75 0.29 0.21 0.95 0.09 0.28 0.78 0.90 0.23 0.38 0.64 0.49 0.60 0.86 1.00 0.37 0.82 0.44 0.65 0.53 0.77 0.85 0.60 0.71 0.57 0.23 0.42 0.16 0.45 0.99 0.83 0.90 0.48 0.21 0.26 0.32 0.39 0.43 0.39 0.86 0.24 0.38 0.25 0.23 0.11 0.86 0.13 0.56 0.16 0.16 0.76 ]
[0.32 0.61 0.33 0.18 0.51 0.78 0.43 0.42 0.81 0.33 0.08 0.62 0.67 0.88 0.31 0.63 0.28 0.65 0.62 0.70 0.79 0.65 0.37 1.00 0.08 0.15 0.86 0.35 0.05 0.27 0.98 0.68 0.29 0.02 0.11 0.47 0.77 0.75 0.44 0.33 0.43 0.06 0.16 0.19 0.38 0.17 0.61 0.34 0.05 0.22 0.34 0.09 0.97 0.97 0.44 0.37 0.38 0.07 0.43 ]
[0.96 0.82 0.72 0.57 0.33 0.78 0.01 0.12 0.01 0.88 0.26 0.44 0.56 0.85 0.10 0.20 0.47 0.59 0.92 0.60 0.43 0.88 0.82 0.08 1.00 0.47 0.36 0.82 0.61 0.30 0.77 0.50 0.98 0.14 0.24 0.58 0.05 0.55 0.48 0.58 0.62 0.68 0.27 0.45 0.09 0.86 0.24 0.61 0.55 0.45 0.79 0.31 0.22 0.59 0.81 0.71 0.10 0.74 0.83 ]
[0.98 0.40 0.14 0.59 0.14 0.37 0.72 0.90 0.09 0.19 0.71 0.23 0.19 0.98 0.07 0.63 0.16 0.24 0.86 0.07 0.75 0.23 0.44 0.15 0.47 1.00 0.64 0.47 0.59 0.86 0.51 0.87 0.90 0.85 0.46 0.60 0.17 0.51 0.95 0.23 0.46 0.94 0.26 0.49 0.73 0.17 0.84 0.25 0.57 0.89 0.31 0.32 0.38 0.68 0.99 0.55 0.03 0.77 0.42 ]
[0.93 0.68 0.35 0.33 0.84 0.67 0.92 0.44 0.88 0.00 0.30 0.52 0.54 0.88 0.25 0.64 0.17 0.20 0.46 0.99 0.10 0.64 0.65 0.86 0.36 0.64 1.00 0.60 0.63 0.65 0.80 0.49 0.23 0.22 0.30 0.79 0.88 0.68 0.32 0.81 0.89 0.28 0.71 0.07 0.02 0.12 0.64 0.69 0.73 0.25 0.14 0.91 0.96 0.90 0.66 0.05 0.47 0.30 0.03 ]
[0.27 0.29 0.42 0.50 0.73 0.31 0.37 0.77 0.24 0.99 0.10 0.45 0.09 0.29 0.33 0.69 0.43 0.80 0.60 0.77 0.47 0.51 0.53 0.35 0.82 0.47 0.60 1.00 0.75 0.90 0.80 0.16 0.22 0.57 0.53 0.56 0.17 0.48 0.47 0.75 0.09 0.78 0.97 0.22 0.86 0.02 0.07 0.50 0.49 0.15 0.34 0.89 0.21 0.97 0.17 0.50 0.01 0.72 0.77 ]
[0.94 0.98 0.29 0.18 0.87 0.63 0.16 0.40 0.21 0.16 0.00 0.99 0.82 0.92 0.29 0.80 0.73 0.67 0.10 0.16 0.89 0.20 0.77 0.05 0.61 0.59 0.63 0.75 1.00 0.61 0.53 0.65 0.23 0.22 0.14 0.42 0.54 0.20 0.13 0.55 0.50 0.85 0.28 0.75 0.58 0.23 0.10 0.78 0.87 0.61 0.41 0.75 0.37 0.55 0.40 0.61 0.12 0.44 0.72 ]
[0.94 0.97 0.39 0.31 0.55 0.32 0.03 0.09 0.43 0.18 0.46 0.94 0.46 0.54 0.19 0.36 0.36 0.74 0.76 0.56 0.05 0.99 0.85 0.27 0.30 0.86 0.65 0.90 0.61 1.00 0.74 0.24 0.33 0.08 0.78 0.57 0.52 0.04 0.15 0.05 0.36 0.67 0.56 0.58 0.99 0.73 0.27 0.35 0.18 0.77 1.00 0.58 0.42 0.06 0.59 0.30 0.91 0.21 0.28 ]
[0.18 0.17 0.73 0.00 0.41 0.52 0.37 0.37 0.22 0.44 0.00 0.84 0.81 0.55 0.67 0.47 1.00 0.87 0.77 0.02 0.38 0.94 0.60 0.98 0.77 0.51 0.80 0.80 0.53 0.74 1.00 0.95 0.55 0.68 0.61 0.61 0.08 0.01 0.72 0.65 0.49 0.61 0.17 0.43 0.29 0.35 0.36 0.18 0.64 0.45 0.60 0.15 0.66 0.62 0.85 0.67 0.24 0.99 0.51 ]
[0.50 0.90 0.96 0.03 0.52 0.84 0.11 0.21 0.99 0.24 0.34 0.78 0.49 0.42 0.14 0.01 0.88 0.20 0.90 0.12 0.75 0.62 0.71 0.68 0.50 0.87 0.49 0.16 0.65 0.24 0.95 1.00 0.05 0.19 0.59 0.26 0.93 0.94 0.87 0.53 0.58 0.43 0.84 0.78 0.64 0.91 0.91 0.59 0.48 0.66 0.45 0.94 0.20 0.05 0.06 0.67 0.07 0.09 0.77 ]
[0.17 0.40 0.52 0.46 0.52 0.69 0.02 0.09 0.27 0.45 0.24 0.09 0.62 0.39 0.88 0.53 0.27 0.04 0.57 0.58 0.25 0.24 0.57 0.29 0.98 0.90 0.23 0.22 0.23 0.33 0.55 0.05 1.00 0.10 0.10 0.47 0.67 0.64 0.35 0.52 0.30 0.04 0.26 0.81 0.52 0.05 0.13 0.45 1.00 0.89 0.65 0.50 0.61 0.13 0.27 0.28 0.81 0.47 0.17 ]
[0.45 0.66 0.66 0.09 0.17 0.97 0.96 0.68 0.84 0.62 0.72 0.24 0.06 0.17 0.26 0.53 0.11 0.69 0.57 0.12 0.56 0.11 0.23 0.02 0.14 0.85 0.22 0.57 0.22 0.08 0.68 0.19 0.10 1.00 0.09 0.91 0.76 0.31 0.88 0.80 0.18 0.22 0.80 0.10 0.18 0.94 0.73 0.55 0.15 0.34 0.76 0.40 0.64 0.17 0.16 0.59 0.57 0.60 0.85 ]
[1.00 0.95 0.17 0.95 0.59 0.42 0.53 0.38 0.52 0.88 0.96 0.23 0.31 0.23 0.50 0.11 0.08 0.05 0.83 0.59 0.23 0.82 0.42 0.11 0.24 0.46 0.30 0.53 0.14 0.78 0.61 0.59 0.10 0.09 1.00 0.04 0.60 0.10 0.39 0.17 0.33 0.61 0.52 0.38 0.40 0.45 0.43 0.60 0.70 0.62 0.35 0.31 0.41 0.53 0.81 0.86 0.56 0.86 0.84 ]
[0.93 0.93 0.09 0.27 0.08 0.15 0.31 0.30 0.68 0.82 0.81 0.95 0.19 0.74 0.43 0.81 0.00 0.27 0.12 0.10 0.05 0.69 0.16 0.47 0.58 0.60 0.79 0.56 0.42 0.57 0.61 0.26 0.47 0.91 0.04 1.00 0.39 0.25 0.61 0.81 0.92 0.23 0.21 0.44 0.32 0.56 0.80 0.94 0.85 0.90 0.81 0.06 0.73 0.81 0.65 0.81 0.24 0.59 0.89 ]
[0.54 0.84 0.40 0.86 0.04 0.49 0.58 0.16 0.57 0.79 0.60 0.11 0.04 0.54 0.28 0.34 0.24 0.94 0.33 0.79 0.83 0.91 0.45 0.77 0.05 0.17 0.88 0.17 0.54 0.52 0.08 0.93 0.67 0.76 0.60 0.39 1.00 0.47 0.64 0.58 0.32 0.23 0.23 0.16 0.16 0.93 0.94 0.56 0.20 0.15 0.20 0.05 0.15 0.89 0.09 0.86 0.63 0.99 0.23 ]
[0.33 0.98 0.16 0.19 0.19 0.58 0.17 0.79 0.41 0.96 0.06 0.28 0.00 0.53 0.42 0.56 0.44 0.60 0.75 0.18 0.29 0.71 0.99 0.75 0.55 0.51 0.68 0.48 0.20 0.04 0.01 0.94 0.64 0.31 0.10 0.25 0.47 1.00 0.11 0.99 0.65 0.28 0.52 0.82 0.51 0.65 0.77 0.74 0.43 0.59 0.18 0.22 0.17 0.26 0.76 0.62 0.19 0.25 0.66 ]
[0.70 0.63 0.95 0.19 0.07 0.07 0.77 0.78 0.43 0.21 0.32 0.05 0.75 0.42 0.67 0.57 0.13 0.46 0.15 0.99 0.45 0.47 0.83 0.44 0.48 0.95 0.32 0.47 0.13 0.15 0.72 0.87 0.35 0.88 0.39 0.61 0.64 0.11 1.00 0.40 0.69 0.55 0.71 0.66 0.59 0.23 0.96 0.48 0.93 0.87 0.34 0.90 0.88 0.72 0.44 0.44 0.01 0.29 0.04 ]
[0.87 0.82 0.73 0.51 0.95 0.22 0.91 0.19 0.42 0.10 0.75 0.59 0.13 0.55 0.29 0.49 0.94 0.74 0.96 0.02 0.63 0.17 0.90 0.33 0.58 0.23 0.81 0.75 0.55 0.05 0.65 0.53 0.52 0.80 0.17 0.81 0.58 0.99 0.40 1.00 0.37 0.50 0.37 0.48 0.62 0.43 0.74 0.91 0.81 0.08 0.16 0.86 0.72 0.97 0.53 0.54 0.62 0.52 0.16 ]
[0.61 1.00 0.86 0.05 0.86 0.64 0.05 0.03 0.99 0.30 0.12 0.61 0.87 0.96 0.85 0.39 0.15 0.49 0.24 0.62 0.09 0.93 0.48 0.43 0.62 0.46 0.89 0.09 0.50 0.36 0.49 0.58 0.30 0.18 0.33 0.92 0.32 0.65 0.69 0.37 1.00 0.96 0.08 0.39 0.30 0.92 0.48 0.28 0.97 0.42 0.82 0.52 0.24 0.21 0.59 0.16 0.81 0.75 0.25 ]
[0.06 0.22 0.19 0.68 0.74 0.47 0.79 0.68 0.36 0.74 0.66 0.12 0.06 0.16 0.22 0.74 0.33 0.75 0.09 0.81 0.24 0.23 0.21 0.06 0.68 0.94 0.28 0.78 0.85 0.67 0.61 0.43 0.04 0.22 0.61 0.23 0.23 0.28 0.55 0.50 0.96 1.00 0.53 0.88 0.64 0.66 0.91 0.03 0.18 0.57 0.48 0.06 0.83 0.85 0.01 0.02 0.77 0.72 0.59 ]
