D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 49;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 7 7 7 7 7 7 8 8 8 8 8 8 8 ];
m = [
[1.00 0.07 0.18 0.62 0.79 0.25 0.32 0.81 0.83 0.64 0.46 0.25 0.82 0.34 0.14 0.46 0.57 0.17 0.31 0.60 0.85 0.19 0.81 0.94 0.57 0.53 0.08 0.25 0.75 0.92 0.46 0.91 0.76 0.01 0.27 0.65 0.40 0.10 0.58 0.66 0.15 0.44 0.45 0.67 0.72 0.45 0.79 0.54 0.31 ]
[0.07 1.00 0.44 0.79 0.30 0.46 0.98 0.08 0.84 0.51 0.90 0.42 0.48 0.87 1.00 0.96 0.88 0.94 0.48 0.35 0.63 0.84 0.38 0.97 0.46 0.85 0.78 0.64 0.00 0.69 0.46 0.67 0.33 0.80 0.69 0.60 0.80 0.28 0.16 0.81 0.66 0.07 0.14 0.83 0.80 0.24 0.90 0.89 0.04 ]
[0.18 0.44 1.00 0.29 0.45 0.77 0.07 0.24 0.18 0.43 0.50 0.49 0.95 0.81 0.12 0.22 0.48 0.05 0.91 0.28 0.80 0.39 0.93 0.93 0.94 0.19 0.99 0.38 0.63 0.99 0.85 0.70 0.98 0.32 0.55 0.25 0.55 0.41 0.27 0.98 0.16 0.09 0.63 0.28 0.93 0.61 0.70 0.71 0.13 ]
[0.62 0.79 0.29 1.00 0.36 0.25 0.62 0.19 0.62 0.42 0.98 0.70 0.09 0.28 0.85 0.43 0.59 0.03 0.12 0.65 0.84 0.43 0.35 0.83 0.86 0.99 0.89 0.97 0.56 0.93 0.13 0.95 0.53 0.80 0.50 0.05 0.44 0.59 0.05 0.37 0.81 0.96 0.59 0.06 0.48 0.55 0.05 0.24 0.30 ]
[0.79 0.30 0.45 0.36 1.00 0.84 0.36 0.21 0.44 0.39 0.96 0.16 0.54 0.95 0.86 0.20 0.46 0.91 0.99 0.92 0.34 0.46 0.67 0.51 0.02 0.27 0.54 0.93 0.71 0.10 0.49 0.91 0.30 0.12 0.93 0.77 0.47 0.23 0.12 0.05 0.20 0.03 0.38 0.21 0.10 0.91 0.10 0.87 0.40 ]
[0.25 0.46 0.77 0.25 0.84 1.00 0.38 0.53 0.53 0.59 0.13 0.27 0.97 0.00 0.22 0.98 0.64 0.89 0.06 0.48 0.29 0.74 0.89 0.50 0.34 0.64 0.31 0.77 0.38 0.27 0.39 0.65 0.52 0.81 0.00 0.04 0.85 0.61 0.48 0.57 0.52 0.99 0.77 0.93 0.29 0.71 0.25 0.72 0.49 ]
[0.32 0.98 0.07 0.62 0.36 0.38 1.00 0.08 0.53 0.56 0.76 0.16 0.94 0.27 0.67 0.52 0.65 0.44 0.35 0.31 0.28 0.95 0.35 0.06 0.06 0.37 0.54 0.63 0.78 0.45 0.73 0.69 0.59 0.17 0.03 1.00 0.63 0.72 0.69 0.28 0.78 0.16 0.84 0.57 0.47 0.98 0.82 0.57 0.94 ]
[0.81 0.08 0.24 0.19 0.21 0.53 0.08 1.00 0.00 0.66 0.82 0.19 0.42 0.20 0.13 0.36 0.06 0.49 0.20 0.13 0.87 0.63 0.74 0.37 0.20 0.18 0.07 0.97 0.71 0.54 0.11 0.60 0.94 0.23 0.33 0.09 0.02 0.29 0.36 0.21 0.95 0.18 0.80 0.53 0.80 0.38 0.30 0.94 0.57 ]
[0.83 0.84 0.18 0.62 0.44 0.53 0.53 0.00 1.00 0.28 0.69 0.86 0.83 0.51 0.26 0.03 0.34 0.64 0.59 0.64 0.18 0.86 0.08 0.45 0.13 0.44 0.48 0.78 0.85 0.34 0.18 0.94 0.04 0.25 0.69 0.16 0.72 0.63 0.07 0.56 0.17 0.05 0.70 0.09 0.09 0.98 0.92 0.73 0.69 ]
[0.64 0.51 0.43 0.42 0.39 0.59 0.56 0.66 0.28 1.00 0.88 0.40 0.12 0.16 0.07 0.42 0.43 0.30 0.26 0.61 0.55 0.08 0.05 0.04 0.47 0.99 0.15 0.28 0.07 0.67 0.58 0.82 0.20 0.43 0.13 0.19 0.61 0.26 0.74 0.93 0.10 0.57 0.84 0.54 0.93 0.37 0.55 0.07 0.40 ]
[0.46 0.90 0.50 0.98 0.96 0.13 0.76 0.82 0.69 0.88 1.00 0.62 0.12 0.72 0.28 0.83 0.62 0.68 0.11 0.20 0.66 0.92 0.97 0.17 0.86 0.13 0.43 0.33 0.01 0.81 0.67 0.73 0.04 0.49 0.81 0.35 0.67 0.75 0.71 0.31 0.39 0.80 0.22 0.54 0.35 0.32 0.23 0.82 0.67 ]
[0.25 0.42 0.49 0.70 0.16 0.27 0.16 0.19 0.86 0.40 0.62 1.00 0.68 0.35 0.85 0.90 0.87 0.53 0.95 0.84 0.82 0.21 0.96 0.00 0.51 0.89 0.38 0.84 0.27 0.16 0.22 0.86 0.20 0.39 0.80 1.00 0.31 0.99 0.52 0.88 0.37 0.43 0.53 0.50 0.90 0.63 0.24 0.12 0.34 ]
[0.82 0.48 0.95 0.09 0.54 0.97 0.94 0.42 0.83 0.12 0.12 0.68 1.00 0.62 0.10 0.17 0.27 0.13 0.58 0.88 0.63 0.66 0.71 0.40 0.72 0.42 0.58 1.00 0.90 0.49 0.53 0.60 0.90 0.72 0.49 0.92 0.99 0.33 0.13 0.42 0.57 0.73 0.83 0.63 0.56 0.28 0.44 0.98 0.76 ]
[0.34 0.87 0.81 0.28 0.95 0.00 0.27 0.20 0.51 0.16 0.72 0.35 0.62 1.00 0.71 0.54 0.53 0.78 0.18 0.03 0.51 0.85 0.28 0.55 0.43 0.26 0.29 0.19 0.24 0.56 0.77 0.79 0.88 0.76 0.54 0.60 0.48 0.93 0.01 0.63 0.73 0.08 0.22 0.35 0.63 0.71 0.05 0.82 0.63 ]
