D = 4;
n = [ 3 3 3 3 ];
N = 75;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.19 0.96 0.51 0.29 0.88 0.79 0.96 0.85 0.10 0.99 0.83 0.09 0.67 0.11 0.81 0.71 0.93 0.27 0.48 0.67 0.25 0.38 0.68 0.96 0.34 0.38 0.48 0.16 0.78 0.93 0.44 0.89 0.99 0.60 0.02 0.46 0.27 0.52 0.19 0.38 0.82 0.65 0.02 0.75 0.42 0.03 0.56 0.10 0.02 0.64 0.36 0.91 0.50 0.31 0.47 0.15 0.50 0.74 0.82 0.65 0.98 0.02 0.37 0.36 0.19 0.16 0.18 0.07 0.08 0.56 0.65 0.13 0.63 0.61 ]
[0.19 1.00 0.47 0.35 0.02 0.91 0.86 0.06 0.85 0.53 0.47 0.88 0.02 0.64 0.71 0.68 0.73 0.95 0.85 0.87 0.83 0.58 0.41 0.90 0.45 0.14 0.98 0.75 0.40 0.32 0.15 0.51 0.55 0.17 0.79 0.10 0.19 0.25 0.97 0.36 0.04 0.31 0.11 0.30 0.30 0.38 0.84 0.37 0.16 0.12 0.90 0.62 0.66 0.81 0.59 0.98 0.02 0.56 0.10 0.02 0.71 0.23 0.46 0.08 0.54 0.35 0.81 0.32 0.71 0.35 0.93 0.11 0.29 0.04 0.58 ]
[0.96 0.47 1.00 0.64 0.43 0.42 0.27 0.62 0.95 0.14 0.54 0.54 0.44 0.23 0.44 0.30 0.34 0.02 0.44 0.62 0.10 0.86 0.92 0.58 0.34 0.65 0.94 0.88 0.95 0.37 0.88 0.28 0.44 0.96 0.25 0.91 0.83 0.11 0.08 0.52 0.91 0.87 0.97 0.04 0.87 0.07 0.57 0.06 0.01 0.32 0.26 0.35 0.62 0.11 0.21 0.07 0.35 0.82 0.51 0.31 0.86 0.28 0.84 0.11 0.99 0.75 0.10 0.59 0.47 0.05 0.76 0.26 0.29 0.60 0.29 ]
[0.51 0.35 0.64 1.00 0.33 0.46 0.59 0.02 0.00 0.50 0.07 0.87 0.09 0.04 0.83 0.67 0.36 0.19 0.41 0.70 0.84 0.80 0.48 0.53 0.58 0.58 0.77 0.40 0.82 0.63 0.36 0.46 0.95 0.65 0.81 0.22 0.20 0.10 0.11 0.20 0.08 0.94 0.14 0.62 0.76 0.81 0.15 0.03 0.69 0.43 0.81 0.39 0.59 0.27 0.13 0.37 0.42 0.38 0.03 0.98 0.64 0.20 0.28 0.11 0.73 0.52 0.67 0.32 0.63 0.74 0.45 0.83 0.67 0.80 0.69 ]
[0.29 0.02 0.43 0.33 1.00 0.41 0.79 0.06 0.80 0.54 0.60 0.03 0.92 0.55 0.38 0.69 0.10 0.48 0.27 0.87 0.83 0.55 0.06 0.71 0.92 0.10 0.60 0.00 0.44 0.07 0.44 0.05 0.94 0.87 0.84 0.62 0.31 0.74 0.07 0.42 0.37 0.34 0.91 0.04 0.77 0.48 0.64 0.19 0.52 0.17 0.49 0.65 0.50 0.68 0.19 0.57 0.31 0.59 0.74 0.99 0.82 0.93 0.53 0.16 0.94 0.26 0.69 0.52 0.26 0.13 0.20 0.38 0.52 0.96 0.65 ]
[0.88 0.91 0.42 0.46 0.41 1.00 0.91 0.82 0.27 0.83 0.65 0.14 0.19 0.13 0.26 0.07 0.25 0.17 0.45 0.06 0.44 0.73 0.48 0.23 0.94 0.51 0.59 0.23 0.83 0.44 0.81 0.73 0.84 0.80 0.48 0.62 0.34 0.82 0.20 0.73 0.79 0.33 0.84 0.75 0.76 0.32 0.30 0.75 0.94 0.04 0.54 0.65 0.29 0.00 0.41 0.08 0.26 0.82 0.74 0.20 0.01 0.38 0.52 0.92 0.86 0.65 0.72 0.42 0.68 0.51 0.28 0.07 0.54 0.82 0.18 ]
[0.79 0.86 0.27 0.59 0.79 0.91 1.00 0.90 0.90 0.46 0.43 0.04 0.77 0.46 0.12 0.19 0.48 0.43 0.03 0.15 0.34 0.60 0.01 0.03 0.04 0.92 0.36 0.20 0.31 0.34 0.84 0.43 0.43 0.32 0.87 0.91 0.04 0.42 0.35 0.66 0.61 0.71 0.54 0.92 0.74 0.98 0.17 0.37 0.05 0.19 0.46 0.02 0.81 0.71 0.94 0.47 0.42 0.58 0.91 0.18 0.49 0.66 0.36 0.70 0.24 0.15 0.37 0.73 0.20 0.47 0.25 0.76 0.62 0.65 0.98 ]
[0.96 0.06 0.62 0.02 0.06 0.82 0.90 1.00 0.72 0.32 0.85 0.57 0.36 0.47 0.42 0.30 0.18 0.11 0.24 0.20 0.01 0.25 0.63 0.39 0.70 0.42 0.12 0.66 0.76 0.57 0.70 0.39 0.22 0.17 0.42 0.72 0.33 0.74 0.33 0.02 0.88 0.88 0.42 0.20 0.79 0.80 0.32 0.38 0.80 0.60 0.95 0.26 0.64 0.92 0.16 0.01 0.47 0.49 0.02 0.04 0.58 0.70 0.74 0.18 0.96 0.11 0.37 0.68 0.03 0.51 0.80 0.66 0.59 0.01 0.48 ]
[0.85 0.85 0.95 0.00 0.80 0.27 0.90 0.72 1.00 0.87 0.78 0.98 0.39 0.43 0.34 0.37 0.46 0.32 0.28 0.19 0.15 0.99 0.06 0.99 0.40 0.19 0.79 0.86 0.49 0.84 0.01 0.06 0.83 0.32 0.74 0.89 0.70 0.11 0.84 0.99 0.39 0.62 0.70 0.29 0.48 0.52 0.39 0.73 0.91 0.60 0.60 0.96 0.86 0.37 0.68 0.67 0.54 0.17 0.24 0.75 0.38 0.82 0.66 0.78 0.05 0.78 0.81 0.95 0.90 0.13 0.83 0.41 0.28 0.27 0.98 ]
[0.10 0.53 0.14 0.50 0.54 0.83 0.46 0.32 0.87 1.00 0.47 0.49 0.12 0.14 0.02 0.16 0.28 0.56 0.45 0.98 0.44 0.64 0.67 0.85 0.39 0.55 0.81 0.76 0.95 0.81 0.54 0.24 0.28 0.39 0.56 0.68 0.23 0.42 0.86 0.89 0.49 0.05 0.02 0.02 0.79 0.39 0.80 0.18 0.93 0.99 0.44 0.99 0.29 0.48 0.46 0.87 0.77 0.81 0.40 0.65 0.91 0.27 0.81 0.92 0.58 0.14 0.18 0.51 0.62 0.06 0.26 0.08 0.60 0.35 0.01 ]
