D = 2;
n = [ 4 4 ];
N = 19;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.13 0.25 0.56 0.93 0.15 0.08 0.68 0.56 0.63 0.53 0.42 0.86 0.90 0.05 0.52 0.02 0.10 0.58 ]
[0.13 1.00 0.96 0.38 0.93 0.16 0.02 0.67 0.69 0.57 0.08 0.17 0.00 0.71 0.81 0.79 0.80 0.70 0.49 ]
[0.25 0.96 1.00 0.64 0.62 0.11 0.94 0.95 0.62 0.68 0.26 0.35 0.15 0.80 0.58 0.58 0.14 0.77 0.75 ]
[0.56 0.38 0.64 1.00 0.45 0.11 0.45 0.77 0.78 0.86 0.73 0.47 0.70 0.82 0.33 0.82 0.12 0.50 0.39 ]
[0.93 0.93 0.62 0.45 1.00 0.74 0.05 0.88 0.49 0.83 0.90 0.68 0.83 0.48 0.14 0.30 0.20 0.66 0.85 ]
[0.15 0.16 0.11 0.11 0.74 1.00 0.64 0.33 0.02 0.94 0.60 0.83 0.65 0.65 0.16 0.44 0.06 0.29 0.74 ]
[0.08 0.02 0.94 0.45 0.05 0.64 1.00 0.64 0.04 0.02 0.22 0.87 0.41 0.96 0.96 0.19 0.34 0.37 0.90 ]
[0.68 0.67 0.95 0.77 0.88 0.33 0.64 1.00 0.29 0.59 0.06 0.37 0.52 0.40 0.03 0.13 0.07 0.08 0.28 ]
[0.56 0.69 0.62 0.78 0.49 0.02 0.04 0.29 1.00 0.52 0.74 0.01 0.02 0.88 0.81 0.85 0.23 0.42 0.90 ]
[0.63 0.57 0.68 0.86 0.83 0.94 0.02 0.59 0.52 1.00 0.63 0.76 0.25 0.95 0.71 0.88 0.27 0.88 0.43 ]
[0.53 0.08 0.26 0.73 0.90 0.60 0.22 0.06 0.74 0.63 1.00 0.26 0.21 0.79 0.18 0.72 0.89 0.94 0.87 ]
[0.42 0.17 0.35 0.47 0.68 0.83 0.87 0.37 0.01 0.76 0.26 1.00 0.73 0.11 0.96 0.84 0.97 0.18 0.86 ]
[0.86 0.00 0.15 0.70 0.83 0.65 0.41 0.52 0.02 0.25 0.21 0.73 1.00 0.63 0.50 0.38 0.81 0.98 0.46 ]
[0.90 0.71 0.80 0.82 0.48 0.65 0.96 0.40 0.88 0.95 0.79 0.11 0.63 1.00 0.97 0.02 0.75 0.90 0.82 ]
[0.05 0.81 0.58 0.33 0.14 0.16 0.96 0.03 0.81 0.71 0.18 0.96 0.50 0.97 1.00 0.53 0.88 0.69 0.62 ]
[0.52 0.79 0.58 0.82 0.30 0.44 0.19 0.13 0.85 0.88 0.72 0.84 0.38 0.02 0.53 1.00 0.65 0.57 0.07 ]
[0.02 0.80 0.14 0.12 0.20 0.06 0.34 0.07 0.23 0.27 0.89 0.97 0.81 0.75 0.88 0.65 1.00 0.91 0.85 ]
[0.10 0.70 0.77 0.50 0.66 0.29 0.37 0.08 0.42 0.88 0.94 0.18 0.98 0.90 0.69 0.57 0.91 1.00 0.31 ]
[0.58 0.49 0.75 0.39 0.85 0.74 0.90 0.28 0.90 0.43 0.87 0.86 0.46 0.82 0.62 0.07 0.85 0.31 1.00 ]
];
