D = 2;
n = [ 4 4 ];
N = 30;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.89 0.97 0.33 0.91 0.37 0.75 0.83 0.30 0.77 0.88 0.85 0.34 0.87 0.33 0.97 0.09 0.17 0.02 0.52 0.96 0.13 0.21 0.28 0.07 0.36 0.27 0.55 0.04 0.28 ]
[0.89 1.00 0.79 0.51 0.47 0.46 0.01 0.39 0.39 0.79 0.65 0.85 0.63 0.66 0.49 0.04 0.75 0.81 0.43 0.37 0.39 0.59 0.57 0.74 0.50 0.16 0.63 0.31 0.29 0.57 ]
[0.97 0.79 1.00 0.61 0.07 0.43 0.11 0.88 0.71 0.43 0.87 0.47 0.56 0.70 0.14 0.69 0.83 0.84 0.07 0.56 0.85 0.80 0.37 0.80 0.25 0.17 0.34 0.00 0.09 0.31 ]
[0.33 0.51 0.61 1.00 0.50 0.95 0.92 0.37 0.24 0.49 0.26 0.97 0.16 0.09 0.40 0.38 0.44 0.93 0.58 0.47 0.36 0.90 0.35 0.31 0.53 0.13 0.76 0.35 0.87 0.56 ]
[0.91 0.47 0.07 0.50 1.00 0.33 0.64 0.02 0.18 0.16 0.35 0.27 0.63 0.44 0.55 0.88 0.80 0.18 0.94 0.54 0.49 0.94 0.92 0.83 0.60 0.13 0.03 0.96 0.42 0.42 ]
[0.37 0.46 0.43 0.95 0.33 1.00 0.35 0.79 0.84 0.89 0.92 0.04 0.64 0.33 0.67 0.07 0.26 0.73 0.72 0.65 0.81 0.67 0.18 0.49 0.66 0.68 0.57 0.32 0.98 0.76 ]
[0.75 0.01 0.11 0.92 0.64 0.35 1.00 0.78 0.81 0.53 0.07 0.45 0.23 0.34 0.86 0.61 0.04 0.13 0.95 0.66 0.38 0.36 0.98 0.41 0.35 0.49 1.00 0.93 0.86 0.44 ]
[0.83 0.39 0.88 0.37 0.02 0.79 0.78 1.00 0.07 0.99 0.44 0.78 0.91 0.52 0.48 0.00 0.61 0.77 0.07 0.23 0.39 0.95 0.16 0.92 0.74 0.72 0.74 0.72 0.32 0.21 ]
[0.30 0.39 0.71 0.24 0.18 0.84 0.81 0.07 1.00 0.49 0.85 0.29 0.90 0.94 0.35 0.82 0.98 0.09 0.35 0.84 0.60 0.51 0.68 0.91 0.68 0.20 0.65 0.71 0.28 0.79 ]
[0.77 0.79 0.43 0.49 0.16 0.89 0.53 0.99 0.49 1.00 0.62 0.69 0.78 0.75 0.88 0.28 1.00 0.75 0.80 0.53 0.20 0.45 0.74 0.58 0.96 0.08 0.36 0.57 0.06 0.56 ]
[0.88 0.65 0.87 0.26 0.35 0.92 0.07 0.44 0.85 0.62 1.00 0.95 0.50 0.35 0.01 0.79 0.22 0.64 0.95 0.53 0.74 0.30 0.29 0.46 0.24 0.68 0.49 0.30 0.12 0.16 ]
