D = 2;
n = [ 5 5 ];
N = 54;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.57 0.19 0.94 0.40 0.43 0.67 0.55 0.03 0.80 0.74 0.21 0.66 0.68 0.49 0.82 0.82 0.76 0.95 0.63 0.59 0.46 0.95 0.40 0.13 0.20 0.30 0.80 0.42 0.33 0.01 0.79 0.47 0.67 0.92 0.69 0.60 0.92 0.34 0.89 0.47 0.81 0.07 0.65 0.19 0.35 0.88 0.83 0.81 0.18 0.42 0.64 0.86 0.76 ]
[0.57 1.00 0.97 0.32 0.68 0.47 0.63 0.34 0.21 0.46 0.44 0.95 0.34 0.09 0.08 0.79 0.45 0.66 0.43 0.17 0.27 0.54 0.18 0.06 0.67 0.29 0.80 0.01 0.94 0.93 0.58 0.08 0.57 0.85 0.99 0.59 0.78 0.77 0.41 0.12 0.56 0.14 0.40 0.69 0.02 0.96 0.64 0.87 0.67 0.45 0.66 0.49 0.21 0.65 ]
[0.19 0.97 1.00 0.19 0.37 0.65 0.20 0.20 0.28 0.35 0.25 0.21 0.37 0.55 0.73 0.53 0.36 0.95 0.56 0.22 0.93 0.29 0.15 0.59 0.48 0.94 0.55 0.75 0.65 0.19 0.61 0.32 0.61 0.23 0.73 0.54 0.80 0.12 0.27 0.91 0.49 0.10 0.88 0.55 0.71 0.18 0.17 0.04 0.81 0.59 0.51 0.12 0.60 0.08 ]
[0.94 0.32 0.19 1.00 0.10 0.78 0.94 0.28 0.45 0.48 0.88 0.82 0.13 0.06 0.72 0.24 0.41 0.11 0.15 0.36 0.47 0.09 0.13 0.37 0.75 0.50 0.31 0.29 0.76 0.90 0.19 0.16 0.37 0.23 0.62 0.25 0.43 0.27 0.55 0.74 0.71 0.73 0.50 0.81 0.36 0.99 1.00 0.29 0.59 0.83 0.51 0.87 0.30 0.68 ]
[0.40 0.68 0.37 0.10 1.00 0.05 0.60 0.13 0.77 0.04 0.38 0.48 0.90 0.82 0.85 0.83 0.87 0.19 0.10 0.27 0.23 0.91 0.40 0.61 0.83 0.12 0.47 0.93 0.35 0.39 0.66 0.06 0.37 0.09 0.12 0.14 0.73 0.13 0.44 0.56 0.96 0.77 0.47 0.48 0.91 0.94 1.00 0.07 0.54 0.20 0.14 0.79 0.25 0.19 ]
[0.43 0.47 0.65 0.78 0.05 1.00 0.71 0.95 0.89 0.39 0.70 0.44 0.05 0.19 0.03 0.61 0.41 0.40 0.14 0.97 0.12 0.18 0.14 0.80 0.50 0.90 0.73 0.34 0.29 0.22 0.17 0.20 0.40 0.89 0.72 0.53 0.26 0.56 0.37 0.25 0.26 0.16 0.51 0.07 0.23 0.29 0.22 0.80 0.10 0.07 0.79 0.03 0.52 0.29 ]
[0.67 0.63 0.20 0.94 0.60 0.71 1.00 0.58 0.16 0.21 0.91 0.51 0.43 0.30 0.95 0.95 0.41 0.08 0.48 0.02 0.40 0.97 0.42 0.38 0.45 0.35 0.50 0.35 0.11 0.22 0.85 0.47 0.31 0.42 0.66 0.59 0.13 0.31 0.95 0.48 0.68 0.43 0.40 0.57 0.86 0.81 0.46 0.14 0.23 0.80 0.93 0.11 0.42 0.07 ]
[0.55 0.34 0.20 0.28 0.13 0.95 0.58 1.00 0.86 0.17 0.03 0.48 0.91 0.37 0.10 0.99 0.59 0.30 0.89 0.72 0.53 0.93 0.70 0.38 0.80 0.45 0.17 0.14 0.01 0.43 0.20 0.62 0.02 0.95 0.38 0.68 0.22 0.14 0.53 0.21 0.25 0.79 0.58 0.73 0.06 0.05 0.05 0.91 0.52 0.73 0.53 0.88 0.98 0.78 ]
[0.03 0.21 0.28 0.45 0.77 0.89 0.16 0.86 1.00 0.48 0.72 0.11 0.80 0.71 0.62 0.00 0.16 0.87 0.18 0.48 0.65 0.30 0.85 0.80 0.84 0.75 0.36 0.81 0.19 0.46 0.36 0.64 0.17 0.04 0.74 0.38 0.46 0.38 0.19 0.02 0.27 0.50 0.64 0.92 0.54 0.32 0.60 0.68 0.27 0.82 0.46 0.90 0.45 0.94 ]
[0.80 0.46 0.35 0.48 0.04 0.39 0.21 0.17 0.48 1.00 0.46 0.80 0.45 0.09 0.80 0.54 0.77 0.23 0.63 0.54 0.98 0.24 0.43 0.55 0.63 0.21 0.16 0.04 0.29 0.53 0.81 0.62 0.04 0.16 0.84 0.50 0.45 0.61 0.65 0.13 0.41 0.40 0.31 0.91 0.23 0.50 0.01 0.28 0.81 0.71 0.01 0.77 0.38 0.50 ]
[0.74 0.44 0.25 0.88 0.38 0.70 0.91 0.03 0.72 0.46 1.00 0.45 0.60 0.37 0.10 0.02 0.32 0.02 0.42 0.23 0.78 1.00 0.85 0.16 0.73 0.69 0.14 0.78 0.20 0.56 0.98 0.88 0.38 0.12 0.60 0.85 0.90 0.22 0.85 0.71 0.41 0.48 0.98 0.24 0.45 0.04 0.18 0.19 0.12 0.11 0.45 1.00 0.13 0.03 ]
[0.21 0.95 0.21 0.82 0.48 0.44 0.51 0.48 0.11 0.80 0.45 1.00 0.62 0.49 0.59 0.05 0.11 0.48 0.37 0.63 0.51 0.33 0.05 0.66 0.60 0.60 0.33 0.65 0.01 0.79 0.55 0.56 0.54 0.95 0.58 0.62 0.53 0.26 0.00 0.88 0.95 0.68 0.14 0.35 0.82 0.34 0.34 0.18 0.25 0.38 0.83 0.54 0.97 0.46 ]
[0.66 0.34 0.37 0.13 0.90 0.05 0.43 0.91 0.80 0.45 0.60 0.62 1.00 0.30 0.75 0.61 0.24 0.23 0.55 0.51 0.07 0.69 0.50 0.10 0.82 0.88 0.55 0.24 0.54 0.75 0.83 0.16 0.74 0.57 0.74 0.78 0.51 0.61 0.52 0.91 0.60 1.00 0.10 0.25 0.35 0.99 0.01 0.84 0.08 0.45 0.32 0.36 0.07 0.57 ]
[0.68 0.09 0.55 0.06 0.82 0.19 0.30 0.37 0.71 0.09 0.37 0.49 0.30 1.00 0.66 0.55 0.59 0.55 0.99 0.40 0.47 0.52 0.78 0.96 0.16 0.23 0.71 0.40 0.69 0.57 0.76 0.68 0.07 0.63 0.37 0.82 0.72 0.52 0.30 0.98 0.87 0.21 0.75 0.41 0.50 0.96 0.95 0.00 0.32 0.69 0.33 0.74 0.51 0.45 ]
[0.49 0.08 0.73 0.72 0.85 0.03 0.95 0.10 0.62 0.80 0.10 0.59 0.75 0.66 1.00 0.05 0.06 0.11 0.85 0.88 0.03 0.15 0.17 0.95 0.50 0.17 0.78 0.96 0.15 0.44 0.86 0.26 0.87 0.19 0.30 0.63 0.77 0.22 0.08 0.96 0.28 0.37 0.02 0.78 0.78 0.98 0.74 0.59 0.54 0.44 0.36 0.83 0.81 0.42 ]
[0.82 0.79 0.53 0.24 0.83 0.61 0.95 0.99 0.00 0.54 0.02 0.05 0.61 0.55 0.05 1.00 0.41 0.02 0.49 0.37 0.73 0.04 0.25 0.89 0.75 0.98 0.73 0.26 0.64 0.01 0.72 0.02 0.15 0.21 0.48 0.76 0.65 0.89 0.96 0.58 0.62 0.10 0.37 0.24 0.65 0.12 0.22 0.49 0.64 0.79 0.35 0.69 0.71 0.43 ]
[0.82 0.45 0.36 0.41 0.87 0.41 0.41 0.59 0.16 0.77 0.32 0.11 0.24 0.59 0.06 0.41 1.00 0.09 0.91 0.17 0.02 0.53 0.10 0.38 0.03 0.23 0.90 0.14 0.28 0.47 0.13 0.83 0.86 0.05 0.90 0.09 0.82 0.98 0.95 0.88 0.11 0.98 0.43 0.76 0.27 0.90 0.49 0.61 0.45 0.62 0.48 0.98 0.07 0.28 ]
[0.76 0.66 0.95 0.11 0.19 0.40 0.08 0.30 0.87 0.23 0.02 0.48 0.23 0.55 0.11 0.02 0.09 1.00 0.34 0.56 0.12 0.29 0.27 0.13 0.64 0.07 0.10 0.01 0.97 0.76 0.54 0.20 0.96 0.72 0.04 0.55 0.65 0.89 0.86 0.34 0.98 0.55 0.88 0.80 0.76 0.73 0.20 0.71 0.63 0.53 0.04 0.57 0.40 0.79 ]
