D = 2;
n = [ 4 4 ];
N = 52;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.90 0.15 0.61 0.64 0.53 0.88 0.05 0.05 0.71 0.25 0.96 0.16 0.09 0.10 0.57 0.14 0.01 0.66 0.29 0.50 0.65 0.61 0.94 0.81 0.88 0.79 0.05 0.64 0.87 0.09 0.42 0.95 0.36 0.47 0.89 0.96 0.20 0.92 0.67 0.35 0.47 0.34 0.43 0.40 0.95 0.31 0.23 0.46 0.63 0.02 0.29 ]
[0.90 1.00 0.79 0.68 0.86 0.13 0.17 0.46 0.17 0.55 0.37 0.22 0.55 0.62 0.34 0.59 0.76 0.03 0.85 0.48 0.38 0.07 0.83 0.11 0.75 0.50 0.92 0.02 0.59 0.53 0.40 0.58 0.80 0.90 0.21 0.11 0.85 0.63 0.70 0.08 0.93 0.79 0.54 0.43 0.62 0.83 0.81 0.12 0.43 0.91 0.46 0.34 ]
[0.15 0.79 1.00 0.40 0.27 0.85 0.47 0.05 0.67 0.20 0.13 0.30 0.55 1.00 0.22 0.69 0.46 0.26 0.66 0.05 0.26 0.34 0.95 0.94 0.76 0.02 0.42 0.63 0.40 0.29 0.84 0.77 0.36 0.12 0.05 0.04 0.04 0.84 0.45 0.59 0.27 0.54 0.42 0.54 0.94 0.72 0.12 0.62 0.89 0.43 0.74 0.55 ]
[0.61 0.68 0.40 1.00 0.06 0.06 0.89 0.73 0.07 0.65 0.99 0.03 0.26 0.04 0.73 0.10 0.58 0.71 0.07 0.33 0.48 0.19 0.29 1.00 0.88 0.68 0.69 0.69 0.62 0.57 0.53 0.72 0.31 0.77 0.15 0.19 0.56 0.70 0.46 0.82 0.71 0.09 0.37 0.40 0.60 0.82 0.17 0.15 0.34 0.79 0.34 0.53 ]
[0.64 0.86 0.27 0.06 1.00 0.18 0.43 0.49 0.07 0.01 0.88 0.54 0.75 0.67 0.22 0.05 0.16 0.52 0.41 0.81 0.05 0.08 0.12 0.77 0.84 0.06 0.90 0.27 0.08 0.58 0.56 0.50 0.81 0.67 0.23 0.44 0.58 0.83 0.81 0.28 0.68 0.66 0.63 0.92 0.76 0.46 0.86 0.25 0.14 0.85 0.58 0.32 ]
[0.53 0.13 0.85 0.06 0.18 1.00 0.18 0.25 0.38 0.81 0.46 0.37 0.46 0.34 0.93 0.44 0.46 0.24 0.50 0.89 0.91 0.19 0.23 0.91 0.74 0.13 0.40 0.25 0.19 0.74 0.19 0.11 0.20 0.81 0.64 0.89 0.53 0.28 0.98 0.17 0.15 0.08 0.48 0.56 0.13 0.61 0.54 0.23 0.45 0.03 0.28 0.20 ]
[0.88 0.17 0.47 0.89 0.43 0.18 1.00 0.38 0.71 0.82 0.76 0.07 0.74 0.27 0.46 0.65 0.62 0.29 0.31 0.77 0.92 0.39 0.13 0.06 0.27 0.76 0.39 0.01 0.39 0.29 0.10 0.25 0.12 0.72 0.73 0.68 0.72 0.93 0.18 0.22 0.08 0.78 0.39 0.02 0.68 0.17 0.37 0.26 0.68 0.73 0.97 0.72 ]
[0.05 0.46 0.05 0.73 0.49 0.25 0.38 1.00 0.89 0.13 0.55 0.22 0.87 0.21 0.28 0.96 0.97 0.94 0.92 0.78 0.33 0.60 0.98 1.00 0.63 0.11 0.56 0.43 0.30 0.74 0.92 0.70 0.53 0.37 0.71 0.14 0.38 0.74 0.99 0.59 0.65 0.92 0.62 0.75 0.26 0.38 0.66 0.84 0.22 0.49 0.19 0.45 ]
[0.05 0.17 0.67 0.07 0.07 0.38 0.71 0.89 1.00 0.08 0.13 0.32 0.09 0.63 0.73 0.06 0.15 0.45 0.40 0.51 0.98 0.99 0.44 0.65 0.44 0.00 0.91 0.75 0.83 0.57 0.07 0.28 0.23 0.20 0.99 0.63 0.89 0.43 0.54 0.02 0.83 0.96 0.79 0.01 1.00 0.37 0.43 0.03 0.40 0.23 0.23 0.20 ]
[0.71 0.55 0.20 0.65 0.01 0.81 0.82 0.13 0.08 1.00 0.03 0.08 0.62 0.17 0.64 0.01 0.01 0.37 0.73 0.62 0.52 0.32 0.40 0.64 0.47 0.43 0.85 0.37 0.91 0.50 0.05 0.25 0.23 0.93 0.34 0.44 0.87 0.66 0.16 0.79 0.83 0.27 0.13 0.16 0.11 0.86 0.23 0.45 0.80 0.16 0.33 0.38 ]
