D = 4;
n = [ 2 2 2 2 ];
N = 39;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.36 0.04 0.88 0.75 0.55 0.90 0.21 0.37 0.82 0.30 0.04 0.21 0.34 0.92 0.17 0.18 0.48 0.38 0.32 0.38 0.28 0.72 0.46 0.59 0.50 0.76 0.38 0.45 0.66 0.74 0.08 0.26 0.69 0.62 0.65 0.78 0.20 0.45 ]
[0.36 1.00 0.42 0.73 0.41 0.45 0.38 0.67 0.29 0.04 0.70 0.13 0.76 0.58 0.46 0.85 0.04 0.59 0.31 0.84 0.51 0.68 0.22 0.14 0.97 0.72 0.83 0.65 0.48 0.95 0.66 0.27 0.87 0.82 0.11 0.76 0.78 0.85 0.93 ]
[0.04 0.42 1.00 0.92 0.53 0.12 0.56 0.69 0.40 0.29 0.82 0.57 0.78 0.36 0.84 0.44 0.34 0.70 0.84 0.04 0.44 0.47 0.37 0.05 0.84 0.25 0.59 0.58 0.04 0.78 0.56 0.21 0.16 0.47 1.00 0.53 0.95 0.44 0.84 ]
[0.88 0.73 0.92 1.00 0.33 0.07 0.63 0.91 0.11 0.96 0.67 0.36 0.70 0.63 0.71 0.56 0.07 0.26 0.80 0.16 0.00 0.87 0.31 0.66 0.33 0.63 0.47 0.76 0.40 0.76 0.46 0.90 0.75 0.44 0.74 0.69 0.40 0.54 0.46 ]
[0.75 0.41 0.53 0.33 1.00 0.27 0.94 0.95 0.80 0.46 0.52 0.26 0.75 0.56 0.21 0.66 0.40 0.77 0.07 0.51 0.83 0.56 0.20 0.88 0.48 0.67 0.76 0.06 0.86 0.63 0.75 0.55 0.02 0.22 0.84 0.84 0.31 0.93 0.81 ]
[0.55 0.45 0.12 0.07 0.27 1.00 0.09 0.89 0.33 0.71 0.04 0.36 0.39 0.28 0.71 0.80 1.00 0.86 0.42 0.18 0.18 0.58 0.59 0.05 0.13 0.29 0.78 0.02 0.66 0.30 0.31 0.88 0.29 0.47 0.11 0.92 0.61 0.60 0.61 ]
[0.90 0.38 0.56 0.63 0.94 0.09 1.00 0.58 0.71 0.95 0.84 0.80 0.25 0.62 0.59 0.12 0.07 0.35 0.17 0.67 0.19 0.75 0.86 0.62 0.40 0.69 0.63 0.15 0.01 0.92 0.27 0.80 0.77 0.35 0.23 0.46 0.22 0.82 0.57 ]
[0.21 0.67 0.69 0.91 0.95 0.89 0.58 1.00 0.36 0.96 0.09 0.08 0.60 0.08 0.80 0.10 0.29 0.77 0.21 0.46 0.84 0.53 0.75 0.92 0.02 0.88 0.29 0.23 0.84 0.67 0.38 0.29 0.32 0.92 0.36 0.92 0.34 0.62 0.12 ]
[0.37 0.29 0.40 0.11 0.80 0.33 0.71 0.36 1.00 0.30 0.65 0.47 0.62 0.72 0.81 0.69 0.20 0.46 0.69 0.84 0.20 0.62 0.16 0.89 0.31 0.41 0.81 0.71 1.00 0.60 0.19 0.16 0.78 0.33 0.87 0.52 0.14 0.87 0.38 ]
[0.82 0.04 0.29 0.96 0.46 0.71 0.95 0.96 0.30 1.00 0.91 0.90 0.78 0.77 0.73 0.19 0.32 0.91 0.67 0.98 0.20 0.54 0.69 0.71 0.13 0.78 0.85 0.07 0.19 0.04 0.33 0.25 0.24 0.33 0.22 0.02 0.25 0.44 0.08 ]
[0.30 0.70 0.82 0.67 0.52 0.04 0.84 0.09 0.65 0.91 1.00 0.79 0.05 0.12 0.73 0.53 0.77 0.73 0.13 0.42 0.66 0.44 0.74 0.36 0.81 0.19 0.55 0.36 0.98 0.76 0.45 0.47 0.03 0.01 0.71 0.66 0.62 0.89 0.63 ]
[0.04 0.13 0.57 0.36 0.26 0.36 0.80 0.08 0.47 0.90 0.79 1.00 0.29 0.74 0.69 0.29 0.62 0.17 0.94 0.30 0.20 0.04 0.71 0.62 1.00 0.19 0.01 0.52 0.33 0.72 0.93 0.19 0.23 0.77 0.20 0.07 0.74 0.64 0.17 ]
[0.21 0.76 0.78 0.70 0.75 0.39 0.25 0.60 0.62 0.78 0.05 0.29 1.00 0.00 0.77 0.01 0.65 0.26 0.62 0.66 0.94 0.37 0.26 0.97 0.75 0.53 0.38 0.24 0.44 0.03 0.17 0.52 0.03 0.43 0.48 0.20 0.62 0.50 0.07 ]
[0.34 0.58 0.36 0.63 0.56 0.28 0.62 0.08 0.72 0.77 0.12 0.74 0.00 1.00 0.94 0.81 0.67 0.58 0.50 0.73 0.81 0.25 0.52 0.14 0.64 0.10 0.02 0.10 0.32 0.87 0.88 0.53 0.09 0.35 0.33 0.85 0.40 0.27 0.05 ]
[0.92 0.46 0.84 0.71 0.21 0.71 0.59 0.80 0.81 0.73 0.73 0.69 0.77 0.94 1.00 0.20 0.78 0.20 0.07 0.30 0.10 0.18 0.65 0.87 0.69 0.32 0.65 0.41 0.87 0.15 0.67 0.78 0.73 0.00 0.36 0.66 0.75 0.94 0.54 ]
[0.17 0.85 0.44 0.56 0.66 0.80 0.12 0.10 0.69 0.19 0.53 0.29 0.01 0.81 0.20 1.00 0.76 0.28 0.95 0.49 0.16 0.07 0.26 0.16 0.89 0.14 0.99 0.30 0.80 0.47 0.84 0.27 0.58 0.41 0.34 0.28 0.22 0.95 0.48 ]
[0.18 0.04 0.34 0.07 0.40 1.00 0.07 0.29 0.20 0.32 0.77 0.62 0.65 0.67 0.78 0.76 1.00 0.68 0.52 0.62 0.94 0.07 0.91 0.97 0.92 0.22 0.72 0.17 0.34 0.95 0.40 0.71 0.82 0.93 0.40 0.12 0.52 0.93 0.74 ]
[0.48 0.59 0.70 0.26 0.77 0.86 0.35 0.77 0.46 0.91 0.73 0.17 0.26 0.58 0.20 0.28 0.68 1.00 0.50 0.56 0.49 0.30 0.26 0.69 0.94 0.56 0.47 0.28 0.51 0.95 0.01 0.24 0.46 0.85 0.54 0.85 0.61 0.76 0.66 ]
[0.38 0.31 0.84 0.80 0.07 0.42 0.17 0.21 0.69 0.67 0.13 0.94 0.62 0.50 0.07 0.95 0.52 0.50 1.00 0.69 0.07 0.09 0.06 0.24 0.16 0.18 0.07 0.61 0.08 0.68 0.80 0.28 0.62 0.31 0.49 0.45 0.90 0.88 0.19 ]
[0.32 0.84 0.04 0.16 0.51 0.18 0.67 0.46 0.84 0.98 0.42 0.30 0.66 0.73 0.30 0.49 0.62 0.56 0.69 1.00 0.40 0.64 0.37 0.90 0.40 0.25 0.95 0.95 0.83 0.35 0.70 0.43 0.34 1.00 0.93 0.94 0.21 0.30 0.33 ]
[0.38 0.51 0.44 0.00 0.83 0.18 0.19 0.84 0.20 0.20 0.66 0.20 0.94 0.81 0.10 0.16 0.94 0.49 0.07 0.40 1.00 0.26 0.06 0.12 0.78 0.67 0.40 0.68 0.31 0.77 0.37 0.57 0.13 0.95 0.52 0.95 0.73 0.75 0.28 ]
[0.28 0.68 0.47 0.87 0.56 0.58 0.75 0.53 0.62 0.54 0.44 0.04 0.37 0.25 0.18 0.07 0.07 0.30 0.09 0.64 0.26 1.00 0.67 0.93 0.80 0.63 0.58 0.15 0.25 0.77 0.75 0.66 0.93 0.33 0.05 0.25 0.54 0.66 0.99 ]
[0.72 0.22 0.37 0.31 0.20 0.59 0.86 0.75 0.16 0.69 0.74 0.71 0.26 0.52 0.65 0.26 0.91 0.26 0.06 0.37 0.06 0.67 1.00 0.62 0.97 0.60 0.78 0.93 0.86 0.90 0.46 0.97 0.72 0.37 0.35 0.75 0.15 0.38 0.51 ]
[0.46 0.14 0.05 0.66 0.88 0.05 0.62 0.92 0.89 0.71 0.36 0.62 0.97 0.14 0.87 0.16 0.97 0.69 0.24 0.90 0.12 0.93 0.62 1.00 0.03 0.05 0.72 0.33 0.46 0.86 0.16 0.27 0.77 0.99 0.04 0.48 0.40 0.72 0.47 ]
[0.59 0.97 0.84 0.33 0.48 0.13 0.40 0.02 0.31 0.13 0.81 1.00 0.75 0.64 0.69 0.89 0.92 0.94 0.16 0.40 0.78 0.80 0.97 0.03 1.00 0.87 0.55 0.65 0.77 0.10 1.00 0.16 0.60 0.97 0.74 0.78 0.87 0.39 0.99 ]
[0.50 0.72 0.25 0.63 0.67 0.29 0.69 0.88 0.41 0.78 0.19 0.19 0.53 0.10 0.32 0.14 0.22 0.56 0.18 0.25 0.67 0.63 0.60 0.05 0.87 1.00 0.11 0.49 0.12 0.22 0.39 0.02 0.53 0.99 0.64 0.91 0.72 0.97 0.57 ]
[0.76 0.83 0.59 0.47 0.76 0.78 0.63 0.29 0.81 0.85 0.55 0.01 0.38 0.02 0.65 0.99 0.72 0.47 0.07 0.95 0.40 0.58 0.78 0.72 0.55 0.11 1.00 0.30 0.85 0.55 0.42 0.75 0.29 0.31 0.60 0.51 0.29 0.29 0.66 ]
