D = 2;
n = [ 3 3 ];
N = 79;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.07 0.55 0.44 0.53 0.67 0.65 0.68 0.43 0.92 0.15 0.03 0.77 0.71 0.80 0.12 0.07 0.82 0.67 0.28 0.95 0.09 0.17 0.93 0.22 0.59 0.10 0.48 0.21 0.20 0.29 0.64 0.04 0.50 0.42 0.96 0.89 0.68 0.97 0.64 0.72 0.10 0.69 0.16 0.13 0.92 0.09 0.09 0.62 0.45 0.22 0.89 0.44 0.07 0.12 0.51 0.11 0.20 0.04 0.37 0.68 0.30 0.06 0.61 0.22 0.33 0.34 0.14 0.70 0.51 0.38 0.40 0.43 0.51 0.67 0.26 0.08 0.89 0.82 ]
[0.07 1.00 0.18 0.44 0.63 0.17 0.56 0.98 0.33 0.43 0.20 0.76 0.23 0.32 0.47 0.57 0.73 0.40 0.86 0.46 0.11 0.04 0.91 0.51 0.17 0.08 0.87 0.29 0.68 0.63 0.25 0.83 0.67 0.64 0.59 0.78 0.74 0.97 0.50 0.64 0.08 0.24 0.98 0.71 0.68 0.75 0.28 0.17 0.80 0.38 0.01 0.44 0.66 0.96 0.34 0.83 0.65 0.27 0.24 0.94 0.58 0.12 0.04 0.85 0.65 0.10 0.26 0.51 0.12 0.42 0.07 0.85 0.72 0.52 0.61 0.36 0.71 0.50 0.71 ]
[0.55 0.18 1.00 0.33 0.55 0.83 0.94 0.25 0.62 0.02 0.38 0.05 0.02 0.87 0.79 0.40 0.95 0.86 0.19 0.10 0.46 0.05 0.96 0.45 0.14 0.18 0.67 0.56 0.69 0.67 0.38 0.52 0.09 0.09 0.57 0.01 0.49 0.06 0.19 0.58 0.51 0.12 0.38 1.00 0.25 0.95 0.07 0.30 0.53 0.23 0.55 0.36 0.31 0.73 0.87 0.90 0.36 0.66 0.28 0.57 0.81 0.22 0.68 0.39 0.53 0.94 0.34 0.99 0.16 0.20 0.87 0.66 0.44 0.65 0.16 0.63 0.97 0.38 0.67 ]
[0.44 0.44 0.33 1.00 0.03 0.97 0.81 0.72 0.26 0.41 0.50 0.46 0.88 0.35 0.25 0.25 0.29 0.36 0.50 0.29 0.99 0.47 0.54 0.24 0.41 0.78 0.13 0.81 0.93 0.67 0.02 0.53 0.23 0.04 0.81 0.98 0.56 0.76 0.16 0.03 0.81 0.10 0.56 0.64 0.51 0.47 0.12 0.33 0.13 0.60 0.84 0.69 0.98 0.65 0.95 0.55 0.82 0.02 0.32 0.75 0.97 0.22 0.50 0.10 0.92 0.09 0.85 0.80 0.67 0.20 0.99 0.57 0.14 0.89 0.51 0.53 0.13 0.32 0.64 ]
[0.53 0.63 0.55 0.03 1.00 0.88 0.55 0.26 0.60 0.81 0.16 0.51 0.45 0.51 0.60 0.62 0.25 0.73 0.32 0.76 0.38 0.62 0.11 0.50 0.33 0.35 0.67 0.15 0.32 0.56 0.27 0.57 0.91 0.46 0.42 0.77 0.48 0.26 0.90 0.51 0.11 0.03 0.27 0.69 0.90 0.07 0.83 0.66 0.30 0.88 0.62 0.24 0.17 0.24 0.73 0.97 0.15 0.21 0.79 0.08 0.35 0.04 0.75 0.06 0.89 0.46 0.74 0.41 0.38 0.21 0.03 0.58 0.41 0.39 0.70 0.15 0.50 0.63 0.42 ]
[0.67 0.17 0.83 0.97 0.88 1.00 0.30 1.00 0.51 0.65 0.16 0.77 0.42 0.30 0.77 0.09 0.91 0.62 0.86 0.21 0.78 0.50 0.33 0.78 0.10 0.31 0.68 0.43 0.56 0.04 0.49 0.08 0.09 0.77 0.45 0.77 0.49 0.19 0.94 0.12 0.64 0.84 0.34 0.44 0.58 0.62 0.34 0.26 0.24 0.23 0.00 0.56 0.88 0.32 0.68 0.43 0.57 0.19 0.06 0.79 0.98 0.62 0.76 0.42 0.27 0.15 0.22 0.41 0.02 0.82 0.91 0.58 0.33 0.60 0.84 0.32 0.36 0.36 0.55 ]
[0.65 0.56 0.94 0.81 0.55 0.30 1.00 0.96 0.19 0.99 0.62 0.48 0.57 0.13 0.56 0.00 0.64 0.35 0.17 0.98 0.02 0.77 0.66 0.83 0.73 0.08 0.33 0.60 0.81 0.16 0.38 0.29 0.43 0.61 0.31 0.64 0.99 0.30 0.47 0.10 0.30 0.38 0.46 0.96 0.09 0.20 0.25 0.75 0.74 0.00 0.01 0.52 0.26 0.47 0.86 0.97 0.73 0.69 0.99 0.40 0.29 0.63 0.05 0.73 0.11 0.87 0.32 0.68 0.80 0.29 0.52 0.03 0.43 0.74 0.97 0.66 0.77 0.89 0.57 ]
[0.68 0.98 0.25 0.72 0.26 1.00 0.96 1.00 0.27 0.11 0.64 0.79 0.95 0.67 0.84 0.12 0.38 0.13 0.04 0.10 0.71 0.61 0.23 0.92 0.01 0.13 0.06 0.74 0.38 0.00 0.19 0.47 0.91 0.86 0.11 0.95 0.95 0.61 0.22 0.99 0.12 0.98 0.77 0.54 0.13 0.90 0.37 0.87 0.19 0.86 0.04 0.17 0.38 0.40 0.43 0.35 0.49 0.29 0.83 0.40 0.97 0.02 0.48 0.00 0.75 0.23 0.64 0.26 0.94 0.70 0.02 0.76 0.98 0.68 0.22 0.28 0.93 0.47 0.20 ]
[0.43 0.33 0.62 0.26 0.60 0.51 0.19 0.27 1.00 0.04 0.58 0.68 0.65 0.19 0.02 0.81 0.49 0.99 0.93 0.11 0.73 0.29 0.27 0.39 0.72 0.03 0.30 0.17 0.03 0.18 0.21 0.22 0.15 0.27 0.75 0.43 0.14 0.80 0.69 0.04 0.54 0.15 0.89 0.30 0.48 0.27 0.09 0.03 0.17 0.70 0.70 0.33 0.39 0.58 0.61 0.59 0.64 0.74 0.50 0.64 0.35 0.76 0.18 0.79 0.30 0.71 0.61 0.53 0.75 0.87 0.67 0.71 0.29 0.13 0.40 0.69 0.08 0.68 0.01 ]
[0.92 0.43 0.02 0.41 0.81 0.65 0.99 0.11 0.04 1.00 0.90 0.92 0.55 0.35 0.54 0.84 0.04 0.65 0.61 0.21 0.44 0.99 0.82 0.14 0.94 0.84 0.19 0.52 0.07 0.74 0.94 0.24 0.10 0.50 0.29 0.06 0.62 0.70 0.14 0.00 0.60 0.85 0.81 0.28 0.98 0.65 0.82 0.48 0.26 0.38 0.68 0.92 0.01 0.91 0.99 0.91 0.79 0.13 0.05 0.81 0.02 0.31 0.98 0.16 0.63 0.65 0.57 0.89 0.62 0.72 0.15 0.26 0.91 0.87 0.17 0.84 0.04 0.24 0.62 ]
[0.15 0.20 0.38 0.50 0.16 0.16 0.62 0.64 0.58 0.90 1.00 0.87 0.35 0.80 0.97 0.95 0.17 0.34 0.17 0.94 0.18 0.50 0.85 0.14 0.36 0.82 0.96 0.41 0.92 0.28 0.91 0.73 0.35 0.64 0.74 0.07 0.20 0.29 0.08 0.77 0.84 0.40 0.20 0.07 0.40 0.58 0.22 0.78 0.10 0.94 0.33 0.82 0.20 0.30 0.65 0.92 0.40 0.22 0.90 0.29 0.45 0.48 0.63 0.32 0.19 0.25 0.81 0.97 0.90 0.52 0.04 0.51 0.03 0.90 0.02 0.30 0.78 0.94 0.60 ]
[0.03 0.76 0.05 0.46 0.51 0.77 0.48 0.79 0.68 0.92 0.87 1.00 0.38 0.97 0.72 0.11 0.67 0.82 0.92 0.70 0.30 0.08 0.46 0.24 0.18 0.90 0.65 0.15 0.17 0.90 0.71 0.53 0.75 0.77 0.93 0.88 0.87 0.08 0.75 0.44 0.67 0.88 0.74 0.35 0.99 0.86 0.55 0.92 0.40 0.26 0.13 0.12 0.78 0.17 0.36 0.15 0.22 0.81 0.64 0.42 0.93 0.53 0.15 0.37 0.71 0.61 0.45 0.72 0.39 0.13 0.46 0.71 0.47 0.32 0.68 0.93 0.94 0.29 0.81 ]
[0.77 0.23 0.02 0.88 0.45 0.42 0.57 0.95 0.65 0.55 0.35 0.38 1.00 0.29 0.63 0.23 0.81 0.91 0.17 0.76 0.23 0.08 0.40 0.20 0.27 0.77 0.81 0.90 0.73 0.25 0.10 0.08 0.09 0.30 0.95 0.47 0.39 0.60 0.03 0.60 0.75 0.31 0.08 0.51 0.71 0.31 0.33 0.33 0.90 0.85 0.30 0.60 0.13 0.60 0.07 0.74 0.60 0.96 0.05 0.08 0.79 0.94 0.09 0.03 0.78 0.78 0.96 0.34 0.06 0.88 0.52 0.60 0.54 0.12 0.02 0.21 0.94 0.18 0.77 ]
[0.71 0.32 0.87 0.35 0.51 0.30 0.13 0.67 0.19 0.35 0.80 0.97 0.29 1.00 0.60 0.69 0.16 0.98 0.23 0.23 0.54 0.32 0.60 0.62 0.55 0.45 0.40 0.13 0.42 0.81 0.23 0.59 0.21 0.82 0.05 0.16 0.14 0.96 0.11 0.60 0.12 0.33 0.70 0.39 0.47 0.56 0.34 0.41 0.15 0.68 0.83 0.64 0.31 0.95 0.70 0.07 0.86 0.31 0.74 0.45 0.88 0.74 0.12 0.96 0.27 0.56 0.31 0.12 0.46 0.76 0.77 0.39 0.71 0.32 0.04 0.51 0.88 0.21 0.30 ]
[0.80 0.47 0.79 0.25 0.60 0.77 0.56 0.84 0.02 0.54 0.97 0.72 0.63 0.60 1.00 0.26 0.65 0.02 0.79 0.97 0.75 0.97 0.09 0.72 0.75 0.31 0.78 0.46 0.94 0.29 0.74 0.80 0.31 0.43 0.14 0.66 0.03 0.15 0.64 0.98 0.47 0.15 0.33 0.69 0.51 0.91 0.52 0.91 0.13 0.26 0.04 0.76 0.94 0.51 0.16 0.47 0.29 0.39 0.59 0.22 0.32 0.02 0.70 0.54 0.44 0.10 0.37 0.28 0.25 0.55 0.97 0.82 0.38 0.63 1.00 0.76 0.16 0.95 0.59 ]
[0.12 0.57 0.40 0.25 0.62 0.09 0.00 0.12 0.81 0.84 0.95 0.11 0.23 0.69 0.26 1.00 0.39 0.83 0.73 0.41 0.52 0.76 0.48 0.40 0.36 0.81 0.39 0.65 0.06 0.20 0.11 0.89 0.85 0.72 0.07 0.97 0.86 0.70 0.37 0.54 0.37 0.98 0.86 0.81 0.17 0.77 0.88 0.27 0.67 0.94 0.81 0.71 0.47 0.58 0.10 0.97 0.53 0.60 0.79 0.75 0.96 0.57 0.84 0.00 0.02 0.46 0.17 0.58 0.48 0.03 0.11 0.99 0.52 0.38 0.82 0.70 0.82 0.28 0.22 ]
[0.07 0.73 0.95 0.29 0.25 0.91 0.64 0.38 0.49 0.04 0.17 0.67 0.81 0.16 0.65 0.39 1.00 0.39 0.93 0.84 0.67 0.17 0.32 0.01 0.29 0.67 0.81 0.56 0.42 0.13 0.16 0.31 0.19 0.15 0.32 0.25 1.00 0.87 0.44 0.76 0.61 0.29 0.05 0.09 0.91 0.47 0.47 0.55 0.58 0.26 0.26 0.41 0.04 0.43 0.07 0.78 0.89 0.03 0.60 0.07 0.39 0.39 0.23 0.51 0.74 0.84 0.40 0.07 0.75 0.02 0.65 0.41 0.33 0.67 0.67 0.33 0.72 0.47 0.25 ]
[0.82 0.40 0.86 0.36 0.73 0.62 0.35 0.13 0.99 0.65 0.34 0.82 0.91 0.98 0.02 0.83 0.39 1.00 0.98 0.95 0.12 0.21 0.18 0.82 0.06 0.57 0.06 0.64 0.70 0.80 0.96 0.58 0.15 0.77 1.00 0.70 0.63 0.45 0.34 0.79 0.56 0.08 0.53 0.28 0.65 0.82 0.61 0.32 0.81 0.93 0.37 0.51 0.13 0.60 0.32 0.81 0.56 0.75 0.28 0.53 0.10 0.44 0.82 0.77 0.66 0.72 0.52 0.42 0.90 0.30 0.63 0.00 0.80 0.27 0.23 0.13 0.09 0.06 0.77 ]
[0.67 0.86 0.19 0.50 0.32 0.86 0.17 0.04 0.93 0.61 0.17 0.92 0.17 0.23 0.79 0.73 0.93 0.98 1.00 0.98 0.57 0.95 0.62 0.63 0.93 0.53 0.53 0.09 0.61 0.28 0.93 0.80 0.12 0.49 0.49 0.55 0.83 0.40 0.54 0.23 0.52 0.53 0.24 0.59 0.76 0.70 0.16 0.16 0.38 0.28 0.87 0.51 0.23 0.47 0.77 0.54 0.76 0.25 0.25 0.73 0.83 0.80 0.41 0.58 0.28 0.88 0.01 0.93 0.70 0.62 0.55 0.93 0.47 0.12 0.19 0.08 0.63 0.91 0.69 ]
[0.28 0.46 0.10 0.29 0.76 0.21 0.98 0.10 0.11 0.21 0.94 0.70 0.76 0.23 0.97 0.41 0.84 0.95 0.98 1.00 0.44 0.98 0.17 0.60 0.62 1.00 0.76 0.10 0.59 0.98 0.15 0.79 0.63 0.77 0.86 0.03 0.05 0.72 0.92 0.25 0.52 0.67 0.95 0.73 0.50 0.92 0.45 0.51 0.30 0.46 0.70 0.64 0.26 0.45 0.68 0.31 0.53 0.18 0.26 0.77 0.96 0.04 0.53 0.57 0.63 0.47 0.67 0.16 0.03 0.20 0.15 0.57 0.55 0.39 0.00 0.26 0.12 0.16 0.99 ]
[0.95 0.11 0.46 0.99 0.38 0.78 0.02 0.71 0.73 0.44 0.18 0.30 0.23 0.54 0.75 0.52 0.67 0.12 0.57 0.44 1.00 0.47 0.47 0.01 0.89 0.74 0.94 0.28 0.96 0.04 0.15 0.80 0.57 0.07 0.45 0.81 0.47 0.79 0.10 0.22 0.89 0.92 0.61 0.78 0.88 0.14 0.66 0.32 0.84 0.31 0.66 0.45 0.49 0.73 0.82 0.66 0.22 0.53 0.80 0.30 0.81 0.76 0.17 0.76 0.15 0.62 0.35 0.14 0.13 0.98 0.87 0.84 0.09 0.90 0.79 0.51 0.70 1.00 0.92 ]
[0.09 0.04 0.05 0.47 0.62 0.50 0.77 0.61 0.29 0.99 0.50 0.08 0.08 0.32 0.97 0.76 0.17 0.21 0.95 0.98 0.47 1.00 0.67 0.92 0.53 0.20 0.33 0.26 0.12 0.82 0.24 0.83 0.40 0.77 0.44 0.53 0.56 0.07 0.83 0.25 0.10 0.18 0.69 0.53 0.08 0.10 0.66 0.53 0.35 0.42 0.61 0.10 0.78 0.60 0.40 0.00 0.14 0.51 0.60 0.93 0.24 0.43 0.20 0.76 0.50 0.14 0.53 0.62 0.75 0.47 0.72 0.26 0.31 0.19 0.52 0.97 0.51 0.80 0.89 ]
[0.17 0.91 0.96 0.54 0.11 0.33 0.66 0.23 0.27 0.82 0.85 0.46 0.40 0.60 0.09 0.48 0.32 0.18 0.62 0.17 0.47 0.67 1.00 0.77 0.63 0.87 0.13 0.16 0.33 0.91 0.03 0.97 0.52 0.97 0.22 0.15 0.64 0.78 0.47 0.45 0.61 0.42 0.26 0.41 0.57 0.56 0.18 0.72 0.14 0.00 0.42 0.04 0.28 0.82 0.89 0.32 0.41 0.68 0.83 0.00 0.40 0.25 0.92 0.55 0.96 0.46 0.20 0.50 0.04 0.62 0.68 0.53 0.57 0.03 0.97 0.76 0.81 0.11 0.12 ]
[0.93 0.51 0.45 0.24 0.50 0.78 0.83 0.92 0.39 0.14 0.14 0.24 0.20 0.62 0.72 0.40 0.01 0.82 0.63 0.60 0.01 0.92 0.77 1.00 0.43 0.43 0.28 0.03 0.71 0.95 0.24 0.58 0.71 0.21 0.43 0.10 0.96 0.16 0.96 0.14 0.85 0.83 0.65 0.34 0.86 0.78 0.64 0.47 0.20 0.51 0.05 0.59 0.79 0.28 0.13 0.99 0.09 0.40 0.67 0.64 0.19 0.50 0.03 0.77 0.93 0.35 0.62 0.74 0.93 0.55 0.73 0.56 0.67 0.72 0.33 0.80 0.31 0.86 0.41 ]
[0.22 0.17 0.14 0.41 0.33 0.10 0.73 0.01 0.72 0.94 0.36 0.18 0.27 0.55 0.75 0.36 0.29 0.06 0.93 0.62 0.89 0.53 0.63 0.43 1.00 0.02 0.32 0.36 0.30 0.97 0.02 0.71 0.09 0.32 0.75 0.63 0.78 0.54 0.44 0.34 0.22 0.42 0.86 0.64 0.66 0.55 0.14 0.82 0.33 0.56 0.01 0.70 0.06 0.19 0.09 0.45 0.00 0.62 0.36 0.05 0.26 0.83 0.82 0.03 0.48 0.18 0.00 0.07 0.46 0.44 0.76 0.11 0.96 0.71 0.47 0.80 0.26 0.30 0.47 ]
[0.59 0.08 0.18 0.78 0.35 0.31 0.08 0.13 0.03 0.84 0.82 0.90 0.77 0.45 0.31 0.81 0.67 0.57 0.53 1.00 0.74 0.20 0.87 0.43 0.02 1.00 0.04 0.22 0.16 0.93 0.85 0.45 0.12 0.46 0.28 0.92 0.39 0.61 0.91 0.74 0.65 0.16 0.21 0.94 0.91 0.02 0.85 0.86 0.27 0.74 0.91 0.39 0.80 0.06 0.93 0.52 0.98 0.00 0.17 0.70 0.03 0.41 0.80 0.81 0.05 0.10 0.28 0.92 0.74 0.79 0.97 0.72 0.70 0.72 0.53 0.52 0.87 0.93 0.32 ]
