D = 6;
n = [ 3 3 3 3 3 3 ];
N = 88;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.09 0.82 0.52 0.07 0.16 0.04 0.94 0.32 0.73 0.72 0.98 0.11 0.61 0.16 0.93 0.34 0.47 0.31 0.19 0.82 0.17 0.45 0.09 0.50 0.90 0.95 0.48 0.95 0.85 0.13 0.62 0.44 0.88 0.42 0.90 0.81 0.54 0.74 0.24 0.43 0.87 0.38 0.16 0.77 0.69 0.46 0.84 0.76 0.01 0.71 0.43 0.12 0.99 0.26 0.97 0.09 0.22 0.73 0.49 0.23 0.49 0.36 0.85 0.42 0.65 0.20 0.41 0.31 0.96 0.00 0.01 0.17 0.26 0.61 0.50 0.98 0.98 0.00 0.04 0.73 0.19 0.32 0.79 0.51 0.41 0.93 0.42 ]
[0.09 1.00 0.27 0.96 0.68 0.36 0.10 0.95 0.59 0.77 0.80 0.78 0.93 0.63 0.39 0.79 0.60 0.33 0.19 0.52 0.21 0.47 0.98 0.22 0.92 0.16 0.78 0.00 0.27 0.50 0.00 0.11 0.81 0.77 0.92 0.58 0.91 0.26 0.23 0.87 0.38 0.68 0.28 0.07 0.53 0.81 0.94 0.26 0.89 0.83 0.73 0.28 0.43 0.75 0.18 0.53 0.25 0.70 0.72 0.80 0.16 0.52 0.17 0.09 0.66 0.99 0.73 0.10 0.89 0.44 0.06 0.02 0.80 0.58 0.80 0.77 0.91 0.36 0.89 0.23 0.56 0.71 0.20 0.25 0.06 0.51 0.58 0.76 ]
[0.82 0.27 1.00 0.13 0.00 0.07 0.82 0.91 0.13 0.24 0.90 0.30 0.66 0.11 0.85 0.03 0.48 0.95 0.38 0.08 0.38 0.74 0.38 0.96 0.10 0.56 0.40 0.62 0.93 0.08 0.33 0.21 0.20 0.64 0.31 0.92 0.27 0.20 0.92 0.46 0.84 0.75 0.62 0.03 0.39 0.06 0.13 0.94 0.42 0.89 0.23 0.32 0.20 0.38 0.37 0.27 0.79 0.60 0.47 0.13 0.05 0.17 0.38 0.39 0.21 0.25 0.06 0.20 0.20 0.24 0.61 0.99 0.88 0.66 0.14 0.73 0.35 0.15 0.87 0.54 0.84 0.22 0.18 0.52 0.34 0.47 0.30 0.79 ]
[0.52 0.96 0.13 1.00 0.67 0.74 0.04 0.16 0.09 0.14 0.27 0.07 0.55 0.69 0.07 0.38 0.63 0.07 0.51 0.81 0.80 0.83 0.29 0.12 0.78 0.53 0.17 0.57 0.14 0.68 0.26 0.67 0.83 0.32 0.34 0.48 0.83 0.54 0.65 0.22 0.64 0.21 0.43 0.70 0.14 0.69 0.83 0.18 0.69 0.09 0.64 0.25 0.51 0.47 0.93 0.35 0.50 0.03 0.73 0.42 0.15 0.53 0.48 0.20 0.93 0.91 0.47 0.88 0.64 0.31 0.03 0.79 0.51 0.09 0.14 0.73 0.99 0.33 0.41 0.13 0.81 0.53 0.32 0.92 0.22 0.16 0.82 0.92 ]
[0.07 0.68 0.00 0.67 1.00 0.56 0.41 0.72 0.13 0.67 0.25 0.51 0.13 0.55 0.78 0.34 0.49 0.87 0.05 0.41 0.80 0.18 0.89 0.97 0.19 0.31 0.39 0.41 0.96 0.42 0.65 0.62 0.41 0.18 0.71 0.55 0.16 0.48 0.62 0.91 0.15 0.12 0.89 0.66 0.70 0.34 0.48 0.27 0.93 0.86 0.62 0.74 0.21 0.13 0.70 0.08 0.23 0.44 0.46 0.48 0.31 0.24 0.31 0.08 0.25 0.62 0.17 0.44 0.57 0.16 0.61 0.91 0.27 0.61 0.78 0.92 0.25 1.00 0.92 0.50 0.01 0.93 0.31 0.48 0.83 0.82 0.50 0.94 ]
[0.16 0.36 0.07 0.74 0.56 1.00 0.30 0.21 0.59 0.60 0.87 0.62 0.59 0.07 0.43 0.47 0.90 0.87 0.53 0.29 0.55 0.66 0.74 0.75 0.89 0.29 0.75 0.65 0.00 0.02 0.90 0.79 0.29 0.69 0.05 0.69 0.43 0.55 0.25 0.55 0.96 0.15 0.31 0.06 0.70 0.47 0.13 0.62 0.95 0.38 0.89 0.37 0.18 0.86 0.77 0.53 0.85 0.25 0.13 0.40 0.34 0.92 0.97 0.07 0.98 0.39 0.71 0.63 0.59 0.57 0.81 0.74 0.88 0.23 0.38 0.16 0.64 0.07 0.91 0.97 0.50 0.06 0.32 0.14 0.50 0.80 0.43 0.85 ]
[0.04 0.10 0.82 0.04 0.41 0.30 1.00 0.41 0.40 0.72 0.98 0.66 0.94 0.55 0.91 0.67 0.31 0.57 0.16 0.88 0.29 0.78 0.06 0.63 0.06 0.87 0.25 0.22 0.60 0.79 0.68 0.61 0.52 0.56 0.56 0.18 0.08 0.88 0.46 0.06 0.02 0.72 0.15 0.21 0.01 0.68 0.54 0.58 0.12 0.51 0.83 0.73 0.61 0.82 0.67 0.26 0.82 0.00 0.29 0.97 0.87 0.71 0.58 0.08 0.83 0.35 0.93 0.66 0.61 0.06 0.47 0.01 0.96 0.48 0.35 0.20 0.86 0.61 0.26 0.47 0.10 0.20 0.83 0.19 0.22 0.56 0.83 0.03 ]
[0.94 0.95 0.91 0.16 0.72 0.21 0.41 1.00 0.20 0.65 0.18 0.95 0.97 0.73 0.32 0.21 0.86 0.60 0.29 0.05 0.26 0.67 0.04 0.45 0.84 0.36 0.78 0.26 0.42 0.49 0.48 0.18 0.08 0.64 0.50 0.97 0.25 0.37 0.73 0.68 0.99 0.15 0.90 0.23 0.66 0.98 0.98 0.15 0.61 0.69 0.96 0.21 0.23 0.77 0.16 0.62 0.80 0.73 0.48 0.62 0.48 0.51 0.70 0.83 0.75 0.23 0.11 0.56 0.33 0.08 0.30 0.21 0.77 0.75 0.46 0.13 0.79 0.01 0.37 0.82 0.15 0.96 0.23 0.95 0.42 0.73 0.94 0.27 ]
[0.32 0.59 0.13 0.09 0.13 0.59 0.40 0.20 1.00 0.18 0.13 0.07 0.49 0.80 0.83 0.53 0.58 0.46 0.09 0.88 0.72 0.46 0.28 0.85 0.95 0.87 0.91 0.38 0.06 0.19 0.09 0.86 0.53 0.21 0.20 0.45 0.30 0.02 0.77 0.27 0.72 0.17 0.60 0.84 0.99 0.14 0.18 0.80 0.51 0.80 0.72 0.74 0.48 0.30 0.85 0.74 0.20 0.22 0.19 0.67 0.33 0.74 0.52 0.65 0.15 0.99 0.53 0.73 0.81 0.72 0.80 0.93 0.66 0.76 0.75 0.89 0.19 0.95 0.64 0.51 0.76 0.64 0.75 0.63 0.25 0.99 0.11 0.21 ]
[0.73 0.77 0.24 0.14 0.67 0.60 0.72 0.65 0.18 1.00 0.50 0.76 0.73 0.36 0.15 0.08 0.00 0.24 0.30 0.03 0.95 0.34 0.71 0.05 0.88 0.26 0.87 0.73 0.49 0.55 0.35 0.49 0.23 0.76 0.08 0.98 0.79 0.41 0.52 0.93 0.11 0.97 0.68 0.45 0.81 0.77 0.76 0.22 0.76 0.23 0.80 0.36 0.12 0.03 0.91 0.32 0.84 0.34 0.23 0.05 0.55 0.35 1.00 0.94 0.37 0.64 0.55 0.19 0.04 0.50 0.43 0.02 0.57 0.53 0.92 0.08 0.23 0.03 0.89 0.30 0.10 0.58 0.72 0.83 0.82 0.64 0.46 0.70 ]
