D = 6;
n = [ 4 4 4 4 4 4 ];
N = 29;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.74 0.11 0.80 0.36 0.92 0.13 0.04 0.50 0.76 0.72 0.36 0.41 0.27 0.01 0.29 0.62 0.40 0.44 0.28 0.39 0.67 0.81 0.16 0.68 0.93 0.00 0.29 0.20 ]
[0.74 1.00 0.75 0.04 0.00 0.63 0.89 0.42 0.99 0.41 0.63 0.72 0.44 0.76 0.52 0.89 0.64 0.76 0.67 0.22 0.19 0.65 0.15 0.52 0.01 0.34 0.72 0.93 0.06 ]
[0.11 0.75 1.00 0.03 0.69 0.65 0.38 0.47 0.27 0.74 0.34 0.64 0.49 0.08 0.41 0.72 0.74 0.03 0.21 0.78 0.98 0.10 0.03 0.02 0.58 0.74 0.81 0.02 0.69 ]
[0.80 0.04 0.03 1.00 0.66 0.79 0.42 0.12 0.76 0.27 0.36 0.58 0.85 0.59 0.30 0.70 0.60 0.22 0.62 0.04 0.52 0.05 0.22 0.08 0.35 0.44 0.59 0.37 0.59 ]
[0.36 0.00 0.69 0.66 1.00 0.31 0.27 0.15 0.88 0.97 0.91 0.08 0.08 0.90 0.44 0.70 0.53 0.21 0.33 0.97 0.51 0.94 0.27 0.25 0.43 0.49 0.83 0.44 0.80 ]
[0.92 0.63 0.65 0.79 0.31 1.00 0.52 0.62 0.19 0.52 0.55 0.84 0.26 0.45 0.57 0.45 0.12 0.22 0.91 0.67 0.21 0.82 0.97 0.03 0.23 0.75 0.73 0.02 0.30 ]
[0.13 0.89 0.38 0.42 0.27 0.52 1.00 0.57 0.38 0.88 0.53 0.08 0.14 0.64 0.15 0.26 0.58 0.73 0.33 0.32 0.47 0.51 0.99 0.70 0.57 0.26 0.83 0.87 0.94 ]
[0.04 0.42 0.47 0.12 0.15 0.62 0.57 1.00 0.23 0.40 0.97 0.35 0.77 0.02 0.31 0.43 0.50 0.48 0.79 0.12 0.46 0.49 0.50 0.24 0.04 0.59 0.40 0.16 0.61 ]
[0.50 0.99 0.27 0.76 0.88 0.19 0.38 0.23 1.00 0.63 0.13 0.99 0.02 0.80 0.16 0.09 0.85 0.03 0.83 0.15 0.95 0.11 0.32 0.00 0.56 0.43 0.08 0.13 0.19 ]
[0.76 0.41 0.74 0.27 0.97 0.52 0.88 0.40 0.63 1.00 0.63 0.13 0.10 0.25 0.60 0.09 0.98 0.69 0.45 0.80 0.44 0.17 0.02 0.65 1.00 0.65 0.15 0.69 0.03 ]
[0.72 0.63 0.34 0.36 0.91 0.55 0.53 0.97 0.13 0.63 1.00 0.12 0.98 0.45 0.12 0.30 0.53 0.43 0.72 1.00 0.51 0.66 0.93 0.13 0.06 0.28 0.64 0.66 0.37 ]
[0.36 0.72 0.64 0.58 0.08 0.84 0.08 0.35 0.99 0.13 0.12 1.00 0.23 0.06 0.05 0.81 0.09 0.19 0.66 0.70 0.85 0.15 0.24 0.29 0.59 0.12 0.31 0.68 0.10 ]
[0.41 0.44 0.49 0.85 0.08 0.26 0.14 0.77 0.02 0.10 0.98 0.23 1.00 0.61 0.06 0.58 0.71 0.83 0.55 0.55 0.88 0.82 0.26 0.33 0.88 0.66 0.13 0.26 0.76 ]
[0.27 0.76 0.08 0.59 0.90 0.45 0.64 0.02 0.80 0.25 0.45 0.06 0.61 1.00 0.78 0.21 0.90 0.10 0.26 0.68 0.91 0.17 0.17 0.61 0.60 0.43 0.42 0.18 0.53 ]
[0.01 0.52 0.41 0.30 0.44 0.57 0.15 0.31 0.16 0.60 0.12 0.05 0.06 0.78 1.00 0.39 0.38 0.20 0.59 0.20 0.86 0.12 0.49 0.91 0.15 0.44 0.29 0.95 0.07 ]
[0.29 0.89 0.72 0.70 0.70 0.45 0.26 0.43 0.09 0.09 0.30 0.81 0.58 0.21 0.39 1.00 0.05 0.58 0.43 0.35 0.40 0.65 0.79 0.98 0.47 0.06 0.81 0.88 0.61 ]
[0.62 0.64 0.74 0.60 0.53 0.12 0.58 0.50 0.85 0.98 0.53 0.09 0.71 0.90 0.38 0.05 1.00 0.14 0.33 0.84 0.08 0.31 0.19 0.56 0.23 0.76 0.53 0.62 0.60 ]
[0.40 0.76 0.03 0.22 0.21 0.22 0.73 0.48 0.03 0.69 0.43 0.19 0.83 0.10 0.20 0.58 0.14 1.00 0.33 0.08 0.78 0.99 0.84 0.58 0.34 0.34 0.99 0.85 0.62 ]
[0.44 0.67 0.21 0.62 0.33 0.91 0.33 0.79 0.83 0.45 0.72 0.66 0.55 0.26 0.59 0.43 0.33 0.33 1.00 0.19 0.62 0.53 0.26 0.54 0.77 0.84 0.41 0.35 0.90 ]
[0.28 0.22 0.78 0.04 0.97 0.67 0.32 0.12 0.15 0.80 1.00 0.70 0.55 0.68 0.20 0.35 0.84 0.08 0.19 1.00 0.70 0.04 0.84 0.06 0.60 0.55 0.85 0.30 0.55 ]
[0.39 0.19 0.98 0.52 0.51 0.21 0.47 0.46 0.95 0.44 0.51 0.85 0.88 0.91 0.86 0.40 0.08 0.78 0.62 0.70 1.00 0.93 0.98 0.41 0.44 0.94 0.53 0.01 0.10 ]
[0.67 0.65 0.10 0.05 0.94 0.82 0.51 0.49 0.11 0.17 0.66 0.15 0.82 0.17 0.12 0.65 0.31 0.99 0.53 0.04 0.93 1.00 0.53 0.96 0.31 0.52 0.94 0.32 0.93 ]
[0.81 0.15 0.03 0.22 0.27 0.97 0.99 0.50 0.32 0.02 0.93 0.24 0.26 0.17 0.49 0.79 0.19 0.84 0.26 0.84 0.98 0.53 1.00 0.14 0.00 0.15 0.85 0.97 0.70 ]
