D = 6;
n = [ 4 4 4 4 4 4 ];
N = 30;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 ];
m = [
[1.00 0.46 0.06 0.08 0.49 0.50 0.07 0.49 0.41 0.08 0.27 0.04 0.22 0.86 0.40 0.19 0.09 0.53 0.91 0.32 0.05 0.64 0.02 0.47 0.55 0.04 0.53 0.65 0.86 0.43 ]
[0.46 1.00 0.28 0.49 0.48 0.16 0.40 0.99 0.27 0.73 0.35 0.14 0.76 0.85 0.46 0.58 0.20 0.40 0.58 0.66 0.24 0.94 0.29 0.50 0.38 0.87 0.99 0.27 0.94 0.15 ]
[0.06 0.28 1.00 0.14 0.99 0.78 0.07 0.35 0.17 0.18 0.81 0.55 0.84 0.35 0.87 0.68 0.50 0.39 0.01 0.58 0.41 0.19 0.39 0.94 0.81 0.33 0.21 0.66 0.36 0.87 ]
[0.08 0.49 0.14 1.00 0.82 0.16 0.02 0.68 0.50 0.87 0.99 0.25 0.54 0.72 0.93 0.31 0.68 0.23 0.11 0.94 0.47 0.62 0.89 0.09 0.92 0.15 0.68 0.83 0.81 0.49 ]
[0.49 0.48 0.99 0.82 1.00 0.61 0.10 0.21 0.04 0.82 0.44 0.74 0.04 0.53 0.38 0.91 0.53 0.66 0.09 0.71 0.94 0.18 0.92 0.88 0.73 0.01 0.65 0.06 0.79 0.32 ]
[0.50 0.16 0.78 0.16 0.61 1.00 0.57 0.37 0.62 0.64 0.88 0.38 0.58 0.09 0.81 1.00 0.30 0.91 0.05 0.45 0.69 0.41 0.21 0.68 0.86 0.18 0.82 0.38 0.95 0.29 ]
[0.07 0.40 0.07 0.02 0.10 0.57 1.00 0.90 0.57 0.20 0.49 0.28 0.42 0.60 0.79 0.86 0.20 0.19 0.78 0.24 0.19 0.71 0.50 0.80 0.75 0.37 0.16 0.81 0.92 0.14 ]
[0.49 0.99 0.35 0.68 0.21 0.37 0.90 1.00 0.15 0.65 0.37 0.44 0.30 0.61 0.98 0.36 0.23 0.54 0.99 0.97 0.36 0.95 0.99 0.30 0.18 0.77 0.47 0.26 0.37 0.83 ]
[0.41 0.27 0.17 0.50 0.04 0.62 0.57 0.15 1.00 0.22 0.33 0.85 0.30 0.37 0.38 0.96 0.14 0.73 0.33 0.93 0.45 0.67 0.80 0.10 0.14 0.91 0.16 0.90 0.27 0.80 ]
[0.08 0.73 0.18 0.87 0.82 0.64 0.20 0.65 0.22 1.00 0.55 0.84 0.98 0.39 0.68 0.43 0.95 0.10 0.43 0.34 0.59 0.42 0.58 0.91 0.01 0.05 0.10 0.02 0.71 0.26 ]
[0.27 0.35 0.81 0.99 0.44 0.88 0.49 0.37 0.33 0.55 1.00 0.13 0.61 0.77 0.36 0.04 0.89 0.74 0.60 0.69 0.22 0.88 0.28 0.60 0.14 0.64 0.92 0.86 0.67 0.08 ]
[0.04 0.14 0.55 0.25 0.74 0.38 0.28 0.44 0.85 0.84 0.13 1.00 0.27 0.12 0.32 0.18 0.84 0.96 0.77 0.74 0.10 0.51 0.72 0.75 0.30 0.99 0.14 0.48 0.18 0.29 ]
[0.22 0.76 0.84 0.54 0.04 0.58 0.42 0.30 0.30 0.98 0.61 0.27 1.00 0.06 0.60 0.16 0.83 0.24 0.46 0.03 0.20 0.46 0.87 0.40 0.95 0.30 0.51 0.26 0.79 0.36 ]
[0.86 0.85 0.35 0.72 0.53 0.09 0.60 0.61 0.37 0.39 0.77 0.12 0.06 1.00 0.61 0.73 0.08 0.03 0.36 0.36 0.47 0.24 0.54 0.31 0.58 0.76 0.03 0.75 0.34 0.37 ]
[0.40 0.46 0.87 0.93 0.38 0.81 0.79 0.98 0.38 0.68 0.36 0.32 0.60 0.61 1.00 0.59 0.81 0.58 0.39 0.86 0.86 0.04 0.73 0.97 0.48 0.59 0.07 0.34 0.01 0.05 ]
[0.19 0.58 0.68 0.31 0.91 1.00 0.86 0.36 0.96 0.43 0.04 0.18 0.16 0.73 0.59 1.00 0.94 0.97 0.32 0.74 0.92 0.87 0.07 0.11 0.73 0.15 0.23 0.50 0.12 0.97 ]
[0.09 0.20 0.50 0.68 0.53 0.30 0.20 0.23 0.14 0.95 0.89 0.84 0.83 0.08 0.81 0.94 1.00 0.24 0.17 0.81 0.71 0.46 0.25 0.24 0.86 0.08 0.30 0.25 0.25 0.91 ]
[0.53 0.40 0.39 0.23 0.66 0.91 0.19 0.54 0.73 0.10 0.74 0.96 0.24 0.03 0.58 0.97 0.24 1.00 0.27 0.57 0.94 0.57 0.34 0.85 0.80 0.22 0.10 0.44 0.21 0.89 ]
[0.91 0.58 0.01 0.11 0.09 0.05 0.78 0.99 0.33 0.43 0.60 0.77 0.46 0.36 0.39 0.32 0.17 0.27 1.00 0.26 0.20 0.53 0.86 0.46 0.33 0.98 0.73 0.76 0.19 0.55 ]
[0.32 0.66 0.58 0.94 0.71 0.45 0.24 0.97 0.93 0.34 0.69 0.74 0.03 0.36 0.86 0.74 0.81 0.57 0.26 1.00 0.44 0.02 0.51 0.37 0.16 0.50 0.68 0.22 0.22 0.31 ]
[0.05 0.24 0.41 0.47 0.94 0.69 0.19 0.36 0.45 0.59 0.22 0.10 0.20 0.47 0.86 0.92 0.71 0.94 0.20 0.44 1.00 0.60 0.70 0.36 0.15 0.31 0.25 0.34 0.78 0.99 ]
