D = 2;
n = [ 5 5 ];
N = 38;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.12 0.36 0.81 0.54 0.56 0.20 0.28 0.02 0.72 0.92 0.22 0.05 0.90 0.74 0.16 0.45 0.43 0.05 0.30 0.96 0.70 0.16 0.18 0.04 0.88 0.99 0.71 0.19 0.47 0.81 0.48 0.57 0.50 0.09 0.42 0.70 0.74 ]
[0.12 1.00 0.87 0.04 0.44 0.08 0.87 0.73 0.50 0.49 0.80 0.93 0.03 0.68 0.79 0.60 0.72 0.91 0.42 0.99 0.24 0.86 0.64 0.87 0.81 0.85 0.90 0.51 0.78 0.03 0.66 0.15 0.54 0.62 0.71 0.29 0.58 0.04 ]
[0.36 0.87 1.00 0.36 0.11 0.19 0.01 0.13 0.64 0.31 0.79 0.01 0.06 0.08 0.63 0.77 0.70 0.89 0.58 0.75 0.50 0.91 0.69 0.22 0.85 0.89 0.69 0.10 0.73 1.00 0.75 0.89 0.15 0.61 0.91 0.61 0.10 0.67 ]
[0.81 0.04 0.36 1.00 0.61 0.82 0.55 0.27 0.82 0.05 0.94 0.71 0.74 0.81 0.22 0.01 0.75 0.89 0.95 0.97 0.47 0.72 0.85 0.37 0.12 0.98 0.81 0.37 0.41 0.94 0.53 0.28 0.13 0.27 0.37 0.04 0.51 0.86 ]
[0.54 0.44 0.11 0.61 1.00 0.20 0.60 0.46 0.03 0.91 1.00 0.02 0.37 0.35 0.57 0.70 0.50 0.56 0.58 0.33 0.43 0.95 0.03 0.29 0.83 0.98 0.85 0.76 0.55 0.26 0.55 0.88 0.50 0.20 0.79 0.80 0.24 0.02 ]
[0.56 0.08 0.19 0.82 0.20 1.00 0.83 0.80 0.20 0.32 0.29 0.95 0.84 0.57 0.85 0.42 0.05 0.94 0.91 0.95 0.19 0.87 0.73 0.13 0.68 0.20 0.51 0.13 0.26 0.15 0.95 0.27 0.14 0.56 0.49 0.89 0.83 0.46 ]
[0.20 0.87 0.01 0.55 0.60 0.83 1.00 0.05 0.68 0.45 0.04 0.87 0.33 0.53 0.63 0.36 0.95 0.03 0.50 0.35 0.31 0.59 0.89 0.80 0.75 0.46 0.81 0.70 0.48 0.29 0.70 0.59 0.51 0.31 0.18 0.58 0.00 0.43 ]
[0.28 0.73 0.13 0.27 0.46 0.80 0.05 1.00 0.50 0.72 0.22 0.49 0.15 0.68 0.53 0.61 0.37 0.49 0.74 0.97 0.03 0.31 0.65 0.43 0.96 0.59 0.25 0.62 0.72 0.66 0.11 0.83 0.76 0.78 0.19 0.67 0.53 0.04 ]
[0.02 0.50 0.64 0.82 0.03 0.20 0.68 0.50 1.00 0.34 0.38 0.29 0.27 0.10 0.53 0.17 0.84 0.09 0.28 0.78 0.64 0.72 0.46 0.38 0.08 0.62 0.56 0.50 0.40 0.39 0.79 0.25 0.93 0.72 0.92 0.31 0.04 0.34 ]
[0.72 0.49 0.31 0.05 0.91 0.32 0.45 0.72 0.34 1.00 0.59 0.45 0.04 0.67 0.27 0.17 0.24 0.41 0.70 0.16 0.09 0.52 0.15 0.00 0.09 0.55 0.48 0.62 0.41 0.18 0.87 0.48 0.78 0.60 0.11 0.99 0.97 0.07 ]
[0.92 0.80 0.79 0.94 1.00 0.29 0.04 0.22 0.38 0.59 1.00 0.40 0.30 0.74 0.90 0.56 0.49 0.27 0.53 0.06 0.89 0.59 0.69 0.73 0.08 0.68 0.29 0.83 0.57 0.28 0.92 0.05 0.84 0.63 0.01 0.78 0.44 0.28 ]
[0.22 0.93 0.01 0.71 0.02 0.95 0.87 0.49 0.29 0.45 0.40 1.00 0.84 0.47 0.37 0.97 0.62 0.87 0.05 0.38 0.44 0.75 0.62 0.71 0.38 0.69 0.91 0.92 0.87 0.04 0.27 0.15 0.69 0.63 0.08 0.68 0.44 0.05 ]
[0.05 0.03 0.06 0.74 0.37 0.84 0.33 0.15 0.27 0.04 0.30 0.84 1.00 0.00 0.69 0.51 0.73 0.83 0.06 0.61 0.27 0.33 0.48 0.85 0.46 0.69 0.45 0.73 0.85 0.29 0.59 0.47 0.78 0.82 0.16 0.71 0.02 0.02 ]
[0.90 0.68 0.08 0.81 0.35 0.57 0.53 0.68 0.10 0.67 0.74 0.47 0.00 1.00 0.40 0.93 0.73 0.61 0.80 0.62 0.73 0.94 0.37 0.46 0.13 0.36 0.59 0.04 0.76 0.50 0.39 0.19 0.66 0.70 0.30 0.44 0.90 0.58 ]
[0.74 0.79 0.63 0.22 0.57 0.85 0.63 0.53 0.53 0.27 0.90 0.37 0.69 0.40 1.00 0.23 0.58 0.06 0.10 0.58 0.88 0.88 0.17 0.86 0.35 0.72 0.39 0.22 0.28 0.44 0.60 0.82 0.41 0.27 0.55 0.65 0.16 0.61 ]
[0.16 0.60 0.77 0.01 0.70 0.42 0.36 0.61 0.17 0.17 0.56 0.97 0.51 0.93 0.23 1.00 0.90 0.10 0.66 0.54 0.47 0.47 0.71 0.62 0.54 0.77 0.26 0.84 0.90 0.80 0.84 0.97 0.49 0.98 0.09 0.64 0.22 0.96 ]
[0.45 0.72 0.70 0.75 0.50 0.05 0.95 0.37 0.84 0.24 0.49 0.62 0.73 0.73 0.58 0.90 1.00 0.52 0.49 0.60 0.48 0.20 0.61 0.72 0.53 0.18 0.91 0.14 0.87 0.35 0.82 0.35 0.76 0.78 0.55 0.20 0.62 0.05 ]
[0.43 0.91 0.89 0.89 0.56 0.94 0.03 0.49 0.09 0.41 0.27 0.87 0.83 0.61 0.06 0.10 0.52 1.00 0.54 0.23 0.19 0.15 0.35 0.17 0.52 0.03 0.52 0.35 0.88 0.67 0.70 1.00 0.16 0.32 0.71 0.95 0.03 1.00 ]
[0.05 0.42 0.58 0.95 0.58 0.91 0.50 0.74 0.28 0.70 0.53 0.05 0.06 0.80 0.10 0.66 0.49 0.54 1.00 0.13 0.15 0.12 0.74 0.80 0.42 0.96 0.52 0.70 0.07 0.71 0.31 0.42 0.65 0.12 0.36 0.90 0.54 0.88 ]
[0.30 0.99 0.75 0.97 0.33 0.95 0.35 0.97 0.78 0.16 0.06 0.38 0.61 0.62 0.58 0.54 0.60 0.23 0.13 1.00 0.36 0.23 0.55 0.67 0.78 0.09 0.97 0.50 0.56 0.82 0.79 0.00 0.97 0.83 0.78 0.42 0.07 0.56 ]
