D = 2;
n = [ 3 3 ];
N = 18;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.11 0.19 0.81 0.48 0.12 0.86 0.63 0.92 0.23 0.77 0.53 0.08 0.24 0.47 0.16 0.85 0.73 ]
[0.11 1.00 0.70 0.86 0.01 0.41 0.06 0.30 0.56 0.74 0.72 0.44 0.08 0.63 0.56 0.98 0.24 0.24 ]
[0.19 0.70 1.00 0.92 0.37 0.73 0.54 0.36 0.94 0.48 0.84 0.61 0.11 0.50 0.90 0.46 0.73 0.83 ]
[0.81 0.86 0.92 1.00 0.36 0.05 0.43 0.02 0.25 0.68 0.14 0.59 0.57 0.54 0.40 0.58 0.49 0.00 ]
[0.48 0.01 0.37 0.36 1.00 0.56 0.53 0.29 0.35 0.98 0.99 0.89 0.21 0.52 0.59 0.62 0.26 0.43 ]
[0.12 0.41 0.73 0.05 0.56 1.00 0.82 0.57 0.17 0.75 0.82 0.03 0.70 0.59 0.79 0.08 0.32 0.03 ]
[0.86 0.06 0.54 0.43 0.53 0.82 1.00 0.68 0.94 0.06 0.57 0.82 0.71 0.66 0.48 0.66 0.79 0.50 ]
[0.63 0.30 0.36 0.02 0.29 0.57 0.68 1.00 0.19 0.31 0.09 0.71 0.24 0.30 0.55 0.85 0.06 0.21 ]
[0.92 0.56 0.94 0.25 0.35 0.17 0.94 0.19 1.00 0.50 0.04 0.81 0.53 0.32 0.42 0.20 0.50 0.27 ]
[0.23 0.74 0.48 0.68 0.98 0.75 0.06 0.31 0.50 1.00 0.40 0.07 0.39 0.63 0.76 0.86 0.16 0.16 ]
[0.77 0.72 0.84 0.14 0.99 0.82 0.57 0.09 0.04 0.40 1.00 0.50 0.64 0.61 0.64 0.47 0.09 0.02 ]
[0.53 0.44 0.61 0.59 0.89 0.03 0.82 0.71 0.81 0.07 0.50 1.00 0.99 0.59 0.17 0.09 0.11 0.43 ]
[0.08 0.08 0.11 0.57 0.21 0.70 0.71 0.24 0.53 0.39 0.64 0.99 1.00 0.08 0.46 0.40 0.52 0.97 ]
[0.24 0.63 0.50 0.54 0.52 0.59 0.66 0.30 0.32 0.63 0.61 0.59 0.08 1.00 0.41 0.93 0.47 0.49 ]
[0.47 0.56 0.90 0.40 0.59 0.79 0.48 0.55 0.42 0.76 0.64 0.17 0.46 0.41 1.00 0.11 0.36 0.09 ]
[0.16 0.98 0.46 0.58 0.62 0.08 0.66 0.85 0.20 0.86 0.47 0.09 0.40 0.93 0.11 1.00 0.36 0.99 ]
[0.85 0.24 0.73 0.49 0.26 0.32 0.79 0.06 0.50 0.16 0.09 0.11 0.52 0.47 0.36 0.36 1.00 0.50 ]
[0.73 0.24 0.83 0.00 0.43 0.03 0.50 0.21 0.27 0.16 0.02 0.43 0.97 0.49 0.09 0.99 0.50 1.00 ]
];
