D = 2;
n = [ 3 3 ];
N = 66;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.49 0.71 0.52 0.06 0.23 0.23 0.27 0.80 0.84 0.11 0.65 0.03 0.52 0.45 0.75 0.61 0.99 0.27 0.42 0.23 0.97 0.00 0.05 0.36 0.54 0.92 0.94 0.43 0.33 0.74 0.69 0.12 0.57 0.37 0.57 0.86 0.66 0.74 0.77 0.05 0.96 0.54 0.77 0.55 0.15 0.53 0.24 0.10 0.58 0.21 0.09 0.97 0.57 0.17 0.38 0.75 0.83 0.31 0.57 0.30 0.73 0.52 0.73 0.37 0.12 ]
[0.49 1.00 0.43 0.45 0.27 0.80 0.52 0.11 0.66 0.24 0.38 0.74 0.08 0.40 0.82 0.90 0.79 0.98 0.48 0.16 0.97 0.23 0.98 0.69 0.10 0.79 0.58 0.24 0.04 0.48 0.19 0.61 0.58 0.16 0.04 0.89 0.60 0.56 0.25 0.30 0.78 0.27 0.27 0.15 0.43 0.78 0.60 0.33 0.44 0.37 0.40 0.68 0.61 0.43 0.38 0.08 0.53 0.63 0.47 0.93 0.30 0.77 0.51 0.08 0.57 0.02 ]
[0.71 0.43 1.00 0.14 0.85 0.19 0.80 0.90 0.20 0.14 0.43 0.63 0.91 0.80 0.33 0.29 0.28 0.24 0.54 0.43 0.92 0.81 0.32 0.65 0.70 0.73 0.97 0.68 0.68 0.26 0.25 0.59 0.91 0.34 0.15 0.64 0.97 0.57 0.81 0.91 0.81 0.08 0.59 0.00 0.34 0.48 0.02 0.08 0.06 0.94 0.60 0.91 0.93 0.86 0.62 0.08 0.73 0.68 0.97 0.33 0.05 0.94 0.11 0.87 0.79 0.60 ]
[0.52 0.45 0.14 1.00 0.31 0.64 0.75 0.55 0.80 0.72 0.47 0.87 0.85 0.35 0.90 0.54 0.13 0.64 0.91 0.39 0.42 0.60 0.35 0.62 0.37 0.72 0.71 0.90 0.46 0.62 0.21 0.84 0.53 0.22 0.33 0.22 0.12 0.82 0.62 0.15 0.31 0.05 0.63 0.30 0.83 0.78 0.51 0.12 0.14 0.16 0.29 0.38 0.74 0.63 0.21 0.45 0.05 0.16 0.69 0.42 0.16 0.37 0.20 0.93 0.96 0.55 ]
[0.06 0.27 0.85 0.31 1.00 0.69 0.75 0.67 0.87 0.46 0.09 0.85 0.16 0.78 0.34 0.80 0.11 0.53 0.42 0.89 0.11 0.45 0.97 0.20 0.24 0.99 0.24 0.12 0.43 0.50 0.33 0.46 0.87 0.90 0.20 0.43 0.66 0.27 0.75 0.26 0.63 0.73 0.59 0.69 0.12 0.14 0.11 0.44 0.03 0.11 0.97 0.59 0.79 0.13 0.89 0.87 0.85 0.07 0.01 0.97 0.06 0.98 0.11 0.18 0.10 0.22 ]
[0.23 0.80 0.19 0.64 0.69 1.00 0.49 0.76 0.56 0.94 0.77 0.34 0.23 0.72 0.99 0.96 0.14 0.78 0.04 0.31 0.57 0.79 0.09 0.68 0.01 0.89 0.33 0.87 0.82 0.75 0.65 0.05 0.78 0.51 0.08 0.90 0.06 0.99 0.58 0.52 0.91 0.27 0.72 0.44 0.39 0.54 0.98 0.10 0.84 0.83 0.74 0.17 0.90 0.22 0.50 0.98 0.59 0.51 0.65 0.51 0.89 0.66 0.73 0.23 0.23 0.19 ]
[0.23 0.52 0.80 0.75 0.75 0.49 1.00 0.90 0.85 0.12 0.39 0.45 0.23 0.30 0.69 0.82 0.95 0.42 0.75 0.53 0.03 0.91 0.44 0.48 0.06 0.64 0.57 0.51 0.82 0.94 0.12 1.00 0.21 0.71 0.65 0.94 0.70 0.06 0.37 0.83 0.96 0.86 0.59 0.52 0.07 0.09 0.86 0.53 0.26 0.76 0.81 0.97 0.24 0.01 0.75 0.92 0.92 0.35 0.83 0.06 0.72 0.36 0.59 0.18 0.65 0.26 ]
[0.27 0.11 0.90 0.55 0.67 0.76 0.90 1.00 0.49 0.77 0.35 0.40 0.59 0.20 0.11 0.73 0.01 0.02 0.41 0.50 0.66 0.22 0.25 0.40 0.15 0.99 0.78 0.29 0.07 0.75 0.10 0.26 0.15 0.81 0.03 0.30 0.21 0.65 0.37 0.76 0.23 0.57 0.26 0.50 0.89 0.59 0.36 0.27 0.85 0.71 0.41 0.95 0.54 0.05 0.70 0.01 0.77 0.53 0.46 0.80 0.97 0.10 0.54 0.14 0.09 0.58 ]
[0.80 0.66 0.20 0.80 0.87 0.56 0.85 0.49 1.00 0.33 0.88 0.28 0.21 0.28 0.92 0.19 0.80 0.28 0.20 0.28 0.73 0.24 0.72 0.36 0.00 0.92 0.63 0.94 0.41 0.49 0.63 0.01 0.50 0.92 0.84 0.61 0.95 0.80 0.54 0.78 0.43 0.21 0.71 0.30 0.92 0.34 0.29 0.79 0.97 0.46 0.01 0.36 1.00 0.33 0.08 0.99 0.54 0.16 0.95 0.89 0.62 0.70 0.54 0.51 0.14 0.50 ]
[0.84 0.24 0.14 0.72 0.46 0.94 0.12 0.77 0.33 1.00 0.66 0.20 0.13 0.81 0.63 0.44 0.62 0.64 0.24 1.00 0.14 0.89 0.84 0.04 0.53 0.58 0.19 0.40 0.07 0.18 0.81 0.36 0.25 0.46 0.75 0.22 0.85 0.24 0.93 0.17 0.75 0.55 0.32 0.56 0.19 0.23 0.92 0.16 0.27 0.57 0.23 0.92 0.83 0.61 0.64 0.82 0.96 0.41 0.68 0.46 0.07 0.93 0.58 0.10 0.42 0.98 ]
