D = 4;
n = [ 5 5 5 5 ];
N = 86;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.81 0.92 0.32 0.98 0.99 0.82 0.07 0.62 0.78 0.21 0.62 0.64 0.16 0.45 0.76 0.50 0.96 0.39 0.40 0.91 0.72 0.01 0.07 0.75 0.13 0.78 0.59 0.83 0.94 0.43 0.81 0.10 0.50 0.07 0.73 0.47 0.08 0.39 0.36 0.23 0.14 0.24 0.45 0.12 0.48 0.35 0.88 0.02 0.45 0.78 0.75 0.23 0.83 0.82 0.26 0.39 0.65 0.68 0.43 0.11 0.26 0.99 0.88 0.09 0.98 0.94 0.54 0.79 0.03 0.04 0.21 0.19 0.40 0.96 0.54 0.14 0.19 0.05 0.81 0.52 0.09 0.77 0.95 0.04 0.48 ]
[0.81 1.00 0.02 0.62 0.21 0.76 0.67 0.97 0.39 0.95 0.96 0.29 0.05 0.32 0.48 0.38 0.65 0.45 0.86 0.46 0.88 0.80 0.13 0.87 0.68 0.47 0.87 0.43 0.96 0.20 0.98 0.77 0.30 0.66 0.00 0.55 0.33 0.10 0.47 0.02 0.62 0.89 0.52 0.23 0.41 0.33 0.70 0.52 0.69 0.66 0.78 0.14 0.09 0.41 0.03 0.65 0.62 0.75 0.32 0.61 0.19 0.18 0.95 0.01 0.96 0.49 0.37 0.93 0.04 0.88 0.91 0.94 0.42 0.99 0.19 0.44 0.07 0.82 0.46 0.15 0.41 0.81 0.49 0.81 0.43 0.85 ]
[0.92 0.02 1.00 0.02 0.73 0.01 0.34 0.31 0.47 0.33 0.22 0.87 0.12 0.62 0.53 0.23 0.92 0.02 0.50 0.93 0.58 0.21 0.36 0.86 0.96 0.21 0.03 0.30 0.01 0.06 0.51 0.23 0.37 0.22 0.27 0.14 0.16 0.45 0.23 0.79 0.46 0.08 0.72 0.29 0.17 0.70 0.17 0.42 0.87 0.83 0.29 0.09 0.90 0.46 0.70 0.28 0.23 0.42 0.44 0.35 0.45 0.28 0.42 0.82 0.42 0.49 0.21 0.49 0.43 0.47 0.11 0.01 0.63 0.12 0.89 0.20 0.70 0.18 0.89 0.81 0.88 0.38 0.10 0.64 0.32 0.19 ]
[0.32 0.62 0.02 1.00 0.53 0.61 0.62 0.50 0.62 0.59 0.86 0.79 0.30 0.36 0.12 0.06 0.94 0.50 0.86 0.03 0.54 0.71 0.90 0.13 0.66 0.32 0.58 0.40 0.12 0.83 0.52 0.25 0.57 0.20 0.45 0.36 0.09 0.47 0.57 0.93 0.23 0.13 0.56 0.52 0.36 0.22 0.92 0.62 0.88 0.14 0.90 0.26 0.46 0.02 0.05 0.89 0.84 0.68 0.12 0.49 0.18 0.23 0.90 0.16 0.66 0.65 0.66 0.47 0.36 0.29 0.99 0.76 0.18 0.10 0.38 0.16 0.60 0.22 0.93 0.29 0.73 0.17 0.35 0.86 0.43 0.34 ]
[0.98 0.21 0.73 0.53 1.00 0.72 0.68 0.00 0.11 0.76 0.41 0.90 0.74 0.10 0.55 0.20 0.40 0.82 0.57 0.20 0.57 0.83 0.93 0.21 0.54 0.74 0.82 0.84 0.86 0.95 0.05 0.93 0.88 0.53 0.97 0.98 0.39 0.92 0.98 0.27 0.53 0.09 0.60 0.39 0.61 0.91 0.12 0.85 0.85 0.08 0.05 0.26 0.37 0.32 0.47 0.69 0.89 0.41 0.77 0.72 0.43 0.33 0.02 0.41 0.47 0.60 0.88 0.29 0.83 0.66 0.92 0.90 0.23 0.68 0.14 0.34 0.42 0.27 0.69 0.31 0.01 0.03 0.21 0.03 0.56 0.30 ]
[0.99 0.76 0.01 0.61 0.72 1.00 0.18 0.08 0.07 0.58 0.94 0.43 0.08 0.35 0.61 0.37 0.77 0.14 0.69 0.95 0.07 0.14 0.32 0.62 0.13 0.51 0.13 0.61 0.64 0.77 0.43 0.80 0.70 0.75 0.91 0.71 0.62 0.57 0.36 0.07 0.64 0.65 0.63 0.73 0.88 0.69 0.26 0.97 0.95 0.18 0.58 0.22 0.10 0.95 0.62 0.21 0.42 0.75 0.15 0.32 0.16 0.58 0.70 0.54 0.75 0.28 0.72 0.25 0.08 0.05 0.09 0.20 0.24 0.96 0.52 0.90 0.42 0.02 0.70 0.04 0.62 0.62 0.10 0.75 0.21 0.68 ]
[0.82 0.67 0.34 0.62 0.68 0.18 1.00 0.56 0.72 0.17 0.97 0.81 0.49 0.31 0.44 0.35 0.71 0.50 0.17 0.21 0.48 0.07 0.34 0.20 0.27 0.16 0.72 0.47 0.71 0.99 0.57 0.56 0.54 0.29 0.28 1.00 0.39 0.06 0.77 0.91 0.64 0.99 0.33 0.82 0.08 0.76 0.86 0.67 0.47 0.99 0.51 0.61 0.30 0.91 0.62 0.45 0.73 0.13 0.83 0.48 0.43 0.19 0.27 0.02 0.60 0.42 0.57 0.84 0.19 0.14 0.01 0.15 0.22 0.50 0.95 0.50 0.54 0.10 0.46 0.17 0.21 0.02 0.70 0.77 0.03 0.86 ]
[0.07 0.97 0.31 0.50 0.00 0.08 0.56 1.00 0.32 0.50 0.38 0.95 0.17 0.47 0.96 0.91 0.34 0.56 0.81 0.90 0.76 0.41 0.65 0.95 0.22 0.04 0.84 0.60 0.49 0.42 0.10 0.26 0.09 0.15 0.24 0.08 0.26 0.77 0.34 0.67 0.02 0.00 0.79 0.83 0.52 0.98 0.98 0.91 0.30 0.28 0.84 0.11 0.35 0.07 0.97 0.32 0.91 0.11 0.45 0.80 0.29 0.05 0.59 0.27 0.51 0.03 0.24 0.91 0.01 0.02 0.22 0.56 0.53 0.84 0.91 0.77 0.46 0.82 0.06 0.51 0.87 0.70 0.71 0.48 0.90 0.95 ]
[0.62 0.39 0.47 0.62 0.11 0.07 0.72 0.32 1.00 0.81 0.39 0.29 0.26 0.78 0.92 0.68 0.27 0.35 0.97 0.70 0.97 0.94 0.44 0.07 0.44 0.99 0.95 0.38 0.72 0.59 0.38 0.67 0.83 0.68 0.32 0.86 0.39 0.57 0.84 0.50 0.78 0.59 0.97 0.28 0.94 0.87 0.87 0.98 0.73 0.01 0.55 0.71 0.29 0.70 0.03 0.93 0.18 0.09 0.59 0.64 0.78 0.05 0.01 0.07 0.76 0.33 0.58 0.81 0.43 0.31 0.02 0.53 0.96 0.74 0.46 0.80 0.62 0.85 0.10 0.79 0.16 0.20 0.70 0.33 0.05 0.03 ]
[0.78 0.95 0.33 0.59 0.76 0.58 0.17 0.50 0.81 1.00 0.22 0.18 0.61 0.58 0.65 0.92 0.48 0.46 0.75 0.36 0.18 0.34 0.99 0.32 0.58 0.57 0.99 0.61 0.33 0.35 0.40 0.93 0.14 0.53 0.93 0.68 0.74 0.33 0.49 0.09 0.06 0.60 0.59 0.80 0.08 0.94 0.58 0.74 0.89 0.35 0.65 0.77 0.05 0.16 0.05 0.86 0.27 0.93 0.86 0.72 0.11 0.68 0.72 0.19 0.91 0.65 0.72 0.25 0.73 0.55 0.92 0.73 0.65 0.38 0.17 0.21 0.26 0.85 0.33 0.44 0.46 0.25 0.27 0.16 0.75 0.75 ]
