D = 6;
n = [ 5 5 5 5 5 5 ];
N = 83;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.42 0.18 0.81 0.53 0.51 0.91 0.60 0.21 0.68 0.51 0.80 0.81 0.42 0.26 0.70 0.82 0.11 0.23 0.68 0.68 0.04 0.82 0.03 0.50 0.55 0.70 0.92 0.45 0.61 0.06 0.46 0.19 0.31 0.59 1.00 0.99 0.40 0.36 0.85 0.57 0.98 0.84 0.56 0.21 0.44 0.14 0.60 0.02 0.57 0.28 0.52 0.38 0.91 0.63 0.67 0.39 0.61 0.71 0.77 0.76 0.57 0.37 0.95 0.01 0.28 0.10 0.38 0.08 0.94 0.41 0.11 0.61 0.20 0.50 0.02 0.88 0.84 0.96 0.94 0.64 0.57 0.14 ]
[0.42 1.00 0.19 0.79 0.16 0.19 0.06 0.76 0.02 0.55 0.81 0.31 0.04 0.22 0.83 0.65 0.00 0.52 0.04 0.22 0.22 0.45 0.30 0.76 0.02 0.85 0.06 0.57 0.93 0.43 0.79 0.08 0.29 0.17 0.90 0.28 0.44 0.35 0.11 0.69 0.89 0.56 0.00 0.31 0.69 0.80 0.07 0.21 0.24 0.41 0.02 0.30 0.25 0.91 0.34 0.92 0.17 0.83 0.77 0.29 0.92 0.11 0.66 0.23 0.93 0.94 0.33 0.77 0.99 0.75 0.06 0.40 0.95 0.71 0.81 0.54 0.20 0.30 0.63 0.93 0.62 0.66 0.59 ]
[0.18 0.19 1.00 0.51 0.27 0.07 0.36 0.09 0.66 0.21 0.92 0.25 0.23 0.22 0.07 0.44 0.73 0.49 0.88 0.62 0.91 0.93 0.59 0.15 0.33 0.22 0.58 0.29 0.96 0.57 0.82 0.19 0.82 0.69 0.94 0.73 0.15 0.92 0.73 0.71 0.53 0.83 0.82 0.97 0.99 0.61 0.14 0.24 0.28 0.57 0.78 0.92 0.87 0.52 0.91 0.21 0.89 0.17 0.99 0.40 0.39 0.64 0.07 0.95 0.07 0.07 0.07 0.63 0.48 0.27 0.20 0.02 0.68 0.30 0.00 0.79 0.96 0.39 0.28 0.19 0.07 0.48 0.67 ]
[0.81 0.79 0.51 1.00 0.48 0.30 0.18 0.40 0.70 0.34 0.14 0.67 0.48 0.73 0.03 0.15 0.07 0.66 0.88 0.89 0.03 0.60 0.42 0.74 0.49 0.95 0.77 0.13 0.99 0.78 0.03 0.69 0.18 0.81 0.26 0.98 0.36 0.50 0.27 0.15 0.12 0.83 0.05 0.90 0.18 0.66 0.85 0.50 0.60 0.09 0.93 0.81 0.68 0.83 0.05 0.87 0.91 0.33 0.33 0.89 0.01 0.49 0.14 0.84 0.56 0.88 0.16 0.23 0.53 0.64 0.60 0.53 0.64 0.51 0.70 0.81 0.78 0.96 0.64 0.92 0.19 0.63 0.08 ]
[0.53 0.16 0.27 0.48 1.00 0.17 0.31 0.08 0.71 0.93 0.93 0.32 0.07 0.73 0.96 0.29 0.50 0.13 0.97 0.71 0.91 0.93 0.76 0.78 0.79 0.49 0.56 0.77 0.26 0.49 0.42 0.69 0.37 0.65 0.60 0.78 0.56 0.13 0.05 0.14 0.60 0.63 0.14 0.66 0.96 0.43 0.52 0.77 0.17 0.92 0.04 0.34 0.86 0.48 0.36 0.09 0.25 0.36 0.28 0.67 0.03 0.49 0.69 0.38 0.13 0.69 0.88 0.92 0.18 0.84 0.39 0.00 0.75 0.12 0.40 0.37 0.33 0.34 0.73 0.44 0.33 0.82 0.60 ]
[0.51 0.19 0.07 0.30 0.17 1.00 0.61 0.40 0.79 0.49 0.15 0.10 0.74 0.42 0.99 0.71 0.23 0.72 0.94 0.66 0.84 0.44 0.98 0.68 0.97 0.54 0.30 0.56 0.42 0.37 0.94 0.18 0.44 0.36 0.51 0.98 0.85 0.62 0.05 0.44 0.19 0.36 0.45 0.60 0.41 0.70 0.61 0.71 0.08 0.67 0.92 0.04 0.64 0.03 0.32 0.82 0.95 0.90 0.24 0.51 0.76 0.84 0.46 0.08 0.62 0.35 0.50 0.57 0.87 0.08 0.56 0.40 0.40 0.77 0.76 0.29 0.74 0.21 0.81 0.73 0.37 0.87 0.93 ]
[0.91 0.06 0.36 0.18 0.31 0.61 1.00 0.93 0.26 0.60 0.20 0.43 0.34 0.01 0.79 0.84 0.20 0.88 0.91 0.86 0.29 0.11 0.66 0.26 0.10 0.90 0.56 0.84 0.82 0.24 0.11 0.70 0.10 0.09 0.55 0.41 0.74 0.01 0.09 0.43 0.95 0.77 0.15 0.11 0.65 0.73 0.70 0.82 0.58 0.79 0.73 0.59 0.15 0.51 0.03 0.10 0.11 0.06 0.34 0.78 0.41 0.31 0.44 0.60 0.27 0.84 0.47 0.39 0.18 0.61 0.90 0.18 0.06 0.13 0.88 0.46 0.69 0.16 0.82 0.08 0.10 0.44 0.49 ]
[0.60 0.76 0.09 0.40 0.08 0.40 0.93 1.00 0.88 0.47 0.49 0.09 0.72 0.75 0.14 0.64 0.64 0.12 0.96 0.42 0.06 0.59 0.10 0.55 0.06 0.41 0.42 0.66 0.71 0.12 0.07 0.17 0.60 0.02 0.29 0.55 0.42 0.46 0.93 0.43 0.29 0.64 0.00 1.00 0.19 0.50 0.04 0.99 0.42 0.48 0.12 0.47 0.78 0.93 0.66 0.22 0.23 0.15 0.11 0.17 0.32 0.49 0.16 0.62 0.62 0.25 0.44 0.17 0.64 0.66 0.30 0.38 0.45 0.23 0.67 0.71 0.74 0.48 0.57 0.63 0.98 0.10 0.68 ]
[0.21 0.02 0.66 0.70 0.71 0.79 0.26 0.88 1.00 0.86 0.52 0.67 0.55 0.89 0.57 0.18 0.70 0.92 0.37 0.68 0.10 0.34 0.76 0.93 0.17 0.64 0.94 0.65 0.92 0.40 0.89 0.43 0.56 0.48 0.61 0.76 0.04 0.66 0.04 0.90 0.80 0.79 0.98 0.91 0.70 0.83 0.47 0.39 0.70 0.35 0.16 0.56 0.07 0.88 0.39 0.37 0.79 0.58 0.39 0.87 0.17 0.52 0.28 0.87 0.82 0.25 0.92 0.09 0.71 0.19 0.84 0.46 0.79 0.37 0.08 0.13 0.78 0.98 0.86 0.12 0.49 0.07 0.38 ]
[0.68 0.55 0.21 0.34 0.93 0.49 0.60 0.47 0.86 1.00 0.47 0.96 0.03 0.25 0.89 0.65 0.13 0.69 0.79 0.37 0.12 0.73 0.79 0.12 0.77 0.71 0.24 0.59 0.32 0.09 0.72 0.65 0.02 0.30 0.05 0.63 0.22 0.87 0.65 0.25 0.15 0.64 0.81 0.07 0.49 0.12 0.52 0.38 0.84 0.47 0.70 0.24 0.30 0.06 0.97 0.47 0.70 0.87 0.47 0.68 0.13 0.33 0.50 0.98 0.34 0.42 0.75 0.99 0.73 0.88 0.42 0.87 0.23 0.74 0.37 0.22 0.93 0.94 0.32 0.56 0.76 0.41 0.83 ]
