D = 2;
n = [ 2 2 ];
N = 79;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.69 0.95 0.29 0.69 0.18 0.10 0.56 0.42 0.69 0.27 0.52 0.66 0.42 0.95 0.09 0.40 0.15 0.87 0.90 0.21 0.87 0.20 0.42 0.27 0.24 0.31 0.94 0.49 0.95 0.65 0.94 0.74 0.14 0.44 0.11 0.79 0.20 0.24 0.38 0.09 0.10 0.19 0.05 0.88 0.89 0.41 0.05 0.58 0.33 0.00 0.73 0.36 0.53 0.33 0.75 0.01 0.69 0.54 0.94 0.43 0.46 0.44 0.20 0.61 0.58 0.78 0.87 0.68 0.18 0.15 0.38 0.88 0.74 0.14 0.48 0.29 0.39 0.82 ]
[0.69 1.00 0.16 0.19 0.92 0.64 0.44 0.58 0.10 0.55 0.18 0.01 0.17 0.03 0.11 0.73 0.61 0.90 0.02 0.56 0.93 0.97 0.56 0.34 0.84 0.41 0.44 0.58 0.22 0.82 0.21 0.09 0.72 0.61 0.96 0.37 0.56 0.24 0.70 0.02 0.88 0.26 0.16 0.86 0.12 0.54 0.87 0.31 0.19 0.33 0.84 0.19 0.72 0.14 0.30 0.95 0.77 0.84 0.17 0.82 0.55 0.98 0.22 0.25 0.19 0.87 0.14 0.01 0.60 0.74 0.44 0.43 0.63 0.24 0.19 0.87 0.61 0.56 0.21 ]
[0.95 0.16 1.00 0.87 0.13 0.21 0.83 0.47 0.52 0.67 0.95 0.16 0.34 0.32 0.81 0.11 0.83 0.22 0.62 0.98 0.07 0.69 0.08 0.84 0.96 0.81 0.45 0.00 0.75 0.61 0.63 0.22 0.18 0.28 0.16 0.55 0.93 0.56 0.51 0.35 0.61 0.58 1.00 0.89 0.45 0.51 0.41 0.94 0.92 0.00 0.32 0.66 0.24 0.22 0.76 0.05 0.20 0.26 0.99 0.39 0.86 0.07 0.52 0.31 0.50 0.05 0.02 0.25 0.14 0.49 0.22 0.30 0.16 0.89 0.04 0.19 0.70 0.21 0.27 ]
[0.29 0.19 0.87 1.00 0.94 0.54 0.92 0.91 0.56 0.22 0.91 0.23 0.35 0.60 0.83 0.65 0.93 0.83 0.32 0.06 0.18 0.63 0.89 0.79 0.90 0.30 0.27 0.36 0.41 0.32 0.15 1.00 0.24 0.99 0.79 0.88 0.92 0.86 0.62 0.28 0.77 0.95 0.77 0.69 0.97 0.38 0.56 0.08 0.88 0.72 0.15 0.21 0.80 0.76 0.44 0.86 0.34 0.04 0.04 0.13 0.08 0.82 0.99 0.52 0.68 0.65 0.04 0.06 0.86 0.51 0.57 0.01 0.27 0.94 0.35 0.56 0.47 0.30 0.67 ]
[0.69 0.92 0.13 0.94 1.00 0.08 0.06 0.97 0.30 0.45 0.65 0.13 0.31 0.70 0.61 0.53 0.94 0.63 0.67 0.90 0.59 0.20 0.24 0.72 0.74 0.75 0.22 0.34 0.79 0.59 0.35 0.11 0.16 0.38 0.48 0.77 0.19 0.38 0.46 0.66 0.76 0.95 0.81 0.06 0.88 0.00 0.63 0.93 0.23 0.60 0.48 0.72 0.57 0.06 0.58 0.08 0.68 0.79 0.61 0.50 0.93 0.51 0.72 0.81 0.40 0.42 0.89 0.31 0.13 0.21 0.52 0.46 0.19 0.52 0.53 0.79 0.05 0.24 0.03 ]
[0.18 0.64 0.21 0.54 0.08 1.00 0.59 0.20 0.68 0.03 0.45 0.45 0.74 0.41 0.47 0.23 0.71 0.40 0.12 0.72 0.40 0.22 0.75 0.75 0.16 0.73 0.43 0.23 0.53 0.39 0.01 0.28 0.34 0.96 0.56 0.92 0.56 0.87 0.14 0.07 0.28 0.55 0.73 0.20 0.13 0.72 0.06 0.15 0.57 0.44 0.88 0.26 0.32 0.31 0.96 0.04 0.18 0.89 0.67 0.17 0.09 0.74 0.06 0.21 0.63 0.50 0.71 0.89 0.14 0.78 0.75 1.00 0.21 0.61 0.11 0.86 0.27 0.87 0.68 ]
[0.10 0.44 0.83 0.92 0.06 0.59 1.00 0.66 0.47 0.68 0.63 0.28 0.38 0.03 0.06 0.83 0.52 0.67 0.83 0.62 0.96 0.02 0.56 0.76 1.00 0.02 0.38 0.48 0.72 0.98 0.75 0.49 0.27 0.41 0.91 0.05 0.57 0.42 0.56 0.02 0.51 0.81 0.24 0.78 0.81 0.23 0.91 0.14 0.86 0.56 0.89 0.45 0.43 0.12 0.47 0.45 0.29 0.91 0.54 0.76 0.67 0.54 0.91 0.51 0.16 0.46 0.85 0.13 0.68 0.74 0.49 0.45 0.66 0.62 0.60 0.87 0.24 0.91 0.32 ]
[0.56 0.58 0.47 0.91 0.97 0.20 0.66 1.00 0.18 0.96 0.34 0.33 0.96 0.88 0.53 0.65 0.96 0.87 0.29 0.72 0.97 0.03 0.26 0.09 0.38 0.59 0.11 0.87 0.67 0.77 0.73 0.22 0.86 0.55 0.15 0.78 0.16 0.14 0.41 0.09 0.48 0.97 0.55 0.69 0.78 0.16 0.23 0.49 0.20 0.47 0.84 0.94 0.79 0.80 0.26 0.88 0.70 0.64 0.93 0.93 0.01 0.61 0.24 0.68 0.22 0.69 0.40 0.79 0.87 0.62 0.39 0.39 0.08 0.35 0.81 0.50 0.70 0.70 0.70 ]
[0.42 0.10 0.52 0.56 0.30 0.68 0.47 0.18 1.00 0.66 0.75 0.27 0.62 0.19 0.19 0.60 0.26 0.09 0.70 0.79 0.52 0.34 0.27 0.93 0.96 0.43 0.86 0.69 0.18 0.07 0.95 0.43 0.31 0.48 0.68 0.85 0.56 0.52 0.55 0.29 0.23 0.57 0.51 0.44 0.55 0.79 0.08 0.29 0.69 0.01 0.65 0.89 0.92 0.42 0.94 0.90 0.80 0.32 0.63 0.82 0.93 0.91 0.19 0.69 0.12 0.48 0.84 0.14 0.33 0.18 0.15 0.02 0.11 0.19 0.83 0.91 0.03 0.64 0.16 ]
[0.69 0.55 0.67 0.22 0.45 0.03 0.68 0.96 0.66 1.00 0.83 0.02 0.37 0.13 0.73 0.55 0.35 0.97 0.76 0.91 0.46 0.20 0.46 0.28 0.12 0.77 0.12 0.37 0.45 0.57 0.26 0.03 0.25 0.37 0.52 0.37 0.04 0.07 0.60 0.46 1.00 0.27 0.14 0.05 0.36 0.65 0.34 0.59 0.94 0.99 0.06 0.78 0.30 0.35 0.57 0.49 0.24 0.35 0.64 0.82 0.21 0.44 0.64 0.86 0.76 0.06 0.77 0.70 0.72 0.94 0.96 0.97 0.68 0.68 0.18 0.41 0.43 0.44 0.09 ]
