D = 4;
n = [ 3 3 3 3 ];
N = 26;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.46 0.00 0.54 0.56 0.08 0.26 0.94 0.73 0.64 0.75 0.61 0.63 0.31 0.98 0.21 0.23 0.68 0.40 0.21 0.11 0.95 0.09 0.90 0.27 0.02 ]
[0.46 1.00 0.18 0.08 0.70 0.86 0.30 0.88 0.09 0.37 0.76 0.49 0.32 0.37 0.49 1.00 0.75 0.16 0.02 0.45 0.53 0.93 0.42 0.71 0.07 0.06 ]
[0.00 0.18 1.00 0.63 0.03 0.37 0.25 0.56 0.03 0.00 0.65 0.85 0.14 0.39 0.90 0.91 0.96 0.85 0.51 0.46 0.60 0.63 0.72 0.42 0.92 0.09 ]
[0.54 0.08 0.63 1.00 0.37 0.98 0.24 0.28 0.94 0.12 0.71 0.18 0.93 0.70 0.89 0.50 0.81 0.67 0.48 0.85 0.44 0.92 0.48 0.36 0.79 0.09 ]
[0.56 0.70 0.03 0.37 1.00 0.54 0.40 0.77 0.30 0.97 0.24 0.08 0.49 0.78 0.14 0.92 0.90 0.57 0.59 0.05 0.76 0.90 0.86 0.49 0.65 0.10 ]
[0.08 0.86 0.37 0.98 0.54 1.00 0.95 0.85 0.66 0.21 0.72 0.46 0.75 0.87 0.55 0.65 0.09 0.51 0.22 0.10 0.47 0.46 0.96 0.97 0.45 0.73 ]
[0.26 0.30 0.25 0.24 0.40 0.95 1.00 0.28 0.00 0.54 0.61 0.51 0.29 0.06 0.83 0.11 0.07 0.12 0.26 0.74 0.28 0.69 0.17 0.04 0.64 0.36 ]
[0.94 0.88 0.56 0.28 0.77 0.85 0.28 1.00 0.93 0.90 0.39 0.80 0.01 0.39 0.42 0.29 0.03 0.79 0.07 0.40 0.38 0.38 0.47 0.41 0.54 0.47 ]
[0.73 0.09 0.03 0.94 0.30 0.66 0.00 0.93 1.00 0.49 0.03 0.99 0.39 0.06 0.73 0.32 0.47 0.78 0.09 0.02 0.05 0.20 0.97 0.96 0.09 0.29 ]
[0.64 0.37 0.00 0.12 0.97 0.21 0.54 0.90 0.49 1.00 0.74 0.95 0.57 0.08 0.12 0.58 0.54 0.80 0.66 0.67 0.62 0.95 0.59 0.19 0.74 0.91 ]
