D = 4;
n = [ 2 2 2 2 ];
N = 83;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.04 0.21 0.16 0.96 0.24 0.73 0.66 0.07 0.10 0.28 0.76 0.81 0.12 0.37 0.76 0.69 0.69 0.73 0.64 0.26 0.71 0.42 0.55 0.31 0.42 0.02 0.71 0.14 0.55 0.18 0.64 0.04 0.71 0.45 0.85 0.70 0.78 0.56 0.71 0.41 0.28 0.28 0.87 0.00 0.57 0.07 0.15 0.87 0.35 0.35 0.64 0.95 0.37 0.62 0.43 0.16 0.69 0.69 0.48 0.92 0.22 0.66 0.35 0.44 0.67 0.22 0.56 0.70 0.26 0.71 0.56 0.56 0.57 0.95 0.33 0.70 0.01 0.97 0.72 0.85 0.07 0.41 ]
[0.04 1.00 0.66 0.17 0.45 0.64 0.85 0.66 0.17 0.41 0.03 0.25 0.79 0.85 0.79 0.74 0.47 0.01 0.98 0.55 0.55 0.14 0.11 0.78 0.21 0.90 0.77 0.98 0.32 0.53 0.23 0.63 0.19 0.80 0.70 0.12 0.86 0.20 0.99 0.10 0.20 0.68 0.29 0.62 0.69 0.77 0.72 0.29 0.61 0.23 0.90 0.86 0.45 0.59 0.46 0.45 0.52 0.56 0.30 0.20 0.51 0.48 0.34 0.12 0.20 0.13 0.25 0.13 0.58 0.04 0.19 0.40 0.44 0.90 0.41 0.88 0.97 0.75 0.10 0.47 0.04 0.69 0.08 ]
[0.21 0.66 1.00 0.59 0.43 0.25 0.79 0.75 0.43 0.09 0.89 0.35 0.36 0.25 0.40 0.12 0.83 0.64 0.57 0.84 0.34 0.58 0.34 0.99 0.40 0.76 0.11 1.00 0.61 0.47 0.95 0.82 0.18 0.13 0.93 0.77 0.20 0.19 0.10 0.19 0.60 0.29 0.78 0.10 0.35 0.36 0.32 0.42 0.06 0.38 0.41 0.82 0.92 0.23 0.80 0.92 0.20 0.38 0.59 0.39 0.14 0.95 0.01 0.56 0.29 0.57 0.66 0.02 0.85 0.71 0.41 0.87 0.11 0.40 0.23 0.80 0.84 0.28 0.53 0.50 0.18 0.10 0.40 ]
[0.16 0.17 0.59 1.00 0.64 0.85 0.92 0.79 0.15 0.78 0.50 0.67 0.85 0.13 0.01 0.27 0.86 0.35 0.04 0.87 0.56 0.63 0.19 0.78 0.31 0.09 0.38 0.34 0.72 0.06 0.22 0.96 0.07 0.59 0.54 0.44 0.11 0.50 0.56 0.58 0.74 0.78 0.39 0.87 1.00 0.44 0.40 0.20 0.60 0.48 0.82 0.60 0.81 0.48 0.40 0.90 0.24 0.25 0.09 0.75 0.57 0.81 0.24 0.50 0.72 0.33 0.41 0.45 0.27 0.14 0.28 0.35 0.21 0.05 0.56 0.56 0.21 0.06 0.96 0.59 0.42 0.68 0.35 ]
[0.96 0.45 0.43 0.64 1.00 0.35 0.67 0.34 0.68 0.21 0.45 0.57 0.46 0.02 0.77 0.93 0.21 0.47 0.56 0.12 0.41 0.75 0.93 0.21 0.20 0.35 0.08 0.71 0.91 0.99 0.92 0.28 0.50 0.68 0.21 0.16 0.79 0.19 0.54 0.97 0.85 0.82 0.77 0.86 0.50 0.29 0.92 0.76 0.08 0.78 0.40 0.61 0.83 0.20 0.75 0.76 0.50 0.71 0.62 0.08 0.90 0.05 0.67 0.88 0.77 0.84 0.77 0.94 0.28 0.59 0.51 0.18 0.20 0.34 0.03 0.25 0.98 0.06 0.32 0.70 0.19 0.36 0.19 ]
[0.24 0.64 0.25 0.85 0.35 1.00 0.33 0.35 0.97 0.21 0.35 0.40 0.89 0.94 0.83 0.80 0.53 0.68 0.27 0.39 0.97 0.06 0.73 0.39 0.31 0.65 0.43 0.59 0.01 0.16 0.11 0.14 0.62 0.75 0.70 0.01 0.82 0.65 0.49 0.05 0.04 0.76 0.74 0.87 0.95 0.97 0.20 0.65 0.01 0.00 0.01 0.60 0.53 0.81 0.17 1.00 0.73 0.87 0.30 0.70 0.18 0.98 0.02 0.44 0.21 0.53 0.72 0.07 0.26 0.70 0.95 0.15 0.46 0.77 0.51 0.18 0.56 0.43 0.71 0.43 0.87 0.08 0.24 ]
[0.73 0.85 0.79 0.92 0.67 0.33 1.00 0.51 0.70 0.25 0.36 0.06 0.54 0.25 0.53 0.78 0.42 0.72 0.56 0.70 0.64 0.18 0.14 0.09 0.99 0.24 0.48 0.95 0.54 0.20 0.92 0.84 0.37 0.01 0.53 0.96 0.70 0.94 0.21 0.56 0.17 0.58 0.85 0.37 0.84 0.03 0.72 0.17 0.78 0.29 0.17 0.58 0.73 0.64 0.61 0.81 0.85 0.70 0.45 0.70 0.24 0.39 0.25 0.94 0.31 0.40 0.58 0.65 0.90 0.08 0.30 0.63 0.76 0.14 0.77 0.88 0.03 0.91 0.38 0.65 0.23 0.70 0.60 ]
[0.66 0.66 0.75 0.79 0.34 0.35 0.51 1.00 0.33 0.71 0.16 0.06 0.10 0.69 0.06 0.09 0.65 0.49 0.66 0.72 0.38 0.54 0.24 0.15 0.05 0.86 0.28 0.13 0.73 0.90 0.67 0.89 0.50 0.94 0.86 0.35 0.26 0.01 0.71 0.98 0.15 0.59 0.69 0.62 0.95 0.58 0.00 0.92 0.76 0.83 0.95 0.32 0.08 0.74 0.22 0.17 0.48 0.98 0.04 0.05 0.25 0.78 0.30 0.21 0.78 0.45 0.64 0.00 0.01 0.55 0.45 0.00 0.60 0.53 0.93 0.01 0.97 0.11 0.74 0.99 0.14 0.40 0.59 ]
[0.07 0.17 0.43 0.15 0.68 0.97 0.70 0.33 1.00 0.42 0.56 0.55 0.12 0.16 0.20 0.09 0.11 0.94 0.29 0.46 0.55 0.07 0.22 0.56 0.61 0.70 0.64 0.09 0.61 0.96 0.51 0.15 0.36 0.12 0.20 0.09 0.79 0.28 0.60 0.76 0.84 0.49 0.98 0.99 0.03 0.27 0.47 0.69 0.49 0.93 0.52 0.88 0.43 0.19 0.44 0.60 0.66 0.85 0.34 0.80 0.42 0.54 0.18 0.60 0.15 0.87 0.18 0.18 0.65 0.11 0.47 0.09 0.43 0.90 0.51 0.11 0.41 0.73 0.75 0.38 0.36 0.72 0.11 ]
[0.10 0.41 0.09 0.78 0.21 0.21 0.25 0.71 0.42 1.00 0.58 0.48 0.80 0.18 0.74 0.78 0.36 0.54 0.85 0.95 0.93 0.06 0.90 0.79 0.77 0.59 0.76 0.12 0.70 0.71 0.02 0.47 0.05 0.17 0.22 0.36 0.73 0.61 0.28 0.43 0.89 0.44 0.33 0.09 0.85 0.73 0.41 0.39 0.69 0.57 0.70 0.11 0.71 0.70 0.63 0.22 0.06 0.96 0.55 0.76 0.28 0.97 0.20 0.50 0.73 0.22 0.41 0.39 0.79 0.49 0.08 0.53 0.37 0.39 0.29 0.37 0.07 0.83 0.79 0.42 0.86 0.24 0.60 ]
[0.28 0.03 0.89 0.50 0.45 0.35 0.36 0.16 0.56 0.58 1.00 0.56 0.44 0.97 0.88 0.41 0.08 0.90 0.30 0.57 0.68 0.32 0.12 0.03 0.92 0.28 0.89 0.00 0.54 0.93 0.64 0.19 0.65 0.81 0.38 0.94 0.56 0.19 0.63 0.73 0.39 0.00 0.63 0.77 0.49 0.21 0.55 0.04 0.39 0.26 0.86 0.31 0.90 0.77 0.98 0.42 0.69 0.52 0.83 0.41 0.09 0.25 0.59 0.80 0.41 0.20 0.68 0.71 0.20 0.86 0.71 0.31 0.23 0.64 0.57 0.95 0.54 0.20 0.44 0.69 0.82 0.13 0.57 ]
[0.76 0.25 0.35 0.67 0.57 0.40 0.06 0.06 0.55 0.48 0.56 1.00 0.98 0.66 0.31 0.41 0.83 0.46 0.10 0.63 0.36 0.31 0.15 0.31 0.63 0.62 0.58 0.79 0.81 0.78 0.60 0.28 0.37 0.34 0.05 0.30 0.09 0.58 0.35 0.61 0.92 0.24 0.39 0.21 0.53 0.61 0.31 0.04 0.06 0.73 0.07 0.74 0.95 0.86 0.21 0.80 0.99 0.31 0.98 0.87 0.83 0.57 0.14 0.56 0.40 0.58 0.25 0.77 1.00 0.08 0.77 0.03 0.68 0.02 0.36 0.61 0.38 0.41 0.03 0.46 0.42 0.02 0.68 ]
