D = 2;
n = [ 2 2 ];
N = 75;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.79 0.84 0.82 0.50 0.11 0.16 0.72 0.43 0.24 0.42 0.09 0.88 0.00 0.90 0.62 0.41 0.46 0.76 0.92 0.84 0.53 0.87 0.84 0.06 0.90 0.60 0.92 0.10 0.31 0.54 0.78 0.30 0.16 0.24 0.88 0.24 0.24 0.85 0.90 0.41 0.28 0.08 0.47 0.96 0.69 0.93 0.52 0.02 0.25 0.38 0.29 0.66 0.72 0.95 0.72 0.47 1.00 0.31 0.69 0.06 0.19 0.15 0.85 0.82 0.57 0.14 0.57 0.47 0.47 0.96 0.99 0.75 0.23 0.29 ]
[0.79 1.00 0.31 0.22 0.63 0.62 0.58 0.95 0.56 0.26 0.74 0.77 0.82 0.24 0.99 0.83 0.93 0.89 0.62 0.12 0.23 0.80 0.91 0.44 0.83 0.39 0.83 0.75 0.04 0.81 0.78 0.52 0.86 0.80 0.63 0.71 0.91 0.67 0.75 0.38 0.65 0.79 0.22 0.85 0.71 0.59 0.28 0.08 0.77 0.63 0.60 0.03 0.66 0.00 0.81 0.99 0.79 0.47 0.28 0.68 0.85 0.51 0.73 0.53 0.44 0.46 0.20 0.65 0.72 0.23 0.09 0.41 0.41 0.60 0.89 ]
[0.84 0.31 1.00 0.81 0.79 0.28 0.22 0.87 0.02 0.34 0.77 0.02 0.37 0.41 0.63 0.82 0.84 0.59 0.98 0.16 0.32 0.19 0.61 0.49 0.70 0.77 0.20 0.20 0.75 0.45 0.25 0.33 0.86 0.94 0.45 0.51 0.42 0.67 0.17 0.16 0.66 0.57 0.76 0.23 0.58 0.38 0.65 0.24 0.27 0.40 0.30 0.72 0.14 0.83 0.63 0.99 0.62 0.65 0.05 0.73 0.21 0.96 0.30 0.17 0.70 0.10 0.66 0.79 0.28 0.24 0.90 0.70 0.68 0.44 0.10 ]
[0.82 0.22 0.81 1.00 0.25 0.32 0.19 0.12 0.95 0.20 0.32 0.18 0.27 0.07 0.75 0.72 0.00 0.81 0.61 0.30 0.55 0.11 0.23 0.34 0.13 0.26 0.07 0.47 0.10 0.16 0.23 0.33 0.55 0.21 0.73 0.64 0.32 0.46 0.27 0.23 0.54 0.54 0.87 0.13 0.80 0.26 0.13 0.47 0.45 0.42 0.16 0.90 0.53 0.40 0.81 0.19 0.59 0.44 0.70 0.40 0.23 0.77 0.37 0.72 0.23 0.17 0.35 0.27 0.04 0.81 0.31 0.81 0.40 0.31 0.35 ]
[0.50 0.63 0.79 0.25 1.00 1.00 0.02 0.03 0.53 0.24 0.44 0.95 0.97 0.81 0.96 0.96 0.34 0.65 0.02 0.84 0.49 0.90 0.52 0.68 0.90 0.70 0.41 0.28 0.13 0.34 0.31 0.05 0.23 0.18 0.12 0.32 0.06 0.11 0.02 0.24 0.09 0.66 0.31 0.78 0.67 0.07 0.88 0.39 0.32 0.37 0.14 0.36 0.70 0.86 0.32 0.86 0.35 0.98 0.57 0.35 0.55 0.39 0.40 0.40 0.22 0.36 0.96 0.95 0.98 0.61 0.19 0.01 0.71 0.18 0.01 ]
[0.11 0.62 0.28 0.32 1.00 1.00 0.77 0.75 0.23 0.90 0.42 0.01 0.91 0.12 0.98 0.82 0.06 0.46 0.21 0.00 0.20 0.90 0.82 0.08 0.62 0.12 0.96 0.61 0.53 0.47 0.78 0.24 0.48 0.23 0.88 0.32 0.82 0.59 0.66 0.81 0.77 0.13 0.38 0.37 0.74 0.49 0.47 0.46 0.74 0.04 0.04 0.65 0.79 0.99 0.60 0.45 0.37 0.54 0.91 0.68 0.24 0.33 0.69 0.57 0.30 0.20 0.22 0.90 0.96 0.35 0.06 0.46 0.05 0.88 0.83 ]
[0.16 0.58 0.22 0.19 0.02 0.77 1.00 0.63 0.83 0.62 0.33 0.63 0.43 0.26 0.13 0.23 0.22 0.57 0.88 0.75 0.94 0.52 0.49 0.82 0.44 0.49 0.89 0.65 0.00 0.63 0.47 0.84 0.10 0.01 0.50 0.68 0.31 0.04 0.64 0.21 0.40 0.59 0.08 0.57 0.38 0.20 0.23 0.99 0.27 0.09 0.11 0.64 0.50 0.98 0.74 0.83 0.85 0.73 0.70 0.64 0.81 0.77 0.70 0.17 0.27 0.99 0.87 0.76 0.25 0.66 0.91 0.95 0.47 0.75 0.75 ]
[0.72 0.95 0.87 0.12 0.03 0.75 0.63 1.00 0.55 0.86 0.53 0.58 0.16 0.59 0.01 0.36 0.64 0.10 0.39 0.33 0.74 0.52 0.11 0.36 0.67 0.92 0.60 0.52 0.57 0.13 0.69 0.79 0.43 0.33 0.89 0.96 0.52 0.56 0.38 0.13 0.30 0.55 0.43 0.46 0.28 0.46 0.96 0.99 0.38 0.61 0.96 0.82 0.93 0.70 0.84 0.86 0.56 0.04 0.49 0.71 0.57 1.00 0.13 0.72 0.24 0.10 0.76 0.04 0.85 0.09 0.22 0.40 0.45 0.32 0.43 ]
[0.43 0.56 0.02 0.95 0.53 0.23 0.83 0.55 1.00 0.15 0.88 0.22 0.55 0.76 0.74 0.79 0.65 0.90 0.25 0.87 0.74 0.29 0.76 0.98 0.87 0.68 0.47 0.85 0.28 0.49 0.77 0.19 0.45 0.13 0.19 0.75 0.09 0.07 0.76 0.80 0.28 0.83 0.06 0.88 0.71 0.95 0.63 0.31 0.41 0.49 0.89 0.97 0.06 0.28 0.56 0.92 0.08 0.90 0.33 0.61 0.06 0.52 0.19 0.68 0.82 0.42 0.84 0.04 0.87 0.63 0.51 0.59 0.05 0.62 0.96 ]
[0.24 0.26 0.34 0.20 0.24 0.90 0.62 0.86 0.15 1.00 0.63 0.97 0.77 0.14 0.19 0.87 0.41 0.65 0.86 0.11 0.87 0.89 0.79 0.87 0.95 0.57 0.23 0.36 0.26 0.35 0.02 0.68 0.53 0.33 0.64 0.11 0.29 0.68 0.89 0.80 0.99 0.48 0.57 0.96 0.98 0.66 0.98 0.45 0.30 0.95 0.57 0.39 0.80 0.43 0.20 0.84 0.19 0.00 0.99 0.66 0.72 0.36 0.43 0.58 0.21 0.70 0.77 0.58 0.38 0.64 0.24 0.09 0.43 0.45 0.56 ]
