D = 2;
n = [ 4 4 ];
N = 20;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.02 0.25 0.02 0.52 0.84 0.22 0.17 0.15 0.81 0.77 0.23 0.47 0.54 0.90 0.87 0.55 0.56 0.64 0.60 ]
[0.02 1.00 0.22 0.77 0.96 0.23 0.81 0.59 0.67 0.14 0.46 0.86 0.12 0.84 0.04 0.68 0.25 0.37 0.47 0.18 ]
[0.25 0.22 1.00 0.81 0.33 0.85 0.80 0.46 0.72 0.25 0.17 0.86 0.93 0.41 0.78 0.92 0.57 0.07 0.55 0.40 ]
[0.02 0.77 0.81 1.00 0.65 0.30 0.61 0.24 0.84 0.08 0.48 0.87 0.79 0.57 0.32 0.67 0.61 0.68 0.83 0.82 ]
[0.52 0.96 0.33 0.65 1.00 0.90 0.37 0.44 0.62 0.78 0.05 0.71 0.48 0.44 0.21 0.43 0.45 0.61 0.75 0.78 ]
[0.84 0.23 0.85 0.30 0.90 1.00 1.00 1.00 0.00 0.11 0.75 0.91 0.65 0.81 0.79 0.04 0.61 0.46 0.85 0.64 ]
[0.22 0.81 0.80 0.61 0.37 1.00 1.00 0.06 0.01 1.00 0.67 0.89 1.00 0.80 0.85 0.02 0.70 0.95 0.64 0.48 ]
[0.17 0.59 0.46 0.24 0.44 1.00 0.06 1.00 0.31 0.17 0.11 0.24 0.51 0.99 0.44 0.86 0.29 0.47 0.82 0.07 ]
[0.15 0.67 0.72 0.84 0.62 0.00 0.01 0.31 1.00 0.53 0.31 0.35 0.51 0.11 0.79 0.86 0.42 0.60 0.07 0.92 ]
[0.81 0.14 0.25 0.08 0.78 0.11 1.00 0.17 0.53 1.00 0.41 0.71 0.41 0.82 0.84 0.94 0.13 0.59 0.36 0.32 ]
[0.77 0.46 0.17 0.48 0.05 0.75 0.67 0.11 0.31 0.41 1.00 0.10 0.35 0.19 0.19 0.23 0.75 0.86 0.99 0.23 ]
[0.23 0.86 0.86 0.87 0.71 0.91 0.89 0.24 0.35 0.71 0.10 1.00 0.08 0.88 0.21 0.55 0.64 0.77 0.13 0.86 ]
[0.47 0.12 0.93 0.79 0.48 0.65 1.00 0.51 0.51 0.41 0.35 0.08 1.00 0.41 0.86 0.98 0.73 0.17 0.84 0.44 ]
[0.54 0.84 0.41 0.57 0.44 0.81 0.80 0.99 0.11 0.82 0.19 0.88 0.41 1.00 0.79 0.61 0.42 0.21 0.33 0.63 ]
[0.90 0.04 0.78 0.32 0.21 0.79 0.85 0.44 0.79 0.84 0.19 0.21 0.86 0.79 1.00 0.29 0.04 0.81 0.31 0.88 ]
[0.87 0.68 0.92 0.67 0.43 0.04 0.02 0.86 0.86 0.94 0.23 0.55 0.98 0.61 0.29 1.00 0.99 0.96 0.28 0.23 ]
[0.55 0.25 0.57 0.61 0.45 0.61 0.70 0.29 0.42 0.13 0.75 0.64 0.73 0.42 0.04 0.99 1.00 0.51 0.27 0.41 ]
[0.56 0.37 0.07 0.68 0.61 0.46 0.95 0.47 0.60 0.59 0.86 0.77 0.17 0.21 0.81 0.96 0.51 1.00 0.45 0.54 ]
[0.64 0.47 0.55 0.83 0.75 0.85 0.64 0.82 0.07 0.36 0.99 0.13 0.84 0.33 0.31 0.28 0.27 0.45 1.00 0.47 ]
[0.60 0.18 0.40 0.82 0.78 0.64 0.48 0.07 0.92 0.32 0.23 0.86 0.44 0.63 0.88 0.23 0.41 0.54 0.47 1.00 ]
];
