D = 2;
n = [ 1 1 ];
N = 27;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.96 0.30 0.36 0.83 0.45 0.89 0.01 0.82 0.55 0.03 0.98 0.94 0.77 0.20 0.55 0.13 0.54 0.65 0.64 0.36 0.83 0.13 0.01 0.79 0.42 0.00 ]
[0.96 1.00 0.14 0.39 0.88 0.25 0.04 0.75 0.46 0.53 0.68 0.94 0.45 0.33 0.72 0.51 0.98 0.22 0.12 0.49 0.15 0.11 0.63 0.98 0.40 0.05 0.91 ]
[0.30 0.14 1.00 0.75 0.67 0.52 0.79 0.65 0.95 0.36 0.32 0.72 0.12 0.51 0.55 0.82 0.95 0.60 0.72 0.62 0.11 0.14 0.83 0.90 0.30 0.02 0.19 ]
[0.36 0.39 0.75 1.00 0.04 0.97 0.97 0.49 0.47 0.61 0.63 0.49 0.17 0.14 0.44 0.24 0.23 0.09 0.17 0.93 0.95 0.39 0.84 0.32 0.55 0.29 0.04 ]
[0.83 0.88 0.67 0.04 1.00 0.99 0.68 0.45 0.27 0.28 0.89 0.28 0.58 0.11 0.56 0.60 0.06 0.44 0.79 0.04 0.32 0.42 0.16 0.29 0.98 0.75 0.09 ]
[0.45 0.25 0.52 0.97 0.99 1.00 0.64 0.56 0.09 0.57 0.59 0.85 0.70 0.19 0.50 0.15 0.60 0.39 0.40 0.12 0.70 0.77 0.58 0.47 0.97 0.71 0.25 ]
[0.89 0.04 0.79 0.97 0.68 0.64 1.00 0.86 0.68 0.17 0.82 0.50 0.17 0.29 0.37 0.64 0.17 0.38 0.41 0.65 0.57 0.45 0.90 0.56 0.61 0.97 0.91 ]
[0.01 0.75 0.65 0.49 0.45 0.56 0.86 1.00 0.96 0.68 0.16 0.43 0.67 0.21 0.28 0.67 0.27 0.29 0.92 0.57 0.23 0.56 0.26 0.85 0.90 0.53 0.60 ]
[0.82 0.46 0.95 0.47 0.27 0.09 0.68 0.96 1.00 0.94 0.75 0.86 0.79 0.94 0.01 0.45 0.20 0.36 0.90 0.01 0.17 0.97 0.49 0.67 0.14 0.49 0.98 ]
[0.55 0.53 0.36 0.61 0.28 0.57 0.17 0.68 0.94 1.00 0.10 0.32 0.33 0.23 0.57 1.00 0.58 0.62 0.06 0.75 0.55 0.19 0.07 0.35 0.65 0.78 0.02 ]
[0.03 0.68 0.32 0.63 0.89 0.59 0.82 0.16 0.75 0.10 1.00 0.08 0.45 0.04 0.25 0.09 0.00 0.06 0.07 0.31 0.52 0.45 0.60 0.61 0.82 0.80 0.28 ]
[0.98 0.94 0.72 0.49 0.28 0.85 0.50 0.43 0.86 0.32 0.08 1.00 0.57 0.36 0.25 0.07 0.61 0.74 0.08 0.53 0.29 0.15 0.61 0.28 0.11 0.11 0.03 ]
[0.94 0.45 0.12 0.17 0.58 0.70 0.17 0.67 0.79 0.33 0.45 0.57 1.00 0.18 0.37 0.75 0.78 0.55 0.82 0.30 0.01 0.29 0.33 0.88 0.11 0.38 0.84 ]
[0.77 0.33 0.51 0.14 0.11 0.19 0.29 0.21 0.94 0.23 0.04 0.36 0.18 1.00 0.12 0.63 0.40 0.47 0.25 0.21 0.64 0.35 0.44 0.68 0.76 0.87 0.29 ]
[0.20 0.72 0.55 0.44 0.56 0.50 0.37 0.28 0.01 0.57 0.25 0.25 0.37 0.12 1.00 0.20 0.14 0.90 0.28 0.89 0.67 0.77 0.67 0.22 0.61 0.01 0.20 ]
[0.55 0.51 0.82 0.24 0.60 0.15 0.64 0.67 0.45 1.00 0.09 0.07 0.75 0.63 0.20 1.00 0.70 0.16 0.85 0.14 0.24 0.74 0.30 0.24 0.73 0.26 0.95 ]
[0.13 0.98 0.95 0.23 0.06 0.60 0.17 0.27 0.20 0.58 0.00 0.61 0.78 0.40 0.14 0.70 1.00 0.44 0.98 0.64 0.28 0.29 0.10 0.40 0.86 0.95 0.57 ]
[0.54 0.22 0.60 0.09 0.44 0.39 0.38 0.29 0.36 0.62 0.06 0.74 0.55 0.47 0.90 0.16 0.44 1.00 0.28 0.40 0.05 0.67 0.96 0.34 0.99 0.45 0.08 ]
[0.65 0.12 0.72 0.17 0.79 0.40 0.41 0.92 0.90 0.06 0.07 0.08 0.82 0.25 0.28 0.85 0.98 0.28 1.00 0.84 0.56 0.24 0.18 0.00 0.44 0.78 0.63 ]
[0.64 0.49 0.62 0.93 0.04 0.12 0.65 0.57 0.01 0.75 0.31 0.53 0.30 0.21 0.89 0.14 0.64 0.40 0.84 1.00 0.45 0.22 0.88 0.37 0.86 0.04 0.91 ]
[0.36 0.15 0.11 0.95 0.32 0.70 0.57 0.23 0.17 0.55 0.52 0.29 0.01 0.64 0.67 0.24 0.28 0.05 0.56 0.45 1.00 0.03 0.46 0.56 0.61 0.87 0.02 ]
[0.83 0.11 0.14 0.39 0.42 0.77 0.45 0.56 0.97 0.19 0.45 0.15 0.29 0.35 0.77 0.74 0.29 0.67 0.24 0.22 0.03 1.00 0.23 0.96 0.81 0.54 0.34 ]
[0.13 0.63 0.83 0.84 0.16 0.58 0.90 0.26 0.49 0.07 0.60 0.61 0.33 0.44 0.67 0.30 0.10 0.96 0.18 0.88 0.46 0.23 1.00 0.53 0.41 0.02 0.41 ]
[0.01 0.98 0.90 0.32 0.29 0.47 0.56 0.85 0.67 0.35 0.61 0.28 0.88 0.68 0.22 0.24 0.40 0.34 0.00 0.37 0.56 0.96 0.53 1.00 0.47 0.42 0.99 ]
[0.79 0.40 0.30 0.55 0.98 0.97 0.61 0.90 0.14 0.65 0.82 0.11 0.11 0.76 0.61 0.73 0.86 0.99 0.44 0.86 0.61 0.81 0.41 0.47 1.00 0.99 0.32 ]
[0.42 0.05 0.02 0.29 0.75 0.71 0.97 0.53 0.49 0.78 0.80 0.11 0.38 0.87 0.01 0.26 0.95 0.45 0.78 0.04 0.87 0.54 0.02 0.42 0.99 1.00 0.02 ]
[0.00 0.91 0.19 0.04 0.09 0.25 0.91 0.60 0.98 0.02 0.28 0.03 0.84 0.29 0.20 0.95 0.57 0.08 0.63 0.91 0.02 0.34 0.41 0.99 0.32 0.02 1.00 ]
];
