D = 6;
n = [ 2 2 2 2 2 2 ];
N = 24;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 ];
m = [
[1.00 0.65 0.58 0.30 0.39 0.08 0.14 0.77 0.15 0.77 0.02 0.53 0.37 0.02 0.40 0.93 0.86 0.81 0.64 0.66 0.08 0.56 0.23 0.37 ]
[0.65 1.00 0.37 0.99 0.75 0.62 0.84 0.78 0.63 0.64 0.01 0.48 0.21 0.92 0.52 0.70 0.32 0.77 0.22 0.16 0.15 0.68 0.64 0.89 ]
[0.58 0.37 1.00 0.57 0.48 0.20 0.67 0.72 0.70 0.65 0.65 0.94 0.46 0.37 0.16 0.85 0.02 0.77 0.15 0.82 0.98 0.25 0.94 0.75 ]
[0.30 0.99 0.57 1.00 0.07 0.62 0.27 0.95 0.30 0.16 0.59 0.39 0.73 0.90 0.51 0.72 0.15 0.16 0.22 0.25 0.27 0.65 0.23 0.01 ]
[0.39 0.75 0.48 0.07 1.00 0.02 0.40 0.70 0.71 0.54 0.13 0.08 0.31 0.91 0.13 0.61 0.98 0.12 0.94 0.82 0.14 0.92 0.66 0.85 ]
[0.08 0.62 0.20 0.62 0.02 1.00 0.34 0.12 0.22 0.24 0.44 0.20 0.34 0.86 0.96 0.58 0.22 0.64 0.63 0.71 0.53 0.08 0.79 0.11 ]
[0.14 0.84 0.67 0.27 0.40 0.34 1.00 0.20 0.18 0.40 0.19 0.44 0.72 0.53 0.01 0.77 0.84 0.97 0.24 0.72 0.88 0.63 0.91 0.74 ]
[0.77 0.78 0.72 0.95 0.70 0.12 0.20 1.00 0.01 0.10 0.25 0.10 0.45 0.34 0.18 0.70 0.09 0.18 0.64 0.84 0.49 0.59 0.44 0.39 ]
[0.15 0.63 0.70 0.30 0.71 0.22 0.18 0.01 1.00 0.44 0.83 0.54 0.23 0.51 0.53 0.82 0.54 0.36 0.05 0.59 0.19 0.03 0.29 0.26 ]
[0.77 0.64 0.65 0.16 0.54 0.24 0.40 0.10 0.44 1.00 0.25 0.82 0.28 0.98 0.25 0.17 0.04 0.90 0.29 0.26 0.95 0.56 0.10 0.97 ]
[0.02 0.01 0.65 0.59 0.13 0.44 0.19 0.25 0.83 0.25 1.00 0.71 0.66 0.47 0.29 0.86 0.52 0.32 0.84 0.88 0.20 0.59 0.76 0.51 ]
[0.53 0.48 0.94 0.39 0.08 0.20 0.44 0.10 0.54 0.82 0.71 1.00 0.45 0.30 0.45 0.70 0.53 0.04 0.45 0.03 0.48 0.81 0.93 0.90 ]
[0.37 0.21 0.46 0.73 0.31 0.34 0.72 0.45 0.23 0.28 0.66 0.45 1.00 0.27 0.82 0.28 0.47 0.05 0.98 0.65 0.24 0.81 0.44 0.19 ]
[0.02 0.92 0.37 0.90 0.91 0.86 0.53 0.34 0.51 0.98 0.47 0.30 0.27 1.00 0.76 0.75 0.15 0.98 0.99 0.13 0.28 0.33 0.02 0.23 ]
[0.40 0.52 0.16 0.51 0.13 0.96 0.01 0.18 0.53 0.25 0.29 0.45 0.82 0.76 1.00 0.33 0.08 0.30 0.48 0.92 0.68 0.88 0.76 0.02 ]
[0.93 0.70 0.85 0.72 0.61 0.58 0.77 0.70 0.82 0.17 0.86 0.70 0.28 0.75 0.33 1.00 0.81 0.35 0.21 0.44 0.30 0.63 0.44 0.70 ]
[0.86 0.32 0.02 0.15 0.98 0.22 0.84 0.09 0.54 0.04 0.52 0.53 0.47 0.15 0.08 0.81 1.00 0.23 0.77 0.01 0.33 0.77 0.95 0.56 ]
[0.81 0.77 0.77 0.16 0.12 0.64 0.97 0.18 0.36 0.90 0.32 0.04 0.05 0.98 0.30 0.35 0.23 1.00 0.06 0.87 0.37 0.60 0.70 0.52 ]
[0.64 0.22 0.15 0.22 0.94 0.63 0.24 0.64 0.05 0.29 0.84 0.45 0.98 0.99 0.48 0.21 0.77 0.06 1.00 0.92 0.29 0.83 0.36 0.19 ]
[0.66 0.16 0.82 0.25 0.82 0.71 0.72 0.84 0.59 0.26 0.88 0.03 0.65 0.13 0.92 0.44 0.01 0.87 0.92 1.00 0.94 0.25 0.49 0.76 ]
[0.08 0.15 0.98 0.27 0.14 0.53 0.88 0.49 0.19 0.95 0.20 0.48 0.24 0.28 0.68 0.30 0.33 0.37 0.29 0.94 1.00 0.62 0.49 0.01 ]
[0.56 0.68 0.25 0.65 0.92 0.08 0.63 0.59 0.03 0.56 0.59 0.81 0.81 0.33 0.88 0.63 0.77 0.60 0.83 0.25 0.62 1.00 0.84 0.84 ]
[0.23 0.64 0.94 0.23 0.66 0.79 0.91 0.44 0.29 0.10 0.76 0.93 0.44 0.02 0.76 0.44 0.95 0.70 0.36 0.49 0.49 0.84 1.00 0.08 ]
[0.37 0.89 0.75 0.01 0.85 0.11 0.74 0.39 0.26 0.97 0.51 0.90 0.19 0.23 0.02 0.70 0.56 0.52 0.19 0.76 0.01 0.84 0.08 1.00 ]
];
