D = 2;
n = [ 2 2 ];
N = 49;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.78 0.07 0.68 0.66 0.99 0.55 0.43 0.18 0.55 0.42 0.88 0.49 0.30 0.64 0.84 0.38 0.20 0.53 0.85 0.82 0.62 0.97 0.11 0.95 0.30 0.70 0.29 0.03 0.93 0.15 0.20 0.61 0.54 0.01 0.52 0.98 0.72 0.53 0.24 0.71 0.14 1.00 0.86 0.02 0.93 0.49 0.36 0.68 ]
[0.78 1.00 0.48 0.53 0.72 0.26 0.62 0.27 0.96 0.84 0.63 0.28 0.35 0.89 0.85 0.26 0.69 0.03 0.88 0.36 0.75 0.46 0.71 0.04 0.26 0.07 0.25 0.39 0.68 0.33 0.11 0.22 0.66 0.33 0.65 0.59 0.46 0.45 0.09 0.39 0.18 0.49 0.52 0.74 0.52 0.56 0.78 0.40 0.29 ]
[0.07 0.48 1.00 0.36 0.23 0.25 0.58 0.72 0.17 0.43 0.23 0.29 0.60 0.83 0.19 0.80 0.32 0.52 0.07 0.54 0.88 0.11 0.48 0.05 0.16 0.40 0.80 0.11 0.84 0.90 0.20 0.68 0.26 0.79 0.81 0.79 0.46 0.98 0.42 0.93 0.63 0.04 0.04 0.23 0.63 0.62 0.32 0.88 0.53 ]
[0.68 0.53 0.36 1.00 0.52 0.38 0.47 0.77 0.34 0.41 0.97 0.62 0.35 0.14 0.21 0.02 0.55 0.89 0.34 0.68 0.74 0.78 0.54 0.31 0.81 0.29 0.05 0.50 0.87 0.47 0.98 0.30 0.03 0.89 0.97 0.34 0.49 0.69 0.05 0.94 0.29 0.39 0.76 0.89 0.61 0.31 0.36 0.03 0.25 ]
[0.66 0.72 0.23 0.52 1.00 0.14 0.47 0.17 0.82 0.33 0.63 0.47 0.97 0.02 0.93 0.94 0.03 0.97 0.39 0.86 1.00 0.49 0.32 0.06 0.58 0.22 0.77 0.31 0.90 0.08 0.53 0.58 0.96 0.84 0.63 0.51 0.47 0.50 0.19 0.93 0.30 0.04 0.66 0.88 0.38 0.19 0.76 0.65 0.21 ]
[0.99 0.26 0.25 0.38 0.14 1.00 0.91 0.24 0.35 0.02 0.90 0.07 0.21 0.60 0.12 0.18 0.78 0.68 0.66 0.96 0.36 0.93 0.11 0.24 0.27 0.68 0.77 0.08 0.91 0.94 0.13 0.88 0.73 0.88 0.43 0.10 0.56 0.06 0.44 0.34 0.35 0.73 0.88 0.42 0.88 0.75 0.63 0.04 0.48 ]
[0.55 0.62 0.58 0.47 0.47 0.91 1.00 0.51 0.02 0.61 0.89 0.28 0.15 0.57 0.97 0.45 0.22 0.43 0.87 0.10 0.58 0.25 0.05 0.18 0.71 0.91 0.95 0.62 0.94 0.86 0.91 0.95 0.21 0.48 0.31 0.70 0.48 0.20 0.39 0.01 0.20 0.45 0.47 0.23 0.91 0.55 0.33 0.62 0.92 ]
[0.43 0.27 0.72 0.77 0.17 0.24 0.51 1.00 0.46 0.95 0.06 0.11 0.90 0.37 0.76 0.19 0.73 0.71 0.08 0.20 0.64 0.13 0.72 0.69 0.95 0.24 0.81 0.84 0.07 0.96 0.39 0.02 0.77 0.36 0.04 0.59 0.71 0.38 0.83 0.41 0.02 0.25 0.98 0.97 0.03 0.90 0.85 0.67 0.40 ]
[0.18 0.96 0.17 0.34 0.82 0.35 0.02 0.46 1.00 0.62 0.38 0.03 0.06 0.18 0.80 0.48 0.57 0.81 0.26 0.44 0.33 0.08 0.48 0.90 0.74 0.52 0.62 0.94 0.78 0.02 0.60 0.82 0.60 0.41 0.22 0.17 0.37 0.70 0.49 0.54 0.26 0.40 0.17 0.61 0.93 0.41 0.01 0.02 0.94 ]
[0.55 0.84 0.43 0.41 0.33 0.02 0.61 0.95 0.62 1.00 0.59 0.67 0.12 0.98 0.36 0.47 0.35 0.27 0.42 0.49 0.18 0.66 0.47 0.68 0.54 0.56 0.32 0.10 0.59 0.01 0.95 0.52 0.53 0.05 0.86 0.43 0.24 0.05 0.42 0.21 0.48 0.51 0.66 0.72 0.15 0.48 0.13 0.19 0.60 ]
