D = 8;
n = [ 3 3 3 3 3 3 3 3 ];
N = 33;
d = [1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 6 6 6 6 7 7 7 7 8 8 8 8 8 ];
m = [
[1.00 0.68 0.33 0.62 0.28 0.06 0.27 0.40 0.18 0.05 0.92 0.12 0.92 0.73 0.08 0.20 0.28 0.98 0.40 0.02 0.46 0.30 0.17 0.30 0.51 0.57 0.36 0.37 0.16 0.15 0.80 0.82 0.58 ]
[0.68 1.00 0.22 1.00 0.01 1.00 0.33 0.09 0.82 0.06 0.97 0.34 0.19 0.28 0.26 0.39 0.79 0.17 0.61 0.66 0.02 0.83 0.03 0.14 0.47 0.21 0.55 0.72 0.65 0.54 0.40 0.69 0.81 ]
[0.33 0.22 1.00 0.29 0.67 0.31 0.78 0.98 0.85 0.12 0.31 0.60 0.15 0.17 0.58 0.39 0.53 0.44 0.48 0.39 0.79 0.50 0.62 0.55 0.05 0.16 0.32 0.52 0.97 0.93 0.85 0.52 0.46 ]
[0.62 1.00 0.29 1.00 0.13 0.55 0.45 0.55 0.79 0.22 0.07 0.39 0.02 0.95 0.45 0.76 0.02 0.37 0.09 0.56 0.36 0.54 0.07 0.57 0.15 0.72 0.06 0.13 0.56 0.51 0.71 0.76 0.88 ]
[0.28 0.01 0.67 0.13 1.00 0.86 0.46 0.48 0.92 0.88 0.91 0.67 0.57 0.77 0.13 0.61 0.55 0.88 0.74 0.63 0.72 0.56 0.84 0.50 0.57 0.52 0.18 0.55 0.27 0.25 0.59 0.27 0.87 ]
[0.06 1.00 0.31 0.55 0.86 1.00 0.90 0.98 0.59 0.17 0.65 0.68 0.06 0.68 0.04 0.59 0.66 0.23 0.41 0.13 0.20 0.39 0.34 0.05 0.18 0.07 0.68 0.02 0.33 0.34 0.58 0.33 0.54 ]
[0.27 0.33 0.78 0.45 0.46 0.90 1.00 0.10 0.16 0.17 0.29 0.76 0.24 0.74 0.27 0.22 1.00 0.81 0.80 0.39 0.50 0.67 0.53 0.84 0.77 0.71 0.55 0.82 0.41 0.76 0.17 0.10 0.62 ]
[0.40 0.09 0.98 0.55 0.48 0.98 0.10 1.00 0.81 0.70 0.37 0.43 0.68 0.71 0.57 0.02 0.63 0.07 0.62 0.59 0.28 0.02 0.57 0.31 0.34 0.97 0.02 0.91 0.81 0.37 0.93 0.35 0.59 ]
[0.18 0.82 0.85 0.79 0.92 0.59 0.16 0.81 1.00 0.56 0.70 0.21 0.08 0.58 0.45 0.13 0.31 0.65 0.25 0.97 0.20 0.61 0.77 0.35 0.47 0.88 0.81 0.53 0.29 0.80 0.03 0.93 0.84 ]
[0.05 0.06 0.12 0.22 0.88 0.17 0.17 0.70 0.56 1.00 0.23 0.59 0.33 0.56 0.26 0.57 0.01 0.62 0.06 0.40 0.01 0.99 0.11 0.41 0.41 0.82 0.73 0.47 0.42 0.55 0.91 0.29 0.33 ]
