D = 2;
n = [ 2 2 ];
N = 50;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.72 0.06 0.76 0.87 0.06 0.20 0.56 0.30 0.29 0.96 0.50 0.91 0.37 0.31 0.12 0.19 0.61 0.67 0.23 0.62 0.03 0.91 0.51 0.27 0.40 0.89 0.22 0.23 0.27 0.19 0.33 0.17 0.89 0.20 0.40 0.49 0.65 0.29 0.17 0.96 0.02 0.70 0.54 0.81 0.89 0.91 0.76 0.96 0.53 ]
[0.72 1.00 0.34 0.49 0.17 0.68 0.47 0.31 0.50 0.41 0.58 0.61 0.09 0.14 0.99 0.56 0.99 0.62 0.41 0.91 0.99 0.25 0.41 0.54 0.74 0.75 0.06 0.13 0.83 0.05 0.22 0.45 0.63 0.10 0.52 0.76 0.57 0.97 0.32 0.73 0.90 0.31 0.43 0.73 0.53 0.67 0.54 0.21 0.88 0.31 ]
[0.06 0.34 1.00 0.72 0.34 0.10 0.08 0.60 0.03 0.96 0.74 0.09 0.16 0.82 0.07 0.08 0.38 0.28 0.96 0.33 0.18 0.38 0.35 0.73 0.11 0.16 0.46 0.75 0.70 0.80 0.04 0.59 0.21 0.39 0.21 0.46 0.80 0.25 0.82 0.63 0.75 0.91 0.01 0.77 0.15 0.56 0.14 0.61 0.59 0.48 ]
[0.76 0.49 0.72 1.00 0.01 0.89 0.38 0.69 0.95 0.66 0.37 0.31 0.00 0.12 0.43 0.63 0.46 0.74 0.79 0.18 0.28 0.32 0.45 0.36 0.85 0.87 0.21 0.58 0.39 0.19 0.21 0.69 0.65 0.77 0.80 0.94 0.48 0.42 0.09 0.81 0.89 0.02 0.53 0.05 0.37 0.25 0.18 0.39 0.18 0.70 ]
[0.87 0.17 0.34 0.01 1.00 0.85 0.36 0.77 0.32 0.50 0.88 0.67 0.13 0.51 0.25 0.12 0.22 0.99 0.39 0.83 0.77 0.87 0.74 0.91 0.92 0.99 0.13 0.65 0.18 0.62 0.92 0.92 0.68 0.95 0.93 0.57 0.99 0.06 0.40 0.62 0.31 0.57 0.80 0.96 0.47 0.00 0.94 0.85 0.49 0.24 ]
[0.06 0.68 0.10 0.89 0.85 1.00 0.48 0.09 0.81 0.92 0.51 0.54 0.43 0.00 0.83 0.87 0.47 0.93 0.15 0.00 0.49 0.79 0.93 0.78 0.78 0.51 0.70 0.56 0.75 0.48 0.82 0.96 0.83 0.35 0.46 0.36 0.33 0.51 0.53 0.25 0.67 0.69 0.31 0.38 0.85 0.29 0.25 0.87 0.45 0.36 ]
[0.20 0.47 0.08 0.38 0.36 0.48 1.00 0.75 0.71 1.00 0.49 0.86 0.41 0.35 0.37 0.03 0.90 0.04 0.08 0.04 0.49 0.18 0.27 0.30 0.07 0.22 0.99 0.97 0.86 0.96 0.53 0.00 0.21 0.15 0.13 0.87 0.28 0.48 0.40 0.83 0.32 0.63 0.84 0.39 0.19 0.82 0.29 0.31 0.49 0.35 ]
[0.56 0.31 0.60 0.69 0.77 0.09 0.75 1.00 0.93 0.51 0.48 0.67 0.49 0.91 0.55 0.85 0.61 0.18 0.08 0.96 0.41 0.58 0.90 0.78 0.81 0.57 0.47 0.65 0.44 0.44 0.88 0.70 0.05 0.23 0.30 0.32 0.99 0.83 0.44 0.48 0.84 0.16 0.72 0.38 0.01 0.35 0.13 0.06 0.31 0.76 ]
[0.30 0.50 0.03 0.95 0.32 0.81 0.71 0.93 1.00 0.37 0.49 0.66 0.35 0.27 0.72 0.87 0.85 0.51 0.75 0.52 0.37 0.78 0.21 0.05 0.43 0.63 0.47 0.80 0.29 0.55 0.74 0.64 0.12 0.15 0.03 0.24 0.41 0.29 0.92 0.92 0.13 0.76 0.07 0.40 0.81 0.57 0.30 0.23 0.51 0.23 ]
[0.29 0.41 0.96 0.66 0.50 0.92 1.00 0.51 0.37 1.00 0.11 0.73 0.07 0.36 0.48 0.03 0.81 0.11 0.92 0.80 0.52 0.04 0.12 0.98 0.45 0.03 0.60 0.76 0.82 0.23 0.61 0.24 0.41 0.73 0.34 0.82 0.81 0.76 0.54 0.66 0.84 0.29 0.96 0.91 0.02 0.31 0.39 0.91 0.79 0.34 ]
[0.96 0.58 0.74 0.37 0.88 0.51 0.49 0.48 0.49 0.11 1.00 0.44 0.08 0.17 0.61 0.22 0.03 0.28 0.93 0.32 0.04 0.79 0.61 0.97 0.86 0.08 0.11 0.10 0.56 0.13 0.87 0.80 0.41 0.07 0.48 0.97 0.75 0.00 0.02 0.23 0.00 0.19 0.46 0.77 0.62 0.09 0.76 0.01 0.59 0.55 ]
[0.50 0.61 0.09 0.31 0.67 0.54 0.86 0.67 0.66 0.73 0.44 1.00 0.72 0.79 0.79 0.41 0.93 0.99 0.78 0.77 0.30 0.37 0.53 0.04 0.49 0.67 0.38 0.05 0.30 0.41 0.42 0.39 0.99 0.98 0.25 0.91 0.22 0.37 0.21 0.58 0.93 0.92 0.62 0.68 0.93 0.23 0.50 0.67 0.18 0.37 ]
[0.91 0.09 0.16 0.00 0.13 0.43 0.41 0.49 0.35 0.07 0.08 0.72 1.00 0.19 0.77 0.44 0.74 0.97 1.00 0.71 0.36 0.78 0.04 0.00 0.42 0.62 0.23 0.67 0.81 0.62 0.29 0.79 0.56 0.26 0.09 0.25 0.40 0.08 0.62 0.22 0.62 0.72 0.31 0.32 0.80 0.89 0.35 0.29 0.34 0.46 ]
[0.37 0.14 0.82 0.12 0.51 0.00 0.35 0.91 0.27 0.36 0.17 0.79 0.19 1.00 0.51 0.54 0.35 0.56 0.21 0.47 0.80 0.72 0.49 0.49 0.39 0.30 0.20 0.81 0.47 0.22 0.79 0.93 0.67 0.43 0.43 0.75 0.99 0.66 0.09 1.00 0.03 0.01 0.18 0.76 0.73 0.57 0.02 0.28 0.74 0.10 ]
[0.31 0.99 0.07 0.43 0.25 0.83 0.37 0.55 0.72 0.48 0.61 0.79 0.77 0.51 1.00 0.71 0.48 0.86 0.54 0.58 0.89 0.35 0.95 0.69 0.75 0.72 0.35 0.43 0.90 0.93 0.03 0.44 0.07 0.29 0.53 0.92 0.49 0.93 0.62 0.74 0.41 0.15 0.23 0.76 0.72 0.19 0.96 0.50 0.61 0.52 ]
[0.12 0.56 0.08 0.63 0.12 0.87 0.03 0.85 0.87 0.03 0.22 0.41 0.44 0.54 0.71 1.00 0.60 0.35 0.82 0.19 0.96 0.78 0.03 0.02 0.66 0.45 0.57 0.54 0.06 0.75 0.69 0.56 0.68 0.76 0.70 0.87 0.20 0.15 0.11 0.44 0.28 0.88 0.41 0.81 0.74 0.09 0.39 0.74 0.39 0.34 ]
[0.19 0.99 0.38 0.46 0.22 0.47 0.90 0.61 0.85 0.81 0.03 0.93 0.74 0.35 0.48 0.60 1.00 0.68 0.73 0.69 0.65 0.94 0.45 0.44 0.66 0.85 0.37 0.56 0.53 0.53 0.23 0.64 0.19 0.77 0.86 0.07 0.43 0.98 0.98 0.87 0.44 0.82 0.59 0.58 0.59 0.35 0.61 0.11 0.30 0.06 ]
[0.61 0.62 0.28 0.74 0.99 0.93 0.04 0.18 0.51 0.11 0.28 0.99 0.97 0.56 0.86 0.35 0.68 1.00 0.81 0.77 0.21 0.77 0.86 0.06 0.29 0.76 0.31 0.65 0.90 0.11 0.68 0.27 0.46 0.55 0.43 0.31 0.07 0.95 0.56 0.37 0.19 0.80 0.04 0.34 0.91 0.04 0.98 0.22 0.57 0.12 ]
[0.67 0.41 0.96 0.79 0.39 0.15 0.08 0.08 0.75 0.92 0.93 0.78 1.00 0.21 0.54 0.82 0.73 0.81 1.00 0.37 0.38 0.79 0.82 0.10 0.21 0.09 0.66 0.10 0.80 0.75 0.40 0.21 0.95 0.42 0.24 0.93 0.19 0.25 0.40 0.12 0.29 0.50 0.77 0.14 0.76 0.09 0.09 0.49 0.75 0.01 ]
[0.23 0.91 0.33 0.18 0.83 0.00 0.04 0.96 0.52 0.80 0.32 0.77 0.71 0.47 0.58 0.19 0.69 0.77 0.37 1.00 0.81 0.75 0.37 0.39 0.06 0.37 0.90 0.88 0.24 0.63 0.71 0.24 0.68 0.22 0.85 0.01 0.31 0.53 0.31 0.52 0.95 0.61 0.64 0.34 0.00 0.90 0.38 0.56 0.02 0.60 ]
[0.62 0.99 0.18 0.28 0.77 0.49 0.49 0.41 0.37 0.52 0.04 0.30 0.36 0.80 0.89 0.96 0.65 0.21 0.38 0.81 1.00 0.59 0.42 0.48 0.93 0.54 0.41 0.23 0.34 0.17 0.48 0.89 0.68 0.19 0.04 0.62 0.21 0.42 0.36 0.26 0.53 0.47 0.50 0.16 0.24 0.80 0.82 0.12 0.43 0.83 ]
