D = 6;
n = [ 5 5 5 5 5 5 ];
N = 71;
d = [1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.47 0.01 0.87 0.65 0.01 0.51 0.63 0.92 0.33 0.32 0.23 0.11 0.00 0.89 0.50 0.38 0.42 0.34 0.99 0.34 0.98 0.22 0.53 0.49 0.11 0.66 0.66 0.16 0.83 0.61 0.41 0.36 0.51 0.22 0.66 0.59 0.28 0.44 0.37 0.21 0.17 0.21 0.46 0.58 0.81 0.71 0.09 0.15 0.39 0.07 0.45 0.28 0.69 0.21 0.55 0.14 0.43 0.98 0.07 0.41 0.44 0.86 0.95 0.92 0.29 0.24 0.58 0.59 0.04 0.21 ]
[0.47 1.00 0.75 0.93 0.85 0.95 0.13 0.53 0.36 0.29 1.00 0.35 0.30 0.50 0.13 0.37 0.52 0.20 0.19 0.69 0.05 0.20 0.08 0.68 0.30 0.24 0.35 0.27 0.04 0.13 0.79 0.86 0.09 0.05 0.75 0.67 0.23 0.27 0.92 0.32 0.85 0.03 0.21 0.20 0.41 0.34 0.86 0.09 0.19 0.18 0.02 0.51 0.85 0.24 0.45 0.39 0.92 0.91 0.86 0.85 0.94 0.85 0.55 0.49 0.86 0.82 0.04 0.21 0.81 0.19 0.93 ]
[0.01 0.75 1.00 0.79 0.81 0.68 0.60 0.98 0.01 0.71 0.14 0.78 0.70 0.33 0.20 0.82 0.27 0.39 0.92 0.24 0.28 0.25 0.98 0.94 0.38 0.43 0.86 0.04 0.48 0.89 0.54 0.44 0.98 0.16 0.47 0.74 0.60 0.64 0.53 0.74 0.36 0.49 0.29 0.07 0.32 0.09 0.61 0.58 0.96 1.00 0.98 0.20 0.30 0.64 0.78 0.40 0.64 0.19 0.25 0.55 0.60 0.07 0.70 0.32 0.17 0.21 0.47 0.66 0.52 0.68 0.97 ]
[0.87 0.93 0.79 1.00 0.20 0.53 0.94 0.37 0.00 0.13 0.61 0.13 0.53 0.22 0.00 0.20 0.63 0.80 0.26 0.86 0.22 0.23 0.85 0.93 0.15 0.59 0.04 0.51 0.21 0.96 0.15 0.36 0.68 0.45 0.40 0.78 0.59 0.19 0.58 0.98 0.47 0.95 0.89 0.99 0.69 0.66 0.04 0.34 0.10 0.68 0.89 0.18 0.38 0.61 0.75 0.87 0.23 0.70 0.69 0.63 0.11 0.20 0.45 0.22 0.53 0.17 0.32 0.21 0.85 0.94 0.14 ]
[0.65 0.85 0.81 0.20 1.00 0.83 0.81 0.63 0.99 0.86 0.42 0.80 0.72 0.89 0.95 0.37 0.62 0.04 0.96 0.21 0.43 0.04 0.38 0.81 0.87 0.35 0.96 0.68 0.35 0.61 0.94 0.57 0.45 0.47 0.92 0.84 0.70 0.07 0.74 0.11 0.15 0.96 0.48 0.32 0.61 0.69 0.37 0.45 0.99 0.32 0.68 0.80 0.79 0.53 0.70 0.25 0.22 0.76 0.71 0.44 0.45 0.15 0.51 0.32 0.12 0.77 0.91 0.80 0.21 1.00 0.91 ]
[0.01 0.95 0.68 0.53 0.83 1.00 0.82 0.21 0.51 0.39 0.50 0.68 0.74 0.80 0.75 0.02 0.15 0.78 0.29 0.79 0.38 0.77 0.30 0.25 0.25 0.60 0.19 0.52 0.20 0.91 0.90 0.37 0.15 0.12 0.81 0.73 0.50 0.51 0.68 0.04 0.16 0.00 0.87 0.18 0.44 0.89 0.27 0.50 0.75 0.34 0.85 0.72 0.36 0.88 0.48 0.70 0.98 0.65 0.31 0.02 0.41 0.74 0.70 0.50 0.44 0.94 0.07 0.42 0.84 0.68 0.78 ]
[0.51 0.13 0.60 0.94 0.81 0.82 1.00 0.70 0.33 0.63 0.21 0.67 0.80 0.92 0.49 0.67 0.48 0.68 0.38 0.68 0.13 0.24 0.05 0.73 0.77 0.88 0.37 0.45 0.72 0.78 0.73 0.43 0.02 0.84 0.09 0.73 0.97 0.82 0.15 0.69 0.27 0.90 0.19 0.61 0.84 0.03 0.55 0.98 0.50 0.13 0.42 0.19 0.13 0.33 0.27 0.23 0.34 0.82 0.03 0.36 0.49 0.55 0.53 0.85 0.37 0.20 0.57 0.85 0.20 0.95 0.26 ]
[0.63 0.53 0.98 0.37 0.63 0.21 0.70 1.00 0.85 0.95 0.70 0.67 0.49 0.03 0.73 0.23 0.89 0.07 0.90 0.16 0.53 0.92 0.09 0.62 0.68 0.71 1.00 0.93 0.65 0.63 0.38 0.11 0.52 0.89 0.05 0.61 0.17 0.82 0.82 0.53 0.03 0.24 0.17 0.23 0.98 0.66 0.40 0.21 0.98 0.75 0.69 0.21 0.07 0.36 0.12 0.98 0.18 0.45 0.39 0.77 0.59 0.85 0.32 0.28 0.79 0.39 0.84 0.60 0.37 0.54 0.91 ]
[0.92 0.36 0.01 0.00 0.99 0.51 0.33 0.85 1.00 0.35 0.01 0.70 0.09 0.12 0.98 0.47 0.69 0.14 0.36 0.93 0.14 0.80 0.77 0.17 0.95 0.66 0.89 0.99 0.93 0.76 0.78 0.48 0.11 0.17 0.65 0.67 0.06 0.63 0.64 0.16 0.81 0.53 0.81 0.50 0.39 0.13 0.51 0.67 0.61 0.43 0.32 0.47 0.49 0.19 0.68 0.34 0.86 0.36 0.66 0.12 0.57 0.75 0.74 0.48 0.59 0.70 0.78 0.36 0.12 0.18 0.50 ]
[0.33 0.29 0.71 0.13 0.86 0.39 0.63 0.95 0.35 1.00 0.73 0.23 0.46 0.67 0.32 0.87 0.05 0.40 0.79 0.65 0.28 0.29 0.73 0.45 0.35 0.36 0.78 0.39 0.15 0.64 0.15 0.13 0.72 0.23 0.36 0.07 0.71 0.03 0.31 0.98 0.01 0.92 0.27 0.92 0.24 0.32 0.02 0.12 0.67 0.75 0.13 0.98 0.61 0.60 0.47 0.21 0.29 0.42 0.00 0.87 0.69 0.34 0.12 0.71 0.79 0.15 0.81 0.85 0.43 0.13 0.22 ]
[0.32 1.00 0.14 0.61 0.42 0.50 0.21 0.70 0.01 0.73 1.00 0.56 0.94 0.79 0.76 0.14 0.96 0.91 0.32 0.35 0.89 0.54 0.82 0.28 0.44 0.64 0.65 0.13 0.81 0.15 0.16 0.05 0.56 0.83 0.26 0.88 0.38 0.63 0.16 0.44 0.23 0.86 0.78 0.24 0.61 0.21 0.42 0.41 0.36 0.44 0.72 0.47 0.58 0.72 0.47 0.96 0.39 0.36 0.92 0.51 0.77 0.14 0.56 0.14 0.73 0.72 0.11 0.58 0.59 0.41 0.95 ]
[0.23 0.35 0.78 0.13 0.80 0.68 0.67 0.67 0.70 0.23 0.56 1.00 0.61 0.98 0.00 0.70 0.96 0.55 0.84 0.73 0.42 0.57 0.71 0.23 0.37 0.39 0.44 0.27 0.12 0.34 0.74 0.15 0.32 0.42 0.26 0.95 0.58 0.58 0.87 0.23 0.67 0.93 0.60 0.29 0.12 0.99 0.97 0.11 0.98 0.94 0.12 0.90 0.26 0.91 0.93 0.39 0.09 0.11 0.88 0.27 0.44 0.97 0.59 0.68 0.45 0.93 0.30 0.43 0.93 0.64 0.12 ]
[0.11 0.30 0.70 0.53 0.72 0.74 0.80 0.49 0.09 0.46 0.94 0.61 1.00 0.65 0.21 0.63 0.16 0.16 0.11 0.38 0.92 0.03 0.22 0.13 0.13 0.49 0.16 0.36 0.93 0.39 0.97 0.48 0.43 0.94 0.74 0.97 0.04 0.63 0.49 0.84 0.50 0.79 0.32 0.18 0.02 0.80 0.45 0.70 0.25 0.15 0.76 0.65 0.56 0.44 0.30 0.04 0.15 0.62 0.19 0.72 0.56 0.25 0.37 0.98 0.41 0.67 0.82 0.19 0.77 0.89 0.44 ]
[0.00 0.50 0.33 0.22 0.89 0.80 0.92 0.03 0.12 0.67 0.79 0.98 0.65 1.00 0.61 0.31 0.67 0.85 0.89 0.24 0.29 0.76 0.58 1.00 0.75 0.40 0.00 0.81 0.15 0.09 0.44 0.17 0.66 0.21 0.36 0.43 0.67 0.28 0.70 0.50 0.23 0.63 0.94 0.90 0.97 0.22 0.46 0.06 0.82 0.38 0.75 0.47 0.29 0.76 0.74 0.24 0.77 0.90 0.64 0.95 0.13 0.61 0.64 0.81 0.05 0.52 0.88 0.05 0.94 0.91 0.60 ]
[0.89 0.13 0.20 0.00 0.95 0.75 0.49 0.73 0.98 0.32 0.76 0.00 0.21 0.61 1.00 0.90 0.22 0.98 0.07 0.35 0.90 0.36 0.18 0.77 0.08 0.88 0.52 0.77 0.75 0.22 0.03 0.66 0.30 0.16 0.28 0.31 0.61 0.67 0.97 0.70 0.62 0.45 0.28 0.99 0.76 0.15 0.95 0.08 0.23 0.37 0.97 0.44 0.84 0.39 0.65 0.98 0.57 0.72 0.90 0.34 0.19 0.56 0.16 0.05 0.50 0.03 0.52 0.31 0.14 0.27 0.16 ]
[0.50 0.37 0.82 0.20 0.37 0.02 0.67 0.23 0.47 0.87 0.14 0.70 0.63 0.31 0.90 1.00 0.26 0.26 0.05 0.51 0.79 0.10 0.58 0.78 0.88 0.66 0.64 0.58 0.71 0.68 0.41 0.77 0.58 1.00 0.95 0.36 0.26 0.71 0.40 0.61 0.53 0.69 0.74 0.30 0.88 0.89 0.05 0.71 0.74 0.03 0.99 0.58 0.55 0.92 0.39 0.17 0.77 0.44 0.22 0.52 0.91 1.00 0.24 0.98 0.89 0.49 0.14 0.45 0.21 0.60 0.77 ]
[0.38 0.52 0.27 0.63 0.62 0.15 0.48 0.89 0.69 0.05 0.96 0.96 0.16 0.67 0.22 0.26 1.00 0.11 0.14 0.02 0.65 0.94 0.02 0.88 0.99 0.52 0.78 0.06 0.96 0.60 0.11 0.67 0.40 0.27 0.75 0.86 0.69 0.37 0.90 0.41 0.26 0.35 0.87 0.35 0.21 0.40 0.62 0.41 0.93 0.91 0.05 0.25 0.72 0.63 0.74 0.71 0.74 0.53 0.69 0.15 0.58 0.19 0.08 0.03 0.09 0.29 0.04 0.33 0.43 0.65 0.34 ]
[0.42 0.20 0.39 0.80 0.04 0.78 0.68 0.07 0.14 0.40 0.91 0.55 0.16 0.85 0.98 0.26 0.11 1.00 0.36 0.75 0.92 1.00 0.26 0.70 0.16 0.54 0.67 0.89 0.04 0.22 0.06 0.90 0.90 0.26 0.91 0.85 0.69 0.10 0.80 0.16 0.19 0.02 0.59 0.54 0.73 0.61 0.35 0.19 0.37 0.62 0.91 0.82 0.25 0.65 0.70 0.79 0.96 0.74 0.34 0.45 0.19 0.56 0.08 0.94 0.72 0.74 0.55 0.21 0.47 0.13 0.88 ]
[0.34 0.19 0.92 0.26 0.96 0.29 0.38 0.90 0.36 0.79 0.32 0.84 0.11 0.89 0.07 0.05 0.14 0.36 1.00 0.15 0.46 0.39 0.77 0.96 0.44 0.00 0.32 0.34 0.54 0.41 0.08 0.17 0.10 0.35 0.38 0.96 0.16 0.88 0.41 0.67 0.47 0.87 0.31 0.89 0.96 0.35 0.15 0.44 0.66 0.26 0.55 0.70 0.94 0.46 0.40 1.00 0.70 0.79 0.12 0.52 0.49 0.27 0.40 0.29 0.82 0.69 0.53 0.75 0.13 0.36 0.56 ]
[0.99 0.69 0.24 0.86 0.21 0.79 0.68 0.16 0.93 0.65 0.35 0.73 0.38 0.24 0.35 0.51 0.02 0.75 0.15 1.00 0.65 0.05 0.76 0.43 0.24 0.31 0.26 0.93 0.42 0.94 0.94 0.33 0.79 0.86 0.32 0.38 0.13 0.98 0.49 0.36 0.94 0.23 0.50 0.66 0.88 0.59 0.21 0.22 0.77 0.61 0.63 0.25 0.92 0.08 0.21 0.03 0.88 0.67 0.00 0.55 0.79 0.01 0.62 0.18 0.26 0.78 0.45 0.79 0.85 0.23 0.84 ]
[0.34 0.05 0.28 0.22 0.43 0.38 0.13 0.53 0.14 0.28 0.89 0.42 0.92 0.29 0.90 0.79 0.65 0.92 0.46 0.65 1.00 0.21 0.87 0.62 0.51 0.45 0.08 0.83 0.13 0.64 0.68 0.88 0.40 0.74 0.84 0.06 0.43 0.12 0.08 0.50 0.91 0.20 0.56 0.43 0.74 0.70 0.01 0.83 0.34 0.12 0.22 0.93 0.49 0.93 0.95 0.85 0.10 0.48 0.34 0.09 0.87 0.64 0.17 0.06 0.91 0.08 0.17 0.77 0.93 0.26 0.97 ]
[0.98 0.20 0.25 0.23 0.04 0.77 0.24 0.92 0.80 0.29 0.54 0.57 0.03 0.76 0.36 0.10 0.94 1.00 0.39 0.05 0.21 1.00 0.21 0.41 0.82 0.23 0.29 0.97 0.87 0.35 0.99 0.50 0.21 0.20 0.28 0.47 0.70 0.87 0.01 0.22 0.72 0.97 0.74 0.92 0.50 0.16 0.25 0.51 0.58 0.85 0.21 0.73 0.93 0.66 0.56 0.13 0.78 0.35 0.37 0.50 0.55 0.13 0.40 0.69 0.32 0.88 0.28 0.79 0.25 0.84 0.55 ]
[0.22 0.08 0.98 0.85 0.38 0.30 0.05 0.09 0.77 0.73 0.82 0.71 0.22 0.58 0.18 0.58 0.02 0.26 0.77 0.76 0.87 0.21 1.00 0.19 0.79 0.28 0.47 0.87 0.29 0.57 0.08 0.84 0.68 0.23 0.27 0.96 0.65 0.40 0.03 0.68 0.69 0.60 0.95 0.30 0.59 0.39 0.53 0.13 0.14 0.72 0.91 0.74 0.53 0.44 0.86 0.50 0.00 0.63 0.40 0.34 0.67 0.75 0.16 0.49 0.34 0.54 0.81 0.09 0.40 0.01 0.94 ]
