D = 4;
n = [ 3 3 3 3 ];
N = 28;
d = [1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.86 0.40 0.81 0.08 0.36 0.84 0.94 0.72 0.37 0.07 0.76 0.87 0.91 0.81 1.00 0.71 0.19 0.01 0.54 0.10 0.18 0.74 0.71 0.85 0.17 0.01 0.71 ]
[0.86 1.00 0.84 0.66 0.09 0.85 0.84 0.12 0.27 0.62 0.74 0.59 0.59 0.74 0.48 0.72 0.94 0.26 0.95 0.40 0.79 0.13 0.32 0.64 0.32 0.08 0.60 0.63 ]
[0.40 0.84 1.00 0.82 0.77 0.29 0.83 0.74 0.35 0.29 0.48 0.22 0.65 0.29 0.19 0.83 0.80 0.68 0.39 0.59 0.60 0.69 0.25 0.53 0.17 0.84 0.18 0.66 ]
[0.81 0.66 0.82 1.00 0.27 0.67 0.17 0.42 0.65 0.57 0.47 0.10 0.66 0.59 0.52 0.61 0.23 0.75 0.74 0.02 0.83 0.42 0.46 0.25 0.14 0.65 0.81 0.00 ]
[0.08 0.09 0.77 0.27 1.00 0.31 0.05 0.73 0.41 0.40 0.28 0.01 0.05 0.86 0.28 0.23 0.10 0.58 0.75 0.60 0.43 0.99 0.31 0.97 0.11 0.72 0.55 0.34 ]
[0.36 0.85 0.29 0.67 0.31 1.00 0.51 0.99 0.43 0.60 0.51 0.71 0.53 0.79 0.68 0.11 0.44 0.63 0.94 0.69 0.37 0.05 0.47 0.47 0.91 0.74 0.95 0.60 ]
[0.84 0.84 0.83 0.17 0.05 0.51 1.00 0.13 0.34 0.17 0.88 0.07 0.75 0.05 0.47 0.37 0.03 0.81 0.87 0.31 0.21 0.22 0.76 0.54 0.35 0.74 0.91 0.24 ]
[0.94 0.12 0.74 0.42 0.73 0.99 0.13 1.00 0.58 0.64 0.82 0.57 0.64 0.05 0.60 0.31 0.70 0.56 0.36 0.71 0.08 0.60 0.58 0.46 0.97 0.31 0.99 0.02 ]
[0.72 0.27 0.35 0.65 0.41 0.43 0.34 0.58 1.00 0.49 0.66 0.45 0.45 0.01 0.90 0.07 0.74 0.64 0.50 0.01 1.00 0.05 0.13 0.88 0.40 0.88 0.37 0.23 ]
[0.37 0.62 0.29 0.57 0.40 0.60 0.17 0.64 0.49 1.00 0.51 0.41 0.85 0.21 0.54 0.62 0.81 0.37 0.65 0.54 0.21 0.14 0.81 0.38 0.36 0.74 0.10 0.27 ]
