D = 4;
n = [ 2 2 2 2 ];
N = 35;
d = [1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.71 0.69 0.69 0.11 0.73 0.76 0.14 0.27 0.70 0.29 0.77 0.73 0.20 0.34 0.60 0.43 0.98 0.15 0.77 0.71 0.26 0.93 0.89 0.91 0.83 0.82 0.93 0.05 0.96 0.53 0.64 0.10 0.43 0.26 ]
[0.71 1.00 0.36 0.32 0.75 0.72 0.00 0.55 0.52 0.70 0.97 0.29 0.71 0.84 0.87 0.67 0.46 0.14 0.43 0.21 0.70 0.16 0.94 0.42 0.97 0.60 0.71 0.10 0.07 0.27 0.43 0.26 0.14 0.09 0.98 ]
[0.69 0.36 1.00 0.73 0.19 0.76 0.78 0.40 0.54 0.12 0.73 0.35 0.41 0.87 0.40 0.83 0.56 0.48 0.03 0.18 0.09 0.36 0.18 0.24 0.15 0.62 0.06 0.58 0.16 0.32 0.85 0.88 0.68 0.87 0.97 ]
[0.69 0.32 0.73 1.00 0.24 0.39 0.32 0.59 0.64 0.64 0.04 0.15 0.03 0.24 0.33 0.22 0.83 0.25 0.85 0.89 0.54 0.93 0.16 0.64 0.93 0.63 0.01 0.46 0.11 0.00 0.19 0.97 0.05 0.99 0.70 ]
[0.11 0.75 0.19 0.24 1.00 0.80 0.32 0.46 0.85 0.37 0.18 0.69 0.83 0.02 0.54 0.79 0.23 0.50 0.25 0.10 0.62 0.30 0.23 0.55 0.64 0.18 0.14 0.16 0.05 0.69 0.48 0.56 0.56 0.36 0.32 ]
[0.73 0.72 0.76 0.39 0.80 1.00 0.45 0.06 0.41 0.69 0.07 0.36 0.39 0.63 0.96 0.28 0.23 0.37 0.83 0.81 0.43 0.83 0.72 1.00 0.47 0.55 0.96 0.38 0.31 0.75 0.82 0.53 0.72 0.28 0.74 ]
[0.76 0.00 0.78 0.32 0.32 0.45 1.00 0.27 0.59 0.69 0.54 0.21 0.20 0.79 0.55 0.74 0.24 0.15 0.84 0.22 0.73 0.64 0.52 0.04 0.64 0.81 0.31 0.95 0.06 0.09 0.74 0.40 0.35 0.36 0.29 ]
[0.14 0.55 0.40 0.59 0.46 0.06 0.27 1.00 0.41 0.58 0.36 0.92 0.90 0.76 0.83 0.17 0.10 0.69 0.35 0.17 0.04 0.76 0.38 0.27 0.45 0.62 0.39 0.92 0.91 0.51 0.88 0.43 0.03 0.97 0.89 ]
[0.27 0.52 0.54 0.64 0.85 0.41 0.59 0.41 1.00 0.57 0.02 0.95 0.79 0.89 0.32 0.04 0.41 0.95 0.39 0.28 0.44 0.05 0.20 0.01 0.64 0.38 0.22 1.00 0.18 0.07 0.74 0.95 0.42 0.46 0.64 ]
[0.70 0.70 0.12 0.64 0.37 0.69 0.69 0.58 0.57 1.00 0.79 0.30 0.69 0.70 0.43 0.89 0.75 0.59 0.07 0.90 0.93 0.88 0.21 0.42 0.03 0.23 0.47 0.33 0.44 0.22 0.05 0.05 0.73 0.42 0.47 ]
[0.29 0.97 0.73 0.04 0.18 0.07 0.54 0.36 0.02 0.79 1.00 0.78 0.09 0.78 0.17 0.17 0.04 0.87 0.53 0.82 0.66 0.14 0.21 0.84 0.31 0.40 0.10 0.42 0.95 0.02 0.89 0.80 0.83 0.26 0.68 ]
[0.77 0.29 0.35 0.15 0.69 0.36 0.21 0.92 0.95 0.30 0.78 1.00 0.49 0.45 0.62 0.38 0.21 0.85 0.85 0.28 0.89 0.42 0.21 0.97 0.53 0.21 0.54 0.40 0.90 0.30 0.75 0.94 0.73 0.25 0.26 ]
[0.73 0.71 0.41 0.03 0.83 0.39 0.20 0.90 0.79 0.69 0.09 0.49 1.00 0.79 0.43 0.91 0.45 0.11 0.22 0.72 0.91 0.50 0.88 0.55 0.51 0.35 0.93 0.35 0.52 0.01 0.08 0.86 0.25 0.95 0.58 ]
