D = 8;
n = [ 5 5 5 5 5 5 5 5 ];
N = 46;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6 6 6 6 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 ];
m = [
[1.00 0.04 0.21 0.36 0.27 0.61 0.25 0.89 0.58 0.55 0.67 0.98 0.37 0.47 0.43 0.16 0.26 0.98 0.84 0.80 0.23 0.32 0.20 0.91 0.42 0.46 0.76 0.42 0.88 0.03 0.01 0.43 0.42 0.31 0.01 0.61 0.59 0.31 0.96 0.76 0.35 0.30 0.34 0.65 0.18 0.66 ]
[0.04 1.00 0.37 0.49 0.54 0.51 0.47 0.49 0.38 0.72 0.05 0.26 0.81 0.56 0.55 0.35 0.06 0.20 0.70 0.72 0.26 0.91 0.57 0.02 0.53 0.54 0.66 0.21 0.06 1.00 0.26 0.30 0.12 0.03 0.41 0.33 0.47 0.36 0.28 0.51 0.78 0.12 0.17 0.98 0.34 0.10 ]
[0.21 0.37 1.00 0.74 0.17 0.65 0.68 0.84 0.80 0.67 0.64 0.34 0.30 0.72 0.67 0.92 0.59 0.90 0.04 0.41 0.13 0.12 0.72 0.90 0.01 0.74 0.68 0.63 0.49 0.33 0.14 0.08 0.97 0.37 0.16 0.54 0.07 0.44 0.24 0.16 0.10 0.90 0.14 0.55 0.50 0.58 ]
[0.36 0.49 0.74 1.00 0.26 0.83 0.08 0.41 0.03 0.81 0.86 0.21 0.06 0.54 0.52 0.52 0.59 0.62 0.48 0.09 0.55 0.45 0.32 0.08 0.23 0.03 0.22 0.02 0.62 0.84 0.57 0.45 0.37 0.69 0.52 0.30 0.14 0.02 0.72 0.88 0.62 0.60 0.76 0.82 0.25 0.30 ]
[0.27 0.54 0.17 0.26 1.00 0.31 0.98 0.87 0.01 0.03 0.66 0.39 0.91 0.02 0.00 0.03 0.35 0.96 0.19 0.74 0.45 0.89 0.12 0.87 0.40 0.47 0.69 0.05 0.54 0.55 0.23 0.27 0.94 0.18 0.24 0.49 0.20 0.86 0.90 0.97 0.89 0.22 0.72 0.38 0.05 0.99 ]
[0.61 0.51 0.65 0.83 0.31 1.00 0.46 0.59 0.69 0.21 0.22 0.31 0.03 0.61 0.94 0.73 0.90 0.43 0.22 0.32 0.96 0.17 0.55 0.50 0.52 0.14 0.69 0.17 0.50 0.59 0.54 0.35 0.06 0.77 0.11 0.22 0.92 0.17 0.07 0.75 0.54 0.70 0.88 0.74 0.67 0.09 ]
[0.25 0.47 0.68 0.08 0.98 0.46 1.00 0.42 0.44 0.59 0.72 0.65 0.51 0.38 0.59 0.68 0.00 0.42 0.23 0.76 0.99 0.11 0.74 0.99 0.41 0.82 0.59 0.32 0.41 0.21 0.97 0.85 0.52 0.20 0.19 0.21 0.43 0.82 0.34 0.89 0.40 0.53 0.38 0.69 0.32 0.33 ]
[0.89 0.49 0.84 0.41 0.87 0.59 0.42 1.00 0.21 0.92 0.47 0.28 0.58 0.28 0.89 0.78 0.30 0.78 0.32 0.74 0.72 0.94 0.44 0.34 0.37 0.57 0.03 0.46 0.26 0.75 0.87 0.17 0.80 0.09 0.05 0.37 0.05 0.82 0.59 0.26 0.57 0.07 0.14 0.15 0.16 0.39 ]
[0.58 0.38 0.80 0.03 0.01 0.69 0.44 0.21 1.00 0.89 0.68 0.76 0.01 0.50 0.07 0.11 0.70 0.89 0.88 0.86 0.63 0.00 0.02 0.17 0.93 0.71 0.99 0.65 0.77 0.57 0.99 0.89 0.74 0.42 0.47 0.57 0.64 0.24 0.79 0.43 0.98 0.01 0.31 0.21 0.81 0.43 ]
[0.55 0.72 0.67 0.81 0.03 0.21 0.59 0.92 0.89 1.00 0.98 0.92 0.82 0.77 0.39 0.96 0.19 0.29 0.47 0.13 0.62 0.52 0.50 0.90 0.71 0.58 0.35 0.42 0.69 0.30 0.45 0.26 0.94 0.33 0.58 0.99 0.87 0.96 0.27 0.81 0.66 0.34 0.97 0.78 1.00 0.05 ]
