D = 4;
n = [ 3 3 3 3 ];
N = 42;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.44 0.04 0.83 0.89 0.47 0.11 0.98 0.86 0.51 0.24 0.59 0.24 0.77 0.56 0.21 0.84 0.84 0.88 0.59 0.79 0.07 0.06 0.64 0.40 0.21 0.60 0.39 0.26 0.37 0.46 0.97 0.28 0.74 0.67 0.48 0.24 0.19 0.71 0.55 0.41 0.20 ]
[0.44 1.00 0.33 0.20 0.82 0.76 0.65 1.00 0.98 0.37 0.24 0.46 0.18 0.88 0.25 0.09 0.61 0.45 0.10 0.97 0.14 0.96 0.33 0.01 0.57 0.03 0.04 0.33 0.54 0.17 0.09 0.66 0.68 0.56 0.53 0.49 0.29 0.95 0.62 0.14 0.07 0.28 ]
[0.04 0.33 1.00 0.47 0.30 0.22 0.68 0.34 0.68 0.38 0.99 0.92 0.88 0.13 0.60 0.66 0.92 0.79 0.72 0.31 0.11 0.24 0.31 0.06 0.56 0.08 0.16 0.50 0.65 0.27 0.22 0.20 0.96 0.04 0.13 0.72 0.89 0.38 0.42 0.31 0.65 1.00 ]
[0.83 0.20 0.47 1.00 0.24 0.08 0.70 0.32 0.70 0.84 0.04 0.09 0.85 0.49 0.62 0.55 0.99 0.09 0.35 0.18 0.03 0.89 0.24 0.92 0.22 0.15 0.27 0.79 0.72 0.59 0.10 0.91 0.89 0.56 0.27 0.81 0.71 0.63 0.03 0.28 0.69 0.56 ]
[0.89 0.82 0.30 0.24 1.00 0.68 0.98 0.41 0.16 0.19 0.76 0.70 0.39 0.58 0.91 0.79 0.22 0.19 0.73 0.53 0.59 0.60 0.06 0.21 0.82 0.05 0.56 0.58 0.31 0.53 0.50 0.27 0.86 0.15 0.64 0.59 1.00 0.98 0.96 0.91 0.28 0.13 ]
[0.47 0.76 0.22 0.08 0.68 1.00 1.00 0.69 0.01 0.46 0.53 0.37 0.49 0.30 0.79 0.22 0.34 0.65 0.89 0.05 0.01 0.84 0.78 0.53 0.56 0.38 0.02 0.86 0.57 0.54 0.45 0.84 0.91 0.29 0.33 0.42 0.68 0.47 0.69 0.45 0.21 0.35 ]
[0.11 0.65 0.68 0.70 0.98 1.00 1.00 0.53 0.90 0.48 0.34 0.46 0.31 0.75 0.72 0.75 0.91 0.62 0.31 0.09 0.51 0.56 0.45 0.19 0.35 0.07 0.59 0.57 0.28 0.46 0.06 0.25 0.18 0.66 0.16 0.38 0.65 0.11 0.44 0.88 0.32 0.22 ]
[0.98 1.00 0.34 0.32 0.41 0.69 0.53 1.00 0.57 0.29 0.34 0.88 0.99 0.20 0.97 0.12 0.36 0.13 0.44 0.72 0.66 0.32 0.96 0.46 0.25 0.10 0.63 0.02 0.41 0.31 0.73 0.10 0.81 0.94 0.20 0.63 0.58 0.63 0.08 0.70 0.88 0.03 ]
[0.86 0.98 0.68 0.70 0.16 0.01 0.90 0.57 1.00 0.26 0.71 0.40 0.48 0.11 0.78 0.93 0.42 0.72 0.01 0.51 0.00 0.48 0.93 0.53 0.16 0.69 0.84 0.93 0.00 0.09 0.53 0.14 0.33 0.31 0.07 0.12 0.10 0.42 0.79 0.76 0.33 0.64 ]
[0.51 0.37 0.38 0.84 0.19 0.46 0.48 0.29 0.26 1.00 0.45 0.37 0.86 0.94 0.37 0.23 0.41 0.10 0.30 0.01 0.94 0.35 0.08 0.30 0.90 0.17 0.51 0.29 0.76 0.50 0.39 0.60 0.89 0.73 0.76 0.02 0.06 0.18 0.59 0.43 0.39 0.74 ]
[0.24 0.24 0.99 0.04 0.76 0.53 0.34 0.34 0.71 0.45 1.00 0.71 0.26 0.14 0.47 0.52 0.32 0.00 0.23 0.49 0.06 0.49 0.37 0.18 0.70 0.86 0.51 0.23 0.94 0.93 0.77 0.46 0.43 0.51 0.30 0.02 0.89 0.66 0.78 0.54 0.92 0.10 ]
[0.59 0.46 0.92 0.09 0.70 0.37 0.46 0.88 0.40 0.37 0.71 1.00 0.39 0.52 0.13 0.32 0.34 0.81 0.45 0.86 0.89 0.50 0.34 0.95 0.35 0.10 0.46 0.65 0.47 0.41 0.21 0.60 0.06 0.23 0.67 0.11 0.56 0.67 0.20 0.18 0.32 0.04 ]
[0.24 0.18 0.88 0.85 0.39 0.49 0.31 0.99 0.48 0.86 0.26 0.39 1.00 0.92 0.78 0.65 0.58 0.23 0.35 0.16 0.27 0.48 0.13 0.56 0.33 0.97 0.41 0.12 0.57 0.84 0.79 0.31 0.68 0.71 0.23 0.98 0.40 0.19 0.40 0.97 0.13 0.79 ]
[0.77 0.88 0.13 0.49 0.58 0.30 0.75 0.20 0.11 0.94 0.14 0.52 0.92 1.00 0.70 0.64 0.86 0.70 0.93 0.57 0.80 0.62 0.40 0.43 0.83 0.88 0.11 0.03 0.07 0.37 0.65 0.25 0.49 0.98 0.89 0.30 0.69 0.84 0.51 0.17 0.09 0.76 ]
[0.56 0.25 0.60 0.62 0.91 0.79 0.72 0.97 0.78 0.37 0.47 0.13 0.78 0.70 1.00 0.87 0.99 0.07 0.56 0.22 0.36 0.02 0.27 0.57 0.28 0.71 0.27 0.40 0.74 0.11 0.24 0.05 0.64 0.65 0.97 0.18 0.50 0.19 0.54 0.96 0.97 0.11 ]
[0.21 0.09 0.66 0.55 0.79 0.22 0.75 0.12 0.93 0.23 0.52 0.32 0.65 0.64 0.87 1.00 0.25 0.97 0.49 0.58 0.38 0.18 0.60 0.97 0.12 0.97 0.73 0.42 0.75 0.71 0.77 0.28 0.19 0.57 0.52 0.28 0.76 0.65 0.99 0.48 0.49 0.80 ]
[0.84 0.61 0.92 0.99 0.22 0.34 0.91 0.36 0.42 0.41 0.32 0.34 0.58 0.86 0.99 0.25 1.00 0.02 0.51 0.62 0.36 0.58 0.97 0.03 0.67 0.43 0.83 0.94 0.79 0.47 0.51 0.12 0.52 0.25 0.20 0.20 1.00 0.60 0.68 0.80 0.16 0.55 ]
[0.84 0.45 0.79 0.09 0.19 0.65 0.62 0.13 0.72 0.10 0.00 0.81 0.23 0.70 0.07 0.97 0.02 1.00 0.47 0.17 0.14 0.93 0.45 0.88 0.34 0.25 0.68 0.06 1.00 0.90 0.75 0.43 0.65 0.30 0.15 0.60 0.13 0.53 0.77 0.58 0.73 0.17 ]
[0.88 0.10 0.72 0.35 0.73 0.89 0.31 0.44 0.01 0.30 0.23 0.45 0.35 0.93 0.56 0.49 0.51 0.47 1.00 0.60 0.16 0.18 0.01 0.18 0.80 0.95 0.29 0.33 0.43 0.56 1.00 0.62 0.15 0.46 0.96 0.57 0.33 0.32 0.75 0.91 0.58 0.13 ]
[0.59 0.97 0.31 0.18 0.53 0.05 0.09 0.72 0.51 0.01 0.49 0.86 0.16 0.57 0.22 0.58 0.62 0.17 0.60 1.00 0.15 0.68 0.65 0.59 0.96 0.04 0.76 0.79 0.51 0.66 0.06 0.86 0.96 0.44 0.31 0.36 0.94 0.57 0.60 0.35 0.78 0.22 ]
[0.79 0.14 0.11 0.03 0.59 0.01 0.51 0.66 0.00 0.94 0.06 0.89 0.27 0.80 0.36 0.38 0.36 0.14 0.16 0.15 1.00 0.60 0.52 0.14 0.10 0.11 0.61 0.43 0.21 0.83 0.29 0.28 0.62 0.34 0.73 0.01 0.15 0.07 0.16 0.21 0.66 0.73 ]
[0.07 0.96 0.24 0.89 0.60 0.84 0.56 0.32 0.48 0.35 0.49 0.50 0.48 0.62 0.02 0.18 0.58 0.93 0.18 0.68 0.60 1.00 0.60 0.91 0.02 0.19 0.52 0.11 0.78 0.41 0.68 0.77 0.09 0.55 0.19 0.39 0.98 0.40 0.21 0.84 0.90 0.94 ]
[0.06 0.33 0.31 0.24 0.06 0.78 0.45 0.96 0.93 0.08 0.37 0.34 0.13 0.40 0.27 0.60 0.97 0.45 0.01 0.65 0.52 0.60 1.00 0.25 0.49 0.07 0.70 0.90 0.08 0.20 0.01 0.22 0.55 0.39 0.57 0.82 0.09 0.12 0.86 0.39 0.00 0.19 ]
[0.64 0.01 0.06 0.92 0.21 0.53 0.19 0.46 0.53 0.30 0.18 0.95 0.56 0.43 0.57 0.97 0.03 0.88 0.18 0.59 0.14 0.91 0.25 1.00 0.60 0.84 0.21 0.00 0.92 0.57 0.54 0.02 0.58 0.12 0.04 0.47 0.43 0.23 0.12 0.07 0.40 0.92 ]
[0.40 0.57 0.56 0.22 0.82 0.56 0.35 0.25 0.16 0.90 0.70 0.35 0.33 0.83 0.28 0.12 0.67 0.34 0.80 0.96 0.10 0.02 0.49 0.60 1.00 0.72 0.76 0.82 0.82 0.85 0.77 0.22 0.99 0.36 0.51 0.34 0.27 0.69 0.65 0.70 0.32 0.31 ]
[0.21 0.03 0.08 0.15 0.05 0.38 0.07 0.10 0.69 0.17 0.86 0.10 0.97 0.88 0.71 0.97 0.43 0.25 0.95 0.04 0.11 0.19 0.07 0.84 0.72 1.00 0.77 0.59 0.22 0.86 0.23 0.87 0.80 0.16 0.52 0.68 0.15 0.25 0.54 0.70 0.18 0.90 ]
[0.60 0.04 0.16 0.27 0.56 0.02 0.59 0.63 0.84 0.51 0.51 0.46 0.41 0.11 0.27 0.73 0.83 0.68 0.29 0.76 0.61 0.52 0.70 0.21 0.76 0.77 1.00 0.17 0.93 0.32 0.34 0.75 0.56 0.88 0.34 0.48 0.34 0.71 0.89 0.92 0.02 0.04 ]
[0.39 0.33 0.50 0.79 0.58 0.86 0.57 0.02 0.93 0.29 0.23 0.65 0.12 0.03 0.40 0.42 0.94 0.06 0.33 0.79 0.43 0.11 0.90 0.00 0.82 0.59 0.17 1.00 0.07 0.39 0.96 0.48 0.19 1.00 0.00 0.76 0.42 0.88 0.57 0.43 0.08 0.12 ]
[0.26 0.54 0.65 0.72 0.31 0.57 0.28 0.41 0.00 0.76 0.94 0.47 0.57 0.07 0.74 0.75 0.79 1.00 0.43 0.51 0.21 0.78 0.08 0.92 0.82 0.22 0.93 0.07 1.00 0.30 0.97 0.83 0.90 0.34 0.28 0.41 0.96 0.66 0.91 0.06 0.35 0.30 ]
[0.37 0.17 0.27 0.59 0.53 0.54 0.46 0.31 0.09 0.50 0.93 0.41 0.84 0.37 0.11 0.71 0.47 0.90 0.56 0.66 0.83 0.41 0.20 0.57 0.85 0.86 0.32 0.39 0.30 1.00 0.41 0.11 0.88 0.01 0.99 0.62 0.28 0.40 0.71 0.93 0.17 0.92 ]
[0.46 0.09 0.22 0.10 0.50 0.45 0.06 0.73 0.53 0.39 0.77 0.21 0.79 0.65 0.24 0.77 0.51 0.75 1.00 0.06 0.29 0.68 0.01 0.54 0.77 0.23 0.34 0.96 0.97 0.41 1.00 0.71 0.79 0.00 0.27 0.50 0.54 0.25 0.03 0.51 0.70 0.16 ]
[0.97 0.66 0.20 0.91 0.27 0.84 0.25 0.10 0.14 0.60 0.46 0.60 0.31 0.25 0.05 0.28 0.12 0.43 0.62 0.86 0.28 0.77 0.22 0.02 0.22 0.87 0.75 0.48 0.83 0.11 0.71 1.00 0.60 0.91 0.65 0.15 0.93 0.51 0.21 0.35 0.06 0.88 ]
[0.28 0.68 0.96 0.89 0.86 0.91 0.18 0.81 0.33 0.89 0.43 0.06 0.68 0.49 0.64 0.19 0.52 0.65 0.15 0.96 0.62 0.09 0.55 0.58 0.99 0.80 0.56 0.19 0.90 0.88 0.79 0.60 1.00 0.78 0.92 0.74 0.99 0.41 0.71 0.19 0.52 0.12 ]
[0.74 0.56 0.04 0.56 0.15 0.29 0.66 0.94 0.31 0.73 0.51 0.23 0.71 0.98 0.65 0.57 0.25 0.30 0.46 0.44 0.34 0.55 0.39 0.12 0.36 0.16 0.88 1.00 0.34 0.01 0.00 0.91 0.78 1.00 0.47 0.60 0.98 0.13 0.93 0.05 0.84 0.23 ]
[0.67 0.53 0.13 0.27 0.64 0.33 0.16 0.20 0.07 0.76 0.30 0.67 0.23 0.89 0.97 0.52 0.20 0.15 0.96 0.31 0.73 0.19 0.57 0.04 0.51 0.52 0.34 0.00 0.28 0.99 0.27 0.65 0.92 0.47 1.00 0.57 0.60 0.34 0.09 0.47 0.28 0.02 ]
[0.48 0.49 0.72 0.81 0.59 0.42 0.38 0.63 0.12 0.02 0.02 0.11 0.98 0.30 0.18 0.28 0.20 0.60 0.57 0.36 0.01 0.39 0.82 0.47 0.34 0.68 0.48 0.76 0.41 0.62 0.50 0.15 0.74 0.60 0.57 1.00 0.95 0.87 0.89 0.87 0.27 0.23 ]
[0.24 0.29 0.89 0.71 1.00 0.68 0.65 0.58 0.10 0.06 0.89 0.56 0.40 0.69 0.50 0.76 1.00 0.13 0.33 0.94 0.15 0.98 0.09 0.43 0.27 0.15 0.34 0.42 0.96 0.28 0.54 0.93 0.99 0.98 0.60 0.95 1.00 0.02 0.65 0.59 0.16 0.66 ]
[0.19 0.95 0.38 0.63 0.98 0.47 0.11 0.63 0.42 0.18 0.66 0.67 0.19 0.84 0.19 0.65 0.60 0.53 0.32 0.57 0.07 0.40 0.12 0.23 0.69 0.25 0.71 0.88 0.66 0.40 0.25 0.51 0.41 0.13 0.34 0.87 0.02 1.00 0.04 0.72 0.73 0.03 ]
[0.71 0.62 0.42 0.03 0.96 0.69 0.44 0.08 0.79 0.59 0.78 0.20 0.40 0.51 0.54 0.99 0.68 0.77 0.75 0.60 0.16 0.21 0.86 0.12 0.65 0.54 0.89 0.57 0.91 0.71 0.03 0.21 0.71 0.93 0.09 0.89 0.65 0.04 1.00 0.85 0.49 0.31 ]
[0.55 0.14 0.31 0.28 0.91 0.45 0.88 0.70 0.76 0.43 0.54 0.18 0.97 0.17 0.96 0.48 0.80 0.58 0.91 0.35 0.21 0.84 0.39 0.07 0.70 0.70 0.92 0.43 0.06 0.93 0.51 0.35 0.19 0.05 0.47 0.87 0.59 0.72 0.85 1.00 0.19 0.06 ]
[0.41 0.07 0.65 0.69 0.28 0.21 0.32 0.88 0.33 0.39 0.92 0.32 0.13 0.09 0.97 0.49 0.16 0.73 0.58 0.78 0.66 0.90 0.00 0.40 0.32 0.18 0.02 0.08 0.35 0.17 0.70 0.06 0.52 0.84 0.28 0.27 0.16 0.73 0.49 0.19 1.00 0.53 ]
[0.20 0.28 1.00 0.56 0.13 0.35 0.22 0.03 0.64 0.74 0.10 0.04 0.79 0.76 0.11 0.80 0.55 0.17 0.13 0.22 0.73 0.94 0.19 0.92 0.31 0.90 0.04 0.12 0.30 0.92 0.16 0.88 0.12 0.23 0.02 0.23 0.66 0.03 0.31 0.06 0.53 1.00 ]
];
