D = 4;
n = [ 4 4 4 4 ];
N = 63;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.40 0.89 0.97 0.92 0.95 0.21 0.66 0.33 0.82 0.09 0.44 0.85 0.41 0.59 0.48 0.66 0.45 0.04 0.13 0.94 0.65 0.26 0.55 0.93 0.36 0.20 0.60 0.48 0.40 0.07 0.39 0.92 0.33 0.31 0.87 0.75 0.97 0.72 0.21 0.47 0.89 0.43 0.91 0.10 0.31 0.69 0.94 0.76 0.88 0.89 0.49 0.83 0.40 0.26 0.33 0.32 0.74 0.21 0.91 0.58 0.90 0.12 ]
[0.40 1.00 0.94 0.12 0.99 0.05 0.72 0.90 0.79 0.61 0.13 0.74 0.01 0.36 0.26 0.26 0.81 0.41 0.55 0.40 0.49 0.36 0.88 0.98 0.96 0.50 0.52 0.35 0.06 0.53 0.02 0.43 0.73 0.00 0.02 0.64 0.34 0.68 0.09 0.71 0.38 0.34 0.32 0.28 0.57 0.92 0.72 0.49 0.14 0.61 0.42 0.03 0.73 0.18 0.61 0.17 0.19 0.09 0.82 0.99 0.85 0.89 0.16 ]
[0.89 0.94 1.00 0.32 0.48 0.71 0.22 0.70 0.40 0.73 0.21 0.81 0.96 0.72 0.72 0.92 0.91 0.25 0.94 0.93 0.35 0.73 0.15 0.54 0.35 0.06 0.27 0.75 0.00 0.47 0.85 0.74 0.92 0.99 0.55 0.30 0.87 0.84 0.56 0.31 0.34 0.24 0.43 0.28 0.52 0.42 0.91 0.28 0.01 0.41 0.94 0.83 0.58 0.46 0.73 0.44 0.59 0.34 0.42 0.76 0.09 0.93 0.39 ]
[0.97 0.12 0.32 1.00 0.12 0.38 0.96 0.67 0.99 0.20 0.99 0.26 0.37 0.16 0.11 0.68 0.81 0.85 0.88 0.63 0.18 0.09 0.66 0.69 0.66 0.18 0.88 0.11 0.54 0.88 0.30 0.53 0.49 0.95 0.89 0.24 0.38 0.04 0.28 0.74 0.94 0.03 0.45 0.95 0.75 0.82 0.96 0.26 0.46 0.16 0.04 0.51 0.61 0.70 0.08 0.13 1.00 0.88 0.83 0.15 0.15 0.86 0.46 ]
[0.92 0.99 0.48 0.12 1.00 0.50 0.74 0.90 0.55 0.10 0.09 0.63 0.14 0.58 0.13 0.27 0.38 0.17 0.64 0.96 0.67 0.30 0.94 0.33 0.94 0.28 0.01 0.21 0.28 0.15 0.06 0.19 0.50 0.36 0.39 0.65 0.70 0.81 0.77 0.26 0.28 0.88 0.76 0.86 0.87 0.64 0.80 0.82 0.13 0.04 0.12 0.24 0.68 0.29 0.52 0.67 0.55 0.19 0.20 0.16 0.88 0.13 0.75 ]
[0.95 0.05 0.71 0.38 0.50 1.00 0.94 0.87 0.83 0.84 0.47 0.51 0.28 0.39 0.09 0.18 0.78 0.30 0.23 0.63 0.54 0.17 0.52 0.11 0.41 0.52 0.30 0.53 0.78 0.68 0.37 0.64 0.70 0.89 0.84 0.71 0.81 0.65 0.84 0.89 0.82 0.38 0.91 0.20 0.27 0.47 0.46 0.21 0.76 0.63 0.92 0.71 0.68 0.73 0.91 0.85 0.86 0.03 0.70 0.88 0.56 0.59 0.89 ]
[0.21 0.72 0.22 0.96 0.74 0.94 1.00 0.90 0.48 0.50 0.53 0.48 0.13 0.82 0.81 0.86 0.68 0.88 0.60 0.08 0.77 0.44 0.74 0.20 0.37 0.49 0.05 0.64 0.25 0.55 0.62 0.17 0.51 0.38 0.91 0.08 0.88 0.74 0.77 0.19 0.57 0.14 0.53 0.39 0.79 0.28 0.36 0.43 0.06 0.68 0.57 0.34 0.56 0.52 0.66 0.84 0.66 0.72 0.86 0.79 0.60 0.77 0.02 ]
[0.66 0.90 0.70 0.67 0.90 0.87 0.90 1.00 0.74 0.15 0.68 0.34 0.98 0.90 0.86 0.63 0.64 0.31 0.10 0.31 0.12 0.79 0.13 0.42 0.06 0.47 0.83 0.25 0.40 0.71 0.59 0.97 0.24 0.44 0.87 0.21 0.36 0.33 0.18 1.00 0.75 0.78 0.89 0.25 0.75 0.12 0.69 0.78 0.41 0.78 0.58 0.75 0.47 0.92 0.34 0.62 0.34 0.13 0.32 0.41 0.58 0.78 0.98 ]
[0.33 0.79 0.40 0.99 0.55 0.83 0.48 0.74 1.00 0.91 0.49 0.60 0.04 0.84 0.64 0.71 0.11 0.78 0.56 0.00 0.51 0.84 0.53 0.58 0.55 0.33 0.55 0.85 0.57 0.17 0.68 0.86 0.38 0.70 0.61 0.82 0.56 0.30 0.20 0.59 0.36 0.69 0.29 0.85 0.75 0.06 0.03 0.97 0.30 0.39 0.80 0.32 0.68 0.08 0.05 0.30 0.27 0.97 0.49 0.10 0.91 0.63 0.13 ]
[0.82 0.61 0.73 0.20 0.10 0.84 0.50 0.15 0.91 1.00 0.47 0.35 0.46 0.24 0.96 0.16 0.32 0.45 0.42 0.89 0.99 0.32 0.21 0.80 0.38 1.00 0.08 0.13 0.12 0.18 0.65 0.75 0.19 0.44 0.34 0.84 0.18 0.73 0.42 0.31 0.04 0.80 0.83 0.02 0.77 0.35 0.54 0.01 0.89 0.01 0.31 0.97 0.26 0.12 0.51 0.71 0.96 0.93 0.45 0.66 0.17 0.84 0.32 ]
[0.09 0.13 0.21 0.99 0.09 0.47 0.53 0.68 0.49 0.47 1.00 0.32 0.73 0.70 0.10 0.31 0.57 1.00 0.33 0.84 0.32 0.49 0.52 0.91 0.72 0.22 0.02 0.47 0.71 0.67 0.06 0.78 0.13 0.45 0.43 0.25 0.82 0.43 0.47 0.35 0.89 0.72 0.43 0.76 0.54 0.71 0.39 0.76 0.05 0.88 0.96 0.93 0.80 0.33 0.63 0.68 0.63 0.80 0.30 0.67 0.49 0.48 0.51 ]
