D = 4;
n = [ 3 3 3 3 ];
N = 22;
d = [1 1 1 1 1 2 2 2 2 2 3 3 3 3 3 4 4 4 4 4 4 4 ];
m = [
[1.00 0.63 0.05 0.15 0.32 0.84 0.92 0.57 0.99 0.54 0.74 0.37 0.17 0.36 0.82 0.29 0.12 0.54 0.29 0.02 0.78 0.26 ]
[0.63 1.00 0.49 0.59 0.61 0.26 0.44 0.21 0.78 0.92 0.79 0.78 0.18 0.16 0.31 0.22 0.34 0.49 0.33 0.95 0.60 0.66 ]
[0.05 0.49 1.00 0.67 0.39 0.07 0.48 0.54 0.86 0.27 0.06 0.07 0.57 0.30 0.99 0.97 0.10 0.27 0.51 0.18 0.92 0.63 ]
[0.15 0.59 0.67 1.00 0.09 0.93 0.80 0.33 0.86 0.25 0.83 0.54 0.06 0.53 0.22 0.84 0.85 0.22 0.69 0.26 0.27 0.11 ]
[0.32 0.61 0.39 0.09 1.00 0.90 0.21 0.78 0.23 0.64 0.32 0.29 0.17 0.49 0.13 0.52 0.79 0.27 0.95 0.39 0.49 0.95 ]
[0.84 0.26 0.07 0.93 0.90 1.00 0.43 0.37 0.38 0.67 0.14 0.60 0.26 0.30 0.75 0.77 0.73 0.49 0.66 0.67 0.19 0.36 ]
[0.92 0.44 0.48 0.80 0.21 0.43 1.00 0.44 0.63 0.42 0.82 0.55 0.78 0.15 0.27 0.02 0.36 0.62 0.66 0.32 0.83 0.44 ]
[0.57 0.21 0.54 0.33 0.78 0.37 0.44 1.00 0.68 0.20 0.41 0.01 0.53 0.24 0.19 0.04 0.63 0.75 0.87 0.49 0.30 0.58 ]
[0.99 0.78 0.86 0.86 0.23 0.38 0.63 0.68 1.00 0.58 0.27 0.31 0.01 0.35 0.98 0.31 0.69 0.30 0.77 0.10 0.03 0.99 ]
[0.54 0.92 0.27 0.25 0.64 0.67 0.42 0.20 0.58 1.00 0.31 0.56 0.45 0.06 0.30 0.60 0.06 0.36 0.01 0.50 0.67 0.11 ]
[0.74 0.79 0.06 0.83 0.32 0.14 0.82 0.41 0.27 0.31 1.00 0.33 0.95 0.88 0.90 0.49 0.91 0.35 0.50 0.36 0.12 0.03 ]
[0.37 0.78 0.07 0.54 0.29 0.60 0.55 0.01 0.31 0.56 0.33 1.00 0.43 0.27 0.78 0.31 0.40 0.36 0.41 0.51 0.64 0.65 ]
[0.17 0.18 0.57 0.06 0.17 0.26 0.78 0.53 0.01 0.45 0.95 0.43 1.00 0.52 0.15 0.72 0.76 0.32 0.95 0.94 0.88 0.54 ]
[0.36 0.16 0.30 0.53 0.49 0.30 0.15 0.24 0.35 0.06 0.88 0.27 0.52 1.00 0.92 0.52 0.87 0.93 0.26 0.10 0.70 0.21 ]
[0.82 0.31 0.99 0.22 0.13 0.75 0.27 0.19 0.98 0.30 0.90 0.78 0.15 0.92 1.00 0.44 0.66 0.56 0.70 0.55 0.57 0.89 ]
[0.29 0.22 0.97 0.84 0.52 0.77 0.02 0.04 0.31 0.60 0.49 0.31 0.72 0.52 0.44 1.00 0.89 0.28 0.19 0.53 0.01 0.50 ]
[0.12 0.34 0.10 0.85 0.79 0.73 0.36 0.63 0.69 0.06 0.91 0.40 0.76 0.87 0.66 0.89 1.00 0.34 0.20 0.09 0.67 0.54 ]
[0.54 0.49 0.27 0.22 0.27 0.49 0.62 0.75 0.30 0.36 0.35 0.36 0.32 0.93 0.56 0.28 0.34 1.00 0.59 0.90 0.94 0.63 ]
[0.29 0.33 0.51 0.69 0.95 0.66 0.66 0.87 0.77 0.01 0.50 0.41 0.95 0.26 0.70 0.19 0.20 0.59 1.00 0.21 0.53 0.22 ]
[0.02 0.95 0.18 0.26 0.39 0.67 0.32 0.49 0.10 0.50 0.36 0.51 0.94 0.10 0.55 0.53 0.09 0.90 0.21 1.00 0.45 0.84 ]
[0.78 0.60 0.92 0.27 0.49 0.19 0.83 0.30 0.03 0.67 0.12 0.64 0.88 0.70 0.57 0.01 0.67 0.94 0.53 0.45 1.00 0.85 ]
[0.26 0.66 0.63 0.11 0.95 0.36 0.44 0.58 0.99 0.11 0.03 0.65 0.54 0.21 0.89 0.50 0.54 0.63 0.22 0.84 0.85 1.00 ]
];
