D = 2;
n = [ 5 5 ];
N = 67;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.96 0.33 0.77 0.46 0.31 0.58 0.31 0.94 0.26 0.53 0.88 0.35 0.07 0.23 0.10 0.42 0.61 0.20 0.30 0.18 0.49 0.77 0.16 0.30 0.21 0.77 0.43 0.56 0.15 0.21 0.84 0.91 0.78 0.31 0.23 0.17 0.86 0.50 0.18 0.13 0.95 0.70 0.97 0.97 0.82 0.07 0.19 0.22 0.95 0.64 0.02 0.80 0.69 0.62 0.38 0.43 0.71 0.60 0.22 0.15 0.91 0.90 0.16 0.19 0.42 0.25 ]
[0.96 1.00 0.53 0.43 0.15 0.03 0.38 0.95 0.19 0.57 0.91 0.13 0.32 0.54 0.62 0.54 0.38 0.33 0.75 0.77 0.56 0.84 0.73 0.22 0.53 0.76 0.51 0.59 0.48 0.92 0.47 0.78 0.49 1.00 0.22 0.49 0.11 0.85 0.97 0.72 0.37 0.95 0.23 0.84 0.71 0.73 0.52 1.00 0.08 0.89 0.13 0.87 0.59 0.16 0.60 0.19 0.48 0.92 0.95 0.71 0.77 0.69 0.80 0.39 0.88 0.39 0.46 ]
[0.33 0.53 1.00 0.07 0.04 0.09 0.42 0.66 0.01 0.02 0.98 0.27 0.39 0.91 0.69 0.67 0.46 0.93 0.49 0.88 0.28 0.61 0.04 0.09 0.64 0.01 0.25 0.03 0.77 0.08 0.15 0.48 0.52 0.74 0.98 0.14 0.02 0.82 0.45 0.80 0.13 0.23 0.32 0.28 0.56 0.09 0.22 0.71 0.71 0.62 0.44 0.78 0.25 0.26 0.68 0.64 0.36 0.72 0.76 0.94 0.89 0.69 0.12 0.55 0.33 0.14 0.68 ]
[0.77 0.43 0.07 1.00 0.17 0.72 0.44 0.66 0.06 0.76 0.86 0.68 0.87 0.49 0.82 0.88 0.31 0.60 0.52 0.95 0.31 0.10 0.21 0.23 0.99 0.68 0.42 0.23 0.68 0.51 0.38 0.31 0.49 0.81 0.14 0.32 0.92 0.17 0.50 0.26 0.92 0.47 0.95 0.20 0.97 0.29 0.36 0.06 0.84 0.84 0.58 0.03 0.99 0.18 0.71 0.12 0.03 0.29 0.70 0.93 0.86 0.79 0.97 0.77 0.62 0.83 0.02 ]
[0.46 0.15 0.04 0.17 1.00 0.68 0.53 0.06 0.85 0.35 0.60 0.47 0.11 0.62 0.63 0.31 0.19 0.95 0.91 0.52 0.55 0.25 0.61 0.35 0.24 0.54 0.83 0.91 0.62 0.76 0.10 0.97 0.88 0.65 0.97 0.48 0.44 0.31 0.96 0.23 0.30 1.00 0.53 0.70 0.19 0.80 0.48 0.09 0.07 0.95 0.25 0.61 0.47 0.09 0.76 0.96 0.10 0.83 0.92 0.99 0.40 0.75 0.66 0.99 0.03 0.75 0.73 ]
[0.31 0.03 0.09 0.72 0.68 1.00 0.99 0.56 0.17 0.77 0.74 0.20 0.85 0.53 0.79 0.74 0.52 0.86 0.60 0.06 0.93 0.60 0.93 0.41 0.38 0.79 0.10 0.55 0.16 0.47 0.35 0.48 0.49 0.22 0.70 0.68 0.54 0.29 0.10 0.11 0.51 0.02 0.31 0.70 0.41 0.92 0.77 0.20 0.08 0.61 0.37 0.22 0.96 0.04 0.04 0.59 0.81 0.86 0.92 0.34 0.18 0.66 0.62 0.84 0.35 0.12 0.02 ]
[0.58 0.38 0.42 0.44 0.53 0.99 1.00 0.20 0.87 0.33 0.90 0.10 0.46 0.87 0.13 0.78 0.87 0.47 0.46 0.93 0.78 0.87 0.73 0.48 0.29 0.63 0.59 0.50 0.87 0.35 0.52 0.22 0.45 0.65 0.25 0.50 0.69 0.80 0.67 0.20 0.23 0.89 0.11 0.65 0.47 0.76 0.94 0.85 0.70 0.02 0.05 0.84 0.50 0.02 0.81 0.50 0.32 0.68 0.67 0.89 0.65 0.53 0.95 0.43 0.74 0.55 0.13 ]
[0.31 0.95 0.66 0.66 0.06 0.56 0.20 1.00 0.53 0.74 0.06 0.24 0.03 0.88 0.94 0.69 0.85 0.07 0.75 0.95 0.46 0.36 1.00 0.26 0.68 0.41 0.72 0.71 0.29 0.22 0.95 0.43 0.70 0.78 0.04 0.81 0.66 0.07 0.51 0.05 0.50 0.70 0.13 0.42 0.39 0.51 0.88 0.36 0.19 0.07 0.85 0.37 0.28 0.71 0.60 0.24 0.04 0.78 0.12 0.36 0.42 0.97 0.26 0.99 0.15 0.59 0.83 ]
[0.94 0.19 0.01 0.06 0.85 0.17 0.87 0.53 1.00 0.69 0.02 0.69 0.23 0.06 0.59 0.31 0.63 0.76 0.03 0.77 0.10 0.42 0.29 0.56 0.02 0.26 0.11 0.16 0.89 0.63 0.11 0.00 0.95 0.31 0.48 0.24 0.51 0.98 0.16 0.61 0.63 0.60 0.08 0.36 0.37 0.50 0.50 0.97 0.01 0.17 0.46 0.56 0.47 0.36 0.41 0.44 0.30 0.24 0.28 0.65 0.77 0.22 0.75 0.40 0.30 0.58 0.80 ]
[0.26 0.57 0.02 0.76 0.35 0.77 0.33 0.74 0.69 1.00 0.80 0.10 0.16 0.56 0.98 0.06 0.78 0.86 0.82 0.08 1.00 0.47 0.97 0.74 0.95 0.27 0.00 0.30 0.85 0.52 0.99 0.19 0.75 0.80 0.60 0.28 0.82 0.81 0.34 0.47 0.38 0.01 0.78 0.13 0.24 0.81 0.67 0.72 0.49 0.47 0.14 0.14 0.82 0.76 0.37 0.80 0.17 0.60 0.86 0.14 0.72 0.37 0.83 0.52 0.30 0.80 0.61 ]
