D = 2;
n = [ 3 3 ];
N = 53;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.25 0.81 0.51 0.77 0.89 0.68 0.59 0.45 0.84 0.44 0.70 0.36 0.05 0.80 0.41 0.07 0.01 0.07 0.47 0.94 0.18 0.45 0.94 0.59 0.30 0.47 0.52 0.26 0.12 0.15 0.45 0.62 1.00 0.31 0.95 0.20 0.03 0.13 0.34 0.56 0.54 0.45 0.72 0.47 0.27 0.60 0.36 0.36 0.37 0.22 0.91 0.38 ]
[0.25 1.00 0.15 0.02 0.46 0.37 0.12 0.64 0.72 0.61 0.15 0.63 0.38 0.56 0.88 0.81 0.20 0.35 1.00 0.11 0.71 0.72 0.92 0.49 0.86 0.21 0.36 0.97 0.65 0.75 0.14 0.55 0.80 0.07 0.25 0.32 0.07 0.75 0.63 0.06 0.16 0.86 0.34 0.85 0.94 0.56 0.25 0.76 0.45 0.03 0.49 0.76 0.74 ]
[0.81 0.15 1.00 0.18 0.29 0.01 0.80 0.30 0.87 0.98 0.75 0.54 0.95 0.53 0.94 0.98 0.19 0.20 0.41 0.43 0.89 0.37 0.78 0.76 0.91 0.93 0.58 0.61 0.22 0.95 0.83 0.04 0.31 0.46 0.65 0.55 0.51 0.11 0.35 0.68 0.35 0.02 0.73 0.70 0.92 0.24 0.77 0.47 0.50 0.84 0.84 0.92 0.79 ]
[0.51 0.02 0.18 1.00 0.05 0.59 0.70 0.39 0.77 0.05 0.01 0.69 0.58 0.22 0.69 0.04 0.33 0.42 0.47 0.71 0.36 0.53 0.58 0.12 0.40 0.19 0.12 0.03 0.97 0.70 0.18 0.68 0.87 0.28 0.33 0.85 0.93 0.94 0.66 0.36 0.74 0.19 0.62 0.84 0.94 0.88 0.89 0.87 0.30 0.21 0.22 0.58 0.72 ]
[0.77 0.46 0.29 0.05 1.00 0.90 0.83 0.24 0.17 0.64 0.83 0.78 0.59 0.12 0.40 0.59 0.19 0.24 0.64 0.42 0.11 0.28 0.45 0.89 0.72 0.66 0.98 0.00 0.77 0.37 0.19 0.67 0.05 0.02 0.76 0.71 0.11 0.82 0.42 0.50 0.30 0.75 0.02 0.15 0.69 0.49 0.90 0.05 0.91 0.93 0.42 0.37 0.83 ]
[0.89 0.37 0.01 0.59 0.90 1.00 0.04 0.49 0.48 0.66 0.89 0.65 0.77 0.96 0.27 0.20 0.40 0.01 0.77 0.15 0.85 0.12 0.54 0.00 0.01 0.92 0.30 0.20 0.71 0.51 0.81 0.79 0.86 0.91 0.96 0.88 0.63 0.01 0.40 0.41 0.11 0.94 0.60 0.57 0.87 0.02 0.44 0.79 0.84 0.43 0.99 0.68 0.40 ]
[0.68 0.12 0.80 0.70 0.83 0.04 1.00 0.78 0.22 0.29 0.49 0.31 0.28 0.30 0.65 0.33 0.79 0.92 0.48 0.06 0.42 0.12 0.89 0.99 0.38 0.55 0.94 0.21 0.01 0.71 0.16 0.45 0.80 0.10 0.76 0.61 0.02 0.12 0.03 0.03 0.11 0.18 0.91 0.17 0.74 0.23 0.19 0.42 0.38 0.84 0.87 0.74 0.35 ]
[0.59 0.64 0.30 0.39 0.24 0.49 0.78 1.00 0.43 0.96 0.99 0.51 0.38 0.22 0.00 0.27 0.53 0.01 0.31 0.54 0.27 0.63 0.10 0.71 0.17 0.92 0.98 0.17 0.88 0.36 0.18 0.06 0.32 0.44 0.23 0.03 0.56 0.61 0.65 0.26 0.83 0.22 0.75 0.44 0.04 0.05 0.92 0.83 0.54 0.00 0.58 0.26 0.54 ]
[0.45 0.72 0.87 0.77 0.17 0.48 0.22 0.43 1.00 0.05 0.50 0.02 0.08 0.09 0.13 0.74 0.38 0.13 0.19 0.70 0.72 0.73 0.22 0.88 0.76 0.64 0.88 0.63 0.10 0.34 0.89 0.97 0.46 0.06 0.48 0.69 0.45 0.24 0.81 0.12 0.39 0.49 0.39 0.60 0.23 0.06 0.65 0.27 0.06 0.79 0.51 0.37 0.75 ]
[0.84 0.61 0.98 0.05 0.64 0.66 0.29 0.96 0.05 1.00 0.51 0.77 0.29 0.77 0.85 0.93 0.08 0.50 0.35 0.71 0.17 0.90 0.25 0.52 0.32 0.57 0.06 0.61 0.66 0.98 0.58 0.63 0.23 0.56 0.59 0.68 0.99 0.08 0.05 0.04 0.95 0.51 0.93 0.69 0.94 0.81 0.39 0.79 0.74 0.52 0.65 0.77 0.43 ]
