D = 2;
n = [ 4 4 ];
N = 45;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.87 0.37 0.35 0.71 0.86 0.82 0.49 0.57 0.11 0.90 0.03 0.27 0.60 0.81 0.64 0.93 0.81 0.07 0.70 0.23 0.56 0.10 0.17 0.33 0.48 0.28 0.32 0.40 0.96 0.72 0.56 0.13 0.55 0.79 0.25 0.69 0.92 0.80 0.10 0.62 0.01 0.33 0.45 0.10 ]
[0.87 1.00 0.56 0.94 0.17 0.08 0.89 0.91 0.22 0.34 0.24 0.20 0.84 0.62 0.46 0.25 0.83 0.67 0.85 0.46 0.73 0.53 0.40 0.09 0.27 0.05 0.89 0.10 0.05 0.53 0.10 0.49 0.53 0.30 0.81 0.81 0.64 0.03 0.93 0.81 0.34 0.06 0.87 0.94 0.64 ]
[0.37 0.56 1.00 0.26 0.48 1.00 0.91 0.07 0.03 0.75 0.47 0.46 0.18 0.20 0.49 0.09 0.55 0.61 0.53 0.01 0.43 0.86 0.40 0.92 0.92 0.67 0.33 0.71 0.31 0.66 0.37 0.25 0.98 0.28 0.24 0.37 0.85 0.27 0.26 0.31 0.20 0.61 0.75 0.90 0.64 ]
[0.35 0.94 0.26 1.00 0.92 0.68 0.37 0.27 0.86 0.27 0.72 0.43 0.23 0.30 0.79 0.44 0.46 0.13 0.51 0.25 0.86 0.09 0.61 0.44 0.70 0.72 0.38 0.60 0.76 0.57 0.99 0.15 0.55 0.62 0.86 0.41 0.55 0.03 0.21 0.85 0.03 0.30 0.68 0.17 0.18 ]
[0.71 0.17 0.48 0.92 1.00 0.77 0.39 0.91 0.35 0.97 0.19 0.06 0.52 0.39 0.07 0.52 0.55 0.71 0.40 0.94 0.54 0.71 0.69 0.57 0.89 0.49 0.54 0.78 0.50 0.85 0.15 0.73 0.91 0.99 0.82 0.93 0.61 0.94 0.93 0.19 0.79 0.30 0.13 0.96 0.18 ]
[0.86 0.08 1.00 0.68 0.77 1.00 0.45 0.99 0.32 0.73 0.01 0.58 0.21 0.79 0.14 0.42 0.80 0.56 0.47 0.73 0.56 0.08 0.36 0.40 0.77 0.60 0.39 0.79 0.19 0.13 0.87 0.70 0.16 0.16 0.02 0.10 0.36 0.71 0.87 0.06 0.36 0.08 0.46 0.22 0.34 ]
[0.82 0.89 0.91 0.37 0.39 0.45 1.00 0.95 0.33 0.55 0.29 0.89 0.57 0.68 0.38 0.47 0.04 0.48 0.35 0.83 0.40 0.08 0.27 0.68 0.37 0.97 0.30 0.28 0.56 0.51 0.59 0.51 0.16 0.99 0.41 0.06 0.60 0.48 0.57 0.52 0.07 0.86 0.04 1.00 0.84 ]
[0.49 0.91 0.07 0.27 0.91 0.99 0.95 1.00 0.32 0.51 0.13 0.88 0.69 0.84 0.57 0.32 0.42 0.30 0.02 0.30 0.29 0.01 0.38 0.29 0.67 0.21 0.59 0.38 0.72 0.17 0.76 0.58 0.19 0.01 0.99 0.45 0.47 0.15 0.21 0.47 0.07 0.36 0.32 0.44 0.54 ]
[0.57 0.22 0.03 0.86 0.35 0.32 0.33 0.32 1.00 0.81 0.28 0.13 0.88 0.75 0.59 0.32 0.08 0.95 0.80 0.42 0.96 0.25 0.71 0.18 0.47 0.85 0.76 0.22 0.42 0.01 0.72 0.43 0.25 0.21 0.94 0.66 0.27 0.82 0.39 0.58 0.98 0.73 0.94 0.66 0.89 ]
[0.11 0.34 0.75 0.27 0.97 0.73 0.55 0.51 0.81 1.00 0.25 0.45 0.85 0.88 0.38 0.29 0.43 0.85 0.08 0.30 0.55 0.61 0.02 0.51 0.08 0.36 0.81 0.56 0.43 0.63 0.32 0.06 0.51 0.99 0.74 0.40 0.59 0.80 0.37 0.99 0.96 0.14 0.96 0.40 0.73 ]
