D = 2;
n = [ 2 2 ];
N = 81;
d = [1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 ];
m = [
[1.00 0.82 0.49 0.96 0.08 0.54 0.85 0.97 0.41 0.37 0.56 0.72 0.50 0.49 0.68 0.86 0.29 0.28 0.51 0.90 0.48 0.52 0.16 0.36 0.63 0.71 0.15 0.99 0.99 0.27 0.77 0.86 0.68 0.43 0.52 0.83 0.09 0.64 0.21 0.78 0.08 0.79 0.36 0.85 0.70 0.48 0.94 0.64 0.07 0.30 0.61 0.96 0.62 0.98 0.36 0.85 0.62 0.18 0.95 0.22 0.34 0.04 0.57 0.55 0.44 0.58 0.94 0.44 0.04 0.12 0.75 0.86 0.41 0.77 0.42 0.39 0.94 0.68 0.48 0.74 0.49 ]
[0.82 1.00 0.28 0.20 0.91 0.35 0.50 0.78 0.29 0.20 0.28 0.45 0.61 0.35 0.23 0.16 0.96 0.48 0.24 0.11 0.43 0.71 0.65 0.31 0.25 0.76 0.70 0.94 0.40 0.82 0.57 0.98 0.86 0.80 0.25 0.68 0.11 0.95 0.24 0.79 0.74 0.88 0.37 0.09 0.86 0.40 0.27 0.45 0.72 0.75 0.05 0.94 0.05 0.89 0.31 0.16 0.95 0.94 0.92 0.71 0.27 0.17 0.09 0.12 0.53 0.41 0.61 0.98 0.07 0.76 0.29 0.89 0.85 0.79 0.82 0.55 0.48 0.74 0.04 0.86 0.59 ]
[0.49 0.28 1.00 0.71 0.32 0.55 0.08 0.35 0.57 0.32 0.53 0.90 0.20 0.79 0.63 0.12 0.90 0.54 0.00 0.87 0.36 0.44 0.83 0.86 0.13 0.45 0.59 0.16 0.72 0.26 0.99 0.13 0.94 0.35 0.40 0.04 0.89 0.73 0.75 0.14 0.85 0.71 0.43 0.11 0.71 0.07 0.27 0.95 0.55 0.54 0.86 0.47 0.77 0.97 0.14 0.41 0.41 0.18 0.14 0.13 0.96 0.71 0.49 0.94 0.06 0.74 0.38 0.08 0.90 0.14 0.95 0.89 0.92 0.43 0.33 0.19 1.00 0.28 0.34 0.29 0.24 ]
[0.96 0.20 0.71 1.00 0.14 0.71 0.83 0.23 0.22 0.70 0.57 0.30 0.12 0.09 0.95 0.52 0.61 0.83 0.47 0.52 0.39 0.22 0.75 0.32 0.73 0.08 0.62 0.77 0.29 0.46 0.66 0.84 0.06 0.42 0.77 0.72 0.18 0.13 0.82 0.39 0.24 0.06 0.99 0.68 0.92 0.21 0.51 0.24 0.34 0.96 0.15 0.70 0.40 0.12 0.07 0.67 0.57 0.67 0.24 0.48 0.16 0.89 0.06 0.87 0.15 0.03 0.06 0.13 0.46 0.63 0.73 0.86 0.59 0.71 0.50 0.95 0.27 0.03 0.82 0.43 0.36 ]
[0.08 0.91 0.32 0.14 1.00 0.10 0.64 0.75 0.07 0.37 0.61 0.09 0.41 0.41 0.69 0.03 0.04 0.59 0.01 0.06 0.17 0.63 0.42 0.62 0.19 0.68 0.90 0.14 0.68 0.31 0.53 0.76 0.09 0.99 0.70 0.34 0.01 0.53 0.52 0.79 0.09 0.09 0.81 0.25 0.79 0.31 0.56 0.48 0.22 0.20 0.91 0.83 0.29 0.02 0.47 0.30 0.88 0.61 0.95 0.34 0.41 0.85 0.43 0.86 0.40 0.48 0.68 0.06 0.96 0.66 0.47 0.48 0.73 0.00 0.92 0.12 0.40 0.69 0.62 0.19 0.89 ]
[0.54 0.35 0.55 0.71 0.10 1.00 0.34 0.43 0.90 0.57 0.47 0.53 0.65 0.37 0.64 0.41 0.28 0.10 0.41 0.04 0.51 0.96 0.87 0.08 0.37 0.27 0.06 0.88 0.67 0.64 0.07 0.19 0.53 0.38 0.17 0.92 0.64 0.63 0.77 0.90 0.67 0.83 0.97 0.24 0.53 0.91 0.23 0.93 0.39 0.33 0.33 0.75 0.20 0.48 0.77 0.49 0.72 0.51 0.89 0.02 0.14 0.24 0.73 0.47 0.76 0.38 0.32 0.21 0.13 0.39 0.27 0.68 0.50 0.93 0.64 0.71 0.71 0.32 0.38 0.08 0.34 ]
[0.85 0.50 0.08 0.83 0.64 0.34 1.00 0.83 0.52 0.03 0.14 0.45 0.28 0.74 0.98 0.66 0.12 0.90 0.72 0.11 0.79 0.91 0.03 0.11 0.04 0.54 0.61 0.30 0.14 0.73 0.44 0.89 0.81 0.55 0.74 0.26 0.35 0.59 0.28 0.13 0.21 0.05 0.44 0.52 0.80 0.39 0.28 0.70 0.99 0.60 0.34 0.16 0.73 0.46 0.96 0.11 0.10 0.53 0.34 0.32 0.84 0.73 0.30 0.55 0.30 0.71 0.87 0.91 0.93 0.98 0.99 0.47 0.78 0.17 0.80 0.02 0.46 0.33 0.67 0.94 0.10 ]
[0.97 0.78 0.35 0.23 0.75 0.43 0.83 1.00 0.59 0.56 0.79 0.77 0.32 0.80 0.14 0.58 0.04 0.17 0.34 0.77 0.65 0.48 0.33 0.74 0.47 0.56 0.98 0.99 0.80 0.67 0.74 0.32 0.29 0.38 0.21 0.09 0.82 0.19 0.99 0.63 0.86 0.72 0.15 0.67 0.76 0.88 0.85 0.84 0.15 0.02 0.51 0.78 0.74 0.24 0.27 0.29 0.06 0.67 0.49 0.31 0.32 0.94 0.05 0.22 0.75 0.99 0.38 0.62 0.37 0.23 0.30 0.62 0.41 0.50 0.47 0.89 0.99 0.62 0.68 0.79 0.67 ]
[0.41 0.29 0.57 0.22 0.07 0.90 0.52 0.59 1.00 0.63 0.02 0.07 0.67 0.15 0.94 0.96 0.26 0.29 0.59 0.01 0.79 0.23 0.19 0.25 0.46 0.58 0.56 0.33 0.94 0.55 1.00 0.63 0.82 0.19 0.12 0.66 0.25 0.05 0.62 0.50 0.64 0.76 0.84 0.30 0.05 0.16 0.55 0.46 0.16 0.36 0.03 0.73 0.57 0.94 0.88 0.64 0.37 0.88 0.79 0.37 0.98 0.36 0.21 0.97 0.81 0.75 0.30 0.81 0.18 0.99 0.74 0.82 0.92 0.04 0.56 0.72 0.80 0.31 0.74 0.73 0.45 ]
[0.37 0.20 0.32 0.70 0.37 0.57 0.03 0.56 0.63 1.00 0.48 0.51 0.76 0.31 0.08 0.54 0.94 0.96 0.60 0.93 0.33 0.46 0.63 0.37 0.24 0.06 0.57 0.32 0.67 0.43 0.55 0.91 0.06 0.58 0.76 0.08 0.04 0.08 0.46 0.36 0.67 0.77 0.92 0.59 0.76 0.39 0.63 0.12 0.06 0.77 0.79 0.10 0.84 0.22 0.04 0.34 0.39 0.04 0.53 0.19 0.16 0.37 0.50 0.65 0.78 0.18 0.43 0.44 0.87 0.21 0.98 0.18 0.19 0.21 0.04 0.49 0.14 0.43 0.84 0.67 0.36 ]
