D = 6;
n = [ 5 5 5 5 5 5 ];
N = 40;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.60 0.67 0.33 0.44 0.47 0.13 0.58 0.97 0.93 0.89 0.08 0.35 0.89 0.20 0.96 0.24 0.26 0.14 0.91 0.18 0.81 0.53 0.86 0.52 0.61 0.76 0.18 0.66 0.01 0.03 0.18 0.76 0.30 0.20 0.28 0.51 0.54 0.12 0.70 ]
[0.60 1.00 0.27 0.01 0.58 0.31 0.76 0.16 0.10 0.06 0.59 0.28 0.02 0.56 0.22 0.95 0.34 0.41 0.70 0.09 0.32 0.78 0.85 0.77 0.32 0.85 0.35 0.05 0.13 0.83 0.69 0.33 0.55 0.39 0.60 0.61 0.62 0.36 0.58 0.37 ]
[0.67 0.27 1.00 0.86 0.32 0.31 0.11 0.05 0.95 0.48 0.19 0.24 0.28 0.49 0.88 0.02 0.80 1.00 0.66 0.48 0.54 0.34 0.09 0.04 0.36 0.24 0.73 0.23 0.15 0.18 0.83 0.91 0.30 0.25 0.85 0.97 0.01 0.08 0.32 0.16 ]
[0.33 0.01 0.86 1.00 0.76 0.73 0.62 0.50 0.66 0.74 0.89 0.88 0.06 0.25 0.73 0.08 0.72 0.01 0.42 0.41 0.98 0.81 0.24 0.28 0.16 0.18 0.59 0.43 0.40 0.40 0.97 0.76 0.66 0.21 0.68 0.39 0.52 0.39 0.49 0.32 ]
[0.44 0.58 0.32 0.76 1.00 0.25 0.90 0.94 0.34 0.40 1.00 0.56 0.27 0.93 0.02 0.43 0.96 0.36 0.91 0.58 0.73 0.75 0.82 0.14 0.63 0.50 0.41 0.09 0.96 0.39 0.31 0.75 0.72 0.90 0.14 0.42 0.43 0.01 0.18 0.30 ]
[0.47 0.31 0.31 0.73 0.25 1.00 0.08 0.09 0.15 0.73 0.47 0.65 0.63 0.70 0.34 0.04 0.07 0.61 0.41 0.20 0.65 0.69 0.86 0.36 0.52 0.02 0.73 0.14 0.15 0.97 0.86 0.02 0.95 0.59 0.98 0.78 0.91 0.11 0.52 0.85 ]
[0.13 0.76 0.11 0.62 0.90 0.08 1.00 0.83 0.09 0.24 0.22 0.33 0.35 0.01 0.57 0.51 0.08 0.79 0.48 0.25 0.21 0.85 0.24 0.07 0.57 0.22 0.07 0.24 0.31 0.58 0.31 0.44 0.16 0.95 1.00 0.32 0.27 0.62 0.40 0.53 ]
[0.58 0.16 0.05 0.50 0.94 0.09 0.83 1.00 0.87 0.68 0.41 0.80 0.57 0.56 0.73 0.84 0.78 0.35 0.57 0.11 0.71 0.76 0.42 0.10 0.57 0.26 0.73 0.41 0.98 0.14 0.14 0.59 0.14 0.29 0.74 0.95 0.29 0.51 0.65 0.87 ]
[0.97 0.10 0.95 0.66 0.34 0.15 0.09 0.87 1.00 0.06 0.10 0.41 0.05 0.28 0.06 0.49 0.03 0.31 0.66 0.33 0.13 0.20 0.87 0.24 0.30 0.33 0.48 0.56 0.22 0.84 0.97 0.42 0.40 0.49 0.16 0.44 0.47 0.48 0.12 0.51 ]
[0.93 0.06 0.48 0.74 0.40 0.73 0.24 0.68 0.06 1.00 0.68 0.20 0.84 0.01 0.96 0.99 0.12 0.70 0.79 0.07 0.31 0.64 0.91 0.09 0.05 0.32 0.16 0.26 0.97 0.99 0.29 0.75 0.89 0.65 0.52 0.03 0.96 0.74 0.21 0.45 ]
