D = 4;
n = [ 2 2 2 2 ];
N = 36;
d = [1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 ];
m = [
[1.00 0.23 0.22 0.76 0.41 0.09 0.81 0.89 0.85 0.52 0.35 0.17 0.39 0.07 0.11 0.96 0.90 0.14 0.43 0.66 0.11 0.65 0.84 0.00 0.94 0.34 0.67 0.16 0.65 0.60 0.49 0.22 1.00 0.02 0.00 0.60 ]
[0.23 1.00 0.89 0.02 0.32 0.54 0.57 0.44 0.41 0.96 0.90 0.99 0.17 0.81 0.04 0.56 0.78 0.77 0.42 0.11 0.55 0.86 0.28 0.06 0.25 0.35 0.96 0.12 0.67 0.34 0.07 0.54 0.97 0.58 0.57 0.22 ]
[0.22 0.89 1.00 0.39 0.88 0.79 0.80 0.24 0.24 0.24 0.46 0.84 0.48 0.20 0.52 0.42 0.34 0.73 0.67 0.05 0.58 0.64 0.92 0.98 0.66 0.95 0.75 0.06 0.45 0.08 0.39 0.01 0.44 0.03 0.65 0.81 ]
[0.76 0.02 0.39 1.00 0.56 0.47 0.52 0.97 0.44 0.77 0.65 0.42 0.12 0.77 0.94 0.61 0.32 0.53 0.75 0.88 0.25 0.38 0.40 0.84 0.07 0.51 0.37 0.88 0.92 0.52 0.56 0.56 0.32 0.87 0.61 0.38 ]
[0.41 0.32 0.88 0.56 1.00 0.69 0.10 0.96 0.38 0.76 0.43 0.73 0.68 0.63 0.93 0.89 0.24 0.43 0.88 0.93 0.52 0.38 0.36 0.26 0.73 0.37 0.57 0.72 0.07 0.51 0.97 0.80 0.22 0.88 0.39 0.95 ]
[0.09 0.54 0.79 0.47 0.69 1.00 0.07 0.50 0.62 0.58 0.08 0.12 0.54 0.51 0.42 0.87 0.28 0.38 0.84 0.56 0.19 0.23 0.70 0.19 0.52 0.12 0.09 0.32 0.08 0.24 0.33 0.06 0.66 0.99 0.04 0.02 ]
[0.81 0.57 0.80 0.52 0.10 0.07 1.00 0.08 0.15 0.09 0.97 0.37 0.37 0.80 0.81 0.73 0.23 0.83 0.77 0.97 0.12 0.93 0.56 0.08 0.57 0.62 0.12 0.06 0.35 0.60 0.66 0.77 0.36 0.53 0.73 0.30 ]
[0.89 0.44 0.24 0.97 0.96 0.50 0.08 1.00 0.71 0.62 0.41 0.48 0.31 0.52 0.32 0.44 0.15 0.82 0.86 0.25 0.63 0.67 0.28 0.53 0.07 0.02 0.56 0.01 0.72 0.24 0.78 0.05 0.22 0.88 0.60 0.64 ]
[0.85 0.41 0.24 0.44 0.38 0.62 0.15 0.71 1.00 0.56 0.36 0.95 0.27 0.16 0.54 0.26 0.03 0.26 0.15 0.64 0.11 0.67 0.47 0.38 0.27 0.71 0.05 0.27 0.31 0.82 0.19 0.54 0.37 0.66 0.47 0.62 ]
[0.52 0.96 0.24 0.77 0.76 0.58 0.09 0.62 0.56 1.00 0.23 0.52 0.68 0.89 0.50 0.93 0.88 0.66 0.03 0.97 0.21 0.69 0.52 0.55 0.45 0.85 0.89 0.18 0.14 0.55 0.72 0.52 0.55 0.39 0.90 0.86 ]
