D = 6;
n = [ 4 4 4 4 4 4 ];
N = 62;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.70 0.94 0.39 0.98 0.39 0.37 0.09 0.62 0.63 0.05 0.60 0.02 0.51 0.36 0.74 0.43 0.83 0.44 0.86 0.57 0.14 0.93 0.87 0.57 0.70 0.92 0.30 0.92 0.39 0.13 0.73 0.72 0.96 0.86 0.96 0.25 0.10 0.44 0.68 0.64 0.91 0.94 0.76 0.45 0.20 0.17 0.64 0.75 0.25 0.03 0.71 0.83 0.86 0.60 0.36 0.38 0.86 0.53 0.64 0.15 0.03 ]
[0.70 1.00 0.80 0.98 0.13 0.24 0.65 0.23 0.90 0.95 0.51 0.15 0.19 0.01 0.49 0.13 0.11 0.40 0.28 0.44 0.45 0.73 0.74 0.94 0.00 0.27 0.30 0.98 0.93 0.54 0.03 0.85 0.34 0.10 0.08 0.49 0.64 0.80 0.28 0.87 0.41 0.10 0.06 0.33 0.56 0.98 0.53 0.31 0.46 0.61 0.11 0.76 0.30 0.59 0.22 0.19 0.17 0.91 0.23 0.78 0.20 0.37 ]
[0.94 0.80 1.00 0.91 0.40 0.42 0.20 0.64 0.64 0.88 0.09 0.33 0.55 1.00 0.22 0.25 0.40 0.76 0.03 0.49 0.15 0.42 0.49 0.49 0.28 0.61 0.69 0.55 0.81 0.26 0.53 0.89 0.75 0.06 0.01 0.49 0.98 0.04 0.89 0.73 0.96 0.75 0.03 0.34 0.78 0.15 0.59 0.65 0.63 0.98 0.96 0.41 0.41 0.83 0.87 0.11 0.51 0.98 0.63 0.36 0.15 0.68 ]
[0.39 0.98 0.91 1.00 0.17 0.37 0.77 0.99 0.50 0.52 0.01 0.01 0.36 0.60 0.60 0.01 0.97 0.90 0.13 0.29 0.61 0.11 0.33 0.04 0.95 0.79 0.25 0.04 0.41 0.73 0.61 0.12 0.42 0.19 0.38 0.99 0.28 0.51 0.76 0.54 0.13 0.42 0.11 0.27 0.97 0.49 0.19 0.30 0.08 0.01 0.16 0.04 0.11 0.23 0.80 0.12 0.40 0.67 0.42 0.83 0.06 0.76 ]
[0.98 0.13 0.40 0.17 1.00 0.82 0.65 0.64 0.25 0.01 0.85 0.32 0.11 0.30 0.33 0.83 0.43 0.11 0.23 0.79 0.51 0.04 0.49 0.31 0.96 0.53 0.41 0.89 0.95 0.39 0.94 0.41 0.22 0.30 0.78 0.83 0.43 0.94 0.52 0.30 0.68 0.77 0.79 0.96 0.57 0.36 0.86 0.31 0.57 0.00 0.73 0.74 0.39 0.53 0.72 0.32 0.68 0.80 0.16 0.87 0.80 0.44 ]
[0.39 0.24 0.42 0.37 0.82 1.00 0.84 0.44 0.24 0.65 0.67 0.99 0.61 0.99 0.49 0.65 0.99 0.12 0.59 0.89 0.01 0.30 0.28 0.49 0.59 0.40 0.38 0.65 0.42 0.10 0.95 0.03 0.47 0.94 0.96 0.70 0.04 0.31 0.93 0.73 0.11 0.92 0.20 0.26 0.59 0.79 0.72 0.24 0.18 0.84 0.44 0.92 0.96 0.90 0.37 0.93 0.15 0.49 0.01 0.92 0.22 0.13 ]
[0.37 0.65 0.20 0.77 0.65 0.84 1.00 0.52 0.37 0.40 0.88 0.07 0.53 0.95 0.26 0.06 0.43 0.46 0.18 0.53 0.12 0.52 0.12 0.70 0.96 0.76 0.74 0.59 0.89 0.63 0.49 0.75 0.55 0.52 0.04 0.25 0.34 0.58 0.94 0.92 0.34 0.23 0.60 0.32 0.23 0.32 0.86 0.59 0.55 0.54 0.91 0.51 0.12 0.20 0.29 1.00 0.34 0.49 0.65 0.20 0.97 0.92 ]
[0.09 0.23 0.64 0.99 0.64 0.44 0.52 1.00 0.08 0.31 0.07 0.84 0.85 0.50 0.32 0.82 0.50 0.13 0.05 0.70 0.11 0.90 0.61 0.93 0.77 0.76 0.06 0.76 0.88 0.73 0.38 0.04 0.45 0.52 0.74 0.20 0.39 0.95 0.55 0.07 0.08 0.56 0.88 0.02 0.15 0.44 0.10 0.89 0.62 0.37 0.63 0.56 0.91 0.60 0.25 0.16 0.07 0.83 0.44 0.31 0.69 0.71 ]
[0.62 0.90 0.64 0.50 0.25 0.24 0.37 0.08 1.00 0.20 0.40 0.75 0.39 0.63 0.58 0.59 0.83 0.62 0.44 0.05 0.23 0.22 0.10 0.07 0.79 0.22 0.45 0.35 0.66 0.88 0.18 0.36 0.76 0.75 0.96 0.96 0.65 0.05 0.27 0.00 0.74 0.48 0.33 0.78 0.29 0.59 0.75 0.18 0.04 0.79 0.22 0.19 0.28 0.41 0.61 0.49 0.35 0.58 0.50 0.61 0.97 0.39 ]
[0.63 0.95 0.88 0.52 0.01 0.65 0.40 0.31 0.20 1.00 0.68 0.21 0.50 0.03 0.85 0.12 0.73 0.15 0.11 0.76 0.01 0.17 0.18 0.67 0.70 0.94 1.00 0.11 0.71 0.89 0.50 0.46 0.29 0.61 0.75 0.67 0.73 0.20 0.49 0.13 0.76 0.88 0.84 0.80 0.43 0.60 0.49 0.96 0.76 0.30 0.96 0.60 0.46 0.94 0.02 0.02 0.65 0.74 0.10 0.12 0.45 0.69 ]
