D = 4;
n = [ 2 2 2 2 ];
N = 24;
d = [1 1 1 1 1 1 2 2 2 2 2 2 3 3 3 3 3 3 4 4 4 4 4 4 ];
m = [
[1.00 0.14 0.03 0.70 0.49 0.60 0.69 0.31 0.49 0.90 0.07 0.73 0.31 0.95 0.02 0.96 0.69 0.47 0.58 0.85 0.82 0.49 0.03 0.97 ]
[0.14 1.00 0.41 0.77 0.04 0.59 0.59 0.28 0.82 0.28 0.24 0.31 0.87 0.48 0.33 0.58 0.00 0.91 0.54 0.57 0.58 0.21 0.22 0.38 ]
[0.03 0.41 1.00 0.45 0.93 0.97 0.41 0.90 0.98 0.05 0.31 0.76 0.76 0.72 0.37 0.72 0.17 0.55 0.50 0.20 0.83 0.15 0.79 0.11 ]
[0.70 0.77 0.45 1.00 0.78 0.04 0.97 0.08 0.01 0.25 0.65 0.13 0.88 0.65 0.34 0.03 0.10 0.45 1.00 0.84 0.50 0.26 0.72 0.50 ]
[0.49 0.04 0.93 0.78 1.00 0.80 0.05 0.00 0.64 0.20 0.24 0.00 0.07 0.95 0.31 0.97 0.54 0.27 0.93 0.42 0.42 0.90 0.85 0.12 ]
[0.60 0.59 0.97 0.04 0.80 1.00 1.00 0.21 0.58 0.48 0.79 0.74 0.13 0.76 0.23 0.39 0.48 0.38 0.82 0.09 0.24 0.25 0.48 0.36 ]
[0.69 0.59 0.41 0.97 0.05 1.00 1.00 0.68 0.69 0.82 0.69 0.42 0.70 0.31 0.44 0.07 0.17 0.95 0.55 0.25 0.18 0.44 0.00 0.70 ]
[0.31 0.28 0.90 0.08 0.00 0.21 0.68 1.00 0.15 0.40 0.53 0.37 0.99 0.10 0.15 0.63 0.10 0.03 0.66 0.65 0.86 0.83 0.59 0.82 ]
[0.49 0.82 0.98 0.01 0.64 0.58 0.69 0.15 1.00 0.63 0.69 0.03 0.32 0.01 0.04 0.30 0.65 0.99 0.07 0.29 0.75 0.27 0.02 0.61 ]
[0.90 0.28 0.05 0.25 0.20 0.48 0.82 0.40 0.63 1.00 0.57 0.33 0.23 0.02 0.84 0.21 0.48 0.88 0.29 0.27 0.41 0.44 0.99 0.48 ]
[0.07 0.24 0.31 0.65 0.24 0.79 0.69 0.53 0.69 0.57 1.00 0.12 0.94 0.78 0.69 0.23 0.83 0.66 0.89 0.50 0.70 0.21 0.77 0.37 ]
[0.73 0.31 0.76 0.13 0.00 0.74 0.42 0.37 0.03 0.33 0.12 1.00 0.89 0.23 0.67 0.88 0.62 0.71 0.18 0.53 0.62 0.95 0.75 0.77 ]
[0.31 0.87 0.76 0.88 0.07 0.13 0.70 0.99 0.32 0.23 0.94 0.89 1.00 0.27 0.30 0.03 0.81 0.49 0.57 0.56 0.66 0.54 0.97 0.27 ]
[0.95 0.48 0.72 0.65 0.95 0.76 0.31 0.10 0.01 0.02 0.78 0.23 0.27 1.00 0.29 0.89 0.85 0.80 0.09 0.70 0.28 0.80 0.04 0.75 ]
[0.02 0.33 0.37 0.34 0.31 0.23 0.44 0.15 0.04 0.84 0.69 0.67 0.30 0.29 1.00 0.71 0.45 0.32 0.69 0.47 0.03 0.61 0.86 0.21 ]
[0.96 0.58 0.72 0.03 0.97 0.39 0.07 0.63 0.30 0.21 0.23 0.88 0.03 0.89 0.71 1.00 0.30 0.41 0.22 0.13 0.20 0.46 0.85 0.35 ]
[0.69 0.00 0.17 0.10 0.54 0.48 0.17 0.10 0.65 0.48 0.83 0.62 0.81 0.85 0.45 0.30 1.00 0.48 0.88 0.98 0.55 0.94 0.24 0.52 ]
[0.47 0.91 0.55 0.45 0.27 0.38 0.95 0.03 0.99 0.88 0.66 0.71 0.49 0.80 0.32 0.41 0.48 1.00 0.45 0.55 0.88 0.00 0.83 0.26 ]
[0.58 0.54 0.50 1.00 0.93 0.82 0.55 0.66 0.07 0.29 0.89 0.18 0.57 0.09 0.69 0.22 0.88 0.45 1.00 0.71 0.59 0.66 0.68 0.84 ]
[0.85 0.57 0.20 0.84 0.42 0.09 0.25 0.65 0.29 0.27 0.50 0.53 0.56 0.70 0.47 0.13 0.98 0.55 0.71 1.00 0.98 0.50 0.52 0.16 ]
[0.82 0.58 0.83 0.50 0.42 0.24 0.18 0.86 0.75 0.41 0.70 0.62 0.66 0.28 0.03 0.20 0.55 0.88 0.59 0.98 1.00 0.84 0.48 0.35 ]
[0.49 0.21 0.15 0.26 0.90 0.25 0.44 0.83 0.27 0.44 0.21 0.95 0.54 0.80 0.61 0.46 0.94 0.00 0.66 0.50 0.84 1.00 0.62 0.04 ]
[0.03 0.22 0.79 0.72 0.85 0.48 0.00 0.59 0.02 0.99 0.77 0.75 0.97 0.04 0.86 0.85 0.24 0.83 0.68 0.52 0.48 0.62 1.00 0.53 ]
[0.97 0.38 0.11 0.50 0.12 0.36 0.70 0.82 0.61 0.48 0.37 0.77 0.27 0.75 0.21 0.35 0.52 0.26 0.84 0.16 0.35 0.04 0.53 1.00 ]
];
