D = 6;
n = [ 5 5 5 5 5 5 ];
N = 61;
d = [1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 6 ];
m = [
[1.00 0.07 0.83 0.37 0.12 0.35 0.90 0.45 0.26 0.92 0.59 0.11 0.91 0.58 0.62 0.29 0.87 0.30 0.27 0.83 0.56 0.36 0.78 0.04 0.21 0.56 0.40 0.26 0.40 0.51 0.69 0.79 0.16 0.36 0.80 0.29 0.54 0.36 0.55 0.30 0.93 0.38 0.44 0.28 0.40 0.48 0.20 0.49 0.15 0.05 0.70 0.45 0.80 0.48 0.41 0.76 0.33 0.82 0.56 0.09 0.66 ]
[0.07 1.00 0.84 0.91 0.17 0.93 0.87 0.18 0.17 0.15 0.66 0.05 0.53 0.53 0.20 0.86 0.76 0.84 0.20 0.36 0.84 0.89 0.56 0.21 0.69 0.89 0.78 0.36 0.14 0.55 0.88 0.21 0.93 0.62 0.17 0.18 0.63 0.09 0.98 0.52 0.89 0.97 0.01 0.62 0.15 0.18 0.28 0.59 0.81 0.26 0.64 0.95 1.00 0.64 0.94 0.52 0.09 0.12 0.25 0.02 0.78 ]
[0.83 0.84 1.00 0.71 0.36 0.63 0.01 0.73 0.59 0.57 0.10 0.11 0.16 0.37 0.35 0.19 0.67 0.43 0.83 0.83 0.78 0.42 0.85 0.14 0.49 0.12 0.73 0.93 0.34 0.52 0.83 0.45 0.08 0.02 0.51 0.61 0.74 0.07 0.51 0.38 0.75 0.16 0.91 0.33 0.77 0.57 0.18 0.82 0.26 0.78 0.47 0.32 0.72 0.62 0.45 0.77 0.86 0.24 0.99 0.14 0.64 ]
[0.37 0.91 0.71 1.00 0.34 0.65 0.40 0.66 0.19 0.43 0.44 0.78 0.52 0.29 0.95 0.77 0.99 0.37 0.11 0.90 0.92 0.33 0.97 0.42 0.63 0.71 0.50 0.98 0.80 0.87 0.90 0.51 0.36 0.39 0.87 0.48 0.78 0.31 0.65 0.21 0.71 0.16 0.44 0.11 0.17 0.10 0.55 0.53 0.95 0.69 0.90 0.83 0.76 0.61 0.23 0.45 0.46 0.37 0.91 0.10 0.92 ]
[0.12 0.17 0.36 0.34 1.00 0.78 0.44 0.57 0.27 0.67 0.68 0.78 0.68 0.80 0.24 0.98 0.87 0.79 0.20 0.35 0.52 0.28 0.95 0.96 0.13 0.95 0.31 0.96 0.48 0.07 0.72 0.82 0.59 0.06 0.72 0.23 0.62 0.16 0.15 0.13 0.01 0.83 0.05 0.30 0.41 0.40 0.54 0.46 0.48 0.46 0.78 0.66 0.88 0.16 0.00 0.57 0.70 0.84 0.31 0.47 0.02 ]
[0.35 0.93 0.63 0.65 0.78 1.00 0.48 0.47 0.74 0.94 0.95 0.53 0.41 0.90 0.07 0.80 0.19 0.23 0.40 0.16 0.92 0.53 0.03 0.07 0.91 0.94 0.32 0.61 0.10 0.32 0.24 0.19 0.98 0.78 0.80 0.46 0.29 0.66 0.98 0.54 0.65 0.15 0.44 0.15 0.93 0.14 0.19 0.24 0.03 0.14 0.35 0.70 0.47 0.26 0.78 0.84 0.60 0.78 0.14 0.69 0.73 ]
[0.90 0.87 0.01 0.40 0.44 0.48 1.00 0.01 0.49 0.73 0.54 0.75 0.44 0.03 0.49 0.07 0.64 0.53 0.57 0.58 0.76 0.39 0.85 0.37 0.51 0.61 0.17 0.79 0.79 0.66 0.78 0.78 0.60 0.02 0.66 0.45 0.38 0.65 0.75 0.54 0.15 0.32 0.32 0.73 0.71 0.24 0.66 0.50 0.12 0.35 0.80 0.28 0.50 0.41 0.50 0.76 0.19 0.01 0.02 0.16 0.07 ]
[0.45 0.18 0.73 0.66 0.57 0.47 0.01 1.00 0.93 0.17 0.41 0.51 0.91 0.32 0.75 0.67 0.34 0.17 0.63 0.62 0.43 0.99 0.93 0.75 0.39 0.76 0.42 0.55 0.72 0.27 0.94 0.69 0.23 0.20 0.44 0.58 0.00 0.74 0.09 0.33 0.41 0.64 0.59 0.13 0.27 0.60 0.22 0.67 0.86 1.00 0.61 0.54 0.78 0.93 0.80 0.35 0.80 0.74 0.47 0.68 0.04 ]
[0.26 0.17 0.59 0.19 0.27 0.74 0.49 0.93 1.00 0.80 0.69 0.46 0.49 0.67 0.34 0.64 0.14 0.15 0.35 0.34 0.70 0.11 0.74 0.00 0.67 0.24 0.06 0.12 0.35 0.54 0.13 0.81 0.54 0.67 0.30 0.02 0.64 0.05 0.96 0.42 0.37 0.71 0.51 0.73 0.57 0.23 0.64 0.96 0.30 0.01 0.92 0.94 0.28 0.09 0.72 0.12 0.09 0.62 0.06 0.77 0.17 ]
[0.92 0.15 0.57 0.43 0.67 0.94 0.73 0.17 0.80 1.00 0.98 0.47 0.01 0.52 0.42 0.04 0.19 0.42 0.61 0.31 0.60 0.59 0.54 0.87 0.02 0.99 0.29 0.18 0.80 0.81 0.79 0.47 0.81 0.78 0.69 0.84 0.88 0.47 0.82 0.08 0.66 0.87 0.11 0.45 0.89 0.55 0.72 0.32 0.01 0.97 0.68 0.86 0.78 0.13 1.00 0.89 0.99 0.19 0.42 0.47 0.75 ]
